,MZT1 (440145)
ACH-000004,-0.36735236866300003
ACH-000007,-0.5944111318299999
ACH-000009,-0.509839165572
ACH-000011,-0.7039846407260001
ACH-000012,-0.9125498108050001
ACH-000013,-0.7596836575470001
ACH-000014,-0.5504681193850001
ACH-000015,-0.58161203511
ACH-000017,-0.838421401541
ACH-000018,-0.571885533618
ACH-000019,-1.0512261260299998
ACH-000021,-0.633388193893
ACH-000022,-0.566723294031
ACH-000025,-0.508092420259
ACH-000028,-0.763417104033
ACH-000030,-0.6718568324609999
ACH-000035,-0.619465856994
ACH-000036,-0.5548932763319999
ACH-000037,-0.7444349660259999
ACH-000039,-0.42306903131800006
ACH-000040,-0.8009020799140001
ACH-000041,-0.386471056906
ACH-000042,-1.04702309769
ACH-000045,-0.5589035463440001
ACH-000047,-0.607883775055
ACH-000052,-0.953723478181
ACH-000053,-0.7210756545679999
ACH-000054,-0.5974825153800001
ACH-000055,-0.683034538998
ACH-000060,-0.65277926666
ACH-000067,-0.793451121299
ACH-000070,-0.8160559264370001
ACH-000075,-0.909572367674
ACH-000078,-0.574285700342
ACH-000082,-0.660460122941
ACH-000085,-0.6454442811069999
ACH-000086,-0.7140977022339999
ACH-000087,-0.531973113281
ACH-000092,-0.545955436215
ACH-000095,-0.6908887933519999
ACH-000097,-0.551918634457
ACH-000098,-0.8120675348530001
ACH-000099,-0.6003975064239999
ACH-000108,-0.593080079664
ACH-000113,-0.61829907208
ACH-000115,-1.63648461644
ACH-000116,-0.6882185275180001
ACH-000118,-0.590582943187
ACH-000120,-0.704264976192
ACH-000123,-0.542720146423
ACH-000127,-0.643513773283
ACH-000128,-0.477134642687
ACH-000132,-0.725715937596
ACH-000133,-0.550920783325
ACH-000137,-0.775083770042
ACH-000138,-0.6975429449449999
ACH-000142,-0.799517451945
ACH-000143,-1.0738115538200002
ACH-000146,-0.649119831567
ACH-000148,-0.727615952473
ACH-000150,-0.611456921781
ACH-000152,-0.758683039606
ACH-000153,-0.650872804288
ACH-000159,-0.665883073604
ACH-000160,-1.06854214393
ACH-000163,-0.711730509057
ACH-000167,-0.8740530612270001
ACH-000168,-0.648008639233
ACH-000169,-1.06757436383
ACH-000178,-0.609790939859
ACH-000182,-1.04691278331
ACH-000183,-0.653379458684
ACH-000188,-0.811865580735
ACH-000189,-0.730982673652
ACH-000190,-0.48653499497599995
ACH-000198,-0.527731474026
ACH-000204,-1.0593455826
ACH-000206,-0.659809261408
ACH-000207,-0.682080368097
ACH-000211,-0.6122114486169999
ACH-000215,-0.62810872208
ACH-000221,-0.593762302363
ACH-000222,-0.789205255337
ACH-000223,-0.69723514667
ACH-000226,-0.855223871684
ACH-000227,-0.124544301626
ACH-000228,-0.537510562272
ACH-000231,-0.638199370113
ACH-000232,-0.859660582861
ACH-000233,-0.647099723838
ACH-000234,-0.599178460484
ACH-000235,-0.450559922213
ACH-000237,-0.806582799088
ACH-000238,-0.28140897368900003
ACH-000243,-0.373307508807
ACH-000244,-1.1839876941
ACH-000246,-0.656438697408
ACH-000248,-0.523827487312
ACH-000250,-0.617364109213
ACH-000251,-0.573564159929
ACH-000253,-0.265919626517
ACH-000255,-0.675935989824
ACH-000256,-0.7029741665160001
ACH-000257,-1.22679879934
ACH-000258,-0.5337560743399999
ACH-000259,-0.735065796983
ACH-000260,-0.669334280605
ACH-000261,-0.69877654484
ACH-000262,-0.7148176194820001
ACH-000263,-0.364938722033
ACH-000264,-0.7403716225399999
ACH-000265,-0.48952133508100004
ACH-000266,-0.577700619643
ACH-000272,-0.40967904012100004
ACH-000273,-0.46960001794
ACH-000274,-0.39958728155900003
ACH-000277,-0.518792742423
ACH-000278,-0.826919410307
ACH-000279,-0.412467930611
ACH-000280,-0.7054252437199999
ACH-000281,-0.0757083468336
ACH-000288,-0.702058153466
ACH-000291,-0.401837660008
ACH-000293,-1.0297238878100001
ACH-000294,-0.393108136435
ACH-000295,-0.44639714153399995
ACH-000296,-0.35707007638899996
ACH-000302,-0.7741187572220001
ACH-000304,-0.153828185585
ACH-000307,-0.6672874764419999
ACH-000308,-0.520533035435
ACH-000310,-0.93476626496
ACH-000311,-0.679602991243
ACH-000312,-0.8445080902840001
ACH-000315,-0.38316138562700003
ACH-000316,-0.887043000608
ACH-000317,-0.649774852062
ACH-000318,-0.646300333807
ACH-000319,-0.620828311651
ACH-000320,-0.491746609237
ACH-000322,-0.975962072226
ACH-000323,-0.6117290435930001
ACH-000324,-0.845033753564
ACH-000329,-0.493712492696
ACH-000330,-0.37831158381200003
ACH-000331,-1.00935106248
ACH-000332,-0.5278439363090001
ACH-000334,-0.44899736046300004
ACH-000335,-0.677902012959
ACH-000336,-0.36441658971900004
ACH-000337,-0.438151803602
ACH-000339,-0.540222863779
ACH-000341,-1.04141010641
ACH-000348,-0.585075306783
ACH-000350,-0.37670811255900005
ACH-000352,-0.7385148706290001
ACH-000356,-0.532277565994
ACH-000361,-0.516587859421
ACH-000362,-0.513637696958
ACH-000363,-0.47769780794699995
ACH-000364,-0.525144030521
ACH-000365,-0.324161937613
ACH-000366,-0.685370822708
ACH-000368,-0.984278284473
ACH-000374,-1.00100274553
ACH-000375,-0.652050195324
ACH-000376,-0.581837692404
ACH-000381,-0.9630693851819999
ACH-000383,-0.820063026027
ACH-000387,-0.531704335432
ACH-000389,-0.613075853516
ACH-000390,-0.633427913373
ACH-000393,-0.754623882872
ACH-000395,-0.5340375368
ACH-000397,-0.712536208792
ACH-000401,-0.55055489538
ACH-000402,-0.8235761732060001
ACH-000403,-0.7137126005609999
ACH-000404,-1.1002185574799999
ACH-000406,-0.442070541784
ACH-000407,-0.607648957689
ACH-000408,-0.749764591374
ACH-000410,-0.366709384533
ACH-000411,-0.593041819463
ACH-000414,-0.460638525932
ACH-000415,-0.824684675539
ACH-000416,-0.765674512694
ACH-000420,-0.882640929648
ACH-000421,-1.00253155796
ACH-000424,-0.34983189525499997
ACH-000425,-0.676325752767
ACH-000426,-1.17216436394
ACH-000427,-0.907329276947
ACH-000433,-0.514542257693
ACH-000436,-0.928441045944
ACH-000444,-0.758732835422
ACH-000445,-0.290151404192
ACH-000448,-1.23647468499
ACH-000450,-0.497324544172
ACH-000452,-0.75824591193
ACH-000454,-0.589374266113
ACH-000458,-0.782018984447
ACH-000459,-0.5426216464620001
ACH-000460,-0.8665433193909999
ACH-000461,-0.765256418611
ACH-000463,-0.6708284815950001
ACH-000464,-0.66986855634
ACH-000466,-0.944387030757
ACH-000467,-0.632995775639
ACH-000468,-0.494201622257
ACH-000469,-0.38181901962399994
ACH-000470,-0.501557974756
ACH-000471,-1.1027666294399998
ACH-000472,-0.304501236825
ACH-000473,-0.675580837828
ACH-000475,-0.8258300716399999
ACH-000476,-0.8963906509289999
ACH-000477,-0.845829509091
ACH-000480,-0.635995866677
ACH-000481,-0.707327850062
ACH-000483,-0.675119982802
ACH-000484,-1.32985455595
ACH-000485,-0.7442793036650001
ACH-000486,-0.5711155657020001
ACH-000487,-0.529817003926
ACH-000488,-0.676836243416
ACH-000490,-0.796592697974
ACH-000491,-0.47710803555500003
ACH-000495,-0.33117958757300003
ACH-000496,-0.93420716638
ACH-000499,-0.491883786408
ACH-000500,-0.7581086412729999
ACH-000502,-0.6676512402970001
ACH-000503,-0.7644162080920001
ACH-000505,-0.714000616708
ACH-000507,-0.6150377496530001
ACH-000510,-0.634059276619
ACH-000511,-0.8501393560959999
ACH-000512,-0.7101223168520001
ACH-000516,-0.811410912761
ACH-000517,-1.0805476729999999
ACH-000518,-0.74157437647
ACH-000520,-0.7982138757080001
ACH-000521,-0.812057525359
ACH-000522,-0.473012206334
ACH-000524,-0.719260018187
ACH-000527,-0.549049048927
ACH-000528,-0.7134651668950001
ACH-000537,-0.664481757926
ACH-000541,-0.878910310484
ACH-000542,-0.49654658110600003
ACH-000544,-0.8232954211660001
ACH-000545,-0.519558585786
ACH-000547,-0.728813634757
ACH-000548,-0.49350506844400005
ACH-000549,-0.569533064413
ACH-000550,-0.899016979126
ACH-000552,-0.6956673396430001
ACH-000556,-0.8292066954709999
ACH-000557,-0.46766534944
ACH-000570,-0.820309316887
ACH-000571,-0.6446912262910001
ACH-000573,-0.5491952173610001
ACH-000576,-0.805983449628
ACH-000580,-0.670082230691
ACH-000584,-0.44010035582699997
ACH-000585,-0.630777265925
ACH-000588,-0.539282288427
ACH-000589,-0.674489069075
ACH-000591,-0.629243066614
ACH-000593,-0.47711374219400005
ACH-000600,-0.5436517838830001
ACH-000601,-0.758389796689
ACH-000604,-0.664127232029
ACH-000605,-0.627375988295
ACH-000606,-0.660620557758
ACH-000608,-0.6159519689949999
ACH-000614,-0.448625833308
ACH-000616,-0.725655798359
ACH-000618,-0.810990968651
ACH-000619,-0.571483316285
ACH-000620,-0.433816037948
ACH-000621,-0.970109287976
ACH-000622,-0.666830530043
ACH-000623,-1.28935174083
ACH-000624,-0.8090706663789999
ACH-000627,-0.7009053484890001
ACH-000630,-0.501087217295
ACH-000632,-0.71617885725
ACH-000633,-0.323002982353
ACH-000637,-0.627421843964
ACH-000638,-0.626050729799
ACH-000646,-0.636058932525
ACH-000647,-0.389395422151
ACH-000648,-0.560572343697
ACH-000649,-0.564150923488
ACH-000651,-0.554373226149
ACH-000652,-0.49581522730899996
ACH-000653,-0.999001077813
ACH-000657,-0.6840944157250001
ACH-000658,-0.698421505473
ACH-000661,-0.689478416204
ACH-000662,-0.365768620087
ACH-000663,-0.46689977670500005
ACH-000665,-0.769041265304
ACH-000671,-0.640098301452
ACH-000673,-0.518893703929
ACH-000676,-0.484800589496
ACH-000677,-0.6060741232810001
ACH-000681,-0.49694199486
ACH-000682,-0.46125600293499996
ACH-000683,-0.41154504304799994
ACH-000684,-0.640137467389
ACH-000688,-0.49907861045
ACH-000693,-0.37583503910099997
ACH-000694,-0.596257497951
ACH-000695,-0.933502565335
ACH-000696,-0.49876858830399995
ACH-000697,-0.702805311913
ACH-000699,-1.1108611554
ACH-000701,-0.534495833018
ACH-000706,-0.533471455004
ACH-000711,-0.813658638091
ACH-000713,-0.503186872267
ACH-000714,-0.9803923291159999
ACH-000718,-1.0022045051000001
ACH-000720,-0.576969427735
ACH-000721,-0.627738280551
ACH-000724,-0.759629514047
ACH-000725,-1.29761130044
ACH-000732,-0.473056850514
ACH-000734,-0.279054241081
ACH-000735,-0.6108836054919999
ACH-000736,-0.6461804503540001
ACH-000738,-0.842766278335
ACH-000746,-0.6371422064819999
ACH-000747,-0.569189288317
ACH-000748,-0.81365608188
ACH-000753,-0.560728999676
ACH-000756,-0.49779659947300003
ACH-000757,-0.43699133625500003
ACH-000758,-0.578375823556
ACH-000760,-0.5605849800580001
ACH-000763,-1.7211630014700001
ACH-000764,-0.6703388912520001
ACH-000765,-0.680878374058
ACH-000766,-0.907471016934
ACH-000767,-0.155482753725
ACH-000768,-0.7701763113050001
ACH-000769,-0.760169767123
ACH-000770,-0.609338636203
ACH-000771,-0.545426524524
ACH-000773,-0.835336211848
ACH-000776,-0.894944801825
ACH-000777,-0.43457022617200003
ACH-000778,-0.590942896935
ACH-000781,-0.973740655239
ACH-000782,-0.7598774854989999
ACH-000783,-0.710799661698
ACH-000784,-0.5527536074
ACH-000785,-0.422040993195
ACH-000787,-0.509917835764
ACH-000788,-0.47949168547
ACH-000791,-0.656324174247
ACH-000792,-0.5515505175990001
ACH-000794,-0.468697411409
ACH-000796,-0.600447646903
ACH-000799,-1.08353105569
ACH-000800,-0.6105339041669999
ACH-000802,-0.528878041108
ACH-000804,-0.513830402514
ACH-000805,-0.759895709677
ACH-000809,-0.47523185621200004
ACH-000810,-0.478613764647
ACH-000811,-0.758830537151
ACH-000817,-1.0906512964200001
ACH-000819,-0.629687558707
ACH-000820,-0.514840157812
ACH-000821,-1.05828910162
ACH-000822,-0.639965505669
ACH-000823,-0.50412166192
ACH-000824,-0.6254363442800001
ACH-000827,-0.700049951724
ACH-000829,-0.578817540564
ACH-000831,-0.756102402047
ACH-000832,-0.739905684504
ACH-000833,-0.660624203677
ACH-000834,-0.5849268599399999
ACH-000835,-0.665265549884
ACH-000836,-0.7620621467659999
ACH-000837,-0.533705986968
ACH-000838,-0.43861048913500006
ACH-000839,-0.6772392636560001
ACH-000840,-0.21096278265
ACH-000841,-0.684299378967
ACH-000843,-0.723273447525
ACH-000846,-1.05265069874
ACH-000847,-0.487387843547
ACH-000848,-0.7912307724140001
ACH-000849,-0.6330983305969999
ACH-000851,-0.732631362772
ACH-000855,-0.516297357899
ACH-000856,-0.640406914077
ACH-000858,-0.727292551904
ACH-000859,-0.42333401788099995
ACH-000861,-0.585255923607
ACH-000862,-1.21396624101
ACH-000865,-0.676682414986
ACH-000866,-0.657882501456
ACH-000867,-0.7704569048819999
ACH-000869,-0.765181852437
ACH-000872,-0.558178117444
ACH-000873,-0.40440333358900005
ACH-000876,-0.92536542365
ACH-000878,-0.8236926935
ACH-000880,-0.867013099146
ACH-000881,-0.814273048077
ACH-000882,-0.336981390382
ACH-000884,-0.8341068416509999
ACH-000885,-0.6837320186429999
ACH-000887,-0.416114402201
ACH-000888,-0.5563913524549999
ACH-000889,-0.657767735767
ACH-000890,-0.624004557352
ACH-000896,-0.417323601738
ACH-000898,-0.455935886364
ACH-000900,-0.751471662463
ACH-000901,-0.697560441872
