,MZT1 (440145)
ACH-000905,-0.6081117601280001
ACH-000906,-0.741839358575
ACH-000907,-0.971003424154
ACH-000910,-0.889879077749
ACH-000911,-0.56308238278
ACH-000912,-0.957680569007
ACH-000913,-0.397534174945
ACH-000915,-0.498180936937
ACH-000916,-0.669992303097
ACH-000917,-0.617639034579
ACH-000921,-0.672208159423
ACH-000924,-0.607176892869
ACH-000926,-0.584366567148
ACH-000928,-0.5862491304199999
ACH-000929,-0.746973739132
ACH-000932,-0.66619525214
ACH-000935,-0.41502518673100003
ACH-000936,-0.499467570683
ACH-000937,-0.49721880747100006
ACH-000938,-0.760619612272
ACH-000939,-0.595671730577
ACH-000941,-0.45315592032799995
ACH-000943,-0.623074662909
ACH-000946,-0.703197941013
ACH-000947,-0.558020825194
ACH-000948,-0.913763558492
ACH-000950,-0.44957576846299996
ACH-000953,-0.491938798881
ACH-000957,-0.577355267333
ACH-000958,-1.10487625608
ACH-000960,-0.719357804141
ACH-000963,-0.7616883717180001
ACH-000968,-0.5653849795220001
ACH-000969,-0.679883898906
ACH-000973,-0.5811751860800001
ACH-000974,-0.579943345659
ACH-000975,-0.290276805482
ACH-000976,-0.6993588098569999
ACH-000978,-0.38401847772200004
ACH-000980,-0.681705331195
ACH-000984,-0.711805273222
ACH-000986,-0.920516579144
ACH-000988,-0.676950102865
ACH-000993,-0.510076525586
ACH-000994,-0.546063385494
ACH-000996,-0.970014329948
ACH-001001,-0.65236636593
ACH-001020,-0.45585907185400004
ACH-001028,-0.5181625959130001
ACH-001031,-0.431104334492
ACH-001038,-0.273849454738
ACH-001048,-0.731530226476
ACH-001050,-0.6123512341130001
ACH-001053,-0.425424864186
ACH-001054,-0.515392917388
ACH-001061,-0.664861000463
ACH-001067,-0.521833833336
ACH-001075,-0.808508468297
ACH-001096,-0.5614753339199999
ACH-001128,-0.56858597725
ACH-001134,-0.71989588911
ACH-001151,-0.46882260352399996
ACH-001163,-0.641397658873
ACH-001164,-0.5381006831
ACH-001173,-1.10454162311
ACH-001183,-0.7211246183159999
ACH-001184,-0.608153514524
ACH-001190,-1.0616338651200001
ACH-001192,-0.358025841401
ACH-001193,-0.514241166545
ACH-001196,-0.680847166371
ACH-001197,-0.628900389102
ACH-001205,-0.587036396848
ACH-001211,-0.512001140501
ACH-001212,-0.551404419021
ACH-001228,-0.8562899935349999
ACH-001232,-0.561660177549
ACH-001239,-0.42225261896099997
ACH-001274,-0.740163060641
ACH-001275,-0.6735538838699999
ACH-001277,-0.8007894527230001
ACH-001278,-0.496374342414
ACH-001280,-0.37198166988700004
ACH-001283,-0.546659539394
ACH-001289,-0.424160504257
ACH-001295,-0.5678680595610001
ACH-001300,-0.608363490879
ACH-001301,-0.585616394616
ACH-001302,-0.448073756183
ACH-001303,-0.627394463016
ACH-001306,-0.708825384041
ACH-001318,-0.802667686227
ACH-001322,-1.0310758260100001
ACH-001328,-0.469686866018
ACH-001332,-0.6561729760320001
ACH-001333,-0.762112003145
ACH-001336,-0.568074963529
ACH-001340,-0.908663575169
ACH-001346,-0.559417476936
ACH-001353,-0.40636395444
ACH-001354,-0.817143309156
ACH-001367,-0.792883444401
ACH-001368,-0.6771424450489999
ACH-001374,-0.740368241261
ACH-001375,-0.488158318398
ACH-001377,-0.292351797185
ACH-001380,-0.693589966388
ACH-001391,-0.7338431547409999
ACH-001407,-0.350396310657
ACH-001408,-0.7096920136980001
ACH-001413,-1.05588355656
ACH-001430,-0.504210923327
ACH-001431,-0.511042526491
ACH-001450,-0.159570517536
ACH-001496,-0.524567580831
ACH-001500,-0.508542777848
ACH-001521,-0.8628798815690001
ACH-001523,-0.5747615919569999
ACH-001532,-0.7662048309489999
ACH-001536,-0.664298568236
ACH-001550,-0.8948430541940001
ACH-001552,-0.336892378514
ACH-001554,-0.630079397335
ACH-001645,-0.46278930579300004
ACH-001654,-0.552897806681
ACH-001715,-0.8786742548440001
ACH-001735,-1.01377219227
ACH-001736,-0.513223051953
ACH-001737,-0.821686336106
ACH-001740,-0.7080204393080001
ACH-001745,-0.769142345224
ACH-001750,-0.718468722953
ACH-001765,-0.501407584802
ACH-001956,-0.77566283896
ACH-001957,-0.8522536431509999
