,MFSD2A (84879)
ACH-000004,-0.160860710372
ACH-000007,0.0303326564237
ACH-000009,-0.08964345612630001
ACH-000011,-0.0324036546527
ACH-000012,-0.151694365316
ACH-000013,-0.0839141473133
ACH-000014,0.08122359246500001
ACH-000015,-0.0471652011971
ACH-000017,0.0419670160587
ACH-000018,-0.0127300803743
ACH-000019,0.0145722572732
ACH-000021,-0.121846575
ACH-000022,-0.0646829831277
ACH-000025,-0.126781232667
ACH-000028,-0.013809884112
ACH-000030,-0.09876042128389999
ACH-000035,-0.256200078931
ACH-000036,0.00969324232261
ACH-000037,0.051377908707800006
ACH-000039,0.05080114449519999
ACH-000040,-0.23451322847
ACH-000041,-0.054286161596400005
ACH-000042,-0.116563227341
ACH-000045,-0.234140387734
ACH-000047,-0.0889286023714
ACH-000052,-0.127061971064
ACH-000053,-0.131745938611
ACH-000054,-0.015450479536899998
ACH-000055,-0.250990596379
ACH-000060,-0.152188077088
ACH-000067,-0.0633592451324
ACH-000070,-0.053922824975
ACH-000075,0.0350462277161
ACH-000078,-0.219372885768
ACH-000082,-0.11153416478700001
ACH-000085,0.20492902878400002
ACH-000086,-0.082779558416
ACH-000087,0.0332438968
ACH-000092,-0.34969225556199995
ACH-000095,-0.00245966770628
ACH-000097,-0.05974046211490001
ACH-000098,-0.16431926327299998
ACH-000099,0.0119434992825
ACH-000108,-0.11955330796199999
ACH-000113,-0.20515776310199998
ACH-000115,-0.214061459964
ACH-000116,-0.17175318732900002
ACH-000118,-0.129228803197
ACH-000120,-0.110885021109
ACH-000123,0.0151117862696
ACH-000127,-0.0856645776829
ACH-000128,-0.24572292415
ACH-000132,-0.310289908943
ACH-000133,-0.08912782203389999
ACH-000137,-0.318867233641
ACH-000138,-0.11134041499299999
ACH-000142,-0.0967690378081
ACH-000143,0.0417068129004
ACH-000146,-0.332067747013
ACH-000148,-0.0463364310815
ACH-000150,-0.215265843271
ACH-000152,-0.211281795969
ACH-000153,0.08618367384400001
ACH-000159,-0.0901632109537
ACH-000160,-0.09304816978980002
ACH-000163,-0.0442591027862
ACH-000167,-0.274100002868
ACH-000168,-0.013513734755799998
ACH-000169,-0.158713083254
ACH-000178,-0.004666092893569999
ACH-000182,0.09201564255820001
ACH-000183,-0.149318381311
ACH-000188,-0.06546062829680001
ACH-000189,0.08056210811089999
ACH-000190,-0.0497939229089
ACH-000198,-0.10114121688100002
ACH-000204,-0.137196320521
ACH-000206,-0.257564576512
ACH-000207,0.067506094264
ACH-000211,0.189839090929
ACH-000215,-0.072319942628
ACH-000221,-0.012938298276799999
ACH-000222,0.0876131299282
ACH-000223,-0.013544658366
ACH-000226,0.0401583835149
ACH-000227,0.11986405861300001
ACH-000228,-0.0909598146912
ACH-000231,-0.124199582798
ACH-000232,0.0141279127749
ACH-000233,-0.041151100543900004
ACH-000234,-0.08274175444069999
ACH-000235,-0.08922834221869999
ACH-000237,-0.164165402521
ACH-000238,-0.0707344042993
ACH-000243,-0.0738217479192
ACH-000244,-0.175192907177
ACH-000246,-0.111639744243
ACH-000248,-0.0748812905282
ACH-000250,-0.028600841720500002
ACH-000251,-0.12008131069
ACH-000253,-0.053935262082500005
ACH-000255,-0.095548687505
ACH-000256,-0.16493727456499999
ACH-000257,-0.163428455367
ACH-000258,-0.0166944498265
ACH-000259,-0.12639651659099999
ACH-000260,-0.115973093196
ACH-000261,0.0223963747511
ACH-000262,-0.11326425821399999
ACH-000263,-0.102396264263
ACH-000264,-0.105994020501
ACH-000265,-0.0879162085299
ACH-000266,-0.058404595813999996
ACH-000272,-0.15016050425799998
ACH-000273,0.021923136223800002
ACH-000274,-0.125430887303
ACH-000277,0.21382292951499998
ACH-000278,-0.166327605101
ACH-000279,-0.0343050937217
ACH-000280,-0.09229777084039999
ACH-000281,-0.0123840246487
ACH-000288,-0.07644985895260001
ACH-000291,0.00747625246818
ACH-000293,-0.0316149694035
ACH-000294,-0.0203330615658
ACH-000295,-0.192052762621
ACH-000296,-0.146130374364
ACH-000302,-0.0445308204363
ACH-000304,-0.146508375238
ACH-000307,-0.113434829897
ACH-000308,-0.054449647916199995
ACH-000310,-0.0360734319737
ACH-000311,-0.134597438971
ACH-000312,-0.262595203541
ACH-000315,-0.196607389849
ACH-000316,-0.142980639061
ACH-000317,-0.106171460387
ACH-000318,-0.00797976601526
ACH-000319,-0.115599016949
ACH-000320,-0.34918257487099996
ACH-000322,-0.214873704388
ACH-000323,-0.169398831312
ACH-000324,0.039484488344
ACH-000329,-0.131325158925
ACH-000330,-0.13132908228499998
ACH-000331,-0.17386527959399997
ACH-000332,-0.0455348599127
ACH-000334,-0.122096295516
ACH-000335,0.05949423579199999
ACH-000336,-0.34450348758
ACH-000337,0.0361794039404
ACH-000339,-0.0531189864795
ACH-000341,-0.146802705953
ACH-000348,-0.18822578271899998
ACH-000350,-0.0823008661196
ACH-000352,-0.25555406463799996
ACH-000356,-0.303430096217
ACH-000361,0.114101711766
ACH-000362,-0.296292052647
ACH-000363,-0.084768370667
ACH-000364,-0.298659192636
ACH-000365,-0.07860576999989999
ACH-000366,-0.07679102468980001
ACH-000368,-0.14619019514599998
ACH-000374,-0.18493728334800003
ACH-000375,-0.110199653105
ACH-000376,-0.148034373038
ACH-000381,-0.11445425619999999
ACH-000383,-0.201973124155
ACH-000387,0.016585942875000002
ACH-000389,-0.12297232995200001
ACH-000390,-0.143818623623
ACH-000393,-0.00972499308688
ACH-000395,-0.12406278361199999
ACH-000397,0.039362379253099995
ACH-000401,-0.175054697599
ACH-000402,-0.34700850041500003
ACH-000403,0.08024799639460001
ACH-000404,0.22192162617199998
ACH-000406,-0.119834572108
ACH-000407,-0.013382675370100001
ACH-000408,-0.181342375958
ACH-000410,-0.254824384256
ACH-000411,0.0341388622648
ACH-000414,-0.114967557547
ACH-000415,-0.162852031233
ACH-000416,-0.020853289435199998
ACH-000420,-0.0581474102676
ACH-000421,0.0840518986172
ACH-000424,0.00630832415374
ACH-000425,-0.141170900741
ACH-000426,0.167978264581
ACH-000427,-0.0930725042846
ACH-000433,-0.0646863934085
ACH-000436,-0.202626617634
ACH-000444,-0.0843526344366
ACH-000445,-0.18638282207600002
ACH-000448,-0.126530809344
ACH-000450,-0.07402004340900001
ACH-000452,-0.0785439518204
ACH-000454,-0.15038632424599999
ACH-000458,-0.1195618858
