,PIGT (51604)
ACH-000004,-0.169970136495
ACH-000007,-0.134683212706
ACH-000009,-0.27941548148
ACH-000011,-0.428069155951
ACH-000012,-0.158529987986
ACH-000013,-0.016196737757700003
ACH-000014,-0.273050907681
ACH-000015,-0.28998679948600004
ACH-000017,-0.30871263999000004
ACH-000018,-0.165317829169
ACH-000019,-0.14843126778100002
ACH-000021,-0.191366535151
ACH-000022,-0.23566465359799998
ACH-000025,-0.350126100188
ACH-000028,0.022055338676400003
ACH-000030,-0.24317172792
ACH-000035,-0.25780909898000004
ACH-000036,0.0125693194839
ACH-000037,0.036320793115099996
ACH-000039,-0.136078369978
ACH-000040,-0.39051644732699997
ACH-000041,-0.128967797001
ACH-000042,-0.503273300716
ACH-000045,-0.21096658410100003
ACH-000047,-0.26729654917199996
ACH-000052,-0.384302854856
ACH-000053,-0.248024808748
ACH-000054,-0.22300700967099998
ACH-000055,-0.14245319267200002
ACH-000060,-0.30829067486
ACH-000067,-0.163803972179
ACH-000070,0.10046981425899999
ACH-000075,-0.0515464296786
ACH-000078,-0.363584888585
ACH-000082,-0.393621554591
ACH-000085,-0.378105539326
ACH-000086,-0.18504510862100002
ACH-000087,-0.340492292256
ACH-000092,-0.1527594813
ACH-000095,-0.154554355631
ACH-000097,-0.262442713558
ACH-000098,-0.253225406981
ACH-000099,-0.407728451239
ACH-000108,-0.253223433114
ACH-000113,-0.250272102296
ACH-000115,-0.21344012868099999
ACH-000116,-0.221015050642
ACH-000118,-0.408517235666
ACH-000120,-0.366524189248
ACH-000123,-0.323941788555
ACH-000127,-0.116151404879
ACH-000128,-0.339421155886
ACH-000132,-0.0467410494877
ACH-000133,-0.397586960756
ACH-000137,-0.275909669357
ACH-000138,-0.33876473856899997
ACH-000142,-0.0646613941648
ACH-000143,-0.219910800305
ACH-000146,-0.125922261712
ACH-000148,-0.193055909815
ACH-000150,-0.298924109276
ACH-000152,-0.19513683692699998
ACH-000153,0.320646069875
ACH-000159,-0.13487027252800002
ACH-000160,-0.24983199084000002
ACH-000163,-0.35164894975
ACH-000167,-0.07757779112860001
ACH-000168,-0.253592284705
ACH-000169,-0.240068496554
ACH-000178,-0.210559531757
ACH-000182,-0.124219235933
ACH-000183,-0.21398594012299998
