,ATP5I (521)
ACH-000004,-0.511365860671
ACH-000007,-0.8662770683709999
ACH-000009,-0.512881304693
ACH-000011,-0.42135353628300004
ACH-000012,-0.505107481789
ACH-000013,-1.12136283088
ACH-000014,-0.619939870079
ACH-000015,-0.919009500309
ACH-000017,-0.959301482882
ACH-000018,-0.6166277676340001
ACH-000019,-1.15606456253
ACH-000021,-0.6185242413350001
ACH-000022,-1.15863382838
ACH-000025,-0.512244541536
ACH-000028,-0.782875097149
ACH-000030,-0.72813162536
ACH-000035,-1.0072115757
ACH-000036,-0.193455742099
ACH-000037,-0.489392448184
ACH-000039,-0.7184241699680001
ACH-000040,-0.583884288371
ACH-000041,-0.724074158421
ACH-000042,-0.35272242067000004
ACH-000045,-1.00487471271
ACH-000047,-0.730618248187
ACH-000052,-0.486479310497
ACH-000053,-0.700472607376
ACH-000054,-1.15105307158
ACH-000055,-0.33111966095600004
ACH-000060,-0.711801354628
ACH-000067,-0.465888842777
ACH-000070,-0.9617217799169999
ACH-000075,-0.561946830929
ACH-000078,-0.660197371852
ACH-000082,-0.522266823178
ACH-000085,-0.782389529152
ACH-000086,-0.9160195154009999
ACH-000087,-0.545295641112
ACH-000092,-0.577475856192
ACH-000095,-0.444595497759
ACH-000097,-0.8876116618369999
ACH-000098,-0.721860075986
ACH-000099,-0.871948091497
ACH-000108,-0.472578494304
ACH-000113,-0.6783399755949999
ACH-000115,-0.578914369118
ACH-000116,-1.25522580708
ACH-000118,-1.24154565504
ACH-000120,-0.585163517117
ACH-000123,-1.0050647184600001
ACH-000127,-1.29605055865
ACH-000128,-0.9373247370119999
ACH-000132,-0.75815203383
ACH-000133,-0.726677739982
ACH-000137,-0.39135680186300004
ACH-000138,-0.726268441967
ACH-000142,-0.772332294807
ACH-000143,-0.712052776318
ACH-000146,-0.551929252939
ACH-000148,-0.70731146909
ACH-000150,-1.1664060116500001
ACH-000152,-0.8441289799989999
ACH-000153,-1.0887842036
ACH-000159,-0.813046077261
ACH-000160,-1.2090443371
ACH-000163,-0.328298502332
ACH-000167,-0.461823908658
ACH-000168,-0.384746126352
ACH-000169,-1.00146541138
ACH-000178,-0.583201423135
ACH-000182,-1.241072226
ACH-000183,-0.748860538872
ACH-000188,-0.631417073578
ACH-000189,-0.877931200834
ACH-000190,-0.903634695907
ACH-000198,-0.7743276354790001
ACH-000204,-0.7656051263339999
ACH-000206,-0.874320902454
ACH-000207,-0.594839176935
ACH-000211,-0.795647973928
ACH-000215,-1.09231401102
ACH-000221,-1.05149480125
ACH-000222,-0.883766954277
ACH-000223,-0.9684741026989999
ACH-000226,-0.3837018954
ACH-000227,-0.509576452534
ACH-000228,-0.419023856609
ACH-000231,-0.358482149359
ACH-000232,-0.800588629314
ACH-000233,-0.647620561411
ACH-000234,-0.582781881534
ACH-000235,-0.459093664087
ACH-000237,-0.34354432118600003
ACH-000238,-0.638657086868
ACH-000243,-0.460355597979
ACH-000244,-0.7301020282690001
ACH-000246,-0.9419615843100001
ACH-000248,-0.956360219561
ACH-000250,-0.334110390051
ACH-000251,-1.10741343005
ACH-000253,-0.520117906234
ACH-000255,-0.9140826015360001
ACH-000256,-0.597799084742
ACH-000257,-1.03730478919
ACH-000258,-0.40037593544600003
ACH-000259,-1.3844295435299998
ACH-000260,-0.391912361653
ACH-000261,-0.667881954088
ACH-000262,-1.1428573686799999
ACH-000263,-1.03652857856
ACH-000264,-0.693835800109
ACH-000265,-0.885322930935
ACH-000266,-0.368254236333
ACH-000272,-0.542793689551
ACH-000273,-0.48203507595
ACH-000274,-1.0654774226600001
ACH-000277,-1.24203792205
ACH-000278,-0.973079231008
ACH-000279,-0.703446537974
ACH-000280,-0.991772057016
ACH-000281,-0.5307607764019999
ACH-000288,-1.09970603339
ACH-000291,-0.8365265244310001
ACH-000293,-0.991412462869
ACH-000294,-0.216341173289
ACH-000295,-1.2915387775700002
ACH-000296,-0.846322592352
ACH-000302,-1.1085239222499998
ACH-000304,-1.4442718985
ACH-000307,-0.476114888581
ACH-000308,-0.9084477512200001
ACH-000310,-0.616649437442
ACH-000311,-0.613574040072
ACH-000312,-0.6737212211239999
ACH-000315,-0.436499792682
ACH-000316,-0.571536447881
ACH-000317,-1.3778502840200002
ACH-000318,-0.868904310091
ACH-000319,-0.7996789462489999
ACH-000320,-0.672196521353
ACH-000322,-1.14444112625
ACH-000323,-0.793316990054
ACH-000324,-0.46204744766500006
ACH-000329,-1.11963769006
ACH-000330,-0.893040511667
ACH-000331,-0.83520761808
ACH-000332,-0.449693126888
ACH-000334,-0.316584788116
ACH-000335,-0.9081167693500001
ACH-000336,-0.79336565478
ACH-000337,-0.61390279581
ACH-000339,-0.33833675315300005
ACH-000341,-0.353574281936
ACH-000348,-0.860357751503
ACH-000350,-0.832475376617
ACH-000352,-0.90685556874
ACH-000356,-0.8544940520029999
ACH-000361,-1.40163855721
ACH-000362,-0.828131407913
ACH-000363,-1.01375054886
ACH-000364,-0.965279198503
ACH-000365,-0.795346364809
ACH-000366,-0.510404840662
ACH-000368,-0.8117677018800001
ACH-000374,-1.1509382461700002
ACH-000375,-0.710716779509
ACH-000376,-1.2737713421799999
