,MPDU1 (9526)
ACH-000004,-0.472182385399
ACH-000007,-0.0760066908283
ACH-000009,-0.353280341749
ACH-000011,-0.324752103107
ACH-000012,-0.019806285846500002
ACH-000013,-0.375104384678
ACH-000014,-0.0878568753996
ACH-000015,-0.300490331249
ACH-000017,-0.158399592756
ACH-000018,-0.269729576019
ACH-000019,0.0543097827135
ACH-000021,0.0121796504293
ACH-000022,-0.189756408316
ACH-000025,-0.35443108897
ACH-000028,-0.211707558999
ACH-000030,-0.263495466501
ACH-000035,-0.40338146468900005
ACH-000036,-0.6213197733429999
ACH-000037,-0.335053873755
ACH-000039,-0.14310948965700002
ACH-000040,-0.18121817687300001
ACH-000041,-0.201209829388
ACH-000042,-0.16937849787599998
ACH-000045,-0.178892099864
ACH-000047,-0.072863907704
ACH-000052,-0.12734569561200001
ACH-000053,-0.13197785953
ACH-000054,-0.0819201795345
ACH-000055,-0.221314034884
ACH-000060,-0.517329983144
ACH-000067,-0.292124972689
ACH-000070,-0.123491324691
ACH-000075,-0.136514641855
ACH-000078,-0.137057756552
ACH-000082,-0.301518756342
ACH-000085,-0.161957064127
ACH-000086,-0.214044186042
ACH-000087,-0.0769607861349
ACH-000092,-0.454623832931
ACH-000095,-0.0698219621065
ACH-000097,-0.204715590553
ACH-000098,-0.24026734009700002
ACH-000099,-0.182660074829
ACH-000108,-0.27551847936
ACH-000113,-0.159846507651
ACH-000115,-0.29506249520100003
ACH-000116,-0.49037912069
ACH-000118,-0.519737874476
ACH-000120,-0.237758525075
ACH-000123,-0.25481296828
ACH-000127,-0.188539745096
ACH-000128,-0.21711495273200002
ACH-000132,-0.44175997529399996
ACH-000133,-0.448205700978
ACH-000137,-0.314390467038
ACH-000138,-0.2948468572
ACH-000142,-0.6673139379999999
ACH-000143,-0.304220472586
ACH-000146,0.023336453214199998
ACH-000148,-0.0606296969872
ACH-000150,-0.288985475605
ACH-000152,-0.24440471462699997
ACH-000153,-0.40895285302199996
ACH-000159,-0.14714491176
ACH-000160,-0.0951439211388
ACH-000163,-0.346477714831
ACH-000167,-0.538378515338
ACH-000168,-0.187007583417
ACH-000169,-0.127672830787
ACH-000178,-0.339818000625
ACH-000182,-0.0839051025752
ACH-000183,-0.93318818221
ACH-000188,-0.5545062211249999
ACH-000189,-0.276203674145
ACH-000190,-0.5738872568710001
ACH-000198,-0.0580596523499
ACH-000204,-0.771128405467
ACH-000206,0.0399075403019
ACH-000207,-0.339186728058
ACH-000211,-0.0761249438744
ACH-000215,-0.0958967869699
ACH-000221,-0.204108202338
ACH-000222,-0.20295777217500002
ACH-000223,-0.209188064619
ACH-000226,-0.148732300244
ACH-000227,-0.08632234126910002
ACH-000228,-0.144019776259
ACH-000231,-0.277010904043
ACH-000232,-0.146932671655
ACH-000233,-0.18626125600000001
ACH-000234,-0.547128326467
ACH-000235,-0.166180687066
ACH-000237,-0.174609178969
ACH-000238,-0.540036532812
ACH-000243,-0.11632745109999999
ACH-000244,-0.0573709764066
ACH-000246,-0.24578770041700002
ACH-000248,-0.024076054457200003
ACH-000250,-0.155219777544
ACH-000251,-0.331490848902
ACH-000253,-0.247255282987
ACH-000255,-0.08964718191130001
ACH-000256,-0.444113524653
ACH-000257,0.06910112979
ACH-000258,-0.18457425327
ACH-000259,-0.103871759669
ACH-000260,-0.302610111552
ACH-000261,-0.035373329708199994
ACH-000262,-0.155048535465
ACH-000263,0.028517570373499997
ACH-000264,-0.207876168425
ACH-000265,-0.12413552363399999
ACH-000266,-0.14339224633
ACH-000272,-0.342461953107
ACH-000273,-0.164873890425
ACH-000274,-0.273368070708
ACH-000277,-0.260270818262
ACH-000278,-0.326536215884
ACH-000279,-0.124644350659
ACH-000280,-0.36845495718500004
ACH-000281,-0.168643231419
ACH-000288,-0.37190175982100004
ACH-000291,-0.18754100024999998
ACH-000293,-0.206152062902
ACH-000294,-0.157048558527
ACH-000295,-0.598920858902
ACH-000296,-0.30536589850699997
ACH-000302,-0.177100121928
ACH-000304,-0.192020101444
ACH-000307,-0.08564829206589998
ACH-000308,-0.289662810887
ACH-000310,-0.123155553425
ACH-000311,0.018116478837
ACH-000312,-0.198728015749
ACH-000315,-0.00355772678086
ACH-000316,-0.133392437955
ACH-000317,-0.119077645353
ACH-000318,-0.0862430460047
ACH-000319,-0.22437479094
ACH-000320,-0.35191474828599995
ACH-000322,-0.12983105928400002
ACH-000323,-0.09406369195860001
ACH-000324,-0.356311661097
ACH-000329,-0.148136652261
ACH-000330,-0.23043218723900002
ACH-000331,-0.7674056208009999
ACH-000332,-0.225078370369
ACH-000334,-0.106756136643
ACH-000335,0.043957796540599996
ACH-000336,0.00532993709051
ACH-000337,-0.0658832302227
ACH-000339,-0.117074477255
ACH-000341,-0.281989812698
ACH-000348,-0.17730761041999998
ACH-000350,-0.26536578095400004
ACH-000352,-0.21217533158500002
ACH-000356,-0.432315367896
ACH-000361,-0.348884225404
ACH-000362,-0.178729632523
ACH-000363,-1.03149072407
ACH-000364,-0.298302108671
ACH-000365,-0.301039147046
ACH-000366,-0.0685338423039
ACH-000368,-0.292501312957
ACH-000374,-0.13642666645999998
ACH-000375,-0.355165046622
ACH-000376,-0.135995279947
ACH-000381,-0.492133998623
ACH-000383,-0.16056155008300002
ACH-000387,-0.154918106759
ACH-000389,-0.544816995027
ACH-000390,-0.0987678351749
ACH-000393,-0.21467523428100002
ACH-000395,-0.309485967932
ACH-000397,-0.37899400638400005
ACH-000401,-0.037731632162999997
ACH-000402,-0.313427088155
ACH-000403,-0.19419916565499998
ACH-000404,0.0150135530874
ACH-000406,-0.245079472337
ACH-000407,-0.293580912658
ACH-000408,-0.312691123266
ACH-000410,-0.130569181085
ACH-000411,-0.23541681838000003
ACH-000414,-0.218615498922
ACH-000415,-0.691736857913
ACH-000416,-0.160830853657
ACH-000420,-0.16977439361699997
ACH-000421,-0.207734453053
ACH-000424,0.10176226157500001
