,DLK1 (8788)
ACH-000004,-0.0204968902655
ACH-000007,-0.204477671703
ACH-000009,-0.0344022320568
ACH-000011,-0.09120279642130001
ACH-000012,-0.08476481278270001
ACH-000013,-0.139208183498
ACH-000014,-0.09192224515239998
ACH-000015,-0.167260381191
ACH-000017,-0.150980719032
ACH-000018,-0.13249322298900001
ACH-000019,-0.44963408217600004
ACH-000021,0.022944965643199998
ACH-000022,-0.24334435189
ACH-000025,-0.208865751998
ACH-000028,-0.0942806889467
ACH-000030,-0.152531126341
ACH-000035,0.112122392329
ACH-000036,-0.0121201211459
ACH-000037,-0.100695051097
ACH-000039,-0.24713849390999998
ACH-000040,-0.016077816986
ACH-000041,-0.15585497452
ACH-000042,-0.107737703863
ACH-000045,-0.19318028313000002
ACH-000047,-0.138185396861
ACH-000052,-0.14519560749000002
ACH-000053,-0.08955803198550001
ACH-000054,-0.165243227603
ACH-000055,-0.0877837356745
ACH-000060,-0.14677489883199998
ACH-000067,-0.294131789538
ACH-000070,-0.0908960318392
ACH-000075,-0.438828203307
ACH-000078,0.0499941630777
ACH-000082,-0.29008475189599997
ACH-000085,-0.189303633997
ACH-000086,-0.227431438827
ACH-000087,0.020185145150900002
ACH-000092,-0.0631888167432
ACH-000095,-0.256656264465
ACH-000097,-0.275832256984
ACH-000098,-0.36830456464
ACH-000099,0.036225230658400005
ACH-000108,-0.113163055119
ACH-000113,-0.14166546301
ACH-000115,-0.224783312432
ACH-000116,-0.11205614436799999
ACH-000118,-0.0618120337821
ACH-000120,-0.08005800827080001
ACH-000123,-0.10425662067399999
ACH-000127,-0.290520723595
ACH-000128,-0.199309264426
ACH-000132,-0.191869455903
ACH-000133,-0.188715359252
ACH-000137,-0.049607689812400005
ACH-000138,-0.141414937223
ACH-000142,-0.133241967324
ACH-000143,-0.115780192663
ACH-000146,0.0395907623921
ACH-000148,-0.188420564484
ACH-000150,-0.256422476602
ACH-000152,-0.241176399083
ACH-000153,0.113980346835
ACH-000159,-0.101874322259
ACH-000160,-0.424420962216
ACH-000163,-0.0432169227118
ACH-000167,0.00792728991149
