,ARRDC2 (27106)
ACH-000004,-0.153413117849
ACH-000007,-0.0861480579158
ACH-000009,-0.17667931540999998
ACH-000011,-0.13680655034800002
ACH-000012,-0.37102411071
ACH-000013,-0.230749752852
ACH-000014,-0.027441066973099996
ACH-000015,0.0179604148555
ACH-000017,-0.17519988928
ACH-000018,-0.21315499548500003
ACH-000019,-0.29515388036999995
ACH-000021,-0.258264734889
ACH-000022,-0.24921330186700003
ACH-000025,-0.247164901431
ACH-000028,-0.293228007086
ACH-000030,-0.327107797015
ACH-000035,-0.35293977275
ACH-000036,-0.169759402377
ACH-000037,0.014210924049200001
ACH-000039,-0.217731047308
ACH-000040,-0.20364040111900003
ACH-000041,-0.170529613545
ACH-000042,-0.21294032130600002
ACH-000045,0.051816398614999995
ACH-000047,-0.158937760811
ACH-000052,-0.21011442364
ACH-000053,-0.196431315092
ACH-000054,-0.08022771114060001
ACH-000055,-0.24388880107299998
ACH-000060,-0.123402160472
ACH-000067,0.031908601311400005
ACH-000070,-0.253553481494
ACH-000075,-0.247744419406
ACH-000078,-0.145638145598
ACH-000082,-0.161819253877
ACH-000085,-0.18414034633200002
ACH-000086,-0.27881476329599997
ACH-000087,-0.16846538526000002
ACH-000092,-0.218816854875
ACH-000095,-0.180844846449
ACH-000097,-0.193015026859
ACH-000098,-0.18163863672299999
ACH-000099,-0.199922709192
ACH-000108,-0.066148351158
ACH-000113,0.162812966019
ACH-000115,-0.456350347039
ACH-000116,-0.28800127052499996
ACH-000118,-0.151103307451
ACH-000120,-0.386228299697
ACH-000123,-0.158134641347
ACH-000127,-0.21077599437300001
ACH-000128,-0.179308840755
ACH-000132,-0.14990446209
ACH-000133,-0.171267711305
ACH-000137,0.0194031972673
ACH-000138,-0.327195731767
ACH-000142,-0.137122562187
ACH-000143,-0.031657849433
ACH-000146,-0.19111721185400002
ACH-000148,-0.10431550534600001
ACH-000150,-0.118974951537
ACH-000152,-0.158812603066
ACH-000153,-0.20193923558
ACH-000159,-0.239471555924
ACH-000160,0.04667721080540001
ACH-000163,-0.164171728515
ACH-000167,-0.351532942019
ACH-000168,-0.171153215006
ACH-000169,-0.16032461384500002
ACH-000178,-0.245462433662
ACH-000182,-0.19640735476799998
ACH-000183,-0.257097034548
ACH-000188,-0.417003188109
ACH-000189,-0.6451141923899999
ACH-000190,0.211351456532
ACH-000198,-0.028119456542700004
ACH-000204,-0.216767257843
ACH-000206,0.256092181231
ACH-000207,-0.34796886097499996
ACH-000211,-0.192833963063
ACH-000215,-0.235150217327
ACH-000221,-0.138938847614
ACH-000222,-0.273844896093
ACH-000223,-0.100977811227
ACH-000226,-0.25275895447700003
ACH-000227,-0.0628608274432
ACH-000228,-0.0204629742163
ACH-000231,-0.04130954621019999
ACH-000232,-0.0916608844013
ACH-000233,-0.311528391984
ACH-000234,-0.36948160713
ACH-000235,-0.155831555645
ACH-000237,-0.22191490078099999
ACH-000238,0.0159581600529
ACH-000243,-0.18229310668600002
ACH-000244,-0.340214277287
ACH-000246,-0.118274561165
ACH-000248,-0.0789846664365
ACH-000250,-0.13956001918
ACH-000251,-0.30424574561
ACH-000253,-0.0456395467198
ACH-000255,-0.298320290808
ACH-000256,-0.227148243596
ACH-000257,-0.35381731038500003
ACH-000258,-0.104962126549
ACH-000259,-0.03951870563669999
ACH-000260,-0.164224688242
ACH-000261,-0.171827110748
ACH-000262,-0.335418458586
ACH-000263,-0.528231803045
ACH-000264,-0.21492541559300002
ACH-000265,-0.144202269551
ACH-000266,-0.0867990838815
ACH-000272,-0.0702389061632
ACH-000273,-0.09779497158119999
ACH-000274,-0.122978504275
ACH-000277,0.220575717428
ACH-000278,-0.25157401536699997
ACH-000279,-0.0198207017158
ACH-000280,-0.15488379633
ACH-000281,-0.025218153905599998
ACH-000288,-0.00295147132715
ACH-000291,-0.152503725312
ACH-000293,-0.195965992038
ACH-000294,-0.29680786243900004
ACH-000295,-0.005711138892530001
ACH-000296,-0.221720449588
ACH-000302,-0.277590211692
ACH-000304,0.0452036655168
ACH-000307,-0.22902762064399998
ACH-000308,-0.046868198423300006
ACH-000310,-0.108897440189
ACH-000311,-0.104072242655
ACH-000312,-0.076259319668
ACH-000315,-0.378611311286
ACH-000316,0.10938721636
ACH-000317,0.101541665046
ACH-000318,-0.24029891225900002
ACH-000319,0.0708267926312
ACH-000320,-0.00203861113722
ACH-000322,-0.0577357758006
ACH-000323,-0.0656645518671
ACH-000324,-0.142845827136
ACH-000329,-0.00148126740215
ACH-000330,0.024354118029299997
ACH-000331,-0.189962340928
ACH-000332,-0.0729315109719
ACH-000334,-0.118903817479
ACH-000335,0.052719198144199994
ACH-000336,0.682877607593
ACH-000337,-0.081424254735
ACH-000339,-0.11902351402200001
ACH-000341,-0.462053623631
ACH-000348,-0.142461421261
ACH-000350,-0.100700336897
ACH-000352,-0.208335823772
ACH-000356,-0.138555861211
ACH-000361,-0.182104956775
ACH-000362,-0.011032068071600001
ACH-000363,-0.0056152797445
ACH-000364,-0.260792519624
ACH-000365,-0.00745914786341
ACH-000366,-0.0658585661971
ACH-000368,-0.182128571748
ACH-000374,-0.261334704318
ACH-000375,-0.07043482732089999
ACH-000376,-0.183291011103
ACH-000381,-0.09135229192239999
ACH-000383,-0.125074422528
ACH-000387,-0.045314009607100005
ACH-000389,-0.12222754071900001
ACH-000390,0.026245054032200003
ACH-000393,-0.265632368521
ACH-000395,-0.270016205054
ACH-000397,-0.0237566772322
ACH-000401,-0.25110510074000003
ACH-000402,-0.290152990692
ACH-000403,-0.0801575084078
ACH-000404,-0.191170148835
ACH-000406,0.036824065378900005
ACH-000407,-0.11330721257099999
ACH-000408,-0.5769919396190001
ACH-000410,0.100904404038
ACH-000411,-0.0180814788272
ACH-000414,0.00796206391319
ACH-000415,-0.14806263919
ACH-000416,-0.287069853881
ACH-000420,-0.09620135901789999
ACH-000421,0.00426945979528
ACH-000424,-0.133069790173
ACH-000425,-0.22253494429
ACH-000426,-0.28184221494
ACH-000427,-0.366507908787
ACH-000433,-0.10749354796800001
ACH-000436,-0.0769015970923
ACH-000444,-0.058574004710300005
ACH-000445,-0.25835033675700003
ACH-000448,-0.236009058469
ACH-000450,-0.24478588230599999
ACH-000452,-0.267736764747
ACH-000454,-0.49153125752800003
ACH-000458,-0.368813915062
ACH-000459,0.337008893743
ACH-000460,-0.09001084307690001
ACH-000461,-0.489304470879
ACH-000463,-0.0724294603308
ACH-000464,-0.322237235669
ACH-000466,-0.0123281865338
ACH-000467,0.0758614045757
ACH-000468,-0.192912263671
ACH-000469,-0.0944399568399
ACH-000470,-0.011111467509899999
ACH-000471,-0.256984637886
ACH-000472,-0.0642263585586
ACH-000473,-0.146461124677
ACH-000475,-0.057358434648199993
ACH-000476,-0.0795979412807
ACH-000477,-0.23820092486400002
ACH-000480,-0.213424819395
ACH-000481,-0.0763802100483
ACH-000483,-0.229736628781
ACH-000484,-0.127554391016
