,LAMC2 (3918)
ACH-000004,-0.18192076922699998
ACH-000007,-0.14929598399
ACH-000009,-0.403425823764
ACH-000011,-0.05855121670530001
ACH-000012,-0.359984472434
ACH-000013,-0.290275105082
ACH-000014,-0.34162337780900004
ACH-000015,-0.16812133856
ACH-000017,-0.32755719503
ACH-000018,-0.405938921774
ACH-000019,-0.265974635869
ACH-000021,-0.221202022669
ACH-000022,-0.33250684648
ACH-000025,-0.39481620140699997
ACH-000028,-0.30282065532499997
ACH-000030,-0.181781153111
ACH-000035,-0.43641715411000004
ACH-000036,-0.164779382767
ACH-000037,-0.21597985631299998
ACH-000039,-0.42345887574600005
ACH-000040,-0.24315486599199998
ACH-000041,-0.21924035583700002
ACH-000042,-0.129859005107
ACH-000045,-0.128225461292
ACH-000047,-0.32030089553
ACH-000052,-0.464567614331
ACH-000053,-0.252065237251
ACH-000054,-0.149716040491
ACH-000055,-0.447185051303
ACH-000060,-0.233534928461
ACH-000067,-0.08513583290580001
ACH-000070,-0.419388875893
ACH-000075,-0.23055641425700002
ACH-000078,-0.22406033786600002
ACH-000082,-0.274094313647
ACH-000085,-0.24009667022199999
ACH-000086,-0.567024506459
ACH-000087,-0.23398767230999998
ACH-000092,-0.334825540759
ACH-000095,-0.279471768306
ACH-000097,-0.21376794993700002
ACH-000098,-0.246821129665
ACH-000099,-0.207454582721
ACH-000108,-0.130217560821
ACH-000113,-0.240597509597
ACH-000115,-0.145571044298
ACH-000116,-0.227958055642
ACH-000118,-0.165947545853
ACH-000120,-0.379052934076
ACH-000123,-0.27954828854499997
ACH-000127,-0.265887830438
ACH-000128,-0.378546456394
ACH-000132,-0.30215288797400003
ACH-000133,-0.33660091287
ACH-000137,-0.275138978841
ACH-000138,-0.320691101383
ACH-000142,-0.39414566364299997
ACH-000143,-0.311901456603
ACH-000146,-0.24011674836599997
ACH-000148,-0.390586550469
ACH-000150,-0.172013152533
ACH-000152,-0.310909867369
ACH-000153,-0.37075679093
ACH-000159,-0.17486120969399999
ACH-000160,-0.300965276184
ACH-000163,-0.301093483896
ACH-000167,-0.16566185360400001
ACH-000168,-0.186455458618
ACH-000169,-0.235869094678
ACH-000178,-0.166697435605
ACH-000182,-0.167503975187
ACH-000183,-0.306830284925
ACH-000188,-0.0837540277613
ACH-000189,-0.506660830102
ACH-000190,-0.260631574692
ACH-000198,-0.276269155552
ACH-000204,-0.5196558463490001
ACH-000206,-0.28343740908799997
ACH-000207,-0.171510141114
ACH-000211,-0.19173910590999999
ACH-000215,-0.17210485842599998
ACH-000221,-0.21888739155900003
ACH-000222,-0.385618429291
ACH-000223,-0.45351053218500004
ACH-000226,-0.138969366067
ACH-000227,-0.23765341690000003
ACH-000228,-0.321442037897
ACH-000231,-0.181545708159
ACH-000232,-0.199432215489
ACH-000233,-0.163477354007
ACH-000234,-0.19810906372900003
ACH-000235,-0.296072111434
ACH-000237,-0.297413252999
ACH-000238,-0.499906762377
ACH-000243,-0.38777939839500003
ACH-000244,-0.270249948588
ACH-000246,-0.117095620765
ACH-000248,-0.0970720720719
ACH-000250,-0.135156809533
ACH-000251,-0.282097960348
ACH-000253,-0.24728655711999997
ACH-000255,-0.282248194889
ACH-000256,0.023412445891900002
ACH-000257,-0.0188210669627
ACH-000258,-0.579329253179
ACH-000259,-0.305870240116
ACH-000260,-0.293120079787
ACH-000261,-0.200514844951
ACH-000262,-0.125100229557
ACH-000263,-0.38421783368100004
ACH-000264,-0.434798235054
ACH-000265,-0.15433168956499999
ACH-000266,-0.22031774997499998
ACH-000272,-0.275982714257
ACH-000273,-0.176631732686
ACH-000274,-0.19306213633000002
ACH-000277,-0.185322606087
ACH-000278,-0.159052828267
ACH-000279,-0.254818026924
ACH-000280,-0.19045081369199998
ACH-000281,-0.5298019226380001
ACH-000288,-0.18264970814599998
ACH-000291,-0.28715505303800004
ACH-000293,-0.211548803502
ACH-000294,-0.27062976149900003
ACH-000295,-0.506154981437
ACH-000296,-0.052641906096199995
ACH-000302,-0.24211138201299998
ACH-000304,-0.103117813113
ACH-000307,-0.211775359659
ACH-000308,-0.219848000033
ACH-000310,-0.468556042759
ACH-000311,-0.18263247673099997
ACH-000312,-0.252317847858
ACH-000315,-0.247169522435
ACH-000316,-0.228666250955
ACH-000317,-0.216576028772
ACH-000318,-0.216048602809
ACH-000319,-0.314016505251
ACH-000320,-0.35460952759099995
ACH-000322,-0.0384673173
ACH-000323,-0.334352851435
ACH-000324,-0.29802368774
ACH-000329,-0.21475768565
ACH-000330,-0.296394056488
ACH-000331,-0.235651055168
ACH-000332,-0.278163803845
ACH-000334,-0.304830547274
ACH-000335,-0.20451536504999998
