,AIM1 (202)
ACH-000004,0.139846639154
ACH-000007,0.189143160678
ACH-000009,0.16989562191
ACH-000011,0.110304437699
ACH-000012,-0.0345428832386
ACH-000013,0.0367629240868
ACH-000014,0.17912038130600003
ACH-000015,0.295566942028
ACH-000017,0.155586939357
ACH-000018,0.227994029432
ACH-000019,0.476036784217
ACH-000021,0.007211283120689999
ACH-000022,0.303783362083
ACH-000025,0.189296667577
ACH-000028,0.206745729005
ACH-000030,0.082499614473
ACH-000035,0.134856616051
ACH-000036,0.231631649875
ACH-000037,0.15111669752499998
ACH-000039,0.422390537041
ACH-000040,0.186275645441
ACH-000041,0.222573047876
ACH-000042,0.0695897162759
ACH-000045,0.122695924767
ACH-000047,0.112963447984
ACH-000052,0.10307840200400001
ACH-000053,0.161941200416
ACH-000054,0.057369501626000005
ACH-000055,0.1393919699
ACH-000060,0.09728570031030001
ACH-000067,0.14744783195299999
ACH-000070,0.0219577047139
ACH-000075,0.32228464189399997
ACH-000078,0.07373936265219999
ACH-000082,0.0776777156514
ACH-000085,0.279956042435
ACH-000086,0.29057271122
ACH-000087,0.11836316195999999
ACH-000092,0.173843860801
ACH-000095,-0.00564545520702
ACH-000097,0.17121080323899998
ACH-000098,0.10566494169099999
ACH-000099,0.23814167851999998
ACH-000108,0.202578387139
ACH-000113,0.044835935899099996
ACH-000115,0.09731551439300001
ACH-000116,0.21632693934099997
ACH-000118,0.14479452729
ACH-000120,0.172607110225
ACH-000123,0.0900492414047
ACH-000127,0.20593669440200002
ACH-000128,0.0170824230135
ACH-000132,0.286999705747
ACH-000133,0.280847457932
ACH-000137,0.234722773846
ACH-000138,-0.0069323154893
ACH-000142,0.326937668457
ACH-000143,0.055707153212
ACH-000146,0.11083783400399999
ACH-000148,0.052122700564800006
ACH-000150,0.00849525757232
ACH-000152,0.250430926526
ACH-000153,0.0739556508782
ACH-000159,0.15589861257
ACH-000160,0.583044449229
ACH-000163,-0.14836500537
ACH-000167,0.8773192989749999
