,INADL (10207)
ACH-000004,0.026899787611199998
ACH-000007,0.126354245562
ACH-000009,-0.0146143330055
ACH-000011,-0.158314006883
ACH-000012,0.18903955945700002
ACH-000013,-0.236266904678
ACH-000014,-0.0009999426224310002
ACH-000015,0.010602363678899999
ACH-000017,0.0783072913087
ACH-000018,-0.243657310306
ACH-000019,-0.06826958155519999
ACH-000021,0.08783908031689999
ACH-000022,0.0362485376675
ACH-000025,-0.127682211466
ACH-000028,-0.011877122930700002
ACH-000030,-0.17924406872600002
ACH-000035,-0.0608154330165
ACH-000036,0.11008950270500001
ACH-000037,0.0424639443783
ACH-000039,-0.142253579776
ACH-000040,-0.111169401209
ACH-000041,-0.136190924604
ACH-000042,0.342350580568
ACH-000045,-0.141137300118
ACH-000047,-0.069125480417
ACH-000052,-0.017729718479799997
ACH-000053,-0.07702453192520001
ACH-000054,0.012042540031
ACH-000055,-0.128910297434
ACH-000060,-0.17012268520799997
ACH-000067,-0.183599184903
ACH-000070,-0.0220519574457
ACH-000075,-0.106798848039
ACH-000078,-0.397643607637
ACH-000082,-0.044211455939
ACH-000085,-0.0139622376894
ACH-000086,-0.20982353122400002
ACH-000087,-0.318566319723
ACH-000092,-0.292877827243
ACH-000095,0.0039790174951999996
ACH-000097,-0.0258385405992
ACH-000098,-0.213440861394
ACH-000099,-0.013999246194
ACH-000108,-0.0652280632329
ACH-000113,0.08016750277910001
ACH-000115,-0.1068059207
ACH-000116,-0.253337061686
ACH-000118,-0.13089708214
ACH-000120,0.017395339841099998
ACH-000123,0.0384064509668
ACH-000127,-0.004864109054819999
ACH-000128,-0.0837102498691
ACH-000132,-0.141986246367
ACH-000133,-0.151717597502
ACH-000137,-0.18437127099800002
ACH-000138,-0.085045971947
ACH-000142,-0.138229370799
ACH-000143,-0.126685223972
ACH-000146,-0.00249684469584
ACH-000148,-0.11934198348200001
ACH-000150,-0.152174106344
ACH-000152,-0.101249730899
ACH-000153,-0.187952969557
ACH-000159,-0.024269355078199998
ACH-000160,-0.17882343619199997
ACH-000163,0.206147831166
ACH-000167,0.140107953473
ACH-000168,0.0213446381182
ACH-000169,-0.0103345762432
ACH-000178,0.0426000749594
ACH-000182,0.16654824612500002
ACH-000183,-0.0511852649482
ACH-000188,-0.0578573408351
ACH-000189,-0.04463923824109999
ACH-000190,-0.040659719876099995
ACH-000198,-0.0611472055722
ACH-000204,0.148714349001
ACH-000206,0.046344054365
ACH-000207,0.136844799111
ACH-000211,-0.046018592571700004
ACH-000215,0.07078721331839999
ACH-000221,-0.0788730100281
ACH-000222,-0.0647834560261
ACH-000223,-0.0195137374434
ACH-000226,0.0643071238094
ACH-000227,-0.304370583671
ACH-000228,-0.133174529869
ACH-000231,-0.027961964605200004
