,PMS1 (5378)
ACH-000004,0.0586086338779
ACH-000007,0.129907048523
ACH-000009,-0.218076082253
ACH-000011,0.159994951237
ACH-000012,0.0408953392128
ACH-000013,0.0137441198117
ACH-000014,0.0220480651718
ACH-000015,0.0433972075276
ACH-000017,-0.0139539357036
ACH-000018,-0.0774450999304
ACH-000019,-0.339776343718
ACH-000021,0.08505609786189999
ACH-000022,0.06902376116100001
ACH-000025,0.08744174992249999
ACH-000028,-0.0160653598641
ACH-000030,0.07743445281110001
ACH-000035,0.180498165674
ACH-000036,0.00138576790648
ACH-000037,0.329649043334
ACH-000039,-0.13062190459
ACH-000040,0.0322381912472
ACH-000041,0.0105336020987
ACH-000042,-0.032901944597
ACH-000045,-0.0272768389942
ACH-000047,0.0602793058699
ACH-000052,0.17545203118799998
ACH-000053,-0.0707992469708
ACH-000054,0.054046337763300006
ACH-000055,0.229493459113
ACH-000060,0.166309507848
ACH-000067,0.111679209098
ACH-000070,0.188896787519
ACH-000075,0.141667280448
ACH-000078,-0.23665115624299998
ACH-000082,0.144505118247
ACH-000085,-0.0824651854627
ACH-000086,0.191875175177
ACH-000087,0.138860303369
ACH-000092,-0.00306807392829
ACH-000095,0.0365557342482
ACH-000097,-0.0335267738788
ACH-000098,0.111495805635
ACH-000099,-0.0117394040757
ACH-000108,-0.0336608134587
ACH-000113,0.140036921409
ACH-000115,-0.031011776794400002
ACH-000116,0.05999190636440001
ACH-000118,0.034263905882
ACH-000120,0.051758838962500005
ACH-000123,0.0292808713411
ACH-000127,-0.0617777861654
ACH-000128,0.20083002532299998
ACH-000132,0.04661223471530001
ACH-000133,-0.00576863768789
ACH-000137,-0.168314474558
ACH-000138,-0.00959195928868
ACH-000142,0.11796440677100001
ACH-000143,0.147227372316
ACH-000146,0.023082330970900004
ACH-000148,0.211950973411
ACH-000150,0.134218402221
ACH-000152,-0.0454376227986
ACH-000153,0.00162224428289
ACH-000159,0.158494498854
ACH-000160,0.150216978458
ACH-000163,0.137046946095
ACH-000167,-0.0137890180342
ACH-000168,0.059754371045000004
ACH-000169,-0.00923371882122
ACH-000178,-0.0354874259944
ACH-000182,0.12537514202400002
ACH-000183,-0.0151025581529
ACH-000188,0.008529784619
ACH-000189,-0.0770173966237
ACH-000190,-0.126070690446
ACH-000198,0.0942256208784
ACH-000204,0.190313093303
ACH-000206,-0.0654951187718
ACH-000207,0.285801191954
ACH-000211,0.0671097267926
ACH-000215,0.056845073784600006
ACH-000221,-0.192644840901
ACH-000222,0.0222444557437
ACH-000223,-0.16096525886600002
ACH-000226,-0.0833850200957
ACH-000227,-0.186833899012
ACH-000228,0.0576989172277
ACH-000231,-0.0350441067379
ACH-000232,0.103074076216
ACH-000233,0.0659589564526
ACH-000234,-0.0394746138168
ACH-000235,0.0224490632542
ACH-000237,0.033516158192199996
ACH-000238,0.0257351049166
ACH-000243,-0.0359848633193
ACH-000244,-0.258251735177
ACH-000246,-0.0309836664463
ACH-000248,0.0967942832491
ACH-000250,-0.025474590559099997
ACH-000251,0.163803537764
ACH-000253,0.141862981768
ACH-000255,0.113768691302
ACH-000256,-0.118331795871
ACH-000257,-0.000176033612282
ACH-000258,0.0626854981379
ACH-000259,-0.031413776931
ACH-000260,-0.0551174781075
ACH-000261,0.049059198950699996
ACH-000262,0.191238353189
ACH-000263,0.331024604542
ACH-000264,0.0138492275294
ACH-000265,-0.0824257594615
ACH-000266,0.0083513001824
ACH-000272,0.113209686273
ACH-000273,-0.04421885989109999
ACH-000274,-0.0920680795036
ACH-000277,0.0779814351632
ACH-000278,-0.133102408842
ACH-000279,0.108406547882
ACH-000280,0.126649299046
ACH-000281,-0.10600920942
ACH-000288,0.0748330256545
ACH-000291,-0.10099697718699999
ACH-000293,0.37690234905000003
ACH-000294,0.04833090679330001
ACH-000295,-0.116770686585
ACH-000296,0.273395241964
ACH-000302,-0.0900295082595
ACH-000304,0.192172441484
ACH-000307,0.080757279084
ACH-000308,-0.0993423538909
ACH-000310,-0.0656223258
ACH-000311,0.0237771768865
ACH-000312,0.0072327020433999994
ACH-000315,0.112948771488
ACH-000316,0.0639147854942
ACH-000317,0.266111767587
ACH-000318,0.138541067303
ACH-000319,0.104043577645
ACH-000320,-0.12514193764599998
ACH-000322,-0.275564591262
ACH-000323,0.0808610954866
ACH-000324,-0.08781178289149999
ACH-000329,0.0128022896553
ACH-000330,0.19291982787700002
ACH-000331,0.0639015357014
ACH-000332,0.0694718288367
ACH-000334,0.130291829312
ACH-000335,-0.179188666657
ACH-000336,0.0575653082876
ACH-000337,-0.155425760558
ACH-000339,0.056897080407600005
ACH-000341,-0.013053176756799999
ACH-000348,-0.015860835458
ACH-000350,0.054527998461999995
ACH-000352,0.183437228863
ACH-000356,0.330261640917
