,TRMT61A (115708)
ACH-000004,-0.338360239537
ACH-000007,-0.285325588089
ACH-000009,-0.428031167686
ACH-000011,-0.547842868966
ACH-000012,-0.332487661934
ACH-000013,-0.2639346367
ACH-000014,-0.707725433694
ACH-000015,-0.37767297970299996
ACH-000017,-0.189815722242
ACH-000018,-0.509359444287
ACH-000019,-0.210260539197
ACH-000021,-0.19130292531800003
ACH-000022,-0.377751117174
ACH-000025,-0.7609647699959999
ACH-000028,-0.140902051988
ACH-000030,-0.490857354608
ACH-000035,-0.442875991013
ACH-000036,-0.528839961771
ACH-000037,-0.678994132186
ACH-000039,0.04479176864519999
ACH-000040,-0.46771954011399997
ACH-000041,-0.481830215876
ACH-000042,-0.273465559249
ACH-000045,-0.246807788059
ACH-000047,-0.329976560081
ACH-000052,-0.886474180412
ACH-000053,-0.406321282462
ACH-000054,-0.221819976719
ACH-000055,-0.654522523315
ACH-000060,-0.634864354789
ACH-000067,-0.5197617051160001
ACH-000070,-0.459361382352
ACH-000075,-0.27647773204
ACH-000078,-0.270644831001
ACH-000082,-0.07862633541849999
ACH-000085,-0.41068693110699994
ACH-000086,-0.6727627393340001
ACH-000087,-0.937280023132
ACH-000092,-0.23693404786999997
ACH-000095,-0.28099827216699996
ACH-000097,-0.18080121587900003
ACH-000098,-0.7044164365350001
ACH-000099,-0.31573298623
ACH-000108,-0.30150225321999996
ACH-000113,-0.281951478365
ACH-000115,-0.7166436267540001
ACH-000116,-0.325250311691
ACH-000118,-0.47874853370399995
ACH-000120,-0.489438533861
ACH-000123,-0.23872751603599998
ACH-000127,-0.5864882862080001
ACH-000128,-0.33340727211
ACH-000132,-0.396859314632
ACH-000133,-0.419551634049
ACH-000137,-0.414051942883
ACH-000138,-0.22597554799300001
ACH-000142,-0.5712831214190001
ACH-000143,-0.7638845386409999
ACH-000146,-0.240278941393
ACH-000148,-0.620205766163
ACH-000150,-0.680946157221
ACH-000152,-0.164603368905
ACH-000153,-0.583613481481
ACH-000159,-0.309937872874
ACH-000160,-0.36621389842
ACH-000163,-0.659109643379
ACH-000167,-0.265989312991
ACH-000168,-0.15854250019899999
ACH-000169,-0.582284809409
ACH-000178,-0.532753874506
ACH-000182,-0.15107924489900001
ACH-000183,-0.758754642183
ACH-000188,-0.633858750339
ACH-000189,-0.613821450454
ACH-000190,-0.659647057456
ACH-000198,-0.402110757331
ACH-000204,-0.34131882657300006
ACH-000206,-0.024111098725999997
ACH-000207,-0.891303821674
ACH-000211,-0.145909122222
ACH-000215,-0.702046974615
ACH-000221,-0.468402402671
ACH-000222,-0.33698960635799996
ACH-000223,-0.141282652019
ACH-000226,-0.44196648603
ACH-000227,-0.49115972168300004
ACH-000228,-0.193055250797
ACH-000231,-0.5669327023080001
ACH-000232,-0.5859233507020001
ACH-000233,-0.299218216301
ACH-000234,-0.44463905113700003
ACH-000235,-0.292685650936
ACH-000237,-0.319336867178
ACH-000238,-0.525326039786
ACH-000243,-0.72481452749
ACH-000244,-0.32704230785300004
ACH-000246,-0.382876772277
ACH-000248,-0.0488073719668
ACH-000250,-0.684561225327
ACH-000251,-0.566151671476
ACH-000253,-0.46607383927100005
ACH-000255,-0.748111740327
ACH-000256,-0.22654210188
ACH-000257,-0.5958896129460001
ACH-000258,-0.495338989226
ACH-000259,-0.6154632319
ACH-000260,-0.529505719024
ACH-000261,-0.493718980558
ACH-000262,-0.692279294839
ACH-000263,-0.21927900812800002
ACH-000264,-0.231031076925
ACH-000265,-0.388819633325
ACH-000266,-0.147068497942
ACH-000272,-0.40845091142800005
ACH-000273,-0.641554602376
ACH-000274,-0.295179818897
ACH-000277,-0.461489996091
ACH-000278,-0.406796471945
ACH-000279,-0.523214393636
ACH-000280,-0.506012417682
ACH-000281,-0.6878509092980001
ACH-000288,-0.57484043045
ACH-000291,-0.48376718328199997
ACH-000293,-0.313587059251
ACH-000294,-0.48138405741000007
ACH-000295,-0.426360714963
ACH-000296,-0.448596395936
ACH-000302,-0.06648844365249999
