,DDX39A (10212)
ACH-000004,-0.5482909889450001
ACH-000007,-0.289267516248
ACH-000009,-0.00720841539792
ACH-000011,-0.131426222052
ACH-000012,-0.188829078665
ACH-000013,-0.274267891543
ACH-000014,-0.244338441856
ACH-000015,-0.483980020948
ACH-000017,-0.25887733043600003
ACH-000018,-0.19534123590100003
ACH-000019,-0.6432958345199999
ACH-000021,-0.39260099169600005
ACH-000022,-0.18585260157699998
ACH-000025,-0.342374303327
ACH-000028,-0.51497555395
ACH-000030,-0.313496462353
ACH-000035,-0.543057200009
ACH-000036,-0.11336504465999998
ACH-000037,-0.18316711246599998
ACH-000039,-0.317380400438
ACH-000040,-0.37174334737400005
ACH-000041,-0.157331970975
ACH-000042,-0.445877800964
ACH-000045,-0.205611128675
ACH-000047,-0.186762039581
ACH-000052,-0.416628020941
ACH-000053,-0.296864249555
ACH-000054,-0.16998616204
ACH-000055,-0.326957272093
ACH-000060,-0.155960475322
ACH-000067,-0.298269329514
ACH-000070,-0.147413473116
ACH-000075,-0.702825410775
ACH-000078,-0.11462966355000001
ACH-000082,-0.43861190855800003
ACH-000085,-0.35947871755099997
ACH-000086,-0.2931535875
ACH-000087,-0.42799962097800004
ACH-000092,-0.301201353327
ACH-000095,-0.264030861492
ACH-000097,-0.295014230447
ACH-000098,-0.353705986752
ACH-000099,-0.329504647672
ACH-000108,-0.727162571795
ACH-000113,-0.323297934281
ACH-000115,-0.5503095846399999
ACH-000116,-0.42810006272
ACH-000118,-0.39861476833000004
ACH-000120,-0.44517895329499996
ACH-000123,-0.16350785214000002
ACH-000127,-0.453900127698
ACH-000128,-0.420818462126
ACH-000132,-0.47447172511200003
ACH-000133,-0.278787180671
ACH-000137,-0.20845906917100002
ACH-000138,-0.280200315213
ACH-000142,-0.30451612266
ACH-000143,-0.450077928689
ACH-000146,-0.603264642408
ACH-000148,-0.27222992323600004
ACH-000150,-0.412061155866
ACH-000152,-0.133408543611
ACH-000153,-0.5817683471890001
ACH-000159,-0.18097875547000003
ACH-000160,0.00249895908566
ACH-000163,-0.778425017532
ACH-000167,-0.0507999292901
ACH-000168,-0.28355213495000003
ACH-000169,-0.21053606800299998
ACH-000178,-0.349733459816
ACH-000182,-0.292469062513
ACH-000183,-0.650494213366
ACH-000188,-0.283859785758
ACH-000189,-0.281127327085
ACH-000190,-0.00660150005436
ACH-000198,-0.298076850816
ACH-000204,0.0254621421262
ACH-000206,-0.28066123944800003
ACH-000207,-0.616296495927
ACH-000211,-0.146265803489
ACH-000215,-0.265746522795
ACH-000221,-0.302305521551
ACH-000222,-0.35533640739600003
ACH-000223,-0.654084780757
ACH-000226,-0.266909594184
ACH-000227,-0.455076719289
ACH-000228,-0.42109081344899996
ACH-000231,-0.168935883165
ACH-000232,-0.155084932576
ACH-000233,-0.571014916372
ACH-000234,-0.526059503625
ACH-000235,-0.274840205035
ACH-000237,-0.322538717174
ACH-000238,-0.10189531684
ACH-000243,-0.407050243551
ACH-000244,-0.0647841703701
ACH-000246,-0.144814763565
ACH-000248,-0.11986992555999999
ACH-000250,-0.18861803979800001
ACH-000251,-0.45441091202699996
ACH-000253,-0.280435295599
ACH-000255,-0.418177811601
ACH-000256,-0.299212519529
ACH-000257,-0.299505051734
ACH-000258,-0.40225867873800003
ACH-000259,-0.306321622932
ACH-000260,-0.38830385685099994
ACH-000261,-0.347898200208
ACH-000262,-0.23391284088599998
ACH-000263,-0.263311406418
ACH-000264,-0.338905798128
ACH-000265,-0.259192480123
ACH-000266,-0.348315081961
ACH-000272,-0.268384975179
ACH-000273,-0.183148548301
ACH-000274,-0.17010568544500002
ACH-000277,-0.164530226358
ACH-000278,-0.42959632893
ACH-000279,-0.180634136956
ACH-000280,-0.0782572156182
ACH-000281,0.034374170519800004
ACH-000288,-0.166648686088
ACH-000291,-0.198817993578
ACH-000293,-0.290350644002
ACH-000294,-0.0552255104582
ACH-000295,-0.22723922703299998
ACH-000296,-0.404707545277
ACH-000302,-0.477646099281
ACH-000304,-0.24378374624899998
ACH-000307,-0.40511390413599996
ACH-000308,-0.166888785317
ACH-000310,-0.295595251959
ACH-000311,-0.333532627527
ACH-000312,-0.265696288369
ACH-000315,-0.11353047409700001
ACH-000316,-0.0514464651669
ACH-000317,-0.20961002083299998
ACH-000318,-0.38752050284999995
ACH-000319,-0.43737242692
ACH-000320,-0.6098110078310001
ACH-000322,-0.469407733904
ACH-000323,-0.43733640736100005
ACH-000324,-0.20021516533300002
ACH-000329,-0.252734528932
ACH-000330,-0.392190253969
ACH-000331,-0.257339385177
ACH-000332,-0.30283715377500003
ACH-000334,-0.222015629336
ACH-000335,-0.34954196106799995
ACH-000336,-0.0971671518923
ACH-000337,-0.409567797677
ACH-000339,-0.387714296427
ACH-000341,-0.208239151268
ACH-000348,-0.22404071105300002
ACH-000350,-0.41323213298699996
ACH-000352,-0.177899301772
ACH-000356,-0.489723052795
ACH-000361,-0.125361135782
ACH-000362,-0.384611328465
ACH-000363,-0.195858121061
ACH-000364,-0.532092047943
ACH-000365,-0.0970578000694
ACH-000366,-0.210160679645
ACH-000368,-0.255801704908
ACH-000374,-0.312569754456
ACH-000375,-0.287424957175
ACH-000376,-0.11311169168400001
ACH-000381,-0.359424244896
ACH-000383,-0.311457923081
ACH-000387,-0.133934715474
ACH-000389,-0.427111202359
ACH-000390,-0.18000676556200002
ACH-000393,-0.21301888539
ACH-000395,-0.767586262381
ACH-000397,-0.110683833232
ACH-000401,-0.232311916565
ACH-000402,-0.274144205007
ACH-000403,-0.175692481864
ACH-000404,0.027611690926200003
ACH-000406,-0.295649192813
ACH-000407,-0.193041134994
ACH-000408,-0.316638159835
ACH-000410,-0.363874400332
ACH-000411,-0.327289462383
ACH-000414,-0.17851465835299998
ACH-000415,-0.489655472926
ACH-000416,-0.38631708804
ACH-000420,-0.36227153011299995
ACH-000421,-0.29653811526900004
ACH-000424,-0.24013589917599998
ACH-000425,-0.27811314533500003
ACH-000426,-0.41474354233599997
ACH-000427,-0.361453933642
ACH-000433,-0.5101668796600001
ACH-000436,-0.603337420522
ACH-000444,-0.271471725034
ACH-000445,-0.507831048219
ACH-000448,-0.33264257492800003
ACH-000450,-0.29595759631499996
ACH-000452,-0.414841398933
ACH-000454,-0.418206381558
ACH-000458,-0.265961374322
ACH-000459,-0.348603615327
ACH-000460,-0.277545853092
ACH-000461,-0.32090290824400003
ACH-000463,-0.455911925128
ACH-000464,-0.298355151968
ACH-000466,-0.254219193055
ACH-000467,-0.18931199319699998
ACH-000468,-0.37005113877400003
ACH-000469,-0.28705384236299997
ACH-000470,-0.255956611919
ACH-000471,-0.264600337538
ACH-000472,-0.469750051462
ACH-000473,-0.27935980254299997
ACH-000475,-0.237255531136
ACH-000476,-0.16020311285299998
ACH-000477,0.114198727555
ACH-000480,-0.24550913630399998
ACH-000481,-0.379229093815
ACH-000483,-0.291542379832
ACH-000484,-0.40860914175499996
ACH-000485,-0.440522770251
ACH-000486,-0.21274798805
ACH-000487,0.0153133335014
ACH-000488,-0.353865509575
ACH-000490,-0.264829342493
ACH-000491,-0.316269227064
ACH-000495,-0.284587547049
ACH-000496,-0.326780636756
ACH-000499,-0.431973164138
ACH-000500,0.04472818615669999
ACH-000502,-0.412970365615
ACH-000503,-0.590006150732
ACH-000505,-0.624761480798
ACH-000507,-0.438661929686
ACH-000510,-0.392997769005
ACH-000511,-0.0985525500282
ACH-000512,-0.341788464031
ACH-000516,-0.07570759595649999
ACH-000517,-0.15018058720799998
ACH-000518,-0.308480566695
ACH-000520,-0.493788006026
ACH-000521,-0.327838528139
ACH-000522,-0.450267118027
ACH-000524,-0.23448608661200002
ACH-000527,-0.35257806659999996
ACH-000528,-0.23203603528499997
ACH-000537,-0.454748559767
ACH-000541,-0.231339542095
ACH-000542,-0.314908057217
ACH-000544,-0.378563730956
ACH-000545,-0.34637533719400004
ACH-000547,-0.19968991479400003
ACH-000548,-0.254698491717
ACH-000549,-0.18540433485399999
ACH-000550,-0.169086970413
ACH-000552,-0.279665689595
ACH-000556,-0.456905608434
ACH-000557,-0.257918018194
ACH-000570,-0.20475697887299998
ACH-000571,-0.369048976205
ACH-000573,-0.199524929188
