,GORASP1 (64689)
ACH-000004,-0.173447522335
ACH-000007,-0.18672864830400002
ACH-000009,-0.29828240205400003
ACH-000011,-0.11035492219599999
ACH-000012,0.0016651776627699998
ACH-000013,-0.154025014816
ACH-000014,-0.261763922353
ACH-000015,-0.24203366471700002
ACH-000017,-0.314686727249
ACH-000018,-0.32036421598299997
ACH-000019,-0.114136572361
ACH-000021,-0.10121357307399999
ACH-000022,-0.244648758273
ACH-000025,-0.13440026003900002
ACH-000028,-0.238448828111
ACH-000030,-0.252970769514
ACH-000035,-0.000351932381714
ACH-000036,-0.09724721936519999
ACH-000037,-0.24477829374
ACH-000039,-0.11226346408299999
ACH-000040,-0.269904991769
ACH-000041,-0.124760536383
ACH-000042,-0.0455914151903
ACH-000045,-0.182861676551
ACH-000047,-0.199127945874
ACH-000052,-0.250322670602
ACH-000053,-0.206718939259
ACH-000054,-0.145056219336
ACH-000055,0.0736432371445
ACH-000060,-0.390350928588
ACH-000067,-0.295955629647
ACH-000070,-0.115389016413
ACH-000075,-0.271350143203
ACH-000078,0.10873138595000001
ACH-000082,-0.25439778792
ACH-000085,-0.447079560195
ACH-000086,-0.0856053405373
ACH-000087,-0.0853741252912
ACH-000092,-0.221991868915
ACH-000095,-0.281780483645
ACH-000097,-0.19835656426800002
ACH-000098,-0.23325575239100002
ACH-000099,-0.134038233134
ACH-000108,-0.149361548314
ACH-000113,-0.019419289485099998
ACH-000115,0.15164123626700002
ACH-000116,-0.324360780732
ACH-000118,-0.06714795532869999
ACH-000120,-0.0264817716071
ACH-000123,-0.244325411538
ACH-000127,0.00946823454573
ACH-000128,-0.00581000288161
ACH-000132,-0.254228278921
ACH-000133,-0.152195581995
ACH-000137,0.0158121696647
ACH-000138,-0.0423960037144
ACH-000142,-0.23344646922200002
ACH-000143,-0.21096831843699998
ACH-000146,-0.145338780675
ACH-000148,-0.154497384725
ACH-000150,-0.20601298432300003
ACH-000152,-0.255113354543
ACH-000153,-0.305052298882
ACH-000159,-0.20891181155900002
ACH-000160,-0.059491611449999995
ACH-000163,-0.180031381757
ACH-000167,-0.347844726503
ACH-000168,-0.363365324002
ACH-000169,-0.178764609309
ACH-000178,-0.07345893042189999
ACH-000182,-0.17218886755100002
ACH-000183,-0.2832075961
ACH-000188,-0.0985668496172
ACH-000189,-0.141490250494
ACH-000190,0.0244209608832
ACH-000198,-0.057776573809599996
ACH-000204,-0.308653394927
ACH-000206,-0.132809445182
ACH-000207,-0.0735320696374
ACH-000211,-0.249920908004
ACH-000215,-0.0972068337982
ACH-000221,-0.0765222733945
ACH-000222,-0.0119487912737
ACH-000223,-0.317330667303
ACH-000226,-0.163441037101
ACH-000227,0.0184970507027
ACH-000228,-0.231133585525
ACH-000231,-0.325166783231
ACH-000232,-0.148838131673
ACH-000233,-0.17998471316599998
ACH-000234,-0.064438501511
ACH-000235,-0.324031009505
ACH-000237,-0.168821352132
ACH-000238,-0.138938095848
ACH-000243,-0.113996442699
ACH-000244,-0.0646087985084
ACH-000246,-0.340898897588
ACH-000248,-0.328346701732
ACH-000250,-0.271267627916
ACH-000251,-0.165684663282
ACH-000253,-0.12145263722100001
ACH-000255,-0.167582469356
ACH-000256,-0.08670672011669998
