,SCGB2A1 (4246)
ACH-000004,-0.212667875595
ACH-000007,-0.105781386429
ACH-000009,-0.323376986876
ACH-000011,-0.175875527871
ACH-000012,-0.44010999207699997
ACH-000013,-0.369486665465
ACH-000014,-0.112730536282
ACH-000015,-0.23703712631499999
ACH-000017,-0.27129545305
ACH-000018,-0.197282414918
ACH-000019,-0.535198952127
ACH-000021,-0.34546591959600004
ACH-000022,-0.154891566153
ACH-000025,-0.292889661928
ACH-000028,-0.35268741067000003
ACH-000030,-0.403054246618
ACH-000035,-0.40094644423799997
ACH-000036,-0.429048173122
ACH-000037,-0.334692784722
ACH-000039,-0.625155544725
ACH-000040,-0.22368749023899998
ACH-000041,-0.160943971213
ACH-000042,-0.204597325791
ACH-000045,-0.29572347889600004
ACH-000047,-0.212165113512
ACH-000052,-0.471341783758
ACH-000053,-0.33055086359
ACH-000054,-0.09029463177639999
ACH-000055,-0.115254420584
ACH-000060,-0.296143969744
ACH-000067,0.0197873800463
ACH-000070,-0.273117476917
ACH-000075,-0.469511249653
ACH-000078,-0.25049236761599997
ACH-000082,-0.37582466828199995
ACH-000085,-0.276646748228
ACH-000086,-0.464333781196
ACH-000087,-0.247008020852
ACH-000092,-0.30311329416099997
ACH-000095,-0.149403815865
ACH-000097,-0.236786513075
ACH-000098,-0.0969241707725
ACH-000099,-0.331963349617
ACH-000108,-0.202400802035
ACH-000113,-0.241458082892
ACH-000115,-0.149385460169
ACH-000116,-0.40577753985200005
ACH-000118,-0.521169783832
ACH-000120,-0.101918505148
ACH-000123,-0.337365993085
ACH-000127,-0.17816497299000003
ACH-000128,-0.224376672614
ACH-000132,-0.360210059209
ACH-000133,-0.43018872627599997
ACH-000137,-0.29231249579199997
ACH-000138,-0.38957838256899996
ACH-000142,-0.564289451195
ACH-000143,-0.223857930447
ACH-000146,-0.151924095447
ACH-000148,-0.265096223207
ACH-000150,-0.37795228416599996
ACH-000152,-0.28752961642700003
ACH-000153,-0.10352749409499999
ACH-000159,-0.260832630576
ACH-000160,-0.36459067269900003
ACH-000163,-0.14926450427100002
ACH-000167,-0.180078756894
ACH-000168,-0.343441098419
ACH-000169,-0.24337340950599998
ACH-000178,-0.278860084592
ACH-000182,-0.185966353829
ACH-000183,-0.314495787149
ACH-000188,-0.6050217703399999
ACH-000189,-0.43741192419799996
ACH-000190,-0.372136625594
ACH-000198,-0.20211777779399998
ACH-000204,-0.507719378591
ACH-000206,-0.112199202924
ACH-000207,-0.569874906761
ACH-000211,-0.330348917651
ACH-000215,-0.285135811086
ACH-000221,-0.321161616883
ACH-000222,-0.354100553155
ACH-000223,-0.18571612297899998
ACH-000226,-0.35669796531900005
ACH-000227,-0.230187742538
ACH-000228,-0.560589680515
ACH-000231,-0.325105341132
ACH-000232,-0.20748914768100002
ACH-000233,-0.266985932104
ACH-000234,-0.388783592843
ACH-000235,-0.298061306251
ACH-000237,-0.320099498697
ACH-000238,-0.20567163286899998
ACH-000243,-0.199169567434
ACH-000244,-0.152302663261
ACH-000246,-0.216161369482
ACH-000248,-0.0775826214569
ACH-000250,-0.27298675711
ACH-000251,-0.0645378194845
ACH-000253,-0.17722058535000002
ACH-000255,-0.08417265287930001
ACH-000256,-0.473078332845
ACH-000257,-0.307650275571
ACH-000258,-0.23595219267099998
ACH-000259,-0.23410373039700003
ACH-000260,-0.377707168325
ACH-000261,-0.35175443687299995
ACH-000262,-0.44623976327200005
ACH-000263,-0.44345107715099996
ACH-000264,-0.230371416674
ACH-000265,-0.213549235555
ACH-000266,-0.235050667538
ACH-000272,-0.184268196149
ACH-000273,-0.35102754967600003
ACH-000274,-0.031087994969900005
ACH-000277,-0.222412401446
ACH-000278,-0.105228073644
ACH-000279,-0.060306200102399996
ACH-000280,-0.43333614389799996
ACH-000281,-0.06319106995469999
ACH-000288,-0.3828699513
ACH-000291,-0.14052942040799998
ACH-000293,-0.422236534627
ACH-000294,-0.437659885678
ACH-000295,-0.454681523102
ACH-000296,-0.24417100721700002
ACH-000302,-0.20635717979200002
ACH-000304,-0.09350811716810001
ACH-000307,-0.18731856270599997
ACH-000308,-0.374849988751
ACH-000310,-0.478070521886
ACH-000311,-0.223332219523
ACH-000312,-0.09066867995139999
ACH-000315,-0.37628939521
ACH-000316,-0.316174183566
ACH-000317,-0.346684150062
ACH-000318,-0.46583273692599997
ACH-000319,-0.550049516978
ACH-000320,-0.053327524434000004
ACH-000322,-0.351424309772
ACH-000323,-0.24968549081900002
ACH-000324,-0.1882744094
ACH-000329,-0.0328284520709
ACH-000330,-0.381726506955
ACH-000331,-0.284370383268
ACH-000332,-0.10640370184499999
ACH-000334,-0.164175059549
ACH-000335,-0.432447612547
ACH-000336,-0.16529187337999998
ACH-000337,-0.562539613842
ACH-000339,-0.295680417417
ACH-000341,-0.399018737965
ACH-000348,-0.0756808861302
ACH-000350,-0.234852429889
ACH-000352,-0.30318139155
ACH-000356,-0.41630069066200004
ACH-000361,-0.133168939341
ACH-000362,-0.27326911556
ACH-000363,-0.215484608186
ACH-000364,-0.020319290921499998
ACH-000365,-0.228985834465
ACH-000366,-0.562024258452
ACH-000368,-0.546101277044
ACH-000374,-0.43322807515
ACH-000375,-0.38604058009000003
ACH-000376,-0.323748283845
ACH-000381,-0.317215294201
ACH-000383,-0.330737936236
ACH-000387,-0.193467874086
ACH-000389,-0.219771972472
ACH-000390,-0.22526196265
ACH-000393,-0.169553710624
ACH-000395,-0.43009551957500003
ACH-000397,-0.371253738552
ACH-000401,-0.139969911204
ACH-000402,-0.46811952942100005
ACH-000403,-0.155745716122
ACH-000404,-0.38563293926200004
ACH-000406,-0.30200027783399996
ACH-000407,-0.271509706904
ACH-000408,-0.347868532776
ACH-000410,-0.280613944567
ACH-000411,-0.28966913411999995
ACH-000414,-0.234677030657
ACH-000415,-0.526856500338
ACH-000416,-0.12002613340999999
ACH-000420,-0.42497745375
ACH-000421,-0.36097985192500004
ACH-000424,-0.443403383195
ACH-000425,-0.150438628995
ACH-000426,-0.462678080105
ACH-000427,-0.22201950846500002
ACH-000433,-0.400261544992
ACH-000436,-0.246872663057
ACH-000444,-0.140290539647
ACH-000445,-0.257888286555
ACH-000448,-0.316895530497
ACH-000450,-0.390049932279
ACH-000452,-0.316411186984
ACH-000454,-0.229681968319
ACH-000458,-0.350378655153
ACH-000459,-0.327238001719
ACH-000460,-0.38223438217100003
ACH-000461,-0.34229357805
ACH-000463,-0.1862235616
ACH-000464,0.0664128810979
ACH-000466,-0.347836441659
ACH-000467,-0.363536923623
ACH-000468,-0.439058439774
ACH-000469,-0.346181643884
ACH-000470,-0.13963335370899999
ACH-000471,-0.268372759362
ACH-000472,-0.182214118743
ACH-000473,-0.317462640438
ACH-000475,-0.17031608924199998
ACH-000476,-0.161864616613
ACH-000477,-0.23879135071199997
ACH-000480,-0.424462207037
ACH-000481,-0.17662289703499998
ACH-000483,-0.282388859848
ACH-000484,-0.300142266805
ACH-000485,-0.164609888209
ACH-000486,-0.283787551293
ACH-000487,-0.224326637127
ACH-000488,-0.34346362056100005
ACH-000490,-0.21753312954100001
ACH-000491,-0.115432738659
ACH-000495,-0.222789158365
ACH-000496,-0.327110842871
ACH-000499,-0.192871548358
ACH-000500,0.287984498351
ACH-000502,-0.272765010969
ACH-000503,-0.567368475602
ACH-000505,-0.35696329631800006
ACH-000507,-0.3163046444
ACH-000510,-0.288949012208
ACH-000511,-0.17855405035799998
ACH-000512,-0.255066782943
ACH-000516,-0.130249732418
ACH-000517,-0.21650703191
ACH-000518,-0.10465050430400001
ACH-000520,-0.0112614796916
ACH-000521,0.09497218039519999
ACH-000522,-0.33290820957
ACH-000524,-0.255064103939
ACH-000527,-0.137589598962
ACH-000528,-0.340388703152
ACH-000537,-0.34961533183700005
ACH-000541,-0.247565264344
ACH-000542,-0.21396711261300003
ACH-000544,-0.277589933523
ACH-000545,-0.360736152855
ACH-000547,0.13765940536
ACH-000548,-0.501524921484
ACH-000549,-0.365914477412
ACH-000550,-0.0942004754397
ACH-000552,-0.262837630334
ACH-000556,-0.3760536721
ACH-000557,-0.112510622256
ACH-000570,-0.16272103293
ACH-000571,-0.20019254934099998
ACH-000573,-0.11314832736500001
ACH-000576,-0.16858193826200002
ACH-000580,-0.520575027106
ACH-000584,-0.206156842738
ACH-000585,-0.42398108817599994
ACH-000588,-0.163333188459
ACH-000589,-0.23251730088000003
ACH-000591,-0.179875143439
ACH-000593,-0.268975896938
ACH-000600,-0.548220394573
ACH-000601,-0.24874000984
ACH-000604,-0.107295761866
ACH-000605,-0.35381843311800004
ACH-000606,-0.5330249084800001
ACH-000608,-0.38827289149099997
ACH-000614,-0.29530310276099997
ACH-000616,-0.19519474039999998
ACH-000618,-0.549885470675
ACH-000619,-0.37164454365500005
ACH-000620,-0.193191663237
ACH-000621,-0.235613072241
ACH-000622,-0.194583352519
ACH-000623,-0.348699576598
ACH-000624,-0.290894426046
ACH-000627,-0.252945876844
ACH-000630,-0.27764342598700004
ACH-000632,-0.201315189216
ACH-000633,-0.412780926404
ACH-000637,-0.383683741537
ACH-000638,-0.17396642158300002
ACH-000646,-0.26267600958799997
ACH-000647,-0.349249013904
ACH-000648,-0.35735343500600003
ACH-000649,-0.25314011826
ACH-000651,-0.0548218091665
ACH-000652,-0.0193167771588
ACH-000653,-0.313583129902
ACH-000657,-0.255260018075
ACH-000658,-0.317066110273
ACH-000661,-0.23448623493
ACH-000662,-0.241574295894
ACH-000663,-0.396712514699
ACH-000665,-0.3199263374
ACH-000671,-0.269643234304
ACH-000673,-0.27678774963799996
ACH-000676,-0.273036892441
ACH-000677,-0.208309393044
ACH-000681,-0.178221345924
ACH-000682,-0.194607617161
ACH-000683,-0.372644861353
ACH-000684,-0.14299969807399998
ACH-000688,0.0035879582474000003
ACH-000693,-0.34909570280100005
ACH-000694,-0.409859298582
ACH-000695,-0.12603060693
ACH-000696,-0.216701048002
ACH-000697,-0.32045730758499996
ACH-000699,-0.25732430298000003
ACH-000701,-0.142142737092
ACH-000706,-0.20497462985800002
ACH-000711,-0.20764822997000001
ACH-000713,-0.463139687443
ACH-000714,-0.304389134811
ACH-000718,-0.326751054128
ACH-000720,-0.331776530383
ACH-000721,-0.161938316207
ACH-000724,-0.213612691459
ACH-000725,-0.347676949798
ACH-000732,-0.36883928243
ACH-000734,-0.602598472439
