,CYP7B1 (9420)
ACH-000004,0.00393922699647
ACH-000007,0.0339912748414
ACH-000009,0.20752453965700002
ACH-000011,-0.14880729520400002
ACH-000012,-0.024667587257400002
ACH-000013,0.0776465804277
ACH-000014,-0.207584587226
ACH-000015,0.26384023790100003
ACH-000017,0.203815265348
ACH-000018,-0.0372462936443
ACH-000019,0.09322043265760001
ACH-000021,0.23184372781100002
ACH-000022,0.19749163188299998
ACH-000025,0.0289851778954
ACH-000028,0.257396747342
ACH-000030,0.161408386495
ACH-000035,0.19941959014400001
ACH-000036,0.114204250894
ACH-000037,0.153894896502
ACH-000039,0.340320049603
ACH-000040,0.11794796920499999
ACH-000041,0.251538715417
ACH-000042,0.197787015571
ACH-000045,0.0377440173066
ACH-000047,0.180475972437
ACH-000052,-0.13093238097999998
ACH-000053,0.12712317793800001
ACH-000054,0.10611227303300001
ACH-000055,0.13861796079299998
ACH-000060,0.055851239073099995
ACH-000067,0.11510075788100001
ACH-000070,0.05726922508769999
ACH-000075,-0.121384427472
ACH-000078,0.159220504582
ACH-000082,0.162314798785
ACH-000085,0.06094978513069999
ACH-000086,0.152376360744
ACH-000087,0.33443346268
ACH-000092,0.18367949808200001
ACH-000095,0.18303483725000003
ACH-000097,-0.09029326356689998
ACH-000098,0.175459855814
ACH-000099,-0.0253526109986
ACH-000108,0.114986805183
ACH-000113,0.0901889742156
ACH-000115,-0.013925118482099999
ACH-000116,0.0294501682432
ACH-000118,0.0655101646331
ACH-000120,0.0167468764989
ACH-000123,0.213126931837
ACH-000127,-0.0010021117774
ACH-000128,0.205261794223
ACH-000132,0.101573282279
ACH-000133,0.239611527266
ACH-000137,0.116668836879
ACH-000138,0.06588726303220001
ACH-000142,0.057553359760099995
ACH-000143,0.041082157434900006
ACH-000146,0.14140873541500001
ACH-000148,0.146496932288
ACH-000150,0.10932065913899999
ACH-000152,0.14466753275699998
ACH-000153,0.135738296821
ACH-000159,0.11899130715600001
ACH-000160,0.052916410400900005
ACH-000163,-0.15311080464500001
ACH-000167,0.22757840047699998
ACH-000168,-0.0627695940551
ACH-000169,0.0530913179892
ACH-000178,0.188748553824
ACH-000182,0.15037941283700001
ACH-000183,0.0660204304661
ACH-000188,0.0373916440526
ACH-000189,0.5751343228970001
ACH-000190,0.145687545399
ACH-000198,0.12232570575099999
ACH-000204,0.421128872985
ACH-000206,-0.0806643010311
ACH-000207,0.2366614457
ACH-000211,0.151954290093
ACH-000215,0.18924155853900002
ACH-000221,-0.0150354493319
ACH-000222,0.222407394939
ACH-000223,-0.00589711709822
ACH-000226,-0.119008225626
ACH-000227,0.303181148906
ACH-000228,-0.186297679544
ACH-000231,0.0230528267692
ACH-000232,0.17764612535
ACH-000233,0.050864205239199996
ACH-000234,0.0625149666452
ACH-000235,0.0901042323695
ACH-000237,0.028359140140999998
ACH-000238,0.364685732616
ACH-000243,0.213077811813
ACH-000244,0.286456726656
ACH-000246,-0.015966848032100002
ACH-000248,0.021417804312900003
ACH-000250,0.116572804433
ACH-000251,-0.136161592421
ACH-000253,0.05902634649230001
ACH-000255,0.18414264830600002
ACH-000256,-0.0837536285593
ACH-000257,-0.155543633808
ACH-000258,-0.007670462681529999
ACH-000259,0.09089119914339999
ACH-000260,0.12243247147700001
ACH-000261,0.0325231603835
ACH-000262,0.423949073196
ACH-000263,-0.149087068513
