,GAL (51083)
ACH-000421,-0.236376193785
ACH-000424,-0.208320554136
ACH-000425,-0.0654154623743
ACH-000426,-0.164984652126
ACH-000427,-0.313448957923
ACH-000433,-0.32069665225
ACH-000436,-0.24351125782299998
ACH-000444,-0.30473444259
ACH-000445,-0.024426128522799996
ACH-000448,-0.255685942077
ACH-000450,-0.262726074275
ACH-000452,-0.207569156424
ACH-000454,-0.126665760115
ACH-000458,-0.308590195242
ACH-000459,-0.211040594093
ACH-000460,-0.26700538270199997
ACH-000461,-0.540470217192
ACH-000463,-0.0174698982694
ACH-000464,-0.145314954078
ACH-000466,-0.25898730303100004
ACH-000467,-0.14051014796800002
ACH-000468,-0.206730284181
ACH-000469,-0.175060516224
ACH-000470,-0.466552110454
ACH-000471,-0.22056731114599998
ACH-000472,-0.12627301376
ACH-000473,-0.17984041221500002
ACH-000475,-0.196440021037
ACH-000476,-0.272098488202
ACH-000477,-0.14361295890999998
ACH-000480,-0.403159711555
ACH-000481,-0.27760911555
ACH-000483,-0.141888447265
ACH-000484,-0.0209291456747
ACH-000485,-0.37044997497599996
ACH-000486,-0.44420166455
ACH-000487,-0.280469443305
ACH-000488,-0.282338315143
ACH-000490,-0.105192088034
ACH-000491,-0.124418519297
ACH-000495,-0.32098634633900003
ACH-000496,-0.19217131167100002
ACH-000499,-0.373541781562
ACH-000500,-0.12428039717
ACH-000502,-0.181202705305
ACH-000503,-0.0662580575123
ACH-000505,-0.25984221142499997
ACH-000507,-0.45315675287100005
ACH-000510,-0.151906301418
ACH-000511,-0.20845318997900003
ACH-000512,-0.15369568269
ACH-000516,-0.111905012576
ACH-000517,-0.263020706112
ACH-000518,-0.06754303884309999
ACH-000520,-0.217407617246
ACH-000521,-0.142356240656
ACH-000522,-0.0401950325668
ACH-000524,-0.16778321902600002
ACH-000527,-0.256043312487
ACH-000528,-0.208853801837
ACH-000537,-0.165506717477
ACH-000541,-0.428348661673
ACH-000542,-0.281730805034
ACH-000544,-0.250412429039
ACH-000545,-0.5524938024270001
ACH-000547,0.0791803346696
ACH-000548,-0.24990169235399998
ACH-000549,-0.31535400596700003
ACH-000550,-0.12199289235500001
ACH-000552,-0.387606536462
ACH-000556,-0.24377457306400002
ACH-000557,0.0649536831867
ACH-000570,-0.237536310174
ACH-000571,-0.24883982151999998
ACH-000573,-0.103112285881
ACH-000576,-0.271480165315
ACH-000580,-0.212838853202
ACH-000584,-0.295501711465
ACH-000585,-0.5259036026030001
ACH-000588,-0.169486535619
ACH-000589,-0.210454988239
ACH-000591,-0.0483961598381
ACH-000593,-0.375267893639
ACH-000600,-0.36340262134199997
ACH-000601,-0.24039949036299998
ACH-000604,-0.264577806742
ACH-000605,-0.151652459017
ACH-000606,-0.414233048523
ACH-000608,-0.305332797891
ACH-000614,-0.325212826314
ACH-000616,-0.34608419463
ACH-000618,-0.463160514507
ACH-000619,-0.7448955834729999
ACH-000620,-0.185643158189
ACH-000621,-0.10341878176699999
ACH-000622,-0.08986043783389999
ACH-000623,-0.22698600554
ACH-000624,-0.382759237254
ACH-000627,-0.231219955698
ACH-000630,-0.34562088020900006
ACH-000632,-0.426344726374
ACH-000633,-0.23751666742
ACH-000637,-0.35354843693899995
ACH-000638,-0.300468892953
ACH-000646,-0.11073800447599999
ACH-000647,-0.350970449458
ACH-000648,-0.26795433450100004
ACH-000649,-0.129769962863
ACH-000651,-0.23440047153000002
ACH-000652,-0.309224901828
ACH-000653,-0.25937833856
ACH-000657,-0.185666707257
ACH-000658,-0.049368989437699996
ACH-000661,-0.525608474651
ACH-000662,-0.377058793812
ACH-000663,-0.183077345871
ACH-000665,-0.42715191939999997
ACH-000671,-0.312111269138
ACH-000673,-0.316218605035
ACH-000676,-0.154389868841
ACH-000677,-0.19459340491799998
ACH-000681,-0.252562522475
ACH-000682,-0.236446136782
ACH-000683,-0.250283665141
ACH-000684,-0.0310111548687
ACH-000688,-0.21557917607299998
ACH-000693,-0.29449435011999997
ACH-000694,-0.44103117172300005
ACH-000695,-0.367368188873
ACH-000696,-0.248544720154
ACH-000697,-0.245598116007
ACH-000699,-0.153512757113
ACH-000701,-0.114723938099
ACH-000706,-0.330376855445
ACH-000711,-0.144810749311
ACH-000713,-0.244643415548
ACH-000714,-0.166363197107
ACH-000718,-0.197350961897
ACH-000720,-0.21343282311099998
ACH-000721,-0.18768744705899998
ACH-000724,-0.06263725340630001
ACH-000725,-0.156416851735
ACH-000732,-0.22696670231600002
ACH-000734,-0.43607023119800004
ACH-000735,-0.27443966216800003
ACH-000736,-0.278676822492
ACH-000738,-0.38597761891500004
ACH-000746,-0.135215555029
ACH-000747,-0.20087590233
ACH-000748,-0.2329949495
ACH-000753,-0.227835210735
ACH-000756,-0.16462137148800002
ACH-000757,-0.27872902309500003
ACH-000758,-0.249182964544
ACH-000760,-0.23057230760000003
ACH-000763,-0.221288023867
ACH-000764,-0.131533085035
ACH-000765,-0.338056549718
ACH-000766,-0.133269138616
ACH-000767,-0.292447558873
ACH-000768,-0.29457944278799997
ACH-000769,-0.20452560474800002
ACH-000770,-0.23780075410999998
ACH-000771,-0.182288427366
ACH-000773,-0.27366079882100003
ACH-000776,-0.314723276532
ACH-000777,-0.304655759655
ACH-000778,-0.36219037905699997
ACH-000781,-0.191163731044
ACH-000782,-0.398066269075
ACH-000783,-0.5792612713499999
ACH-000784,-0.233769472533
ACH-000785,-0.0971046729455
ACH-000787,-0.140961670012
ACH-000788,-0.24466430047499999
ACH-000791,-0.2851624956
ACH-000792,-0.13275149103199999
ACH-000794,-0.458680743662
ACH-000796,-0.163449888742
ACH-000799,-0.10288946762199999
ACH-000800,0.019293206155799998
ACH-000802,-0.5650345695960001
ACH-000804,-0.351398762667
ACH-000805,-0.194000341431
ACH-000809,-0.09073767546690001
ACH-000810,-0.23282103663800002
ACH-000811,-0.190687301581
ACH-000817,-0.491792583264
ACH-000819,-0.430059348204
ACH-000820,-0.0679397178362
ACH-000821,-0.11471293664400001
ACH-000822,-0.22188433986499997
ACH-000823,-0.48538868807400004
ACH-000824,-0.140103988773
ACH-000827,-0.190002160018
ACH-000829,-0.21171842954300002
ACH-000831,-0.313046744383
ACH-000832,-0.451278575138
ACH-000833,-0.24499059830400002
ACH-000834,-0.46759459020099997
ACH-000835,-0.19927974065600002
ACH-000836,-0.0852547844315
ACH-000837,-0.22446643757800003
ACH-000838,-0.38519624013899995
ACH-000839,-0.47748121729500004
ACH-000840,-0.06924534952889999
ACH-000841,-0.09196298732750001
ACH-000843,-0.126100231104
ACH-000846,-0.372485590014
ACH-000847,-0.154851828118
ACH-000848,-0.221156568959
ACH-000849,-0.212924018618
ACH-000851,-0.191020848785
ACH-000855,-0.047413065405199996
ACH-000856,-0.254698893599
ACH-000858,-0.258130485851
ACH-000859,-0.25724399695
ACH-000861,-0.382525749158
ACH-000862,-0.0336082622338
ACH-000865,-0.185303109538
ACH-000866,-0.17248446560400002
ACH-000867,-0.12458130558599999
ACH-000869,-0.142115644473
ACH-000872,-0.671338288472
ACH-000873,-0.229055470017
ACH-000876,-0.36760277785400003
ACH-000878,0.0731683902383
ACH-000880,-0.21119135729000002
ACH-000881,-0.140289163253
ACH-000882,-0.223309528437
ACH-000884,-0.366296258886
ACH-000885,-0.214194223068
ACH-000887,-0.20471022984999998
ACH-000888,-0.308626976941
ACH-000889,-0.0642297303539
ACH-000890,-0.34075266352399997
ACH-000896,-0.17502209407400002
ACH-000898,-0.08895181542269999
ACH-000900,-0.309521153777
ACH-000901,-0.336087004603
ACH-000905,-0.13409789432900002
ACH-000906,-0.20122709554
ACH-000907,-0.000775131036714
ACH-000910,-0.338178811172
ACH-000911,-0.35822216810699997
ACH-000912,-0.23756909114900002
ACH-000913,-0.263517241505
ACH-000915,-0.143010049116
ACH-000916,-0.8772569036200001
ACH-000917,-0.38897130799199997
ACH-000921,-0.16671277830999998
ACH-000924,-0.15476934836200001
ACH-000926,-0.280435636558
ACH-000928,-0.199165813688
ACH-000929,-0.262119000889
ACH-000932,-0.235305986722
ACH-000935,-0.049956966853900005
ACH-000936,-0.35901285958499995
ACH-000937,-0.413368239495
ACH-000938,-0.114569709208
ACH-000939,-0.310426592185
ACH-000941,-0.26850444215
ACH-000943,-0.263421244936
ACH-000946,-0.321148259641
ACH-000947,-0.251016347864
ACH-000948,-0.310174503482
ACH-000950,-0.0154019448248
ACH-000953,-0.305094943268
ACH-000957,-0.44009124654700005
ACH-000958,-0.18246030492100002
ACH-000960,-0.0723689915912
ACH-000963,-0.483769080397
ACH-000968,-0.22886932279
ACH-000969,-0.364364696563
ACH-000973,-0.238744577179
ACH-000974,-0.218245107044
ACH-000975,-0.056246795619800005
ACH-000976,-0.270365198964
ACH-000978,-0.597319283513
ACH-000980,-0.211124535769
ACH-000984,-0.3652205328
ACH-000986,-0.28993089370700004
ACH-000988,-0.17002498788400003
ACH-000993,-0.00237036710966
ACH-000994,-0.264928928354
ACH-000996,-0.38637577397699996
ACH-001001,-0.37772367999
ACH-001020,0.0430960350268
ACH-001028,-0.263562397994
ACH-001031,-0.189415055943
ACH-001038,-0.18715652940699998
ACH-001048,-0.260564296812
ACH-001050,-0.321553678551
ACH-001053,-0.135921181831
ACH-001054,-0.274345856795
ACH-001061,-0.204070083383
ACH-001067,-0.271260398414
ACH-001075,-0.39474514216300005
ACH-001096,-0.173195778253
ACH-001128,-0.0624900194305
ACH-001134,-0.26182602353100004
ACH-001151,-0.1479257898
ACH-001163,-0.259802916251
ACH-001164,-0.21011472741999998
ACH-001173,-0.252916142547
ACH-001183,-0.185300354639
ACH-001184,-0.182026173431
ACH-001190,-0.294247221341
ACH-001192,-0.14274831517300002
ACH-001193,-0.115172345873
ACH-001196,-0.0762143387039
ACH-001197,-0.119448668979
ACH-001205,-0.228967235103
ACH-001211,-0.33150309542899997
ACH-001212,-0.453977324102
ACH-001228,-0.17374960440099999
ACH-001232,-0.0974379228468
ACH-001239,-0.032051677821
ACH-001274,-0.287047744597
ACH-001275,-0.0976034961014
ACH-001277,0.028780831927099997
ACH-001278,-0.00121639452525
ACH-001280,-0.323617306537
ACH-001283,-0.145891507319
ACH-001289,-0.162419004914
ACH-001295,-0.105449409381
ACH-001300,-0.376527835416
ACH-001301,-0.450957471721
ACH-001302,-0.190440569344
ACH-001303,-0.336523586955
ACH-001306,-0.29099844733
ACH-001318,-0.16073445288799998
ACH-001322,-0.24850145658300002
ACH-001328,-0.24823802844700002
ACH-001332,-0.361395004022
ACH-001333,-0.245715907642
ACH-001336,-0.43755724544
ACH-001340,-0.27103567031
ACH-001346,-0.30597600407
ACH-001353,-0.22453193314300002
ACH-001354,-0.10228576823300001
ACH-001367,-0.263488331486
ACH-001368,-0.23110469215799997
ACH-001374,-0.42825806656300003
ACH-001375,-0.431799862307
ACH-001377,-0.18564679392099998
ACH-001380,-0.312989338229
ACH-001391,-0.24505995941300002
ACH-001407,-0.291558233501
ACH-001408,-0.205503483343
ACH-001413,-0.35248817406800004
ACH-001430,-0.278315821739
ACH-001431,-0.196337934422
ACH-001450,-0.294832545281
ACH-001496,-0.18510365213899999
ACH-001500,-0.138326046172
ACH-001521,-0.39012510627499997
ACH-001523,-0.122309983926
ACH-001532,-0.16738280580999998
ACH-001536,-0.0558066601155
ACH-001550,-0.7232880519120001
ACH-001552,-0.242838443082
ACH-001554,-0.280998259777
ACH-001645,-0.314562399238
ACH-001654,-0.24519870971299998
ACH-001715,-0.24261353390299997
ACH-001735,-0.0815379250945
ACH-001736,-0.19257811535
ACH-001737,-0.353858139998
ACH-001740,-0.266858673429
ACH-001745,-0.0951364643763
ACH-001750,-0.04720289441119999
ACH-001765,-0.052616473635300004
ACH-001956,-0.214273666435
ACH-001957,-0.391949783197
