,GALR2 (8811)
ACH-000004,0.17673662553599997
ACH-000007,-0.0191844646136
ACH-000009,0.0968404182991
ACH-000011,0.07510678308799999
ACH-000012,0.034498424750699995
ACH-000013,0.107309881951
ACH-000014,-0.128010555627
ACH-000015,0.059956051662499996
ACH-000017,-0.0982727483955
ACH-000018,-0.11356876474199999
ACH-000019,0.21172269573199998
ACH-000021,0.09637506232789998
ACH-000022,0.0262351768003
ACH-000025,-0.103886812798
ACH-000028,0.0345537061604
ACH-000030,0.0811943180316
ACH-000035,0.0473767694024
ACH-000036,0.123759331539
ACH-000037,-0.16296255150800001
ACH-000039,0.135445250519
ACH-000040,-0.0454391028599
ACH-000041,-0.013593331204600002
ACH-000042,0.0471989710806
ACH-000045,-0.0348043945859
ACH-000047,0.07172483831780001
ACH-000052,-0.116617061316
ACH-000053,0.03469488032780001
ACH-000054,0.167105007726
ACH-000055,-0.039935869627699995
ACH-000060,0.0471960824422
ACH-000067,0.00402134233141
ACH-000070,-0.138658046049
ACH-000075,-0.0599373516559
ACH-000078,0.146711103002
ACH-000082,0.039698755983199996
ACH-000085,-0.0793051758813
ACH-000086,0.00908775935627
ACH-000087,0.0299979717008
ACH-000092,-0.00384167761047
ACH-000095,-0.072058097226
ACH-000097,0.0619503481307
ACH-000098,0.043862380897500004
ACH-000099,0.08018721173139999
ACH-000108,0.0007298694804460001
ACH-000113,0.016906567043700003
ACH-000115,-0.21512562825999998
ACH-000116,0.08600581966810002
ACH-000118,0.140882153156
ACH-000120,-0.00552996653448
ACH-000123,0.055687584644400004
ACH-000127,-0.16458099504
ACH-000128,0.0636984003919
ACH-000132,0.259652892261
ACH-000133,-0.139743351294
ACH-000137,0.103385488563
ACH-000138,0.0797743920076
ACH-000142,-0.017447568133200003
ACH-000143,0.0416461120535
ACH-000146,0.013019084550700001
ACH-000148,0.017804938467
ACH-000150,-0.0189270199798
ACH-000152,-0.0232106958837
ACH-000153,0.28307001548599997
ACH-000159,-0.0157122233175
ACH-000160,0.050245623708300005
ACH-000163,0.04974534825
ACH-000167,-0.339769456294
ACH-000168,-0.14116326800100001
ACH-000169,0.13677310559699998
ACH-000178,0.153141182853
ACH-000182,0.141744636175
ACH-000183,0.10924368624700001
ACH-000188,-0.0244449206678
ACH-000189,0.285829246239
ACH-000190,-0.0375695123981
ACH-000198,0.15316740215500002
ACH-000204,0.060002517363
ACH-000206,0.13670684352
ACH-000207,-0.0868394790615
ACH-000211,0.0009315908985989999
ACH-000215,-0.0930330325934
ACH-000221,0.012438094954600002
ACH-000222,0.106714211401
ACH-000223,-0.077790841394
ACH-000226,0.04795220444019999
ACH-000227,0.0561771735207
ACH-000228,0.097984347766
ACH-000231,-0.0553703826006
ACH-000232,-0.0107335298523
ACH-000233,-0.0271343854618
ACH-000234,-0.0165442262651
ACH-000235,-0.0235441971246
ACH-000237,0.0650964643796
ACH-000238,0.07848761224010001
ACH-000243,0.0276651369899
ACH-000244,-0.159636565424
ACH-000246,0.07371382414939999
ACH-000248,-0.0808223410785
ACH-000250,-0.0502436450653
ACH-000251,-0.0180152431918
ACH-000253,-0.0387288969964
ACH-000255,-0.09683325822689999
ACH-000256,0.00705394508438
ACH-000257,0.17449702035300002
ACH-000258,0.150281330613
ACH-000259,-0.143577074887
ACH-000260,0.11074023007099999
ACH-000261,-0.0428906056379
ACH-000262,0.08212718113689998
ACH-000263,0.128319919491
ACH-000264,-0.017497617433
ACH-000265,0.154730953548
ACH-000266,0.0786952369261
ACH-000272,0.086357958637
ACH-000273,0.013302451863599999
ACH-000274,-0.0171162537359
ACH-000277,-0.0343357103037
ACH-000278,-0.0871639244348
ACH-000279,0.0622291459735
ACH-000280,-0.062269562517
ACH-000281,0.171606294179
ACH-000288,-0.045999168259199995
ACH-000291,0.0886692666705
ACH-000293,0.0195565822863
ACH-000294,0.0947984485458
ACH-000295,-0.05164487481459999
ACH-000296,0.0875384122822
ACH-000302,0.0300292719255
