,MKRN2OS (100129480)
ACH-000004,0.16892635298500003
ACH-000007,-0.264157129039
ACH-000009,-0.0869687605022
ACH-000011,-0.164545464872
ACH-000012,-0.14503928595499999
ACH-000013,-0.022880174939000002
ACH-000014,-0.203226203058
ACH-000015,-0.12461524313200001
ACH-000017,-0.09959936223799999
ACH-000018,-0.375482913213
ACH-000019,-0.50511081676
ACH-000021,0.0265855256423
ACH-000022,-0.219397329214
ACH-000025,-0.139772534414
ACH-000028,0.003550502873
ACH-000030,-0.292898610133
ACH-000035,-0.466899720854
ACH-000036,-0.13425072868899998
ACH-000037,0.00358711438442
ACH-000039,0.166606688762
ACH-000040,-0.17786592275199997
ACH-000041,-0.13874372320999998
ACH-000042,-0.067566764582
ACH-000045,0.0490055767179
ACH-000047,-0.007179900332470001
ACH-000052,0.054787369947100005
ACH-000053,-0.06419013131130001
ACH-000054,-0.274625596648
ACH-000055,-0.237214837855
ACH-000060,-0.305533797872
ACH-000067,0.0619265940111
ACH-000070,0.04954488499819999
ACH-000075,-0.17823552452599997
ACH-000078,-0.020930099331
ACH-000082,-0.297251650505
ACH-000085,-0.34699813352700004
ACH-000086,-0.16558866740800002
ACH-000087,0.18579666787500002
ACH-000092,-0.226415675108
ACH-000095,-0.275875389868
ACH-000097,-0.144478822166
ACH-000098,-0.258355539784
ACH-000099,-0.121964605386
ACH-000108,0.05597602375630001
ACH-000113,-0.11272654363500001
ACH-000115,-0.251853574973
ACH-000116,-0.297645879798
ACH-000118,-0.043436532972300004
ACH-000120,0.0461846437643
ACH-000123,-0.161765787113
ACH-000127,-0.11552251758300001
ACH-000128,-0.16984257016600002
ACH-000132,-0.132108709794
ACH-000133,-0.159913504314
ACH-000137,-0.025988938367300003
ACH-000138,0.00674805114452
ACH-000142,-0.282847247921
ACH-000143,-0.390922491095
ACH-000146,0.0116269743994
ACH-000148,-0.24096699651200001
ACH-000150,-0.233048072576
ACH-000152,-0.241943168961
ACH-000153,0.147648003396
ACH-000159,-0.0530070464612
ACH-000160,-0.222491103754
ACH-000163,-0.25969184512
ACH-000167,-0.140711413861
ACH-000168,-0.24361385538400002
ACH-000169,-0.166923720016
ACH-000178,-0.009774158669809999
ACH-000182,-0.0515411663077
ACH-000183,-0.17172836806699998
ACH-000188,-0.153781306791
ACH-000189,0.024376392698599997
ACH-000190,-0.153663277077
ACH-000198,-0.287836113649
ACH-000204,0.0885594905885
ACH-000206,-0.188849436004
ACH-000207,-0.408633588975
ACH-000211,-0.10052333137599999
ACH-000215,-0.187098874646
ACH-000221,0.09214317476919999
ACH-000222,-0.136726230128
ACH-000223,-0.146773015417
ACH-000226,-0.17970286426399998
ACH-000227,-0.31982048454399997
ACH-000228,-0.407166044342
ACH-000231,-0.182419289136
ACH-000232,-0.168366442891
ACH-000233,-0.124700091307
ACH-000234,-0.166704531921
ACH-000235,-0.175001769818
ACH-000237,-0.340188709233
ACH-000238,-0.164933453346
ACH-000243,-0.0594587457388
ACH-000244,-0.281509754895
ACH-000246,-0.31319092646499996
ACH-000248,0.08770689551989999
ACH-000250,-0.210967047402
ACH-000251,-0.317604557741
ACH-000253,-0.158311858346
ACH-000255,-0.26040171828200004
ACH-000256,-0.143181564494
ACH-000257,0.059074220318400004
ACH-000258,-0.245804778337
ACH-000259,-0.15206459503699998
ACH-000260,-0.21669326183899998
ACH-000261,-0.170058126714
ACH-000262,-0.17186791069899998
ACH-000263,-0.0940129725481
ACH-000264,-0.278971296172
ACH-000265,-0.195660767358
ACH-000266,-0.09653445189519999
ACH-000272,-0.253759931899
ACH-000273,-0.256318571512
ACH-000274,-0.226607458132
ACH-000277,0.0183721903475
ACH-000278,-0.12645865433700001
ACH-000279,-0.33849179802199997
ACH-000280,-0.277017879551
ACH-000281,-0.116727235099
ACH-000288,-0.129504134584
ACH-000291,-0.172504136817
ACH-000293,-0.155903001282
ACH-000294,-0.166598807289
ACH-000295,0.0407686691411
ACH-000296,0.0904112880798
ACH-000302,-0.20778281912000002
ACH-000304,-0.345453163508
ACH-000307,-0.10547132056399999
ACH-000308,-0.11382210744000001
ACH-000310,-0.135614673711
ACH-000311,-0.180959175418
ACH-000312,-0.075756525339
ACH-000315,0.168751651045
ACH-000316,0.07203696495569999
ACH-000317,0.153272895514
ACH-000318,0.012986403307900001
ACH-000319,0.09032409937899999
ACH-000320,-0.054764754599
ACH-000322,-0.238217118735
ACH-000323,-0.26641928309
ACH-000324,-0.379260011575
ACH-000329,-0.169231595336
ACH-000330,-0.163272978583
