,TUBE1 (51175)
ACH-000004,-0.753512838659
ACH-000007,-0.7713064799789999
ACH-000009,-0.67447562795
ACH-000011,-0.878443112419
ACH-000012,-0.603142316322
ACH-000013,-0.516344477309
ACH-000014,-0.945829064021
ACH-000015,-0.976577849324
ACH-000017,-0.504445234047
ACH-000018,-0.567937738245
ACH-000019,-0.471982314692
ACH-000021,-0.389725609332
ACH-000022,-0.35721390790299995
ACH-000025,-0.43230837312
ACH-000028,-0.8190526568250001
ACH-000030,-0.516949642252
ACH-000035,-0.568490096869
ACH-000036,-0.754318888145
ACH-000037,-0.757567229076
ACH-000039,-0.7005694280429999
ACH-000040,-0.6766212436910001
ACH-000041,-0.43415929550899995
ACH-000042,-0.905947765395
ACH-000045,-0.43301400160099995
ACH-000047,-0.553319768183
ACH-000052,-0.698729485606
ACH-000053,-0.61392209423
ACH-000054,-0.24343656691799997
ACH-000055,-1.09633011467
ACH-000060,-0.558155645348
ACH-000067,-0.441128970902
ACH-000070,-0.692126767687
ACH-000075,-0.361531151391
ACH-000078,-1.13432844708
ACH-000082,-0.462911455135
ACH-000085,0.0341069387494
ACH-000086,-0.385747805106
ACH-000087,-0.655480359782
ACH-000092,-0.49848251155400003
ACH-000095,-0.9317860610609999
ACH-000097,-0.507365006699
ACH-000098,-0.549412843521
ACH-000099,-0.9289963515809999
ACH-000108,-0.45649011113000004
ACH-000113,-0.347735712235
ACH-000115,-0.63905104703
ACH-000116,-0.30552827895
ACH-000118,-0.322676177119
ACH-000120,-0.925864415659
ACH-000123,-0.6761811490690001
ACH-000127,-0.610702220242
ACH-000128,-0.673940790008
ACH-000132,-0.714485964973
ACH-000133,-0.5265771656530001
ACH-000137,-0.514475077427
ACH-000138,-0.8180849858399999
ACH-000142,-0.452378976663
ACH-000143,-0.752675070027
ACH-000146,-0.366530726772
ACH-000148,-0.682329033204
ACH-000150,-0.597474224474
ACH-000152,-0.491317550286
ACH-000153,-1.17588094451
ACH-000159,-0.651117153566
ACH-000160,-0.633293178406
ACH-000163,-0.609184757532
ACH-000167,-0.608103435956
ACH-000168,-0.268814988298
ACH-000169,-0.805544987983
ACH-000178,-0.587049114901
ACH-000182,-0.45579272331799997
ACH-000183,-0.991418009384
ACH-000188,-0.8836951867120001
ACH-000189,-0.712853010169
ACH-000190,-0.451542950352
ACH-000198,-0.396350969859
ACH-000204,-0.541336866475
ACH-000206,-0.442095076084
ACH-000207,-0.6713352525
ACH-000211,-0.793419121435
ACH-000215,-0.549680346606
ACH-000221,-0.781961433086
ACH-000222,-0.29051944521
ACH-000223,-0.546343001251
ACH-000226,-0.788804159672
ACH-000227,-0.797158293354
ACH-000228,-0.38469038090999996
ACH-000231,-0.522252503657
ACH-000232,-0.888163803878
ACH-000233,-0.727217717547
ACH-000234,-0.5169321098690001
ACH-000235,-0.64345981613
ACH-000237,-0.787656350755
ACH-000238,-0.928357941505
ACH-000243,-0.588524971136
ACH-000244,-0.767989791624
ACH-000246,-0.789005405116
ACH-000248,-0.682038191408
ACH-000250,-0.693007929517
ACH-000251,-0.408969217901
ACH-000253,-0.680846657517
ACH-000255,-0.790911921431
ACH-000256,-0.5817431237590001
ACH-000257,-0.311040887037
ACH-000258,-0.480318519093
ACH-000259,-0.647882401715
ACH-000260,-0.984197291585
ACH-000261,-0.262264759988
ACH-000262,-0.352515573583
ACH-000263,-0.36019905122699997
ACH-000264,-0.657398605939
ACH-000265,-0.595812409531
ACH-000266,-0.40359476876199996
ACH-000272,-0.7161665472579999
ACH-000273,-0.603540533357
ACH-000274,-0.8157292298989999
ACH-000277,-0.0909947108614
ACH-000278,-0.978252147587
ACH-000279,-0.9531399113429999
ACH-000280,-0.583731443921
ACH-000281,-0.961689573101
ACH-000288,-0.552816567013
ACH-000291,-0.6335029057429999
ACH-000293,-0.47874804815899996
ACH-000294,-0.65600549156
ACH-000295,-0.353110985259
ACH-000296,-0.24218458436299997
ACH-000302,-0.329547664743
ACH-000304,-0.7151625975239999
ACH-000307,-0.92472205809
ACH-000308,-0.62476924065
ACH-000310,-0.5359433366130001
ACH-000311,-0.779171403335
ACH-000312,-0.611372700419
ACH-000315,-0.236606979356
ACH-000316,-0.523919395306
ACH-000317,-0.586442036089
ACH-000318,-0.49468122565
ACH-000319,-0.527806804061
ACH-000320,-0.702786349636
ACH-000322,-0.65168857141
ACH-000323,-0.912730341056
ACH-000324,-0.725936367872
ACH-000329,-0.416184302992
ACH-000330,-0.651768187854
ACH-000331,-0.648829754491
ACH-000332,-0.848345142781
ACH-000334,-0.406869289436
ACH-000335,-0.932272501808
ACH-000336,-0.353578979774
ACH-000337,-0.5235196933030001
ACH-000339,-0.34473309992299994
ACH-000341,-0.667478841479
ACH-000348,-0.363821641381
ACH-000350,-0.5462725995409999
ACH-000352,-0.655529888105
ACH-000356,-0.723743741543
ACH-000361,-0.6589503832620001
ACH-000362,0.0713543680494
ACH-000363,-0.269377985395
ACH-000364,-0.77120481675
ACH-000365,-0.514073213823
ACH-000366,-1.00146296088
ACH-000368,-0.595682439361
ACH-000374,-0.6560219872649999
ACH-000375,-0.7560925935430001
ACH-000376,-0.231371586776
ACH-000381,-0.746217417424
ACH-000383,-0.48688625077299996
ACH-000387,-0.454612286387
ACH-000389,-0.724184526419
ACH-000390,-0.83056272573
ACH-000393,-0.48936293733499997
ACH-000395,-0.498591774476
ACH-000397,-0.41452047678599996
ACH-000401,-0.6760176693350001
ACH-000402,-0.355527746931
ACH-000403,-0.433022281903
ACH-000404,-0.9258672350820001
ACH-000406,-0.45654291033600003
ACH-000407,-0.99899943972
ACH-000408,-0.713656985159
ACH-000410,-0.45266556017899995
ACH-000411,-0.6277564603760001
ACH-000414,-0.46367206081699996
ACH-000415,-0.638264083347
ACH-000416,-0.585656269665
ACH-000420,-0.592978628853
ACH-000421,-0.36470018552199995
ACH-000424,-0.762251769886
ACH-000425,-0.57232236619
ACH-000426,-0.0007087067289439999
ACH-000427,-0.48194416310800003
ACH-000433,-0.731056198185
ACH-000436,-0.525608472865
ACH-000444,-0.804615866775
ACH-000445,-0.499137349292
ACH-000448,-0.417783928724
ACH-000450,-0.780281108319
ACH-000452,-0.467902930943
ACH-000454,-0.722864310092
ACH-000458,-0.866937907471
ACH-000459,-0.957710351915
ACH-000460,-0.802508068678
ACH-000461,-0.8180780554479999
ACH-000463,-0.6737227121539999
ACH-000464,-0.541692929883
ACH-000466,-0.46019983404700004
ACH-000467,-0.582560148486
ACH-000468,-0.820218733983
ACH-000469,-0.561906671524
ACH-000470,-0.516608180906
ACH-000471,-0.761499315679
ACH-000472,-0.544198999436
ACH-000473,-0.648579251501
ACH-000475,-0.8185620692899999
ACH-000476,-0.36565610368900003
ACH-000477,-0.807702579336
ACH-000480,-0.897985687238
ACH-000481,-0.7190534416940001
ACH-000483,-0.618295278441
ACH-000484,-0.671886520678
ACH-000485,-0.43740030919
ACH-000486,-0.77550843441
ACH-000487,-0.34175860287199994
ACH-000488,-0.47432804398100004
ACH-000490,-0.7072301217039999
ACH-000491,-0.502184118085
ACH-000495,-0.722641986834
ACH-000496,-1.08778140204
ACH-000499,-0.686605480235
ACH-000500,-0.771279331698
ACH-000502,-0.445014399749
ACH-000503,-0.469951383036
ACH-000505,-0.473671930817
ACH-000507,-0.6937287212800001
ACH-000510,-0.279020727668
ACH-000511,-0.129879827179
ACH-000512,-0.938764805276
ACH-000516,-0.45726978886999997
ACH-000517,-0.266617139717
ACH-000518,-0.7366965046709999
ACH-000520,-0.289783653899
ACH-000521,-0.628949104585
ACH-000522,-0.757126413056
ACH-000524,-0.368673367868
ACH-000527,-0.590214251607
ACH-000528,-0.9955636546150001
ACH-000537,-0.531910544263
ACH-000541,-0.546111028519
ACH-000542,-0.6817750434540001
ACH-000544,-0.83848317178
ACH-000545,-0.836614833885
ACH-000547,-0.504905666699
ACH-000548,-0.716682991417
ACH-000549,-0.950178197413
ACH-000550,-1.03577302643
ACH-000552,-0.779121574164
ACH-000556,-0.279114912894
ACH-000557,-0.43303057268600004
ACH-000570,-0.48438912255500005
ACH-000571,-0.550129938821
ACH-000573,-0.43223248049199997
ACH-000576,-0.6233072291080001
ACH-000580,-0.787657598739
ACH-000584,-1.1033020989
ACH-000585,-0.7479885265899999
ACH-000588,-0.858197610442
ACH-000589,-0.39705956619499994
ACH-000591,-0.79936985834
ACH-000593,-0.512421889429
ACH-000600,-0.5432391725060001
ACH-000601,-0.5037222151699999
ACH-000604,-0.44209108755800003
ACH-000605,-0.564963027915
ACH-000606,-0.868541281198
ACH-000608,-0.37204578701499996
ACH-000614,-0.42710847766099996
ACH-000616,-0.390967497276
ACH-000618,-0.7669259122959999
ACH-000619,-0.534889790442
ACH-000620,-0.7084509290250001
ACH-000621,-0.534204622534
ACH-000622,-0.657431995924
ACH-000623,-0.468646576681
ACH-000624,-0.359786482248
ACH-000627,-0.958956007711
ACH-000630,-0.766972319287
ACH-000632,-0.93405460153
ACH-000633,-0.17672590638
ACH-000637,-0.465431693034
ACH-000638,-0.707091963821
ACH-000646,-0.36186169829000003
ACH-000647,-0.513511855086
ACH-000648,-0.514109016883
ACH-000649,-0.617565202988
ACH-000651,-0.456249852099
ACH-000652,-0.587289313332
ACH-000653,-0.273578646641
ACH-000657,-0.880770967562
ACH-000658,-0.598150439744
ACH-000661,-0.8151723343
ACH-000662,-0.0380845307616
ACH-000663,-0.610330178698
ACH-000665,-0.55233717001
ACH-000671,-0.871416959912
ACH-000673,-0.787210894605
ACH-000676,-0.415488070101
ACH-000677,-0.562335009284
ACH-000681,-0.6735883856039999
ACH-000682,-0.7854474245049999
ACH-000683,-0.592923148393
ACH-000684,-0.8791390147050001
ACH-000688,-0.731041020886
