,AMY2A (279)
ACH-000004,-0.285961853757
ACH-000007,-0.37270521059399997
ACH-000009,-0.0860139464209
ACH-000011,-0.20496068961599997
ACH-000012,-0.28146711582199996
ACH-000013,-0.513429691864
ACH-000014,-0.24590175881999998
ACH-000015,-0.228906843051
ACH-000017,-0.192274995855
ACH-000018,0.060571704047800004
ACH-000019,-0.312096926639
ACH-000021,-0.258499602635
ACH-000022,-0.174657370482
ACH-000025,-0.313109651743
ACH-000028,-0.256719046103
ACH-000030,-0.481405553689
ACH-000035,-0.110751318082
ACH-000036,-0.532258479882
ACH-000037,-0.41544376293499996
ACH-000039,-0.239785236186
ACH-000040,-0.25730274894
ACH-000041,-0.18042622242400003
ACH-000042,-0.195941744188
ACH-000045,-0.579732872713
ACH-000047,-0.16702908545999998
ACH-000052,-0.157639597594
ACH-000053,-0.343858227407
ACH-000054,-0.631601024422
ACH-000055,-0.24776119659499998
ACH-000060,-0.357513557627
ACH-000067,-0.566729851341
ACH-000070,-0.0612146980832
ACH-000075,-0.247580385575
ACH-000078,-0.773416836736
ACH-000082,-0.315845648614
ACH-000085,-0.398392366153
ACH-000086,-0.6205055813979999
ACH-000087,-0.18302323962
ACH-000092,-0.18996054045400002
ACH-000095,-0.357323123526
ACH-000097,-0.221657711278
ACH-000098,-0.463977084246
ACH-000099,-0.39613789062
ACH-000108,-0.0554084354733
ACH-000113,-0.39323390543700004
ACH-000115,-0.252674916334
ACH-000116,-0.126940576231
ACH-000118,-0.201658334649
ACH-000120,-0.0239233635935
ACH-000123,-0.23197106910300003
ACH-000127,-0.202340303063
ACH-000128,-0.567798400616
ACH-000132,-0.17196063776599999
ACH-000133,-0.306038742418
ACH-000137,-0.286903990949
ACH-000138,-0.250613204823
ACH-000142,-0.522358561223
ACH-000143,-0.32227048255999996
ACH-000146,-0.569028953892
ACH-000148,-0.175668498644
ACH-000150,-0.07867214301730001
ACH-000152,-0.358283558322
ACH-000153,-0.371768143203
ACH-000159,-0.703946539685
ACH-000160,-0.0502889045769
ACH-000163,-0.205168862297
ACH-000167,-0.6233478377430001
ACH-000168,-0.493105862147
ACH-000169,-0.45769384143799996
ACH-000178,-0.291936784461
ACH-000182,-0.17643529503
ACH-000183,-0.290334269455
ACH-000188,-0.662083573244
ACH-000189,-0.37230615706799997
ACH-000190,-0.035408423591699996
ACH-000198,-0.37168478145000006
ACH-000204,-0.12834732271
ACH-000206,-0.0427439972236
ACH-000207,-0.316047832277
ACH-000211,-0.402809639683
ACH-000215,-0.288683036577
ACH-000221,-0.43532648743600005
ACH-000222,-0.0512580892545
ACH-000223,-0.482778011316
ACH-000226,-0.334505099217
ACH-000227,-0.542475667133
ACH-000228,-0.288339334089
ACH-000231,-0.17268885709000004
ACH-000232,-0.244150791457
ACH-000233,-0.23187293685199997
ACH-000234,-0.340036260748
ACH-000235,-0.207682242637
ACH-000237,-0.46132828012500005
ACH-000238,-0.300712943816
ACH-000243,-0.311248813308
ACH-000244,-0.49561079523
ACH-000246,-0.285650523962
ACH-000248,-0.341981784453
ACH-000250,-0.5166900598899999
ACH-000251,-0.10796450474000001
ACH-000253,-0.400328477849
ACH-000255,-0.281622950291
ACH-000256,-0.457464869728
ACH-000257,-0.352049454828
ACH-000258,-0.284402171799
ACH-000259,-0.476319502111
ACH-000260,-0.22610761762200002
ACH-000261,-0.45537261261900003
ACH-000262,-0.505742446228
ACH-000263,-0.9094401606360001
ACH-000264,-0.341990960811
ACH-000265,-0.34137667346199996
ACH-000266,-0.0993457499422
ACH-000272,-0.5460258425119999
ACH-000273,-0.424145965154
ACH-000274,-0.458203332759
ACH-000277,-0.35312907971699997
ACH-000278,-0.38959385744099995
ACH-000279,-0.226867853864
ACH-000280,-0.424244920467
ACH-000281,-0.119013584076
ACH-000288,-0.376947538085
ACH-000291,-0.20084606531500002
ACH-000293,-0.522552081887
ACH-000294,-0.617317640923
ACH-000295,-0.538046277426
ACH-000296,-0.31675133464
ACH-000302,-0.549504581692
ACH-000304,-0.436641146763
ACH-000307,-0.368999104005
ACH-000308,-0.499228813127
ACH-000310,-0.616652628868
ACH-000311,-0.246936206617
ACH-000312,-0.174152059205
ACH-000315,-0.32881978158
ACH-000316,-0.42313667072800004
ACH-000317,-0.651570359535
ACH-000318,-0.26960250166099997
ACH-000319,-0.351678180573
ACH-000320,-0.433252006696
ACH-000322,-0.187087270191
ACH-000323,-0.156491139025
ACH-000324,-0.615290159795
ACH-000329,-0.596534912366
ACH-000330,-0.35264523427699995
ACH-000331,-0.232380093033
ACH-000332,-0.567715043938
ACH-000334,-0.219443824997
ACH-000335,-0.446903716162
ACH-000336,-0.336203263442
ACH-000337,-0.119228209664
ACH-000339,-0.1028279321
ACH-000341,-0.290873312643
ACH-000348,-0.41282264116899997
ACH-000350,-0.185265304802
ACH-000352,-0.359350710929
ACH-000356,-0.0634511048257
ACH-000361,-0.40688376474200005
ACH-000362,-0.695373221841
ACH-000363,-0.0404179278629
ACH-000364,-0.320101963882
ACH-000365,-0.279885562803
ACH-000366,-0.415933653653
ACH-000368,-0.39940855087
ACH-000374,-0.248323938659
ACH-000375,-0.20921414188700002
ACH-000376,-0.600162285426
ACH-000381,-0.167509674175
ACH-000383,-0.507594944986
ACH-000387,-0.200330098887
ACH-000389,-0.468210578974
ACH-000390,-0.654550141989
ACH-000393,-0.43415499401999996
ACH-000395,-0.517165293195
ACH-000397,-0.293853839183
ACH-000401,-0.38502604822
ACH-000402,-0.452650010757
ACH-000403,-0.333335629632
ACH-000404,0.0668535947267
ACH-000406,-0.17596867589600002
ACH-000407,-0.37106751038099994
ACH-000408,-0.362662544943
ACH-000410,-0.37823140458800003
ACH-000411,-0.25453783174
ACH-000414,-0.0161995403715
ACH-000415,-0.421823037553
ACH-000416,-0.615223275433
ACH-000420,-0.41822580772699997
ACH-000421,-0.15212803387499998
ACH-000424,-0.262742408041
ACH-000425,-0.355823881403
ACH-000426,-0.328150588673
ACH-000427,-0.320575378855
ACH-000433,-0.566021329112
ACH-000436,-0.354528040955
ACH-000444,-0.143363570523
ACH-000445,-0.0717286280654
ACH-000448,-0.526219726807
ACH-000450,-0.475391295392
ACH-000452,-0.289292365913
ACH-000454,0.008862143026379998
ACH-000458,-0.101037284157
ACH-000459,-0.147918525682
ACH-000460,-0.27810871529
ACH-000461,-0.587469915793
ACH-000463,-0.270642666242
ACH-000464,-0.433969697314
ACH-000466,-0.531004762192
ACH-000467,-0.24761692911999997
ACH-000468,-0.537945197469
ACH-000469,-0.503207426065
ACH-000470,-0.144298595242
ACH-000471,-0.236611698831
ACH-000472,-0.250427126739
ACH-000473,-0.135247644104
ACH-000475,-0.43973593846000003
ACH-000476,-0.670089091768
ACH-000477,-0.240404329579
ACH-000480,-0.11673921407
ACH-000481,-0.38865906517099996
ACH-000483,-0.304621549264
ACH-000484,-0.239709459714
ACH-000485,-0.407480416588
ACH-000486,-0.430621815958
ACH-000487,-0.227793202993
ACH-000488,-0.364524793392
ACH-000490,-0.103451746994
ACH-000491,-0.29791773275899996
ACH-000495,-0.44631741358000004
ACH-000496,-0.303839716467
ACH-000499,-0.192185100026
ACH-000500,-0.321671672679
ACH-000502,-0.21349297634199998
ACH-000503,0.026083513391200002
ACH-000505,-0.5199490380990001
ACH-000507,-0.458476236038
ACH-000510,-0.308319790331
ACH-000511,-0.374945623696
ACH-000512,-0.554679502502
ACH-000516,0.00240484805261
ACH-000517,-0.35232454364200005
ACH-000518,-0.469825434057
ACH-000520,-0.42116438340400003
ACH-000521,-0.5170226673539999
ACH-000522,-0.263182200955
ACH-000524,-0.33453110908399997
ACH-000527,-0.0927189853985
ACH-000528,-0.260445634642
ACH-000537,-0.156503761391
ACH-000541,-0.704260515188
ACH-000542,-0.471586170851
ACH-000544,-0.295260480156
ACH-000545,-0.528462558854
ACH-000547,-0.20764765462499998
ACH-000548,-0.647323930903
ACH-000549,-0.30117823634
ACH-000550,-0.33865167229800003
ACH-000552,-0.18089397844900001
ACH-000556,-0.35430306214199997
ACH-000557,-0.149136173722
ACH-000570,-0.460263056115
ACH-000571,-0.563103729264
ACH-000573,-0.219806211563
ACH-000576,-0.422973599297
ACH-000580,-0.228773919551
ACH-000584,-0.354360392685
ACH-000585,-0.22250322093000002
ACH-000588,-0.197893166386
ACH-000589,-0.412406007053
ACH-000591,-0.33365482369000005
ACH-000593,-0.273359353411
ACH-000600,-0.09238052111539999
ACH-000601,-0.13923266432
ACH-000604,-0.37453853089100003
ACH-000605,-0.140046506723
ACH-000606,-0.35834149399000004
ACH-000608,-0.279273557764
ACH-000614,-0.353821379865
ACH-000616,-0.252349684989
ACH-000618,-0.15224188427100002
ACH-000619,-0.35745833362199997
ACH-000620,-0.403312289713
ACH-000621,-0.38070134978799997
ACH-000622,-0.509472915276
ACH-000623,-0.192331961142
ACH-000624,-0.209501313563
ACH-000627,-0.26577918484900004
ACH-000630,-0.447575454511
ACH-000632,-0.405215070801
ACH-000633,-0.385433741516
ACH-000637,-0.132685127963
ACH-000638,-0.206602244723
ACH-000646,-0.326777112103
ACH-000647,-0.188660549011
ACH-000648,-0.539733765934
ACH-000649,-0.49337579183499997
ACH-000651,-0.153458405764
ACH-000652,-0.434900089553
ACH-000653,-0.6241973242319999
ACH-000657,-0.519990303293
ACH-000658,-0.298273409989
ACH-000661,-0.401922404113
ACH-000662,0.157619063382
ACH-000663,-0.186158013625
ACH-000665,-0.343579028605
ACH-000671,-0.314407790202
ACH-000673,-0.36100982647200003
ACH-000676,-0.468711941391
ACH-000677,-0.543898381923
ACH-000681,-0.306637767365
ACH-000682,-0.37138319024000005
ACH-000683,-0.07679644205849999
ACH-000684,-0.35824455123000004
ACH-000688,-0.226616272522
ACH-000693,-0.316544377986
ACH-000694,-0.308917521439
ACH-000695,-0.197586737408
ACH-000696,-0.586040420622
ACH-000697,-0.330906740207
ACH-000699,-0.07652470522839999
ACH-000701,-0.459730286009
ACH-000706,-0.184983701968
ACH-000711,-0.195318313276
ACH-000713,-0.299494384553
ACH-000714,-0.386781994651
ACH-000718,-0.371404516906
ACH-000720,-0.412133963039
ACH-000721,-0.475105515074
ACH-000724,-0.169232267423
ACH-000725,-0.22052685823899998
ACH-000732,-0.167927209136
ACH-000734,-0.53265438147
ACH-000735,-0.24183512856
ACH-000736,-0.157142214321
ACH-000738,-0.44573977467500003
ACH-000746,-0.221894609364
ACH-000747,-0.26546146181999997
ACH-000748,-0.35478801931299997
ACH-000753,-0.358009278363
ACH-000756,-0.342403352036
ACH-000757,-0.0129277632164
ACH-000758,-0.32401343946100003
ACH-000760,-0.181406858729
ACH-000763,-0.25914703071899997
ACH-000764,-0.296546879723
ACH-000765,-0.21496264271899998
ACH-000766,-0.357863913064
ACH-000767,-0.0797532228555
ACH-000768,-0.0220913334686
ACH-000769,-0.31060760996
ACH-000770,-0.635145458792
ACH-000771,-0.23893996739700002
ACH-000773,-0.14275012531
ACH-000776,-0.617423260724
ACH-000777,-0.333629298732
ACH-000778,-0.468553500757
ACH-000781,-0.328944487418
ACH-000782,-0.30232940067499997
ACH-000783,-0.580182875532
ACH-000784,-0.15769303291099998
ACH-000785,-0.05332557722680001
ACH-000787,-0.216273936882
ACH-000788,-0.215957218158
ACH-000791,-0.25225794248399996
ACH-000792,-0.244337356507
ACH-000794,-0.549939327633
ACH-000796,-0.392553893503
ACH-000799,-0.177298203785
ACH-000800,0.06449111883019999
ACH-000802,-0.46858740782499997
ACH-000804,-0.624046655598
ACH-000805,-0.035317077015999995
ACH-000809,-0.559523072271
ACH-000810,-0.580690285775
ACH-000811,-0.44791958752899996
ACH-000817,-0.139272753338
ACH-000819,-0.435257016241
ACH-000820,-0.14258591358300002
ACH-000821,-0.47405049430299995
ACH-000822,-0.092758779746
ACH-000823,-0.43722480904
ACH-000824,-0.302309994009
ACH-000827,-0.191273020257
ACH-000829,-0.22909986897
ACH-000831,-0.147183980899
ACH-000832,-0.369981474326
ACH-000833,-0.328010028801
ACH-000834,-0.41785451984399996
ACH-000835,-0.47661130175099997
ACH-000836,-0.43157037624399996
ACH-000837,-0.194433700714
ACH-000838,-0.550170580022
ACH-000839,-0.5380652096090001
ACH-000840,-0.18321275920299998
ACH-000841,-0.568528598891
ACH-000843,-0.53941274912
ACH-000846,-0.32413363067
ACH-000847,-0.09474892373019998
ACH-000848,-0.100922896985
ACH-000849,-0.314662453485
ACH-000851,-0.49900640670900004
ACH-000855,-0.38503063073399996
ACH-000856,-0.33559248145000004
ACH-000858,-0.220754334542
ACH-000859,-0.5642140232549999
ACH-000861,-0.245436634736
ACH-000862,-0.32776235915699997
ACH-000865,-0.212950832392
ACH-000866,-0.14757408144200002
ACH-000867,-0.223461179624
ACH-000869,-0.326250482179
ACH-000872,-0.330573903977
ACH-000873,-0.6747082576060001
ACH-000876,-0.236734418028
ACH-000878,-0.198904321101
ACH-000880,-0.07005320594139999
ACH-000881,-0.249234896263
ACH-000882,-0.286857193287
ACH-000884,-0.263262375049
ACH-000885,-0.161945998881
ACH-000887,-0.30273341972199996
ACH-000888,-0.586983214807
ACH-000889,-0.36811709877300003
ACH-000890,-0.44665718401
ACH-000896,-0.365489834485
ACH-000898,-0.18543917605000002
ACH-000900,-0.191349511481
ACH-000901,-0.173829420242
ACH-000905,-0.30768026771699997
ACH-000906,-0.318962525755
ACH-000907,-0.493575839722
ACH-000910,-0.160977499435
ACH-000911,-0.318406266359
ACH-000912,-0.253962587554
ACH-000913,-0.26286983607299996
ACH-000915,-0.550571306443
ACH-000916,-0.206855687403
ACH-000917,-0.0778111338734
ACH-000921,-0.413416223366
ACH-000924,-0.331783699614
ACH-000926,-0.452676863451
ACH-000928,-0.383639329902
ACH-000929,-0.409465729486
ACH-000932,-0.396453758229
ACH-000935,-0.543818713153
ACH-000936,-0.244452113752
ACH-000937,-0.23867898153499997
ACH-000938,-0.284008466905
ACH-000939,-0.257802406934
ACH-000941,-0.31611288245200003
ACH-000943,-0.206929812625
ACH-000946,-0.298544043343
ACH-000947,-0.239404339429
ACH-000948,-0.29471197733800003
ACH-000950,-0.0582400141644
ACH-000953,-0.661273935889
ACH-000957,-0.143559004029
ACH-000958,-0.12435437937100001
ACH-000960,-0.18739922535700002
ACH-000963,-0.519297125195
ACH-000968,-0.411602620151
ACH-000969,-0.34238047570600005
ACH-000973,-0.30638487033100004
ACH-000974,-0.323764724412
ACH-000975,-0.34430157579000004
ACH-000976,-0.49653878372500004
ACH-000978,-0.653067173926
ACH-000980,-0.126881434114
ACH-000984,-0.437168563516
ACH-000986,-0.53487614445
ACH-000988,-0.27019598780000004
ACH-000993,-0.102307114122
ACH-000994,-0.481431458626
ACH-000996,-0.341545156192
ACH-001001,-0.600817225671
ACH-001020,-0.11253996884800001
ACH-001028,-0.435792926186
ACH-001031,-0.23129209474100001
ACH-001038,-0.0660510124998
ACH-001048,-0.33907765549400004
ACH-001050,-0.39278631363300004
ACH-001053,-0.311099055652
ACH-001054,-0.38558222744599996
ACH-001061,-0.319015605929
ACH-001067,-0.17426935980099997
ACH-001075,-0.146702921489
ACH-001096,-0.45027001846299997
ACH-001128,-0.5894663136899999
ACH-001134,-0.176692455563
ACH-001151,-0.352644919234
ACH-001163,-0.256620341237
ACH-001164,-0.030630270662099997
ACH-001173,-0.0856852815455
ACH-001183,-0.281124615384
ACH-001184,-0.0993867506539
ACH-001190,-0.320642309384
ACH-001192,-0.111683768049
ACH-001193,-0.299716349537
ACH-001196,0.0532670805236
ACH-001197,-0.5719749375600001
ACH-001205,-0.336510446708
ACH-001211,-0.19170882616
ACH-001212,-0.148301751185
ACH-001228,-0.18677653026299998
ACH-001232,-0.18357806315699998
ACH-001239,-0.333097079674
ACH-001274,-0.427667579854
ACH-001275,-0.406704417184
ACH-001277,-0.22198836762600002
ACH-001278,-0.5563692591170001
ACH-001280,-0.0224951246726
ACH-001283,-0.167284431194
ACH-001289,-0.42775198194200004
ACH-001295,-0.44987771717
ACH-001300,-0.49521995841000005
ACH-001301,-0.39667588519
ACH-001302,-0.138735459164
ACH-001303,-0.338785924997
ACH-001306,-0.556773648728
ACH-001318,-0.18508921452500002
ACH-001322,-0.250491328983
ACH-001328,-0.583289232971
ACH-001332,-0.34359734391400004
ACH-001333,-0.0036545893043400004
ACH-001336,-0.28285842313000004
ACH-001340,-0.18648714857299997
ACH-001346,-0.420338739081
ACH-001353,-0.457966444084
ACH-001354,-0.28504810446199996
ACH-001367,-0.595245366506
ACH-001368,-0.334894879862
ACH-001374,-0.169669217941
ACH-001375,-0.102001262042
ACH-001377,-0.0549487301635
ACH-001380,-0.20245412839899998
ACH-001391,-0.29730763395300003
ACH-001407,-0.40790672660300004
ACH-001408,-0.215718636098
ACH-001413,-0.0316069025655
ACH-001430,-0.312510969897
ACH-001431,-0.143882197943
ACH-001450,-0.0682702574878
ACH-001496,-0.228977864838
ACH-001500,-0.12850197410999997
ACH-001521,-0.192493464365
ACH-001523,-0.38127701625200006
ACH-001532,-0.327898710171
ACH-001536,-0.30693999171
ACH-001550,-0.08667698321839999
ACH-001552,-0.1257306284
ACH-001554,-0.36929172302
ACH-001645,-0.38613699898299997
ACH-001654,-0.157491541924
ACH-001715,-0.45498862596199996
ACH-001735,-0.288532262891
ACH-001736,-0.16605494925
ACH-001737,-0.18953674342000001
ACH-001740,-0.44151526540700003
ACH-001745,-0.177548726489
ACH-001750,-0.339306037672
ACH-001765,-0.146661137126
ACH-001956,-0.39183885740400004
ACH-001957,-0.8330990807690001
