,POLR1C (9533)
ACH-000433,-1.88293851065
ACH-000436,-2.01932228835
ACH-000444,-1.7870836568700001
ACH-000445,-1.65433592451
ACH-000448,-1.79813013997
ACH-000450,-1.8787563105400003
ACH-000452,-1.7929268631200002
ACH-000454,-1.65908709135
ACH-000458,-1.8080646617700002
ACH-000459,-1.84875444124
ACH-000460,-1.70013152968
ACH-000461,-1.71215396558
ACH-000463,-1.74169079309
ACH-000464,-1.7414411865000001
ACH-000466,-2.2104078447299997
ACH-000467,-1.9651975104099997
ACH-000468,-2.14545732919
ACH-000469,-1.8207378287400002
ACH-000470,-1.89082731352
ACH-000471,-1.8475821811099997
ACH-000472,-1.8553285418599998
ACH-000473,-2.0732013919599996
ACH-000475,-1.7732511289300001
ACH-000476,-1.98452946627
ACH-000477,-2.04074876868
ACH-000480,-1.99757247177
ACH-000481,-1.8098887051099999
ACH-000483,-1.8602167415400002
ACH-000484,-2.12481545056
ACH-000485,-1.67357352519
ACH-000486,-1.75083502865
ACH-000487,-1.8386251793000001
ACH-000488,-1.7654906333700002
ACH-000490,-1.8141801829
ACH-000491,-1.6739405949500001
ACH-000495,-1.8198728956099999
ACH-000496,-1.96283492465
ACH-000499,-1.8684271008200002
ACH-000500,-1.7188779748700003
ACH-000502,-1.57935593304
ACH-000503,-1.9191056851800001
ACH-000505,-1.96953145449
ACH-000507,-2.02764836383
ACH-000510,-1.88509100901
ACH-000511,-1.63177801106
ACH-000512,-1.7912494629499998
ACH-000516,-1.9305751039099996
ACH-000517,-1.7749659379900002
ACH-000518,-2.03758401922
ACH-000520,-1.92141812245
ACH-000521,-1.9151284893400002
ACH-000522,-1.94148332885
ACH-000524,-1.8407522478599998
ACH-000527,-1.8160170533000002
ACH-000528,-1.6076552581099999
ACH-000537,-1.8415498607099998
ACH-000541,-2.0461730444599997
ACH-000542,-1.9202817797099998
ACH-000544,-1.82326273123
ACH-000545,-1.58028398185
ACH-000547,-2.1033015967099997
ACH-000548,-1.66519309681
ACH-000549,-1.7239411899400001
ACH-000550,-2.08136072171
ACH-000552,-1.8284866256799999
ACH-000556,-1.89471845075
ACH-000557,-1.8899847419799998
ACH-000570,-1.74968894882
ACH-000571,-2.2272293235900005
ACH-000573,-1.97589389971
ACH-000576,-1.7621623184200002
ACH-000580,-1.73244507463
ACH-000584,-1.7208288574400001
ACH-000585,-1.82683339441
ACH-000588,-1.81187095586
ACH-000589,-1.79102312482
ACH-000591,-1.8690263261500002
ACH-000593,-1.88768457785
ACH-000600,-2.10861736078
ACH-000601,-1.7957391498800002
ACH-000604,-1.6392106697
ACH-000605,-1.8955368815
ACH-000606,-1.7213617988099998
ACH-000608,-1.70141677966
ACH-000614,-1.70685654326
ACH-000616,-1.7084013621599998
ACH-000618,-1.7447848557599996
ACH-000619,-1.9308913420099998
ACH-000620,-1.7922816772299999
ACH-000621,-1.79655244627
ACH-000622,-1.9545049693099998
ACH-000623,-1.79499853275
ACH-000624,-1.67567796704
ACH-000627,-1.8573884684400002
ACH-000630,-1.69703265083
ACH-000632,-1.69568734405
ACH-000633,-1.68753301648
ACH-000637,-1.85374696225
ACH-000638,-1.68198121301
ACH-000646,-1.43883987231
ACH-000647,-1.85049863501
ACH-000648,-1.92818049125
ACH-000649,-2.01814486301
ACH-000651,-1.91415856963
ACH-000652,-2.1702183433
ACH-000653,-1.4545006483899998
ACH-000657,-1.83986744975
ACH-000658,-1.5892527321899999
ACH-000661,-1.6997518303
ACH-000662,-1.7258685064800001
ACH-000663,-1.5904500167299997
ACH-000665,-1.80489031458
ACH-000671,-1.6995931357
ACH-000673,-1.82426595988
ACH-000676,-1.49567452456
ACH-000677,-1.8763473633
ACH-000681,-2.05304158724
ACH-000682,-1.7196111395700002
ACH-000683,-2.18010353258
ACH-000684,-1.89141453213
ACH-000688,-1.6912143231
ACH-000693,-1.7443349079099997
ACH-000694,-1.6966153415399998
ACH-000695,-2.0690910838
ACH-000696,-1.80244967467
ACH-000697,-1.9044861214500002
ACH-000699,-1.64923736428
ACH-000701,-1.61449791148
ACH-000706,-1.8035945693900002
ACH-000711,-1.7018805454600001
ACH-000713,-1.6168075324899998
ACH-000714,-1.9119695878799998
ACH-000718,-2.07580008262
ACH-000720,-1.8073968146400001
ACH-000721,-1.98082508905
ACH-000724,-1.9488045884599998
ACH-000725,-1.42231578976
ACH-000732,-1.8529537976900001
ACH-000734,-1.8846258398
ACH-000735,-1.5224656932299998
ACH-000736,-1.90736103488
ACH-000738,-1.82386239875
ACH-000746,-1.97800522278
ACH-000747,-1.5695757578
ACH-000748,-2.11139133512
ACH-000753,-1.95229199496
ACH-000756,-2.01781556676
ACH-000757,-1.8772915846200002
ACH-000758,-1.64358964176
ACH-000760,-1.8274652614400002
ACH-000763,-1.6886367126
ACH-000764,-1.87738280737
ACH-000765,-2.01584569276
ACH-000766,-1.78083852852
ACH-000767,-1.6625469264100001
ACH-000768,-1.7675423418400003
ACH-000769,-1.7605960681400001
ACH-000770,-1.86479471278
ACH-000771,-1.54660248395
ACH-000773,-1.7426113331
ACH-000776,-1.7220951366
ACH-000777,-1.7730033790900002
ACH-000778,-1.9949717863099998
ACH-000781,-1.71201739812
ACH-000782,-1.85174707717
ACH-000783,-1.42739242187
ACH-000784,-1.9406108501099997
ACH-000785,-1.78840359875
ACH-000787,-1.8966690122499998
ACH-000788,-1.96461010344
ACH-000791,-1.78765995664
ACH-000792,-1.7427385864400002
ACH-000794,-1.7765362931200002
ACH-000796,-1.9169580275099998
ACH-000799,-1.75151249537
ACH-000800,-2.43123477531
ACH-000802,-1.6830380401700002
ACH-000804,-2.15930221101
ACH-000805,-1.73067485961
ACH-000809,-1.82611326444
ACH-000810,-1.64029362367
ACH-000811,-2.14748007751
ACH-000817,-1.9878610085900004
ACH-000819,-1.5609930636200002
ACH-000820,-1.96355229064
ACH-000821,-1.64347376253
ACH-000822,-2.00592682977
ACH-000823,-1.88549807759
ACH-000824,-2.19707268325
ACH-000827,-1.6512356678400002
ACH-000829,-2.02374596905
ACH-000831,-1.88431350213
ACH-000832,-1.5805733772400001
ACH-000833,-2.29150869517
ACH-000834,-1.7749469607599997
ACH-000835,-1.59808724479
ACH-000836,-1.3196264482100002
ACH-000837,-1.9250978744599998
ACH-000838,-1.94427749179
ACH-000839,-1.7329922368400001
ACH-000840,-1.7671701473199999
ACH-000841,-1.99495678632
ACH-000843,-1.96147855979
ACH-000846,-1.8015436952500001
ACH-000847,-1.5690978285600001
ACH-000848,-1.63774007725
ACH-000849,-1.60586640523
ACH-000851,-1.9203081819499999
ACH-000855,-1.790874975
ACH-000856,-2.02047662824
ACH-000858,-1.8437708083400002
ACH-000859,-1.84437710507
ACH-000861,-1.7623155438
ACH-000862,-1.7359879321
ACH-000865,-1.8265351003799999
ACH-000866,-1.8077819615900002
ACH-000867,-1.97024912412
ACH-000869,-1.2586853423
ACH-000872,-1.70343527621
ACH-000873,-1.93542870462
ACH-000876,-1.36761432914
ACH-000878,-1.94006162695
ACH-000880,-1.9606052482
ACH-000881,-1.88230310056
ACH-000882,-1.58661691127
ACH-000884,-1.81018380708
ACH-000885,-1.7492250194599999
ACH-000887,-1.74410708102
ACH-000888,-1.8079117113
ACH-000889,-1.70919749292
ACH-000890,-1.9886681637999999
ACH-000896,-1.6183224973600001
ACH-000898,-1.92135213963
ACH-000900,-1.8274106918900002
ACH-000901,-2.12475792376
ACH-000905,-1.7169959515200002
ACH-000906,-1.7877187371799999
ACH-000907,-1.7110801121399999
ACH-000910,-1.98617036884
ACH-000911,-1.7719433738900003
ACH-000912,-1.8209243603099998
ACH-000913,-1.5294896897499999
ACH-000915,-1.79937421623
ACH-000916,-1.93386549755
ACH-000917,-1.64027257169
ACH-000921,-1.73943119318
ACH-000924,-1.59042586141
ACH-000926,-1.9482490548700002
ACH-000928,-1.78850364699
ACH-000929,-1.95704263878
ACH-000932,-1.6257638070200002
ACH-000935,-1.9127810993799998
ACH-000936,-1.94497218322
ACH-000937,-2.2756629108
ACH-000938,-1.8841111958400003
ACH-000939,-1.9784542834299998
ACH-000941,-1.8072978921599998
ACH-000943,-1.9278098161500001
ACH-000946,-1.8356744102000002
ACH-000947,-1.85757437287
ACH-000948,-1.55206048439
ACH-000950,-2.0483438733200003
ACH-000953,-2.06433368167
ACH-000957,-1.7972392082799997
ACH-000958,-1.9158416584
ACH-000960,-2.08424388213
ACH-000963,-1.98589057587
ACH-000968,-1.88795004034
ACH-000969,-1.5832631367299999
ACH-000973,-1.8502060161000002
ACH-000974,-1.7349489664900002
ACH-000975,-1.78249905542
ACH-000976,-1.5418584265600002
ACH-000978,-1.6401182081499999
ACH-000980,-1.79080864162
ACH-000984,-2.0379664035900005
ACH-000986,-1.6135673681799998
ACH-000988,-1.78586547435
ACH-000993,-1.83464145001
ACH-000994,-1.9234434613099998
ACH-000996,-1.8093462610900002
ACH-001001,-1.7016887959
ACH-001020,-1.68813834374
ACH-001028,-1.94507042257
ACH-001031,-1.9341384145500002
ACH-001038,-1.85659196975
ACH-001048,-1.8567269877700001
ACH-001050,-1.56763488134
ACH-001053,-1.8643498505400002
ACH-001054,-2.0328574189400004
ACH-001061,-1.78956207205
ACH-001067,-1.7226114399799999
ACH-001075,-1.6136767596000001
ACH-001096,-1.96626360632
ACH-001128,-0.9120467725579999
ACH-001134,-1.8221379978599999
ACH-001151,-1.79521932507
ACH-001163,-1.9298457947099998
ACH-001164,-1.6487633104
ACH-001173,-1.7787573993099999
ACH-001183,-2.0423186516
ACH-001184,-1.66523968683
ACH-001190,-1.9143169702200002
ACH-001192,-1.77479691188
ACH-001193,-2.20138778342
ACH-001196,-1.9099439669599998
ACH-001197,-2.0617078260599997
ACH-001205,-1.98025101219
ACH-001211,-1.8209193801499999
ACH-001212,-2.2389790266
ACH-001228,-2.3169682537000003
ACH-001232,-1.8775822885299998
ACH-001239,-1.8927007204799997
ACH-001274,-1.70852268356
ACH-001275,-1.7615821001700003
ACH-001277,-1.86549014788
ACH-001278,-1.75808558662
ACH-001280,-2.42235320548
ACH-001283,-1.7021689888799998
ACH-001289,-1.98904124162
ACH-001295,-1.75780790095
ACH-001300,-2.08679091617
ACH-001301,-1.7461244514099998
ACH-001302,-1.7694918679799998
ACH-001303,-2.0968133351
ACH-001306,-1.65539217681
ACH-001318,-1.69564178875
ACH-001322,-1.9374634467400003
ACH-001328,-1.6618693982700001
ACH-001332,-1.73261071975
ACH-001333,-1.7355517975699999
ACH-001336,-1.7336819873599998
ACH-001340,-1.786753505
ACH-001346,-1.72506637593
ACH-001353,-1.7272306084599998
ACH-001354,-2.20232936033
ACH-001367,-1.68318203555
ACH-001368,-2.03737225203
ACH-001374,-1.88407996782
ACH-001375,-1.9670033917299998
ACH-001377,-1.6502477746000002
ACH-001380,-1.83135344398
ACH-001391,-2.19083997138
ACH-001407,-1.7938638697999998
ACH-001408,-1.8889052942
ACH-001413,-1.65732344824
ACH-001430,-1.868066061
ACH-001431,-1.9861782451900003
ACH-001450,-1.63811862453
ACH-001496,-1.4477732873700002
ACH-001500,-1.43804519894
ACH-001521,-1.98314738224
ACH-001523,-1.73045064675
ACH-001532,-1.90191993009
ACH-001536,-1.91999583429
ACH-001550,-1.34862903334
ACH-001552,-1.8120909354599997
ACH-001554,-1.7538570938099998
ACH-001645,-1.9215628531400002
ACH-001654,-1.8620351371700001
ACH-001715,-1.8296096370900001
ACH-001735,-1.75802761708
ACH-001736,-1.62362506129
ACH-001737,-2.0594274042299996
ACH-001740,-1.67038952775
ACH-001745,-1.8016845185099999
ACH-001750,-1.7533763356
ACH-001765,-1.6488480648800001
ACH-001956,-1.9586994476099997
ACH-001957,-1.8563718323099998
