,FAM3D (131177)
ACH-000004,0.0432466945524
ACH-000007,0.105733131183
ACH-000009,-0.0299129950545
ACH-000011,-0.08621498055980001
ACH-000012,-0.108898903495
ACH-000013,-0.0428626673221
ACH-000014,-0.0333608404306
ACH-000015,-0.115347370308
ACH-000017,0.103831324635
ACH-000018,0.151472083069
ACH-000019,-0.07416647388839999
ACH-000021,-0.15581407420600002
ACH-000022,0.0545989310712
ACH-000025,-0.0942613604967
ACH-000028,-0.108628685862
ACH-000030,0.024922094033499997
ACH-000035,-0.036850611822900003
ACH-000036,0.0161776741465
ACH-000037,-0.157518849459
ACH-000039,-0.049720565782500004
ACH-000040,-0.0330262983313
ACH-000041,0.06660851397289999
ACH-000042,-0.19851317148400002
ACH-000045,-0.162143929872
ACH-000047,-0.00712378488637
ACH-000052,-0.316146522485
ACH-000053,-0.00136823427799
ACH-000054,-0.0956675528988
ACH-000055,-0.16653455271700002
ACH-000060,-0.306379089695
ACH-000067,-0.057681221143800004
ACH-000070,-0.19209221621199998
ACH-000075,-0.0174166718735
ACH-000078,-0.218619295891
ACH-000082,0.0533573403113
ACH-000085,0.0486421195137
ACH-000086,-0.125684074451
ACH-000087,-0.030306713258799998
ACH-000092,-0.0033119640870000002
ACH-000095,0.0235563284141
ACH-000097,-0.0154497611191
ACH-000098,-0.123589604179
ACH-000099,0.0397354380071
ACH-000108,0.047019506756100005
ACH-000113,-0.119858755173
ACH-000115,-0.021371597840200002
ACH-000116,-0.0180217811165
ACH-000118,-0.0678253172756
ACH-000120,0.0763043427546
ACH-000123,0.011361353691
ACH-000127,-0.0364913644166
ACH-000128,-0.0613875052906
ACH-000132,0.0032100559596999994
ACH-000133,-0.004933084900930001
ACH-000137,-0.195944476303
ACH-000138,-0.14237246179000002
ACH-000142,-0.28641679004299997
ACH-000143,-0.187004379818
ACH-000146,0.0431966583271
ACH-000148,-0.189886690189
ACH-000150,-0.276307036501
ACH-000152,-0.212275988085
ACH-000153,0.12081070597000002
ACH-000159,-0.0446313310585
