,TMEM59L (25789)
ACH-000295,-0.129856578643
ACH-000296,-0.161259557548
ACH-000302,-0.230032733246
ACH-000304,-0.08456463309180001
ACH-000307,-0.210413750746
ACH-000308,-0.243357622167
ACH-000310,-0.294951886338
ACH-000311,-0.18211557191
ACH-000312,-0.30605423539
ACH-000315,-0.0593337889936
ACH-000316,-0.141267202285
ACH-000317,-0.100175122028
ACH-000318,-0.42575016851499997
ACH-000319,-0.09188269502879999
ACH-000320,-0.13397553499099998
ACH-000322,-0.143205523199
ACH-000323,-0.0951300213132
ACH-000324,-0.160582098833
ACH-000329,0.028200162484
ACH-000330,-0.17676296085
ACH-000331,-0.219120928743
ACH-000332,-0.145166654969
ACH-000334,-0.161915049347
ACH-000335,-0.181576783473
ACH-000336,-0.29994390259
ACH-000337,-0.500741673128
ACH-000339,-0.21640878223999999
ACH-000341,-0.32535726836999995
ACH-000348,-0.156676447642
ACH-000350,-0.0273163266819
ACH-000352,-0.308201058248
ACH-000356,-0.128138923371
ACH-000361,-0.189347239741
ACH-000362,-0.203794963246
ACH-000363,-0.43502328514399996
ACH-000364,-0.242225564532
ACH-000365,0.0216441789512
ACH-000366,-0.185437574256
ACH-000368,-0.22177754639400002
ACH-000374,-0.247845048045
ACH-000375,-0.22448665456
ACH-000376,-0.00935928189375
ACH-000381,-0.292466310957
ACH-000383,-0.159409289609
ACH-000387,-0.18734231361900003
ACH-000389,-0.145544681512
ACH-000390,-0.283961199276
ACH-000393,-0.449116932154
ACH-000395,-0.32019371811999997
ACH-000397,-0.130960542544
ACH-000401,0.0841255230659
ACH-000402,-0.0462605041744
ACH-000403,-0.22641443425799998
ACH-000404,-0.190167981662
ACH-000406,-0.211671398287
ACH-000407,-0.083674051349
ACH-000408,-0.253379390163
ACH-000410,-0.135283085399
ACH-000411,-0.219150633135
ACH-000414,-0.257790663032
ACH-000415,-0.273845934224
ACH-000416,-0.151216307773
ACH-000420,-0.32910652949200003
ACH-000421,-0.26545645693000003
ACH-000424,-0.31729218078000004
ACH-000425,0.0142795114212
ACH-000426,-0.17784736055999997
ACH-000427,-0.30078420305799997
ACH-000433,-0.0879131507725
ACH-000436,-0.17192231086100002
ACH-000444,-0.0932105068733
ACH-000445,-0.34358763249799995
ACH-000448,-0.221153859817
ACH-000450,0.0762511175259
ACH-000452,-0.258146460182
ACH-000454,-0.247353578706
ACH-000458,0.0289011904583
ACH-000459,0.175865184177
ACH-000460,-0.08635971156910001
ACH-000461,-0.164420881249
ACH-000463,-0.286662433686
ACH-000464,0.10546336755300001
ACH-000466,-0.115865017609
ACH-000467,-0.0345564880934
ACH-000468,-0.32294655549
ACH-000469,-0.0954341455365
ACH-000470,-0.32995682837400003
ACH-000471,-0.23407457339499999
ACH-000472,-0.25167803788800003
ACH-000473,-0.123237667193
ACH-000475,-0.137148307366
ACH-000476,-0.324620109627
ACH-000477,-0.281908202976
ACH-000480,-0.20204792052499998
ACH-000481,-0.522834245805
ACH-000483,-0.194445651706
ACH-000484,-0.31008804933600004
ACH-000485,-0.155941611775
ACH-000486,-0.210015203077
ACH-000487,-0.18261446699
ACH-000488,-0.22036655196
ACH-000490,-0.33836125384099996
ACH-000491,-0.237576153599
ACH-000495,0.022975467525999996
ACH-000496,-0.452712260181
ACH-000499,-0.273069926217
ACH-000500,-0.18518102756700003
ACH-000502,-0.275577081699
ACH-000503,-0.157253953834
ACH-000505,-0.267694093668
ACH-000507,-0.225765133158
ACH-000510,-0.223699315876
ACH-000511,-0.222939156055
ACH-000512,-0.0426091545766
ACH-000516,-0.197122158442
ACH-000517,-0.217010099329
ACH-000518,-0.259117106715
ACH-000520,-0.309923002269
ACH-000521,-0.110563990022
ACH-000522,-0.403508073859
ACH-000524,-0.334896693997
ACH-000527,-0.228091332577
ACH-000528,-0.14369278281300002
ACH-000537,-0.102714643113
ACH-000541,-0.09949651801899999
ACH-000542,-0.205645078227
ACH-000544,-0.15956955305099998
ACH-000545,-0.320405336203
ACH-000547,-0.482517365352
ACH-000548,-0.20994319098099998
ACH-000549,-0.246624026129
ACH-000550,-0.0268074799629
ACH-000552,-0.188974771728
ACH-000556,-0.316828625338
ACH-000557,-0.24777858442899997
ACH-000570,-0.0901796318678
ACH-000571,-0.111160128946
ACH-000573,-0.13558647685699998
ACH-000576,-0.403751397924
ACH-000580,-0.358533433757
ACH-000584,-0.24483048490200002
ACH-000585,-0.29347563844999996
ACH-000588,-0.34199211431000004
ACH-000589,-0.08516232422049999
ACH-000591,-0.19105152043499998
ACH-000593,-0.21034482101399998
ACH-000600,-0.163981412277
ACH-000601,-0.22507144438700002
ACH-000604,0.029176156881
ACH-000605,-0.23683369544
ACH-000606,-0.22947389873500001
ACH-000608,-0.023823386595
ACH-000614,0.0170513207771
ACH-000616,-0.11835626454399999
ACH-000618,-0.32717975012899997
ACH-000619,-0.149854458467
ACH-000620,-0.12166889097000001
ACH-000621,-0.299900170133
ACH-000622,-0.063763227162
ACH-000623,-0.075292964982
ACH-000624,-0.23992240402399997
ACH-000627,-0.16208336014
ACH-000630,-0.31086274555300003
ACH-000632,-0.174032992243
ACH-000633,-0.138053351889
ACH-000637,-0.359064219659
ACH-000638,-0.259860557466
ACH-000646,-0.289636746084
ACH-000647,-0.23175970414799998
ACH-000648,-0.249545054445
ACH-000649,-0.14428778556299998
ACH-000651,-0.327835047132
ACH-000652,-0.10322144466399999
ACH-000653,-0.35367669665
ACH-000657,-0.247554160953
ACH-000658,-0.244090636499
ACH-000661,-0.16892159713100002
ACH-000662,-0.197792374342
ACH-000663,-0.269522849676
ACH-000665,-0.322654979869
ACH-000671,-0.114220592332
ACH-000673,-0.15838620531300002
ACH-000676,-0.284166350673
ACH-000677,-0.2736460069
ACH-000681,-0.0695351382557
ACH-000682,-0.19722693179099998
ACH-000683,-0.295393143805
ACH-000684,0.310823237722
ACH-000688,-0.191538266279
ACH-000693,-0.313463974976
ACH-000694,-0.588150618051
ACH-000695,-0.10091346190400001
ACH-000696,-0.339905510686
ACH-000697,-0.0231043064231
ACH-000699,-0.13150363038
ACH-000701,-0.29577202033000005
ACH-000706,-0.0683853523264
ACH-000711,-0.187424314794
ACH-000713,-0.235886368089
ACH-000714,-0.05957488117049999
ACH-000718,0.137257805906
ACH-000720,-0.09435143527760001
ACH-000721,-0.31881019309
ACH-000724,-0.15693184357200002
ACH-000725,-0.34280903503
ACH-000732,-0.44460847300899997
ACH-000734,-0.397925302752
ACH-000735,-0.12350741185799999
ACH-000736,-0.224054503851
ACH-000738,-0.231446089968
ACH-000746,-0.236177527915
ACH-000747,-0.25834534372699997
ACH-000748,-0.10431808869300001
ACH-000753,-0.262963750996
ACH-000756,-0.358803262665
ACH-000757,-0.198767960548
ACH-000758,-0.132895900146
ACH-000760,-0.146617247578
ACH-000763,-0.313571524579
ACH-000764,-0.468846342552
ACH-000765,-0.16291784639100002
ACH-000766,-0.34272942021499997
ACH-000767,-0.1801171999
ACH-000768,-0.129876421589
ACH-000769,-0.137793373628
ACH-000770,-0.24472378119399998
ACH-000771,-0.21764506899
ACH-000773,-0.09395267219560001
ACH-000776,-0.296096297454
ACH-000777,-0.0488796351815
ACH-000778,-0.14722192030200001
ACH-000781,-0.293007106852
ACH-000782,0.005570394025399999
ACH-000783,-0.333269898781
ACH-000784,-0.165652334024
ACH-000785,-0.28092791322599997
ACH-000787,-0.053973595034999995
ACH-000788,-0.0667742786082
ACH-000791,-0.20750079226799997
ACH-000792,-0.229546366174
ACH-000794,-0.194098565568
ACH-000796,-0.212690681865
ACH-000799,-0.477317567619
ACH-000800,-0.151522590921
ACH-000802,-0.29544876528
ACH-000804,-0.24358514389199998
ACH-000805,-0.242567938974
ACH-000809,-0.030670844869800002
ACH-000810,-0.23200178456999998
ACH-000811,-0.113254840187
ACH-000817,-0.293522630434
ACH-000819,-0.180815653576
ACH-000820,-0.450819207565
ACH-000821,0.0861861904174
ACH-000822,-0.188780828018
ACH-000823,-0.23619108737
ACH-000824,-0.626138955459
ACH-000827,-0.177630175212
ACH-000829,0.0988944147587
ACH-000831,-0.279535694459
ACH-000832,-0.33635672577299996
ACH-000833,0.0197572439607
ACH-000834,-0.11179923852700001
ACH-000835,0.018751571419
ACH-000836,-0.173508011141
ACH-000837,-0.260148318687
ACH-000838,-0.0796645227692
ACH-000839,-0.07604418063519999
ACH-000840,-0.583460875409
ACH-000841,-0.12743701528100002
ACH-000843,-0.149844181697
ACH-000846,-0.151675160569
ACH-000847,-0.149782988044
ACH-000848,-0.155263661961
ACH-000849,-0.0647609153802
ACH-000851,-0.253790061643
ACH-000855,-0.0037853537667700003
ACH-000856,-0.240277053858
ACH-000858,-0.16908193709000002
ACH-000859,-0.08931906807779999
ACH-000861,-0.263431025458
ACH-000862,0.020682209273599997
ACH-000865,-0.18335940159800002
ACH-000866,-0.07753454918449999
ACH-000867,-0.23837349999000002
ACH-000869,-0.302705199439
ACH-000872,-0.29120257792
ACH-000873,-0.19064588793900003
ACH-000876,-0.20385089898400002
ACH-000878,-0.0408789083536
ACH-000880,-0.118379711504
ACH-000881,-0.131702077004
ACH-000882,-0.158096956836
ACH-000884,0.0122213906748
ACH-000885,-0.198246767947
ACH-000887,-0.289503384919
ACH-000888,-0.100136226592
ACH-000889,-0.15922745486300002
ACH-000890,-0.191148385418
ACH-000896,-0.11072869536900001
ACH-000898,-0.373373960959
ACH-000900,-0.17484443210900003
ACH-000901,-0.123305266436
ACH-000905,-0.197383126169
ACH-000906,-0.283953134117
ACH-000907,0.0712886971531
ACH-000910,0.0243134685353
ACH-000911,-0.164413835631
ACH-000912,-0.202352168145
ACH-000913,-0.106665573804
ACH-000915,-0.23161073408799998
ACH-000916,-0.124631424844
ACH-000917,-0.23046190109700002
ACH-000921,-0.101011105394
ACH-000924,-0.188357768264
ACH-000926,-0.273084963181
ACH-000928,-0.131588917009
ACH-000929,0.0241335475068
ACH-000932,-0.27701743049600003
ACH-000935,-0.0517282787371
ACH-000936,-0.10709420235099999
ACH-000937,-0.24174999382800003
ACH-000938,-0.13860375009
ACH-000939,-0.10339535403899999
ACH-000941,-0.492834541489
ACH-000943,-0.152754446863
ACH-000946,-0.262895746906
ACH-000947,-0.0914403822886
ACH-000948,-0.43847939503399996
ACH-000950,-0.134593860886
ACH-000953,-0.136320387219
ACH-000957,-0.138671604514
ACH-000958,-0.196673552824
ACH-000960,-0.105598412469
ACH-000963,-0.11102198167999999
ACH-000968,-0.362190890365
ACH-000969,-0.243979329688
ACH-000973,-0.04561684569090001
ACH-000974,-0.361209850753
ACH-000975,-0.157893487936
ACH-000976,-0.20192196003600002
ACH-000978,-0.319401066666
ACH-000980,-0.19115589363899999
ACH-000984,-0.197900902706
ACH-000986,-0.251252059879
ACH-000988,-0.211957047042
ACH-000993,-0.219264245631
ACH-000994,0.06455428064299999
ACH-000996,-0.009874327199879998
ACH-001001,-0.10642884084899999
ACH-001020,-0.176312330258
ACH-001028,-0.25220915182500003
ACH-001031,0.628158007027
ACH-001038,-0.292991250497
ACH-001048,-0.121629280759
ACH-001050,-0.26026402263
ACH-001053,-0.0755723956785
ACH-001054,-0.49877897058
ACH-001061,-0.221551026124
ACH-001067,-0.22009561824999999
ACH-001075,-0.20453048640299998
ACH-001096,-0.19065645205899998
ACH-001128,-0.359682914358
ACH-001134,-0.11554331183800001
ACH-001151,-0.225080784775
ACH-001163,-0.0707286813132
ACH-001164,-0.0343511907336
ACH-001173,-0.329262461035
ACH-001183,0.0964699937613
ACH-001184,-0.174229829487
ACH-001190,-0.367985516717
ACH-001192,-0.23612564406199998
ACH-001193,-0.471871262351
ACH-001196,-0.0756660985621
ACH-001197,-0.0649998484342
ACH-001205,-0.08587268833480001
ACH-001211,-0.138495973307
ACH-001212,-0.47490623772600005
ACH-001228,-0.108436584143
ACH-001232,-0.17147690161499998
ACH-001239,-0.0563484713035
ACH-001274,-0.299978304392
ACH-001275,-0.21254375480300003
ACH-001277,-0.256628439261
ACH-001278,-0.014126215406200002
ACH-001280,0.019599022411299998
ACH-001283,-0.205420291242
ACH-001289,-0.107638261422
ACH-001295,-0.27317834172600003
ACH-001300,-0.132531037444
ACH-001301,0.028684720907900002
ACH-001302,-0.00210106741939
ACH-001303,-0.007910234248959999
ACH-001306,-0.191438003094
ACH-001318,-0.310657768941
ACH-001322,-0.46040027053000004
ACH-001328,-0.173836251468
ACH-001332,-0.230048243015
ACH-001333,-0.049283420535000004
ACH-001336,-0.117223960524
ACH-001340,-0.127776988232
ACH-001346,-0.160136363405
ACH-001353,-0.19866987295299998
ACH-001354,0.0848606198902
ACH-001367,-0.32433711645999996
ACH-001368,-0.19998819782000002
ACH-001374,-0.08230830524430001
ACH-001375,-0.07077646676530001
ACH-001377,-0.38488891475299997
ACH-001380,-0.300420952825
ACH-001391,-0.37533429010499997
ACH-001407,-0.303172842878
ACH-001408,-0.13312033074100002
ACH-001413,-0.230939164328
ACH-001430,-0.37238047208400005
ACH-001431,-0.22018030207699998
ACH-001450,-0.19055231075399998
ACH-001496,0.013069874983899998
ACH-001500,-0.150780105232
ACH-001521,0.00790511362972
ACH-001523,-0.0940897533592
ACH-001532,-0.235389722067
ACH-001536,-0.0194537360173
ACH-001550,-0.592117049182
ACH-001552,-0.104288958575
ACH-001554,-0.332390604631
ACH-001645,-0.306379306804
ACH-001654,-0.275486592111
ACH-001715,-0.29327624949299996
ACH-001735,-0.18716096342900002
ACH-001736,-0.14173046864299998
ACH-001737,0.0103392491791
ACH-001740,-0.127282106463
ACH-001745,-0.136406493255
ACH-001750,0.08780086324179999
ACH-001765,-0.229564048988
ACH-001956,-0.0826681495516
ACH-001957,0.00622924502947
