,FIP1L1 (81608)
ACH-000235,-0.8980194706319999
ACH-000237,-0.939944143291
ACH-000238,-1.17817947966
ACH-000243,-1.3833231609399999
ACH-000244,-0.722714413442
ACH-000246,-1.3798305471599999
ACH-000248,-0.8431025881599999
ACH-000250,-1.0
ACH-000251,-0.834436809036
ACH-000253,-0.907449829709
ACH-000255,-1.17318755872
ACH-000256,-0.907764878566
ACH-000257,-0.6555990764899999
ACH-000258,-0.9349871058429999
ACH-000259,-0.988131203948
ACH-000260,-0.9018768378740001
ACH-000261,-1.33681896715
ACH-000262,-0.7800623722650001
ACH-000263,-1.51159223845
ACH-000264,-1.06670232331
ACH-000265,-0.961005251971
ACH-000266,-1.04240060408
ACH-000272,-1.13319004014
ACH-000273,-0.869891783615
ACH-000274,-0.714450665176
ACH-000277,-1.36382380081
ACH-000278,-0.9989228219840001
ACH-000279,-0.8598560718070001
ACH-000280,-0.974065056935
ACH-000281,-0.520218681193
ACH-000288,-0.975245961785
ACH-000291,-1.02844638161
ACH-000293,-0.986603474729
ACH-000294,-0.7888172988869999
ACH-000295,-0.841388356485
ACH-000296,-0.876950997923
ACH-000302,-0.9790843995020001
ACH-000304,-0.817774374647
ACH-000307,-0.927632690304
ACH-000308,-0.8743051732960001
ACH-000310,-1.05986005329
ACH-000311,-1.15908714398
ACH-000312,-1.03294510011
ACH-000315,-0.918137025584
ACH-000316,-0.740694012472
ACH-000317,-0.803537813831
ACH-000318,-1.25619082443
ACH-000319,-0.910345040471
ACH-000320,-0.773964207453
ACH-000322,-0.6924015858820001
ACH-000323,-1.1205091358900001
ACH-000324,-0.974520894406
ACH-000329,-0.599443847576
ACH-000330,-0.8842214891590001
ACH-000331,-1.15710688006
ACH-000332,-1.24054097943
ACH-000334,-0.897495289683
ACH-000335,-0.874852590044
ACH-000336,-0.8173156766590001
ACH-000337,-1.2272001273200002
ACH-000339,-0.822704275498
ACH-000341,-1.04009946472
ACH-000348,-0.908841067298
ACH-000350,-1.20668148531
ACH-000352,-1.22664160578
ACH-000356,-1.08277430729
ACH-000361,-0.805614144721
ACH-000362,-0.9139435579
ACH-000363,-1.0336026401
ACH-000364,-1.27643310905
ACH-000365,-0.7272625586929999
ACH-000366,-1.08719573378
ACH-000368,-0.864118904663
ACH-000374,-0.857779669807
ACH-000375,-0.677354290764
ACH-000376,-0.960162003889
ACH-000381,-0.8413769002060001
ACH-000383,-1.4023595717700001
ACH-000387,-0.866596855359
ACH-000389,-1.0568579359399999
ACH-000390,-0.957132015846
ACH-000393,-0.837416054123
ACH-000395,-1.0842426876200002
ACH-000397,-1.0028734858700001
ACH-000401,-1.21876361211
ACH-000402,-0.86655340252
ACH-000403,-1.07901531285
ACH-000404,-1.04099224216
ACH-000406,-0.8538232731890001
ACH-000407,-0.773310691736
ACH-000408,-0.47198575571699997
ACH-000410,-1.09342122443
ACH-000411,-0.898188317486
ACH-000414,-1.06939198466
ACH-000415,-1.03640649063
ACH-000416,-0.8326306655079999
ACH-000420,-1.25962204262
ACH-000421,-0.920527702324
ACH-000424,-0.983612306613
ACH-000425,-1.18437029287
ACH-000426,-0.8877941949879999
ACH-000427,-1.02938797592
ACH-000433,-0.900143906997
ACH-000436,-1.09170787875
ACH-000444,-1.06272342191
ACH-000445,-0.897842060845
ACH-000448,-0.9680187349250001
ACH-000450,-0.689585466177
ACH-000452,-1.0935319815
ACH-000454,-1.2565651036
ACH-000458,-1.10694632732
ACH-000459,-0.9460442989319999
ACH-000460,-1.07615074314
ACH-000461,-0.962678984241
ACH-000463,-1.08780201794
ACH-000464,-0.756847128684
ACH-000466,-1.03980096033
ACH-000467,-0.862162723951
ACH-000468,-0.780504793461
ACH-000469,-0.8582947754260001
ACH-000470,-0.827621087278
ACH-000471,-0.7772525424529999
ACH-000472,-1.1254838811399999
ACH-000473,-1.3640414436000001
ACH-000475,-1.00054117733
ACH-000476,-0.9376059181299999
ACH-000477,-0.6895864028190001
ACH-000480,-0.925311869144
ACH-000481,-1.31862035117
ACH-000483,-1.24605853043
ACH-000484,-1.1425386609000001
ACH-000485,-0.801420702668
ACH-000486,-1.36266487602
ACH-000487,-0.781949987612
ACH-000488,-0.900671443366
ACH-000490,-0.9342969801540001
ACH-000491,-1.0082376798700001
ACH-000495,-0.924158456374
ACH-000496,-0.740380559679
ACH-000499,-1.16613962777
ACH-000500,-0.833709894751
ACH-000502,-1.0023445052600002
ACH-000503,-0.6755475714129999
ACH-000505,-0.854703650314
ACH-000507,-0.676063989545
ACH-000510,-1.38458251994
ACH-000511,-1.01565413546
ACH-000512,-0.656549595071
ACH-000516,-0.6920580574770001
ACH-000517,-1.0711469486
ACH-000518,-0.7629468418269999
ACH-000520,-0.931305578497
ACH-000521,-0.654023045981
ACH-000522,-0.9196362764399999
ACH-000524,-1.2525058764499999
ACH-000527,-1.3683764185799998
ACH-000528,-1.01850166711
ACH-000537,-0.887926025209
ACH-000541,-0.848754300225
ACH-000542,-1.02718045472
ACH-000544,-0.867408863531
ACH-000545,-1.22426549425
ACH-000547,-1.46447318979
ACH-000548,-0.7548972185519999
ACH-000549,-0.864057529447
ACH-000550,-0.688423408168
ACH-000552,-0.839260060662
ACH-000556,-1.02933680756
ACH-000557,-0.514718366721
ACH-000570,-0.8988482306209999
ACH-000571,-0.860476768515
ACH-000573,-0.889117950286
ACH-000576,-1.0052886755500001
ACH-000580,-0.826737257526
ACH-000584,-0.8610791439309999
ACH-000585,-0.860260868972
ACH-000588,-0.969443231454
ACH-000589,-0.957992130351
ACH-000591,-0.928543741323
ACH-000593,-0.853160473608
ACH-000600,-0.986929327994
ACH-000601,-1.16586981675
ACH-000604,-0.79776448032
ACH-000605,-0.9900460199150001
ACH-000606,-1.0262756631799999
ACH-000608,-0.926585769842
ACH-000614,-0.686967607597
ACH-000616,-1.02759547865
ACH-000618,-0.8405913276520001
ACH-000619,-1.1135237332999999
ACH-000620,-1.19428942966
ACH-000621,-1.16067867855
ACH-000622,-1.5816219515099998
ACH-000623,-0.8914527047319999
ACH-000624,-1.15094283696
ACH-000627,-1.0579827603299998
ACH-000630,-0.86260879441
ACH-000632,-0.8076200849040001
ACH-000633,-1.04643896467
ACH-000637,-1.1712848207100002
ACH-000638,-0.730477055087
ACH-000646,-1.64978234843
ACH-000647,-1.05781424358
ACH-000648,-1.0605416595100001
ACH-000649,-0.947452624505
ACH-000651,-0.8547551673970001
ACH-000652,-1.0700746733600002
ACH-000653,-0.82586281425
ACH-000657,-0.869271277508
ACH-000658,-0.811636257737
ACH-000661,-0.9456447790510001
ACH-000662,-0.755348812606
ACH-000663,-1.10437428262
ACH-000665,-0.944514915363
ACH-000671,-1.2073700989700002
ACH-000673,-0.9549065828919999
ACH-000676,-0.799238087744
ACH-000677,-1.10026870061
ACH-000681,-1.16652431155
ACH-000682,-0.639667644067
ACH-000683,-1.13313840845
ACH-000684,-0.8468769144339999
ACH-000688,-0.5746815213409999
ACH-000693,-0.9942566035889999
ACH-000694,-1.0756164938600001
ACH-000695,-0.892700404496
ACH-000696,-1.0866458213799999
ACH-000697,-1.01071999494
ACH-000699,-0.864177476454
ACH-000701,-0.8683513308509999
ACH-000706,-1.17999249171
ACH-000711,-1.1601954544700002
ACH-000713,-0.9560788318610001
ACH-000714,-0.621991439349
ACH-000718,-1.10642808761
ACH-000720,-1.04186543338
ACH-000721,-0.9685444751729999
ACH-000724,-1.06906396047
ACH-000725,-1.07066031543
ACH-000732,-1.28414119861
ACH-000734,-1.01248017452
ACH-000735,-1.0505845901200002
ACH-000736,-0.9419135948299999
ACH-000738,-0.8552679461689999
ACH-000746,-0.914377602429
ACH-000747,-0.794191795756
ACH-000748,-0.7777624705889999
ACH-000753,-0.846028627798
ACH-000756,-1.00174213737
ACH-000757,-0.915588319745
ACH-000758,-1.08966024697
ACH-000760,-0.79167545931
ACH-000763,-1.1904792696100002
ACH-000764,-0.958670457504
ACH-000765,-0.8769024814499999
ACH-000766,-0.607230187872
ACH-000767,-1.1244558863
ACH-000768,-1.06039400639
ACH-000769,-0.80119716376
ACH-000770,-0.904090490377
ACH-000771,-0.9963709056380001
ACH-000773,-1.25190501691
ACH-000776,-1.01358178635
ACH-000777,-0.849323735675
ACH-000778,-1.5934567655200003
ACH-000781,-0.9031089826809999
ACH-000782,-0.800594005901
ACH-000783,-0.7659648073309999
ACH-000784,-1.02252742496
ACH-000785,-0.8869976579090001
ACH-000787,-0.505088002749
ACH-000788,-0.963053694997
ACH-000791,-0.914970325828
ACH-000792,-1.03115564992
ACH-000794,-0.8663008039869999
ACH-000796,-0.759501345691
ACH-000799,-0.953909736963
ACH-000800,-0.269746129194
ACH-000802,-0.7965072521909999
ACH-000804,-0.711885193463
ACH-000805,-1.05098753307
ACH-000809,-1.0600661868999999
ACH-000810,-1.2948145634000001
ACH-000811,-0.921426624857
ACH-000817,-0.291245452133
ACH-000819,-0.775195782666
ACH-000820,-1.17824145418
ACH-000821,-0.680734044591
ACH-000822,-0.926335328424
ACH-000823,-0.669883682906
ACH-000824,-0.9148271448630001
ACH-000827,-1.08554485286
ACH-000829,-0.9898438119490001
ACH-000831,-0.714326534746
ACH-000832,-1.20922801529
ACH-000833,-0.935783617208
ACH-000834,-0.6803525419580001
ACH-000835,-1.18389505235
ACH-000836,-1.1585031323700001
ACH-000837,-1.0447494793
ACH-000838,-1.0023626403
ACH-000839,-1.0831061791
ACH-000840,-0.860208501445
ACH-000841,-0.924782867418
ACH-000843,-0.9073485018200002
ACH-000846,-1.02308474638
ACH-000847,-0.898752813562
ACH-000848,-1.2080928953799999
ACH-000849,-0.93030191916
ACH-000851,-0.841581445601
ACH-000855,-1.60456329944
ACH-000856,-0.9860127139
ACH-000858,-0.99490263878
ACH-000859,-0.7294292919320001
ACH-000861,-0.959324546023
ACH-000862,-1.0383466368
ACH-000865,-0.770166927572
ACH-000866,-0.957436118683
ACH-000867,-1.13393228337
ACH-000869,-1.00871850463
ACH-000872,-1.11735438168
ACH-000873,-0.8899578811509999
ACH-000876,-0.901123159451
ACH-000878,-1.14254136366
ACH-000880,-0.815539942746
ACH-000881,-1.14452882813
ACH-000882,-0.983818472832
ACH-000884,-1.04684530539
ACH-000885,-0.9219231903239999
ACH-000887,-0.936359212714
ACH-000888,-0.822742382132
ACH-000889,-1.02347067502
ACH-000890,-1.00247468907
ACH-000896,-0.9811016223810001
ACH-000898,-0.898584721604
ACH-000900,-0.730771222974
ACH-000901,-0.965215602642
ACH-000905,-1.0453749539700001
ACH-000906,-1.04941246452
ACH-000907,-1.0789652344399998
ACH-000910,-1.04677808213
ACH-000911,-0.8601081861959999
ACH-000912,-0.712807692045
ACH-000913,-0.7651399285780001
ACH-000915,-0.9524556847939999
ACH-000916,-0.6814635468770001
ACH-000917,-0.940168502729
ACH-000921,-0.83032284237
ACH-000924,-0.9846473797799998
ACH-000926,-0.6760223870919999
ACH-000928,-0.968626958954
ACH-000929,-0.750697908936
ACH-000932,-0.686723735005
ACH-000935,-0.561861403328
ACH-000936,-0.882089386464
ACH-000937,-0.665766972848
ACH-000938,-0.97228983134
ACH-000939,-1.08647340302
ACH-000941,-1.2879730005299999
ACH-000943,-1.1742179794399998
ACH-000946,-1.1223406100700002
ACH-000947,-0.923497477142
ACH-000948,-1.07202112542
ACH-000950,-0.710909234163
ACH-000953,-0.9007772234020001
ACH-000957,-1.25509827922
ACH-000958,-0.834649999105
ACH-000960,-0.879247682658
ACH-000963,-1.39815733976
ACH-000968,-1.06007915055
ACH-000969,-1.1699466675399999
ACH-000973,-0.646098133304
ACH-000974,-1.1980731790899999
ACH-000975,-0.639049460906
ACH-000976,-0.841750554341
ACH-000978,-1.12707258221
ACH-000980,-1.08175160928
ACH-000984,-1.14368880119
ACH-000986,-0.7572820775
ACH-000988,-1.4848223855
ACH-000993,-1.03694862875
ACH-000994,-1.06348058941
ACH-000996,-0.9482011314
ACH-001001,-0.7067530281559999
ACH-001020,-0.896267649315
ACH-001028,-0.8994637107150001
ACH-001031,-1.16626257805
ACH-001038,-1.0
ACH-001048,-0.7772254959980001
ACH-001050,-1.24684915817
ACH-001053,-0.6767642229299999
ACH-001054,-1.05399516832
ACH-001061,-1.10973342352
ACH-001067,-0.535049110522
ACH-001075,-0.7541949067829999
ACH-001096,-0.948189675957
ACH-001128,-0.7059307579199999
ACH-001134,-0.709954505498
ACH-001151,-1.00186936369
ACH-001163,-0.732990758847
ACH-001164,-0.9909178320049999
ACH-001173,-0.810480831759
ACH-001183,-1.25492826031
ACH-001184,-1.20912872326
ACH-001190,-0.888079909625
ACH-001192,-0.956607820208
ACH-001193,-0.9657553512100001
ACH-001196,-0.8666233469050001
ACH-001197,-0.9752403353010001
ACH-001205,-0.8868600880949999
ACH-001211,-1.03968854862
ACH-001212,-0.990271008493
ACH-001228,-1.21831611771
ACH-001232,-0.878899762361
ACH-001239,-1.16353658032
ACH-001274,-0.9896331614180001
ACH-001275,-1.16681577766
ACH-001277,-0.889239843756
ACH-001278,-1.0819201869700001
ACH-001280,-0.8407327578730001
ACH-001283,-1.23510606569
ACH-001289,-0.815204599075
ACH-001295,-0.975236507295
ACH-001300,-1.17893372438
ACH-001301,-1.07006925179
ACH-001302,-0.8189818618019999
ACH-001303,-1.09411547215
ACH-001306,-1.01208075336
ACH-001318,-1.01640371079
ACH-001322,-1.0627177604
ACH-001328,-0.911025886346
ACH-001332,-0.974153672489
ACH-001333,-0.660449852535
ACH-001336,-1.2191811235799999
ACH-001340,-1.2312326736599999
ACH-001346,-1.02813847139
ACH-001353,-0.884980830443
ACH-001354,-0.807682720247
ACH-001367,-0.778853831262
ACH-001368,-0.858249038451
ACH-001374,-1.1293590356899998
ACH-001375,-0.587734373487
ACH-001377,-1.25397558149
ACH-001380,-0.987565021364
ACH-001391,-0.974028104303
ACH-001407,-0.789835019203
ACH-001408,-0.947023884736
ACH-001413,-1.07110712719
ACH-001430,-0.921069856954
ACH-001431,-1.12555224983
ACH-001450,-0.797498773683
ACH-001496,-0.9315179415989999
ACH-001500,-1.19849819246
ACH-001521,-1.12996901705
ACH-001523,-0.967226753925
ACH-001532,-1.0073444055399998
ACH-001536,-1.22105150312
ACH-001550,-1.11618976394
ACH-001552,-0.850579147698
ACH-001554,-0.905991690943
ACH-001645,-1.22661776991
ACH-001654,-0.8868927899060001
ACH-001715,-0.580915421683
ACH-001735,-0.811768042861
ACH-001736,-0.7186692337199999
ACH-001737,-0.927215068211
ACH-001740,-0.972867155571
ACH-001745,-0.927061099542
ACH-001750,-0.702257231162
ACH-001765,-0.726093623593
ACH-001956,-0.8485734406290001
ACH-001957,-0.985585233774
