,RSL1D1 (26156)
ACH-000238,-0.952260395176
ACH-000243,-1.18794011117
ACH-000244,-1.1554552808399998
ACH-000246,-1.3784275075999999
ACH-000248,-1.27141993856
ACH-000250,-1.26616223009
ACH-000251,-1.07822599092
ACH-000253,-1.16337584173
ACH-000255,-1.22412024417
ACH-000256,-1.4147837893200002
ACH-000257,-1.17791054598
ACH-000258,-1.1303590407200002
ACH-000259,-1.12553074848
ACH-000260,-1.15817492558
ACH-000261,-1.26901517419
ACH-000262,-1.17592189752
ACH-000263,-1.26813883232
ACH-000264,-1.15105079854
ACH-000265,-1.3922474869600001
ACH-000266,-1.25172526185
ACH-000272,-1.31381355935
ACH-000273,-1.40136322963
ACH-000274,-1.33365872658
ACH-000277,-1.00964326191
ACH-000278,-0.988220463823
ACH-000279,-1.17525337286
ACH-000280,-1.27045569436
ACH-000281,-1.2570823552700001
ACH-000288,-1.3163306345
ACH-000291,-1.26844948154
ACH-000293,-1.28621384199
ACH-000294,-0.867253483059
ACH-000295,-1.4234496097
ACH-000296,-1.0069311556899998
ACH-000302,-1.4633103551100002
ACH-000304,-1.5577594595500002
ACH-000307,-1.2690467508399998
ACH-000308,-1.06153449368
ACH-000310,-1.41393669437
ACH-000311,-1.21144472817
ACH-000312,-1.2731612815100002
ACH-000315,-0.908082887372
ACH-000316,-1.5847491928200002
ACH-000317,-1.24010012813
ACH-000318,-1.20947014109
ACH-000319,-1.54571230152
ACH-000320,-1.13964718461
ACH-000322,-1.48456571035
ACH-000323,-1.5444624241
ACH-000324,-1.12250070928
ACH-000329,-1.3178378193200002
ACH-000330,-1.29615351461
ACH-000331,-1.1452225416
ACH-000332,-1.33656685271
ACH-000334,-1.5288278237600001
ACH-000335,-1.5309947019299999
ACH-000336,-1.4349690128
ACH-000337,-1.1755882777200002
ACH-000339,-1.26491210597
ACH-000341,-1.2856871130399998
ACH-000348,-1.20480887653
ACH-000350,-1.36692595822
ACH-000352,-1.06011670162
ACH-000356,-1.1387812300799998
ACH-000361,-1.19363791314
ACH-000362,-1.3155419012799998
ACH-000363,-1.25950342392
ACH-000364,-1.19028122221
ACH-000365,-1.25907380404
ACH-000366,-1.3832212479100001
ACH-000368,-1.31152025782
ACH-000374,-1.19621259268
ACH-000375,-1.11897343156
ACH-000376,-1.3066645851799998
ACH-000381,-1.20211638608
ACH-000383,-1.4263338561
ACH-000387,-1.28005872229
ACH-000389,-1.23908433078
ACH-000390,-1.4292791466299999
ACH-000393,-1.01580848514
ACH-000395,-1.47729756489
ACH-000397,-1.09736518343
ACH-000401,-1.14433541204
ACH-000402,-1.17803246929
ACH-000403,-1.29851840176
ACH-000404,-1.51746765932
ACH-000406,-1.1832933064700002
ACH-000407,-1.32010902969
ACH-000408,-1.12142867513
ACH-000410,-1.28621280638
ACH-000411,-1.32502361749
ACH-000414,-1.23851284241
ACH-000415,-1.15301333496
ACH-000416,-1.1991347801799999
ACH-000420,-1.34491954064
ACH-000421,-1.07901408703
ACH-000424,-1.37606370766
ACH-000425,-1.5087006020700002
ACH-000426,-0.9091199939769999
ACH-000427,-1.0810716945999999
ACH-000433,-1.25423295236
ACH-000436,-1.3614818193599998
ACH-000444,-1.4592856733200001
ACH-000445,-1.65603203299
ACH-000448,-1.1473128960899999
ACH-000450,-1.58931831104
ACH-000452,-1.11352516045
ACH-000454,-1.2611939178899998
ACH-000458,-1.2120723436799998
ACH-000459,-1.1557165226200001
ACH-000460,-1.40123547414
ACH-000461,-1.24739389067
ACH-000463,-1.19530732362
ACH-000464,-1.5548301306
ACH-000466,-1.16975407205
ACH-000467,-1.24600197775
ACH-000468,-1.3307800772
ACH-000469,-1.2977138396799999
ACH-000470,-1.38257881034
ACH-000471,-1.40525840561
ACH-000472,-1.52006203174
ACH-000473,-1.26800551836
ACH-000475,-1.44700730917
ACH-000476,-1.0401783954700001
ACH-000477,-1.30178467369
ACH-000480,-1.1011034491399998
ACH-000481,-1.1423304829799998
ACH-000483,-1.28047915073
ACH-000484,-1.1720681782200002
ACH-000485,-1.5004527259399998
ACH-000486,-1.15452108373
ACH-000487,-1.1880437370899999
ACH-000488,-1.12511688733
ACH-000490,-1.4539942609
ACH-000491,-1.1458219123200002
ACH-000495,-1.5160566410499998
ACH-000496,-1.4075661549
ACH-000499,-1.21089707967
ACH-000500,-1.6911326649
ACH-000502,-1.09297698255
ACH-000503,-0.9797398119499999
ACH-000505,-1.5161270049200002
ACH-000507,-1.24947629767
ACH-000510,-1.4597753060499998
ACH-000511,-1.20247905284
ACH-000512,-1.30010002979
ACH-000516,-1.3134636860299997
ACH-000517,-1.31861018998
ACH-000518,-1.1064167972499999
ACH-000520,-1.0
ACH-000521,-1.34982013315
ACH-000522,-1.5064822891999998
ACH-000524,-0.895089832909
ACH-000527,-1.27238950581
ACH-000528,-1.25637765084
ACH-000537,-1.40315798114
ACH-000541,-1.05032598164
ACH-000542,-1.3727900422900001
ACH-000544,-1.2618684976799999
ACH-000545,-1.5181885207700003
ACH-000547,-1.36048618589
ACH-000548,-1.19222814903
ACH-000549,-1.01230997766
ACH-000550,-1.1944492697700002
ACH-000552,-1.2877499967200001
ACH-000556,-1.19712225717
ACH-000557,-1.5112776755200001
ACH-000570,-1.2426842552
ACH-000571,-1.44605321901
ACH-000573,-1.3510512819
ACH-000576,-1.1422601268500001
ACH-000580,-1.6732864668599998
ACH-000584,-1.4402446314700001
ACH-000585,-1.3121342204700002
ACH-000588,-1.09315832655
ACH-000589,-1.20471665268
ACH-000591,-1.27075975248
ACH-000593,-1.3576994291799998
ACH-000600,-1.47549134199
ACH-000601,-1.2263405973000001
ACH-000604,-1.5133845188100001
ACH-000605,-1.33196048964
ACH-000606,-1.17696729491
ACH-000608,-0.946662515178
ACH-000614,-1.1704070064
ACH-000616,-1.21128818358
ACH-000618,-1.05941075221
ACH-000619,-1.08522144104
ACH-000620,-1.2176923652
ACH-000621,-1.48332602119
ACH-000622,-1.37294476176
ACH-000623,-1.3994893706
ACH-000624,-1.15814513583
ACH-000627,-1.4985208950600002
ACH-000630,-1.20816582954
ACH-000632,-1.32879365531
ACH-000633,-1.47247996617
ACH-000637,-1.50533724764
ACH-000638,-1.17651361061
ACH-000646,-0.623379732751
ACH-000647,-1.34365984801
ACH-000648,-1.1734730401
ACH-000649,-1.44595773912
ACH-000651,-1.29040362892
ACH-000652,-1.47873538316
ACH-000653,-1.24296078125
ACH-000657,-1.17445909645
ACH-000658,-1.04425101421
ACH-000661,-1.0951462322
ACH-000662,-1.5742004274099999
ACH-000663,-1.16808725698
ACH-000665,-1.04048733364
ACH-000671,-1.17911545741
ACH-000673,-1.28705731263
ACH-000676,-1.29739555472
ACH-000677,-1.4520193917500002
ACH-000681,-1.31904103208
ACH-000682,-1.22546883022
ACH-000683,-1.4092680850400001
ACH-000684,-1.12296361891
ACH-000688,-1.00261454872
ACH-000693,-1.35741697308
ACH-000694,-1.11004360609
ACH-000695,-1.4404783406600001
ACH-000696,-1.3344231980299999
ACH-000697,-1.27643007439
ACH-000699,-0.9391045027380001
ACH-000701,-1.24589937851
ACH-000706,-1.16859514128
ACH-000711,-1.21619474369
ACH-000713,-1.20045430975
ACH-000714,-1.19351495523
ACH-000718,-1.26493267128
ACH-000720,-1.18790034946
ACH-000721,-1.33859815579
ACH-000724,-1.24352046192
ACH-000725,-1.3478513311000002
ACH-000732,-1.03815744516
ACH-000734,-1.3022698968100002
ACH-000735,-1.26554238362
ACH-000736,-1.17579480247
ACH-000738,-1.2794265046
ACH-000746,-1.27535457967
ACH-000747,-1.3669321072299998
ACH-000748,-1.21271158451
ACH-000753,-1.3864914846
ACH-000756,-1.4328177936500002
ACH-000757,-1.3597184360499999
ACH-000758,-1.39059461999
ACH-000760,-1.41593318614
ACH-000763,-1.35589022374
ACH-000764,-1.5912324938299998
ACH-000765,-1.45300761572
ACH-000766,-1.3601987611000002
ACH-000767,-1.49116406679
ACH-000768,-1.36250456357
ACH-000769,-1.20976968574
ACH-000770,-1.3279259561
ACH-000771,-1.20706066693
ACH-000773,-1.44338382072
ACH-000776,-1.34789562739
ACH-000777,-1.40965967257
ACH-000778,-1.28155400853
ACH-000781,-1.2622215945100002
ACH-000782,-1.30499997215
ACH-000783,-1.21952105385
ACH-000784,-1.29662660516
ACH-000785,-1.29444380218
ACH-000787,-1.12175917814
ACH-000788,-1.45266350859
ACH-000791,-1.3551759152
ACH-000792,-1.15501205396
ACH-000794,-1.36695256854
ACH-000796,-1.3570812008200002
ACH-000799,-1.3148347945
ACH-000800,-1.33234386058
ACH-000802,-1.3227197502799999
ACH-000804,-1.1795843804600001
ACH-000805,-1.5023518520299999
ACH-000809,-1.3535454598299999
ACH-000810,-1.36126320271
ACH-000811,-1.0545889861700002
ACH-000817,-1.19964969407
ACH-000819,-1.21751556427
ACH-000820,-2.13435417755
ACH-000821,-0.892399022718
ACH-000822,-1.1208420188500001
ACH-000823,-1.30642714215
ACH-000824,-1.14344265454
ACH-000827,-1.30650648914
ACH-000829,-0.865569227832
ACH-000831,-1.1101535461299998
ACH-000832,-1.1842363624299999
ACH-000833,-1.26610459457
ACH-000834,-1.39528987246
ACH-000835,-1.31890619262
ACH-000836,-1.46873835687
ACH-000837,-1.4365384001
ACH-000838,-1.21478430056
ACH-000839,-1.1747344894299998
ACH-000840,-1.05383819408
ACH-000841,-1.14957803332
ACH-000843,-0.838343962539
ACH-000846,-1.0388381795200001
ACH-000847,-1.03820921006
ACH-000848,-1.32591215269
ACH-000849,-1.23208101636
ACH-000851,-1.1918332329799999
ACH-000855,-1.24506585108
ACH-000856,-1.28492419108
ACH-000858,-1.2430051087799998
ACH-000859,-1.37303372718
ACH-000861,-1.20929647195
ACH-000862,-1.0303303086799998
ACH-000865,-1.22480491456
ACH-000866,-1.5544576306
ACH-000867,-1.3036230088299998
ACH-000869,-1.2543022681799998
ACH-000872,-1.2049042663200003
ACH-000873,-1.10417898141
ACH-000876,-0.9908481647990001
ACH-000878,-1.2170367122799999
ACH-000880,-1.2476484701200001
ACH-000881,-1.1694866443799998
ACH-000882,-1.22786646119
ACH-000884,-1.28491519916
ACH-000885,-1.24010354332
ACH-000887,-1.33695661963
ACH-000888,-1.38688790966
ACH-000889,-1.15477677046
ACH-000890,-1.5074327529700002
ACH-000896,-1.1611350869900001
ACH-000898,-1.30734284056
ACH-000900,-1.433523385
ACH-000901,-1.51967383421
ACH-000905,-1.4609006105700002
ACH-000906,-1.4393993547600001
ACH-000907,-1.3842270786700002
ACH-000910,-1.6957201919299998
ACH-000911,-1.35173172074
ACH-000912,-1.1765474244
ACH-000913,-1.36766526959
ACH-000915,-1.2567606848100001
ACH-000916,-1.23999595355
ACH-000917,-1.36945817783
ACH-000921,-1.1069814672
ACH-000924,-1.36097025837
ACH-000926,-1.5674265909
ACH-000928,-1.1694888368
ACH-000929,-1.25831355787
ACH-000932,-1.39887007676
ACH-000935,-1.33519536104
ACH-000936,-1.10838516926
ACH-000937,-1.25870234121
ACH-000938,-1.3380606955
ACH-000939,-1.35411417561
ACH-000941,-1.32118015988
ACH-000943,-1.17571388327
ACH-000946,-1.15894475438
ACH-000947,-1.40395595812
ACH-000948,-0.984893468704
ACH-000950,-1.2293271417899998
ACH-000953,-1.2290889236
ACH-000957,-1.27074193315
ACH-000958,-1.3378517466
ACH-000960,-1.2949388253
ACH-000963,-1.50935326289
ACH-000968,-1.3797496906600002
ACH-000969,-1.31540863294
ACH-000973,-1.4581059807199999
ACH-000974,-1.3906775076
ACH-000975,-1.44919217463
ACH-000976,-1.5311151781299999
ACH-000978,-1.32331028793
ACH-000980,-1.37627135485
ACH-000984,-1.58820199176
ACH-000986,-1.09748468234
ACH-000988,-1.2415287628
ACH-000993,-1.1432720859899999
ACH-000994,-1.21328851561
ACH-000996,-1.21956057098
ACH-001001,-1.25534244861
ACH-001020,-1.48233794045
ACH-001028,-1.32429955091
ACH-001031,-0.904971499113
ACH-001038,-1.28595034795
ACH-001048,-1.26488801524
ACH-001050,-1.35824824044
ACH-001053,-1.2003686160299998
ACH-001054,-1.14817150095
ACH-001061,-1.04269041722
ACH-001067,-1.3880629832700002
ACH-001075,-1.2672667704
ACH-001096,-1.06785578357
ACH-001128,-1.7341855396599999
ACH-001134,-1.32375961104
ACH-001151,-1.32391736259
ACH-001163,-1.2558072385299999
ACH-001164,-1.29266370628
ACH-001173,-1.03564298014
ACH-001183,-1.39353955551
ACH-001184,-1.0519906877299998
ACH-001190,-1.34387878286
ACH-001192,-1.33095054316
ACH-001193,-1.46878050431
ACH-001196,-1.0510893612799999
ACH-001197,-1.21821149717
ACH-001205,-1.11602298564
ACH-001211,-1.16146105897
ACH-001212,-1.4398270065099998
ACH-001228,-1.43789731695
ACH-001232,-1.31966339975
ACH-001239,-1.4647945469299999
ACH-001274,-1.5357465962999999
ACH-001275,-1.45329541717
ACH-001277,-1.48645670583
ACH-001278,-1.30362378432
ACH-001280,-1.14989229742
ACH-001283,-1.40968508278
ACH-001289,-1.38814103144
ACH-001295,-1.16931892009
ACH-001300,-1.46430351213
ACH-001301,-1.3783321758700002
ACH-001302,-1.3900648556200002
ACH-001303,-1.38978573345
ACH-001306,-1.45827077148
ACH-001318,-1.3148819039
ACH-001322,-1.37978147785
ACH-001328,-1.31111312501
ACH-001332,-1.30742782067
ACH-001333,-1.2075490625799998
ACH-001336,-1.37849775074
ACH-001340,-1.17396892824
ACH-001346,-1.16175156417
ACH-001353,-1.38373507757
ACH-001354,-1.2088010595799998
ACH-001367,-1.12395938322
ACH-001368,-1.3781488328100002
ACH-001374,-1.2109956737
ACH-001375,-1.0970051618799999
ACH-001377,-1.34746952088
ACH-001380,-1.22586141363
ACH-001391,-1.12706355902
ACH-001407,-1.26302822986
ACH-001408,-1.13858585199
ACH-001413,-1.11954445683
ACH-001430,-1.51626182868
ACH-001431,-1.38423000576
ACH-001450,-1.0720778704
ACH-001496,-1.23818979769
ACH-001500,-1.15599412832
ACH-001521,-1.11180529044
ACH-001523,-1.11344117341
ACH-001532,-1.17064326766
ACH-001536,-1.19348811034
ACH-001550,-1.4545780894100002
ACH-001552,-1.42231872085
ACH-001554,-1.0781369544200001
ACH-001645,-1.3783416873899998
ACH-001654,-1.21311474046
ACH-001715,-1.42249760665
ACH-001735,-1.19493262692
ACH-001736,-1.36844879998
ACH-001737,-1.36823646322
ACH-001740,-1.28633344598
ACH-001745,-1.19252079416
ACH-001750,-1.26241639714
ACH-001765,-1.16098910338
ACH-001956,-1.1827306264700002
ACH-001957,-1.55089566084
