,RABL6 (55684)
ACH-000004,-0.14032372665200002
ACH-000007,-0.07231527905280001
ACH-000009,-0.141458157295
ACH-000011,-0.09345864844830001
ACH-000012,-0.0438508745333
ACH-000013,-0.0769392917812
ACH-000014,-0.08583614415380002
ACH-000015,-0.164688393897
ACH-000017,-0.171610062188
ACH-000018,0.050453099106700004
ACH-000019,0.167430916874
ACH-000021,0.0144481725948
ACH-000022,-0.24882586862
ACH-000025,-0.10195327312699999
ACH-000028,0.0550909678688
ACH-000030,-0.021146800438599997
ACH-000035,-0.057585658042400005
ACH-000036,-0.030730723993599995
ACH-000037,-0.240652567696
ACH-000039,0.30213074565000003
ACH-000040,-0.106244894725
ACH-000041,-0.098565323366
ACH-000042,-0.047122217758400003
ACH-000045,-0.0769884801575
ACH-000047,-0.291442114448
ACH-000052,-0.382936170012
ACH-000053,0.05743397677519999
ACH-000054,-0.029461365103599996
ACH-000055,-0.12449648951400001
ACH-000060,-0.0466791441399
ACH-000067,-0.240891683208
ACH-000070,-0.184747107205
ACH-000075,-0.19905617060400002
ACH-000078,-0.105725773374
ACH-000082,0.07390933260560001
ACH-000085,-0.393098333859
ACH-000086,-0.0840179236785
ACH-000087,-0.0618191316787
ACH-000092,0.0391972637557
ACH-000095,-4.398637960499999e-05
ACH-000097,-0.0954438026357
ACH-000098,0.0256129096011
ACH-000099,0.0205689790758
ACH-000108,0.115352907065
ACH-000113,0.092787811517
ACH-000115,-0.174485497916
ACH-000116,-0.0599770582277
ACH-000118,-0.0370416236053
ACH-000120,-0.18187483075
ACH-000123,0.0118912259969
ACH-000127,-0.019971567324900002
ACH-000128,-0.045430184350699995
ACH-000132,-0.05573520120069999
ACH-000133,-0.00809920400109
ACH-000137,-0.252239975417
ACH-000138,-0.15715135252100002
ACH-000142,0.0298393388638
ACH-000143,0.0964982679235
ACH-000146,-0.152360694293
ACH-000148,0.0220184137979
ACH-000150,-0.0855581306401
ACH-000152,-0.15701616890200001
ACH-000153,-0.41852671849
ACH-000159,-0.0943824783465
ACH-000160,-0.14705698942
ACH-000163,-0.0365986878381
ACH-000167,0.289908627433
ACH-000168,-0.35795889726999996
ACH-000169,-0.185687688038
ACH-000178,-0.242159218856
ACH-000182,-0.278610604733
ACH-000183,-0.291262341287
ACH-000188,-0.19996684072999998
ACH-000189,0.12109464713500001
ACH-000190,-0.027482748577900003
ACH-000198,-0.019288306142
ACH-000204,0.19800547365200002
ACH-000206,0.0142206996098
ACH-000207,-0.399657233595
ACH-000211,-0.0296653227647
ACH-000215,-0.294291032538
ACH-000221,0.0156386494348
ACH-000222,-0.251473963515
ACH-000223,0.10946766773199999
ACH-000226,-0.0012076873091500001
ACH-000227,-0.0768794445875
ACH-000228,0.214435278085
ACH-000231,-0.141334742286
ACH-000232,-0.00427857313515
ACH-000233,-0.032101404064
ACH-000234,-0.19672328539900003
ACH-000235,-0.20539861771600001
ACH-000237,-0.100500814796
ACH-000238,0.039423368222300005
ACH-000243,0.051910563748900004
ACH-000244,0.0590547042431
ACH-000246,-0.030773868990199998
ACH-000248,-0.005651057437189999
ACH-000250,-0.278602636265
ACH-000251,-0.347769297583
ACH-000253,0.0293525795864
ACH-000255,-0.104363286647
ACH-000256,-0.062036583956500004
ACH-000257,-0.273095514732
ACH-000258,0.16444767743799998
ACH-000259,0.01564040091
ACH-000260,-0.151955536634
ACH-000261,-0.145895004518
ACH-000262,-0.256282373718
ACH-000263,-0.244133754401
ACH-000264,-0.212303440527
ACH-000265,-0.12475092474300001
ACH-000266,0.039082207102099996
ACH-000272,-0.04512602460659999
ACH-000273,-0.18303325804200002
ACH-000274,-0.208997985759
ACH-000277,-0.119590140888
ACH-000278,-0.0406068191284
ACH-000279,-0.06776601877039999
ACH-000280,-0.16472006334
ACH-000281,0.0334608239118
ACH-000288,0.026656415350599996
ACH-000291,-0.089640042918
ACH-000293,-0.029245327814700003
ACH-000294,-0.0808800430734
ACH-000295,-0.129679429475
ACH-000296,-0.062321533764300004
ACH-000302,-0.21899524065
ACH-000304,-0.347092299594
ACH-000307,-0.17662039175500002
ACH-000308,-0.0820765855258
ACH-000310,0.0496651310054
ACH-000311,-0.040062647390999996
ACH-000312,-0.11041817307499999
ACH-000315,-0.541219698966
ACH-000316,-0.0966722882467
ACH-000317,0.0442144926832
ACH-000318,-0.169288859364
ACH-000319,0.138153096597
ACH-000320,-0.034313286661
ACH-000322,0.190802600881
ACH-000323,0.08468339659919999
ACH-000324,-0.15418041440400002
ACH-000329,-0.236000677762
ACH-000330,0.08829631883479999
ACH-000331,0.06738869305049999
ACH-000332,-0.06125718036280001
ACH-000334,-0.33206329994399997
ACH-000335,-0.053792243115600005
ACH-000336,-0.213871812868
ACH-000337,0.07001828166280001
ACH-000339,-0.07558355178010001
ACH-000341,-0.109743222095
ACH-000348,-0.107816391252
ACH-000350,-0.145151409519
ACH-000352,-0.029633676901700004
ACH-000356,-0.311262133878
ACH-000361,-0.061433829628300005
ACH-000362,-0.157463766621
