,HIST1H3J (8356)
ACH-000004,-0.142234223848
ACH-000007,-0.258563189436
ACH-000009,-0.06542157783869999
ACH-000011,-0.163673918481
ACH-000012,-0.23250557441199998
ACH-000013,-0.08527884352810002
ACH-000014,-0.10295899468599999
ACH-000015,-0.10180810370200001
ACH-000017,-0.0847284000089
ACH-000018,-0.428794743021
ACH-000019,-0.186744826079
ACH-000021,-0.0748766298175
ACH-000022,-0.138859051496
ACH-000025,-0.526586805945
ACH-000028,-0.187756852755
ACH-000030,-0.305229840644
ACH-000035,-0.23565243579300002
ACH-000036,-0.232569402955
ACH-000037,-0.252938832627
ACH-000039,-0.09250219351870001
ACH-000040,-0.273778683558
ACH-000041,-0.0317012568286
ACH-000042,-0.10990008453
ACH-000045,-0.13492720636299999
ACH-000047,-0.045117777242
ACH-000052,-0.44646534941000005
ACH-000053,-0.27383593350900004
ACH-000054,-0.299845862631
ACH-000055,-0.401708590592
ACH-000060,-0.328272143337
ACH-000067,-0.199057151323
ACH-000070,-0.44395665499700004
ACH-000075,-0.535013084133
ACH-000078,-0.324624455718
ACH-000082,-0.15911331362199999
ACH-000085,-0.42219322330799997
ACH-000086,-0.538171103169
ACH-000087,-0.10926792067600001
ACH-000092,-0.239789763243
ACH-000095,-0.142240114801
ACH-000097,-0.311077363413
ACH-000098,-0.463458186837
ACH-000099,-0.15307750225800001
ACH-000108,-0.0810968517391
ACH-000113,-0.37807934439999996
ACH-000115,-0.388521396817
ACH-000116,-0.035911016757199994
ACH-000118,-0.278389307107
ACH-000120,0.0843726902659
ACH-000123,-0.179446364013
ACH-000127,-0.123700555147
ACH-000128,-0.285246906405
ACH-000132,-0.114871341086
ACH-000133,-0.13978253377699998
ACH-000137,-0.301594500716
ACH-000138,-0.196700379216
ACH-000142,-0.290217378104
ACH-000143,-0.147856209889
ACH-000146,0.0256104627813
ACH-000148,-0.133030969221
ACH-000150,0.0951303404857
ACH-000152,-0.281529170411
ACH-000153,-0.317020151319
ACH-000159,-0.150184424056
ACH-000160,-0.40343402585999993
ACH-000163,-0.137562414528
ACH-000167,-0.159110886659
ACH-000168,-0.17211051230000002
ACH-000169,-0.369961463048
ACH-000178,-0.23291186291299998
ACH-000182,-0.30617339722
ACH-000183,-0.21362715982299998
ACH-000188,-0.508150141424
ACH-000189,-0.346967428137
ACH-000190,-0.265449979663
ACH-000198,-0.18114072899999997
ACH-000204,-0.09068431922260001
ACH-000206,-0.481983724463
ACH-000207,-0.332499354594
ACH-000211,-0.26956988292100004
ACH-000215,-0.35104487459399997
ACH-000221,-0.0838744852428
ACH-000222,0.053898301246100004
ACH-000223,-0.281694987172
ACH-000226,-0.165089535712
ACH-000227,-0.181538119336
ACH-000228,-0.333741348791
ACH-000231,-0.251345571043
ACH-000232,-0.18236039335700002
ACH-000233,-0.305680823767
ACH-000234,0.07000912768239999
ACH-000235,-0.12251717034399999
ACH-000237,-0.290468512677
ACH-000238,-0.0901051426764
ACH-000243,-0.0867184989718
ACH-000244,-0.295172850287
ACH-000246,-0.24878072528099998
ACH-000248,-0.21940090981899998
ACH-000250,-0.225904144566
ACH-000251,-0.5472248582029999
ACH-000253,-0.140774022628
ACH-000255,-0.08468678250129999
ACH-000256,0.0477583551853
ACH-000257,0.216298475435
ACH-000258,-0.268295457694
ACH-000259,-0.195388972997
ACH-000260,-0.279556543563
ACH-000261,-0.160559779585
ACH-000262,-0.407762771579
ACH-000263,-0.342468239643
ACH-000264,-0.19524349977299998
ACH-000265,-0.37326658418799996
ACH-000266,-0.136379428335
ACH-000272,-0.23436432456999998
ACH-000273,-0.145786994153
ACH-000274,-0.295227329404
ACH-000277,-0.00821619372313
ACH-000278,-0.34219457500699996
ACH-000279,-0.124184800351
ACH-000280,-0.166561298953
ACH-000281,0.051077722915400005
ACH-000288,-0.235054172909
ACH-000291,-0.0424252398104
ACH-000293,-0.128969240146
ACH-000294,-0.1559980675
ACH-000295,-0.202963221364
ACH-000296,0.0284373581495
ACH-000302,-0.191350628734
ACH-000304,-0.143270074553
ACH-000307,-0.207996040771
ACH-000308,-0.212888439045
ACH-000310,-0.14807923969599998
ACH-000311,-0.116080063072
ACH-000312,-0.037946833074
ACH-000315,-0.210312822883
ACH-000316,-0.05247380378619999
ACH-000317,-0.352603764866
ACH-000318,-0.08822735268580001
ACH-000319,-0.17912548725900002
ACH-000320,0.240623607289
ACH-000322,0.021734019711000002
ACH-000323,-0.289994085548
ACH-000324,-0.16849045001899998
ACH-000329,-0.269611935222
ACH-000330,-0.24395204855
ACH-000331,-0.33806026984
ACH-000332,-0.16181898254000002
ACH-000334,-0.450163670116
ACH-000335,-0.446219758195
ACH-000336,0.123824436525
ACH-000337,-0.233581641811
ACH-000339,-0.20501788895999998
ACH-000341,0.0509561325263
ACH-000348,-0.27453347039000003
ACH-000350,-0.0495492527809
ACH-000352,-0.0066862733863300005
ACH-000356,-0.221075854385
ACH-000361,-0.239261997553
ACH-000362,-0.300559545281
ACH-000363,-0.18345242896800001
ACH-000364,-0.123540880263
ACH-000365,-0.108052374199
ACH-000366,-0.209393036772
ACH-000368,-0.26444663987
ACH-000374,-0.498150171255
ACH-000375,-0.21675080917
ACH-000376,-0.18186918571
ACH-000381,-0.20872440454799998
ACH-000383,-0.107398318901
ACH-000387,-0.15660684874199998
ACH-000389,-0.146085994627
ACH-000390,-0.0169303330809
ACH-000393,-0.314926314231
ACH-000395,-0.120544228036
ACH-000397,-0.08851793975689999
ACH-000401,-0.208698298649
ACH-000402,-0.0167461080398
ACH-000403,-0.158721764136
ACH-000404,-0.161507278814
ACH-000406,-0.11477163170499999
ACH-000407,-0.089223719247
ACH-000408,-0.13578114679
ACH-000410,-0.282933735419
ACH-000411,-0.352466864094
ACH-000414,-0.111629870912
ACH-000415,-0.10121934048499999
ACH-000416,-0.157402769996
ACH-000420,0.0103465095571
ACH-000421,-0.22696493563200001
ACH-000424,-0.39689547181900003
ACH-000425,-0.21750375661999996
ACH-000426,-0.18497396559300003
ACH-000427,-0.330402972924
ACH-000433,0.08040909637930001
ACH-000436,-0.17350404345400003
ACH-000444,-0.23329335553000002
ACH-000445,-0.260381963882
ACH-000448,-0.0200030601323
ACH-000450,-0.404999967847
ACH-000452,-0.438372965063
ACH-000454,-0.488854026151
ACH-000458,-0.30742833362
ACH-000459,-0.357103479566
ACH-000460,-0.11735203719699999
ACH-000461,-0.257820195861
ACH-000463,-0.46642579971500003
ACH-000464,0.0259883217743
