,THUMPD1 (55623)
ACH-000004,-0.36499345728200006
ACH-000007,-0.281481150416
ACH-000009,-0.127739808943
ACH-000011,-0.31655068566100003
ACH-000012,-0.42985541203999994
ACH-000013,-0.472844487045
ACH-000014,-0.39253555424900005
ACH-000015,-0.35234117367299994
ACH-000017,-0.15258791979
ACH-000018,-0.612385428405
ACH-000019,-0.318474481912
ACH-000021,-0.367087658176
ACH-000022,-0.380390820817
ACH-000025,-0.628834611102
ACH-000028,-0.25684516128699997
ACH-000030,-0.388249260052
ACH-000035,-0.6371266230789999
ACH-000036,-0.466571426638
ACH-000037,-0.367141455341
ACH-000039,-0.632472251916
ACH-000040,-0.521221360978
ACH-000041,-0.255078058512
ACH-000042,-0.152491726619
ACH-000045,-0.451579376534
ACH-000047,-0.44715064641400004
ACH-000052,-0.21302276750100002
ACH-000053,-0.292103246468
ACH-000054,-0.326383987084
ACH-000055,-0.134647286893
ACH-000060,-0.280395978441
ACH-000067,-0.26902838291
ACH-000070,-0.142591727413
ACH-000075,-0.607765969921
ACH-000078,-0.38111936992600004
ACH-000082,-0.13012513863800002
ACH-000085,-0.416654932136
ACH-000086,-0.224041202485
ACH-000087,-0.569046239775
ACH-000092,-0.39731158180200005
ACH-000095,-0.37875554656599997
ACH-000097,-0.328108619719
ACH-000098,-0.30486491281800004
ACH-000099,-0.280964514254
ACH-000108,-0.424915089786
ACH-000113,-0.141884059542
ACH-000115,-0.302937553264
ACH-000116,-0.38446377978699997
ACH-000118,-0.288146844307
ACH-000120,-0.332505581105
ACH-000123,-0.600134698012
ACH-000127,-0.6182252491100001
ACH-000128,0.026655918921300002
ACH-000132,-0.32514525153499996
ACH-000133,-0.268549477802
ACH-000137,-0.340704353213
ACH-000138,-0.330090348303
ACH-000142,-0.5138510584489999
ACH-000143,-0.380081050723
ACH-000146,-0.313167891608
ACH-000148,-0.371459704723
ACH-000150,-0.16873153680599998
ACH-000152,-0.259991551079
ACH-000153,-0.534773085757
ACH-000159,-0.46216326274499997
ACH-000160,-0.19914633827599998
ACH-000163,-0.236342127165
ACH-000167,-0.4148380049
ACH-000168,-0.248547828221
ACH-000169,-0.182090329511
ACH-000178,-0.430680482708
ACH-000182,-0.47007010958800005
ACH-000183,-0.154585931692
ACH-000188,-0.355167051292
ACH-000189,-0.243966182752
ACH-000190,-0.140251087176
ACH-000198,-0.431378762413
ACH-000204,-0.34117090205399997
ACH-000206,-0.101921532672
ACH-000207,-0.298094401708
ACH-000211,-0.295403584573
ACH-000215,-0.479138579948
ACH-000221,-0.345229503723
ACH-000222,-0.339402704851
ACH-000223,-0.227724105965
ACH-000226,-0.303201078293
ACH-000227,-0.29582790421599997
ACH-000228,-0.259213435207
ACH-000231,-0.381415879511
ACH-000232,-0.263945149965
ACH-000233,-0.425936589433
ACH-000234,-0.339003749379
ACH-000235,-0.287060546863
ACH-000237,-0.281253664487
ACH-000238,-0.09733347787310001
ACH-000243,-0.5572569347190001
ACH-000244,-0.269939579702
ACH-000246,-0.22209948473700003
ACH-000248,-0.583232085697
ACH-000250,-0.48161396891400005
ACH-000251,-0.38780006500799996
ACH-000253,-0.365220521561
ACH-000255,-0.331371428911
ACH-000256,0.029089293555400002
ACH-000257,-0.581040605464
ACH-000258,-0.504336135938
ACH-000259,-0.27397372208799997
ACH-000260,-0.510476240425
ACH-000261,-0.412741146422
ACH-000262,-0.285117658274
ACH-000263,-0.222877118044
ACH-000264,-0.266038272839
ACH-000265,-0.40521322740599997
ACH-000266,-0.249349371982
ACH-000272,-0.315662439087
ACH-000273,-0.38781663295100005
ACH-000274,-0.37135289200599997
ACH-000277,-0.265808866574
ACH-000278,-0.446297455139
ACH-000279,-0.53754579782
ACH-000280,-0.6723746076039999
ACH-000281,-0.259171876578
ACH-000288,-0.315011060706
ACH-000291,-0.402699978702
ACH-000293,-0.229241689995
ACH-000294,-0.866442812282
ACH-000295,-0.532443681615
ACH-000296,-0.41380851075900005
ACH-000302,-0.180869721859
ACH-000304,-0.342566183687
ACH-000307,-0.237109680954
ACH-000308,-0.40071707786300004
ACH-000310,-0.5225480262250001
ACH-000311,-0.403866451446
ACH-000312,-0.318300654029
ACH-000315,-0.414232468131
ACH-000316,-0.302520151912
ACH-000317,-0.27324504046500003
ACH-000318,-0.252348188273
ACH-000319,-0.434097326045
ACH-000320,-0.272919330253
ACH-000322,-0.366724557763
ACH-000323,-0.36124930360299995
