,PRC1 (9055)
ACH-000004,-1.237467275
ACH-000007,-1.52019425584
ACH-000009,-1.67143803851
ACH-000011,-1.02307618679
ACH-000012,-1.20697673321
ACH-000013,-1.44984977705
ACH-000014,-1.3479697073199999
ACH-000015,-1.21846957416
ACH-000017,-1.3729602081099999
ACH-000018,-1.31344845035
ACH-000019,-1.43490041662
ACH-000021,-1.15548227153
ACH-000022,-1.5231468609799999
ACH-000025,-1.46414878208
ACH-000028,-1.14569398198
ACH-000030,-1.3580267904199999
ACH-000035,-1.28112379309
ACH-000036,-1.4030932704199999
ACH-000037,-2.00348511431
ACH-000039,-1.53072419623
ACH-000040,-1.2002761792899999
ACH-000041,-1.5737520581600002
ACH-000042,-1.4890314748
ACH-000045,-1.64267742905
ACH-000047,-1.05475763079
ACH-000052,-1.14500234502
ACH-000053,-1.38596821889
ACH-000054,-1.3385030842299999
ACH-000055,-1.49176689507
ACH-000060,-1.55503269415
ACH-000067,-1.52924340226
ACH-000070,-1.7278641545400002
ACH-000075,-1.23406233249
ACH-000078,-1.4515979995100001
ACH-000082,-1.31356088406
ACH-000085,-1.50536119903
ACH-000086,-1.39209370222
ACH-000087,-1.60162846053
ACH-000092,-1.58890226451
ACH-000095,-1.5051789571
ACH-000097,-1.20998620286
ACH-000098,-1.37250590076
ACH-000099,-1.34312296125
ACH-000108,-1.2016401480299999
ACH-000113,-1.32830892466
ACH-000115,-1.7738592900499999
ACH-000116,-1.34291229471
ACH-000118,-1.3208651242799998
ACH-000120,-1.3859353709399997
ACH-000123,-1.18875703334
ACH-000127,-1.5187220687
ACH-000128,-1.2348504892299998
ACH-000132,-1.5640999231200001
ACH-000133,-1.29990112363
ACH-000137,-1.45430160999
ACH-000138,-1.3875178730200002
ACH-000142,-1.12641052016
ACH-000143,-1.5144657414200002
ACH-000146,-1.6481716961300001
ACH-000148,-1.34629731009
ACH-000150,-1.32837963539
ACH-000152,-1.40022998588
ACH-000153,-1.41924886153
ACH-000159,-1.67157895264
ACH-000160,-1.84202056214
ACH-000163,-1.41180070751
ACH-000167,-1.3758262606
ACH-000168,-1.6105080331600001
ACH-000169,-1.3562587817700003
ACH-000178,-1.3180125843100001
ACH-000182,-1.62065683255
ACH-000183,-1.3466160378999998
ACH-000188,-1.34960123597
ACH-000189,-1.6490573440399998
ACH-000190,-1.44982541444
ACH-000198,-1.5529092415099999
ACH-000204,-1.20114633346
ACH-000206,-1.25295066601
ACH-000207,-1.5983434985499998
ACH-000211,-1.5013207943200002
ACH-000215,-1.60868787291
ACH-000221,-1.18150770248
ACH-000222,-1.3623696292899998
ACH-000223,-1.50464545038
ACH-000226,-1.4010186353999998
ACH-000227,-2.07521832767
ACH-000228,-1.61933809639
ACH-000231,-1.36408252427
ACH-000232,-1.62944246708
ACH-000233,-1.57382319976
ACH-000234,-1.54175706885
ACH-000235,-1.40368304811
ACH-000237,-1.55312540158
ACH-000238,-1.29944031852
ACH-000243,-1.4290426601
ACH-000244,-1.6710773148500002
ACH-000246,-1.34968524554
ACH-000248,-1.24928360094
ACH-000250,-1.4829571124899998
ACH-000251,-1.3745306080700002
ACH-000253,-1.35692757097
ACH-000255,-1.36378674038
ACH-000256,-1.6894073914200003
ACH-000257,-1.59431479199
ACH-000258,-1.4358923293299999
ACH-000259,-1.24063800387
ACH-000260,-1.41270877041
ACH-000261,-1.57721871839
ACH-000262,-1.27265908177
ACH-000263,-2.31298577405
ACH-000264,-1.5119228065900001
ACH-000265,-1.45772256257
ACH-000266,-1.48816604227
ACH-000272,-1.54646596486
ACH-000273,-1.36011804682
ACH-000274,-1.17789719653
ACH-000277,-0.934954302421
ACH-000278,-1.2099062955700002
ACH-000279,-1.54957318807
ACH-000280,-1.45441159114
ACH-000281,-1.2174491248000001
ACH-000288,-1.63365917522
ACH-000291,-1.4591759857299997
ACH-000293,-1.33252229606
ACH-000294,-1.19583062295
ACH-000295,-1.54546970441
ACH-000296,-1.32233224903
ACH-000302,-1.16421527023
ACH-000304,-1.3399299852200002
ACH-000307,-1.50142343335
ACH-000308,-1.3952533022799998
ACH-000310,-1.4833876749200001
ACH-000311,-1.01267297486
ACH-000312,-1.33383912324
ACH-000315,-1.0696877600299999
ACH-000316,-1.56067235472
ACH-000317,-1.32200316055
ACH-000318,-1.4658047528600002
ACH-000319,-1.30303036375
ACH-000320,-1.57225079938
ACH-000322,-1.2678786621
ACH-000323,-1.5753455195700001
ACH-000324,-1.39588760375
ACH-000329,-1.6961914764100001
ACH-000330,-1.34529753208
ACH-000331,-1.2577237772
ACH-000332,-1.3928256921200002
ACH-000334,-1.02659314649
ACH-000335,-1.10755908016
ACH-000336,-1.7166610476100002
ACH-000337,-1.67857320044
ACH-000339,-1.21835716278
ACH-000341,-1.4551226306
ACH-000348,-0.897134646126
ACH-000350,-1.3803123068799998
ACH-000352,-0.857963854224
ACH-000356,-1.3003242318700001
ACH-000361,-1.4034646342500001
ACH-000362,-1.50262440607
ACH-000363,-1.3014571664499999
ACH-000364,-1.59384951306
ACH-000365,-1.37019343803
ACH-000366,-1.3133399903
ACH-000368,-1.45963724356
ACH-000374,-1.4574551248899998
ACH-000375,-1.5208189005200001
ACH-000376,-1.23724210526
ACH-000381,-1.43045615032
ACH-000383,-1.8382819709
ACH-000387,-1.34629487432
ACH-000389,-1.29598979371
ACH-000390,-1.50227018213
ACH-000393,-1.57283933772
ACH-000395,-1.43217414649
ACH-000397,-1.49066582759
ACH-000401,-1.16264897438
ACH-000402,-1.30401248003
ACH-000403,-1.66394852752
ACH-000404,-1.6518610451
ACH-000406,-1.23688314047
ACH-000407,-1.38522089539
ACH-000408,-1.14340397686
ACH-000410,-1.4396651003
ACH-000411,-1.39374150313
ACH-000414,-1.41469269068
ACH-000415,-1.2766402780700001
ACH-000416,-1.28671001504
ACH-000420,-1.63874931526
ACH-000421,-1.33494304235
ACH-000424,-1.71932125177
ACH-000425,-1.16190545975
ACH-000426,-1.3362633986599999
ACH-000427,-1.55009673121
ACH-000433,-1.48978257582
ACH-000436,-1.29333441175
ACH-000444,-1.16218525007
ACH-000445,-1.3207046337100001
ACH-000448,-1.51248110301
ACH-000450,-1.24204039189
ACH-000452,-1.3204859112
ACH-000454,-1.3243689744299998
ACH-000458,-1.42967115718
ACH-000459,-0.5540533140280001
ACH-000460,-1.4037205884200001
ACH-000461,-1.40684994566
ACH-000463,-1.38780541502
ACH-000464,-1.4578416747
ACH-000466,-1.6607817006
ACH-000467,-1.5705505284299999
ACH-000468,-1.5873791614200001
ACH-000469,-1.4863705275299999
ACH-000470,-1.68786728007
ACH-000471,-1.5903152197900001
ACH-000472,-1.76523665325
ACH-000473,-1.3472972147600002
ACH-000475,-1.51194601963
ACH-000476,-1.44868638271
ACH-000477,-1.20554106994
ACH-000480,-1.06787760103
ACH-000481,-2.12748977632
ACH-000483,-1.20001934044
ACH-000484,-1.8276161985900004
ACH-000485,-1.50101767312
ACH-000486,-1.3558592607100002
ACH-000487,-1.46942982278
ACH-000488,-1.3074914058700002
ACH-000490,-1.28806908425
ACH-000491,-1.63448614
ACH-000495,-1.22353931615
ACH-000496,-1.44660763205
ACH-000499,-1.22798276756
ACH-000500,-1.9044408531099999
ACH-000502,-1.24339674756
ACH-000503,-1.37313871961
ACH-000505,-1.39714845314
ACH-000507,-1.19006882457
ACH-000510,-1.4105303288799997
ACH-000511,-1.1256908586
ACH-000512,-1.25605299863
ACH-000516,-1.55624152623
ACH-000517,-1.7379600676099998
ACH-000518,-1.27632746051
ACH-000520,-1.53500013322
ACH-000521,-1.36077028485
ACH-000522,-1.55856945133
ACH-000524,-1.0130082195299999
ACH-000527,-1.42386750566
ACH-000528,-1.3876824003000001
ACH-000537,-1.3638123387
ACH-000541,-1.31766264703
ACH-000542,-1.54616166651
ACH-000544,-1.33992351631
ACH-000545,-1.16256587963
ACH-000547,-1.2608975136
ACH-000548,-1.336960011
ACH-000549,-1.46227221093
ACH-000550,-1.53671275427
ACH-000552,-1.41178868155
ACH-000556,-1.54039224812
ACH-000557,-2.26903807955
ACH-000570,-1.4424966989899999
ACH-000571,-1.87833161415
ACH-000573,-1.12828700732
ACH-000576,-1.26985956897
ACH-000580,-1.36810112177
ACH-000584,-1.34357964214
ACH-000585,-1.56069361426
ACH-000588,-1.0285838270899998
ACH-000589,-1.38338380775
ACH-000591,-1.3283320076
ACH-000593,-1.5679597254100002
ACH-000600,-1.47661076991
ACH-000601,-1.32427199509
ACH-000604,-1.34972403537
ACH-000605,-1.24904343505
ACH-000606,-1.4079375324399999
ACH-000608,-1.41830465915
ACH-000614,-1.4007720529899998
ACH-000616,-1.26668778729
ACH-000618,-1.16187718739
ACH-000619,-1.31425118827
ACH-000620,-1.5808034004499998
ACH-000621,-1.22095012364
ACH-000622,-1.13155151728
ACH-000623,-1.22722600927
ACH-000624,-1.51182315067
ACH-000627,-1.3736439384299999
ACH-000630,-1.43460503305
ACH-000632,-1.39491473989
ACH-000633,-1.51469648807
ACH-000637,-1.5928084189700003
ACH-000638,-1.25449595545
ACH-000646,-1.3440589590600003
ACH-000647,-1.5260777707799997
ACH-000648,-1.3930269841799998
ACH-000649,-1.32942620061
ACH-000651,-1.3740755014200001
ACH-000652,-1.6611562556000001
ACH-000653,-1.4053210983500002
ACH-000657,-1.48442539521
ACH-000658,-1.3656688216100001
ACH-000661,-1.09526879532
ACH-000662,-1.6668497843999999
ACH-000663,-1.39384218553
ACH-000665,-1.4100030137600001
ACH-000671,-1.28974191704
ACH-000673,-1.5191750063999998
ACH-000676,-1.20110208875
ACH-000677,-1.4349891140200002
ACH-000681,-1.20067107063
ACH-000682,-1.2490663166
ACH-000683,-1.71698378846
ACH-000684,-1.2929409459899999
ACH-000688,-1.10739321924
ACH-000693,-1.2770011862000001
ACH-000694,-1.42035476652
ACH-000695,-1.6594231487600002
ACH-000696,-1.27373657155
ACH-000697,-1.44011201821
ACH-000699,-1.48878377117
ACH-000701,-1.47583026023
ACH-000706,-1.45103721687
ACH-000711,-1.3974844309799999
ACH-000713,-1.30754871983
ACH-000714,-1.44049424187
ACH-000718,-1.46576459872
ACH-000720,-1.50967871773
ACH-000721,-1.59333499178
ACH-000724,-1.49791968974
ACH-000725,-1.2632946303700001
ACH-000732,-1.1853879229200002
ACH-000734,-1.38771904891
ACH-000735,-1.4877656485799997
ACH-000736,-1.4272153993
ACH-000738,-1.35514683459
ACH-000746,-1.3094348544
ACH-000747,-1.2542954747600001
ACH-000748,-1.31694033691
ACH-000753,-1.47087039919
ACH-000756,-1.6443375272999998
ACH-000757,-1.4721809649200002
ACH-000758,-1.41037428348
ACH-000760,-1.45138631661
ACH-000763,-1.3660776744999998
ACH-000764,-1.68424867229
ACH-000765,-1.2994171422299998
ACH-000766,-1.43301414434
ACH-000767,-1.96616334284
ACH-000768,-1.38174594496
ACH-000769,-1.03942200377
ACH-000770,-1.4007294505599999
ACH-000771,-1.36614385055
ACH-000773,-1.58278980224
ACH-000776,-1.65834360963
ACH-000777,-1.5012340135
ACH-000778,-1.8619365062400002
ACH-000781,-1.3415811565200002
ACH-000782,-1.17172107579
ACH-000783,-1.9727062314700001
ACH-000784,-1.5587239059600002
ACH-000785,-1.4916680521399999
ACH-000787,-1.40731386735
ACH-000788,-1.43288188743
ACH-000791,-1.01993746003
ACH-000792,-1.63747831106
ACH-000794,-1.38543265124
ACH-000796,-1.58162316055
ACH-000799,-1.4099634569100001
ACH-000800,-1.55169805134
ACH-000802,-1.49000263808
ACH-000804,-1.27429282959
ACH-000805,-1.20832203077
ACH-000809,-1.3826088791100002
ACH-000810,-0.543375734284
ACH-000811,-1.7725754183200002
ACH-000817,-1.0094844440000001
ACH-000819,-1.4290099131
ACH-000820,-0.804122299146
ACH-000821,-1.2659664803
ACH-000822,-1.17411864343
ACH-000823,-1.28723535065
ACH-000824,-1.53590056762
ACH-000827,-1.1818450466
ACH-000829,-1.43116038349
ACH-000831,-1.22901201661
ACH-000832,-1.38147980263
