,PRC1 (9055)
ACH-000833,-1.76593936117
ACH-000834,-1.20604994539
ACH-000835,-1.36040974265
ACH-000836,-1.68143652641
ACH-000837,-1.16274632232
ACH-000838,-1.4199303745200003
ACH-000839,-1.4813681353
ACH-000840,-1.30810894067
ACH-000841,-1.4053424379799997
ACH-000843,-1.2205371411700001
ACH-000846,-1.40828316437
ACH-000847,-1.7756561645599998
ACH-000848,-1.32213988177
ACH-000849,-1.82116638347
ACH-000851,-1.2992475140100002
ACH-000855,-1.40216155593
ACH-000856,-1.5250040792299997
ACH-000858,-1.13514178963
ACH-000859,-1.23967097172
ACH-000861,-1.3773899305200001
ACH-000862,-1.1767974596700002
ACH-000865,-1.27344377865
ACH-000866,-1.24818603821
ACH-000867,-1.54979098326
ACH-000869,-1.0207483113
ACH-000872,-1.32616405427
ACH-000873,-1.20367136345
ACH-000876,-0.772935762166
ACH-000878,-1.14332114725
ACH-000880,-1.38302453666
ACH-000881,-1.46632117178
ACH-000882,-0.711982055752
ACH-000884,-1.38386778991
ACH-000885,-1.44476227292
ACH-000887,-1.43548096163
ACH-000888,-1.5565841976700001
ACH-000889,-1.27339366763
ACH-000890,-1.32348350645
ACH-000896,-1.4399501562700001
ACH-000898,-1.55049250637
ACH-000900,-1.27611295905
ACH-000901,-1.6391042013100001
ACH-000905,-1.2935732341
ACH-000906,-1.6553073014200002
ACH-000907,-1.27304754687
ACH-000910,-0.980324626562
ACH-000911,-1.40280926611
ACH-000912,-1.10785925901
ACH-000913,-1.50171943331
ACH-000915,-1.28880728083
ACH-000916,-1.3582844839700001
ACH-000917,-1.3549509661399999
ACH-000921,-1.29163324034
ACH-000924,-1.2389142882700002
ACH-000926,-1.86816044597
ACH-000928,-1.5256656073700001
ACH-000929,-1.5408189935799999
ACH-000932,-1.22035320691
ACH-000935,-1.1466976011799999
ACH-000936,-1.50363056161
ACH-000937,-1.8310282481
ACH-000938,-1.9239758591
ACH-000939,-1.6636079643000001
ACH-000941,-1.5705639097100001
ACH-000943,-1.1095821446
ACH-000946,-1.22479378184
ACH-000947,-1.20819299948
ACH-000948,-1.1714755045899998
ACH-000950,-1.2662690317299998
ACH-000953,-1.84448042349
ACH-000957,-1.47746153121
ACH-000958,-1.4630502178
ACH-000960,-1.89849199634
ACH-000963,-1.5645873601299998
ACH-000968,-1.00254848372
ACH-000969,-1.0973535717
ACH-000973,-1.3631501916
ACH-000974,-1.33238872828
ACH-000975,-1.18782586679
ACH-000976,-1.3206469283
ACH-000978,-1.3636847795200002
ACH-000980,-1.6239012083700002
ACH-000984,-1.19596954516
ACH-000986,-1.47909303918
ACH-000988,-1.16026633721
ACH-000993,-1.08887076467
ACH-000994,-1.6771327786
ACH-000996,-1.4111100331
ACH-001001,-1.46660052399
ACH-001020,-1.4912100307799998
ACH-001028,-1.59657224829
ACH-001031,-1.03805388913
ACH-001038,-1.63603661226
ACH-001048,-1.45703855601
ACH-001050,-1.66889074244
ACH-001053,-1.17845489673
ACH-001054,-1.3711424101899998
ACH-001061,-1.30869759955
ACH-001067,-1.16537733719
ACH-001075,-1.4609826567500002
ACH-001096,-1.4001336995500002
ACH-001128,-1.9374957954700003
ACH-001134,-1.30599951319
ACH-001151,-1.4144803526299998
ACH-001163,-1.6055543668399999
ACH-001164,-1.50324321014
ACH-001173,-1.3349796894600001
ACH-001183,-1.09242015876
ACH-001184,-1.52185510512
ACH-001190,-1.5128988115000002
ACH-001192,-1.5324798384799998
ACH-001193,-1.4254002988299999
ACH-001196,-1.3909167486899998
ACH-001197,-1.32587529419
ACH-001205,-1.48291690057
ACH-001211,-1.31821661564
ACH-001212,-1.08005978051
ACH-001228,-1.54150800766
ACH-001232,-1.53246773185
ACH-001239,-1.2642704674299998
ACH-001274,-1.5257115795700003
ACH-001275,-1.28300670474
ACH-001277,-1.6618748934
ACH-001278,-1.4345518586200001
ACH-001280,-1.17369776751
ACH-001283,-1.26896920558
ACH-001289,-1.3213071645999999
ACH-001295,-1.50760614089
ACH-001300,-1.4043531682700001
ACH-001301,-1.38404260768
ACH-001302,-1.5086686718399998
ACH-001303,-1.5648344509
ACH-001306,-1.4392793020200003
ACH-001318,-1.12651862579
ACH-001322,-1.39295062062
ACH-001328,-1.4128162955899999
ACH-001332,-1.40380213373
ACH-001333,-1.31295931343
ACH-001336,-1.5029312560199999
ACH-001340,-1.1371400495200001
ACH-001346,-1.41298883903
ACH-001353,-1.37561551837
ACH-001354,-1.32049055595
ACH-001367,-1.3158898992
ACH-001368,-1.4277720165999999
ACH-001374,-1.66299638528
ACH-001375,-1.2377553202
ACH-001377,-1.18827517684
ACH-001380,-1.3296731977
ACH-001391,-1.63285267127
ACH-001407,-1.51766251729
ACH-001408,-1.46718687403
ACH-001413,-1.47998943555
ACH-001430,-1.73652569793
ACH-001431,-1.1698669959899999
ACH-001450,-1.40103939393
ACH-001496,-1.5441690596000002
ACH-001500,-1.24670980095
ACH-001521,-1.7705080686099997
ACH-001523,-1.2691547893200001
ACH-001532,-1.3827511304799998
ACH-001536,-1.3101368149
ACH-001550,-1.73605429342
ACH-001552,-1.4383685409
ACH-001554,-1.32719052082
ACH-001645,-1.20529521025
ACH-001654,-1.44660667475
ACH-001715,-1.03130245364
ACH-001735,-1.47191543246
ACH-001736,-1.6522066214200002
ACH-001737,-1.60088047431
ACH-001740,-1.4920449829499998
ACH-001745,-1.10743939996
ACH-001750,-1.39540404996
ACH-001765,-1.6341067013600001
ACH-001956,-1.29919481584
ACH-001957,-1.1192368545
