,MRRF (92399)
ACH-000004,-0.09498546041349999
ACH-000007,-0.04943042524209999
ACH-000009,-0.165192000044
ACH-000011,0.156026986511
ACH-000012,-0.17745380897399998
ACH-000013,-0.166384711322
ACH-000014,0.05073621123369999
ACH-000015,-0.271585249579
ACH-000017,-0.0649222377144
ACH-000018,0.11226462021400001
ACH-000019,-0.0850537755722
ACH-000021,-0.110694566306
ACH-000022,-0.0595377594933
ACH-000025,-0.015089342875999999
ACH-000028,-0.0108305506436
ACH-000030,0.030774112223400003
ACH-000035,-0.115149752797
ACH-000036,0.159992842542
ACH-000037,-0.249268082051
ACH-000039,-0.011455031009599999
ACH-000040,-0.040624738812599995
ACH-000041,-0.0134494233027
ACH-000042,-0.04693704303719999
ACH-000045,-0.176016211941
ACH-000047,-0.20756784731300001
ACH-000052,0.160477588337
ACH-000053,0.0373235276484
ACH-000054,-0.0070798458196899994
ACH-000055,-0.031767446125900003
ACH-000060,0.05624801548069999
ACH-000067,0.0328326163968
ACH-000070,0.045103606153699995
ACH-000075,0.1590446435
ACH-000078,-0.132195257043
ACH-000082,0.022255491299299997
ACH-000085,0.0752861906355
ACH-000086,-0.25246505042899997
ACH-000087,-0.302072282298
ACH-000092,-0.0441508133719
ACH-000095,0.046067696979999996
ACH-000097,0.00016039735138299998
ACH-000098,0.0392191039214
ACH-000099,0.016069581085900002
ACH-000108,-0.088484418373
ACH-000113,-0.307650564317
ACH-000115,-0.24581503192499998
ACH-000116,0.108501400375
ACH-000118,-0.0970080559454
ACH-000120,0.0662664935717
ACH-000123,-0.100762404814
ACH-000127,-0.224821975478
ACH-000128,-0.14573557045
ACH-000132,-0.0839123590782
ACH-000133,0.0604430512466
ACH-000137,0.130015704807
ACH-000138,-0.08839487011660001
ACH-000142,0.136842456648
ACH-000143,-0.07032218101439999
ACH-000146,0.0110209205514
ACH-000148,-0.22960105204300002
ACH-000150,-0.07193906138810001
ACH-000152,-0.0188455206578
ACH-000153,-0.128693189193
ACH-000159,0.000514636075196
ACH-000160,-0.137224455383
ACH-000163,-0.05756296659659999
ACH-000167,0.0273630640089
ACH-000168,0.186100931949
ACH-000169,-0.0256603055252
ACH-000178,-0.000385575190506
ACH-000182,0.051307302345400006
ACH-000183,0.0349767516169
ACH-000188,-0.0560030766474
ACH-000189,0.058085776595099996
ACH-000190,-0.008788405706639999
ACH-000198,-0.151050110244
ACH-000204,-0.042875157517599995
ACH-000206,-0.0906759151511
ACH-000207,-0.188409539071
ACH-000211,0.0469047864446
ACH-000215,-0.0458974116606
ACH-000221,-0.0881736869881
ACH-000222,-0.157871996959
ACH-000223,-0.0297581578956
ACH-000226,0.0159620224526
ACH-000227,-0.206924105497
ACH-000228,0.0014805421133200001
ACH-000231,0.0614114339944
ACH-000232,0.010629463396700001
ACH-000233,-0.0550158072484
ACH-000234,0.00959500376033
ACH-000235,-0.047225206685499996
ACH-000237,-0.136739549491
ACH-000238,0.0888256831911
ACH-000243,-0.0702260729837
ACH-000244,-0.07767268594160001
ACH-000246,-0.09659594552100001
ACH-000248,-0.0696977436855
ACH-000250,0.0910227973563
ACH-000251,0.209904390425
ACH-000253,-0.021452156013700003
ACH-000255,-0.120287577653
ACH-000256,0.0320780823965
ACH-000257,-0.09341261289380001
ACH-000258,-0.0515685081265
ACH-000259,-0.19572929353000001
ACH-000260,0.028135175905900003
ACH-000261,0.05649113856100001
ACH-000262,-0.036059746355800004
ACH-000263,-0.228610899505
ACH-000264,-0.0664056497846
ACH-000265,-0.265192262797
ACH-000266,-0.020243553237299997
ACH-000272,-0.113355088807
ACH-000273,-0.176750717454
ACH-000274,-0.04323253105119999
ACH-000277,0.134665225059
ACH-000278,0.0451950466968
ACH-000279,0.11943303614800001
ACH-000280,-0.04031780956080001
ACH-000281,0.0574009977717
ACH-000288,-0.121416696722
ACH-000291,-0.087262128295
ACH-000293,-0.214340130216
ACH-000294,-0.09915681149939999
ACH-000295,0.18515126678
ACH-000296,0.21425703198100002
ACH-000302,-0.21970228280200002
ACH-000304,0.0306489439104
ACH-000307,0.0164657944414
ACH-000308,-0.12102982977099999
ACH-000310,0.0451237280456
ACH-000311,-0.0535326053469
ACH-000312,-0.10745090965
ACH-000315,0.0813628027158
ACH-000316,0.175757482406
ACH-000317,-0.0725042488498
ACH-000318,-0.243922715467
ACH-000319,0.210450636228
