,RASL11B (65997)
ACH-000004,-0.353636168511
ACH-000007,-0.103022411884
ACH-000009,0.07874198952
ACH-000011,-0.22380918829500002
ACH-000012,-0.0901948648446
ACH-000013,0.10923664368699999
ACH-000014,0.05829620981369999
ACH-000015,-0.271694522354
ACH-000017,-0.07954888298719999
ACH-000018,-0.175596756135
ACH-000019,0.22318566843600002
ACH-000021,-0.00975549068486
ACH-000022,-0.0178904527798
ACH-000025,-0.172920625728
ACH-000028,0.0147214569539
ACH-000030,-0.15384071316099998
ACH-000035,-0.0605908214241
ACH-000036,0.201203292618
ACH-000037,-0.125043636108
ACH-000039,0.050905796639900004
ACH-000040,-0.17019071406199998
ACH-000041,0.143824156146
ACH-000042,0.0270635565153
ACH-000045,-0.159031461538
ACH-000047,-0.0324673193711
ACH-000052,0.0506666262378
ACH-000053,0.034742130046800004
ACH-000054,0.014846358255399998
ACH-000055,-0.0694297849659
ACH-000060,0.123989437107
ACH-000067,0.0942972557938
ACH-000070,-0.350172126327
ACH-000075,-0.184513209457
ACH-000078,-0.152619511496
ACH-000082,0.0694395607299
ACH-000085,0.177697707169
ACH-000086,0.23843936426399998
ACH-000087,0.335938976056
ACH-000092,0.025482510151299997
ACH-000095,-0.152624141755
ACH-000097,-0.148448975703
ACH-000098,-0.0777994364435
ACH-000099,0.010533024828999999
ACH-000108,0.0654178083796
ACH-000113,0.0566572715476
ACH-000115,0.132385341927
ACH-000116,-0.06452079383090001
ACH-000118,-0.0436068945226
ACH-000120,0.0983567133629
ACH-000123,-0.0644717585625
ACH-000127,-0.109251640238
ACH-000128,-0.07009452886800001
ACH-000132,-0.174399011769
ACH-000133,-0.131576126032
ACH-000137,-0.0816015255176
ACH-000138,0.19972834682
ACH-000142,0.05918552402430001
ACH-000143,-0.07650638885139999
ACH-000146,-0.130465524606
ACH-000148,-0.152455025357
ACH-000150,0.016177289440600002
ACH-000152,0.0600567901095
ACH-000153,-0.389962990894
ACH-000159,-0.04911342214100001
ACH-000160,-0.177214628559
ACH-000163,-0.124682771143
ACH-000167,0.012196638265
ACH-000168,-0.019422375141599998
ACH-000169,0.10503087794299999
ACH-000178,-0.0157651187016
ACH-000182,0.0456886249946
ACH-000183,0.0277890010764
ACH-000188,-0.0966402818933
ACH-000189,-0.00756811687016
ACH-000190,-0.271771678465
ACH-000198,0.12437585849400001
ACH-000204,-0.326335958689
ACH-000206,-0.452843781972
ACH-000207,-0.13973961102600002
ACH-000211,-0.135993483939
ACH-000215,-0.176202500455
ACH-000221,-0.118143682142
ACH-000222,0.198085632508
ACH-000223,-0.14041044442
ACH-000226,-0.28289491769999997
ACH-000227,-0.161254376529
ACH-000228,-0.151656389278
ACH-000231,-0.134270618311
ACH-000232,-0.0283543187335
ACH-000233,-0.0582235710262
ACH-000234,-0.019213778866
ACH-000235,-0.0973209334939
ACH-000237,0.0204276024935
ACH-000238,0.0819364083132
ACH-000243,-0.0221152698313
ACH-000244,-0.042245889842
ACH-000246,-0.062021050628899996
ACH-000248,-0.165213865786
ACH-000250,0.0504766174347
ACH-000251,-0.0344815692053
ACH-000253,-0.09033453660219999
ACH-000255,-0.346695351778
ACH-000256,0.20865267658300002
ACH-000257,0.554034202948
ACH-000258,0.124610208033
ACH-000259,0.044246573949899996
ACH-000260,-0.10525658184
ACH-000261,-0.0600355920804
ACH-000262,0.0463115787411
ACH-000263,-1.12974779501
ACH-000264,-0.0684849533697
ACH-000265,-0.0343883992971
ACH-000266,0.11617744614600001
ACH-000272,-0.07208374953039999
ACH-000273,-0.175948347333
ACH-000274,-0.0323224102587
ACH-000277,0.14399213147099998
ACH-000278,0.160738391274
ACH-000279,0.0412968171346
ACH-000280,0.120880138827
ACH-000281,0.0827008850146
ACH-000288,-0.0904348354834
ACH-000291,0.0648215543066
ACH-000293,0.0935020787893
ACH-000294,0.138491881728
ACH-000295,0.443760036951
ACH-000296,0.04655915554600001
ACH-000302,-0.118039371632
ACH-000304,-0.24122202569899998
ACH-000307,-0.0011635847863299999
ACH-000308,0.0399469779801
ACH-000310,-0.266549496406
ACH-000311,0.0358416742517
ACH-000312,0.0277790484216
ACH-000315,0.0185366145133
ACH-000316,0.103450940126
ACH-000317,0.0095963417415
ACH-000318,0.0545801481759
ACH-000319,0.11245497038899999
ACH-000320,0.10858832658600001
ACH-000322,-0.170710017844
ACH-000323,-0.303909111197
ACH-000324,0.0438032432655
ACH-000329,-0.0594649033224
ACH-000330,-0.127153088377
ACH-000331,-0.0655792779005
ACH-000332,0.0160462578216
ACH-000334,-0.127288749396
ACH-000335,-0.229151516246
ACH-000336,0.480295697556
ACH-000337,-0.115652030722
ACH-000339,-0.176816006671
ACH-000341,-0.2596397983
