,ELL (8178)
ACH-000004,-0.9359719486220001
ACH-000007,-1.1588937243000001
ACH-000009,-1.64759342079
ACH-000011,-1.01474286313
ACH-000012,-0.887243835522
ACH-000013,-1.68883279071
ACH-000014,-1.28950876316
ACH-000015,-1.3729003202799999
ACH-000017,-1.49595682669
ACH-000018,-1.15738369655
ACH-000019,-1.16925065646
ACH-000021,-1.49855980773
ACH-000022,-1.37029429054
ACH-000025,-0.940339187111
ACH-000028,-1.01738332942
ACH-000030,-1.5410931975
ACH-000035,-0.987333166979
ACH-000036,-1.02739649485
ACH-000037,-1.37423981808
ACH-000039,-1.36436136801
ACH-000040,-0.959373000265
ACH-000041,-1.5685334075400001
ACH-000042,-1.40632196058
ACH-000045,-1.2495729207600001
ACH-000047,-1.3111621235200002
ACH-000052,-1.4047070774500001
ACH-000053,-0.852107121573
ACH-000054,-1.3158200613
ACH-000055,-1.1996757923999999
ACH-000060,-1.31658776623
ACH-000067,-1.3366615701
ACH-000070,-1.3818923828
ACH-000075,-0.827994928792
ACH-000078,-1.4214059979799998
ACH-000082,-1.2046185224
ACH-000085,-0.995324996154
ACH-000086,-1.23694151235
ACH-000087,-1.13666584645
ACH-000092,-1.05119963966
ACH-000095,-0.9628051884350001
ACH-000097,-1.41586610352
ACH-000098,-1.4370825563299998
ACH-000099,-1.2237375881700001
ACH-000108,-1.3394371159799998
ACH-000113,-1.3066847423399999
ACH-000115,-1.19887939048
ACH-000116,-1.4532579243000001
ACH-000118,-1.1244988161299998
ACH-000120,-1.2651777285799999
ACH-000123,-1.2006044386499999
ACH-000127,-1.18986111311
ACH-000128,-1.32647637864
ACH-000132,-1.4621930970299999
ACH-000133,-0.6837822362479999
ACH-000137,-0.943399591111
ACH-000138,-1.14508960903
ACH-000142,-1.37440583769
ACH-000143,-1.26584452508
ACH-000146,-1.62520745617
ACH-000148,-0.969382172594
ACH-000150,-1.35415377217
ACH-000152,-0.742738368811
ACH-000153,-0.943456607416
ACH-000159,-0.584076003323
ACH-000160,-0.454417956984
ACH-000163,-1.35218318157
ACH-000167,-0.616688968417
ACH-000168,-1.3166386509999999
ACH-000169,-1.3925631252000001
ACH-000178,-1.33849481701
ACH-000182,-1.5280380729299998
ACH-000183,-1.27589201334
ACH-000188,-0.949460556205
ACH-000189,-0.784703174366
ACH-000190,-0.725928598426
ACH-000198,-1.1411168588200002
ACH-000204,-0.963292356873
ACH-000206,-0.36423748542400003
ACH-000207,-1.2256184285299998
ACH-000211,-1.2166287601999999
ACH-000215,-0.700008471736
ACH-000221,-1.32183527857
ACH-000222,-1.05488762061
ACH-000223,-1.28643136901
ACH-000226,-1.2751801388500001
ACH-000227,-1.5437821377399998
ACH-000228,-1.5790144892500002
ACH-000231,-0.590051150665
ACH-000232,-1.40244793655
ACH-000233,-0.576703556534
ACH-000234,-1.58289869372
ACH-000235,-1.3898921039899998
ACH-000237,-1.6724078823700002
ACH-000238,-1.3403377547600002
ACH-000243,-1.26456758234
ACH-000244,-0.739629112322
ACH-000246,-1.28791402704
ACH-000248,-1.3082997763200002
ACH-000250,-1.4732615304499999
ACH-000251,-0.915816546567
ACH-000253,-1.33415148949
ACH-000255,-1.00617903582
ACH-000256,-1.0597574941399999
ACH-000257,-1.2573784171
ACH-000258,-1.41514762499
ACH-000259,-1.19067942434
ACH-000260,-1.2826319832700002
ACH-000261,-0.780415670332
ACH-000262,-1.1331976905
ACH-000263,-1.17215034713
ACH-000264,-0.356244152582
ACH-000265,-1.2082372934299999
ACH-000266,-1.3482832742500002
ACH-000272,-1.4599927522799998
ACH-000273,-1.1409596255
