,WWC1 (23286)
ACH-000004,0.26541048869399997
ACH-000007,0.42801065609
ACH-000009,0.19252374094099997
ACH-000011,0.5077268394250001
ACH-000012,-0.0684273869123
ACH-000013,0.14297214863500002
ACH-000014,-0.0108868653394
ACH-000015,0.0732011862135
ACH-000017,0.260411408829
ACH-000018,0.0472886834487
ACH-000019,0.314409773794
ACH-000021,0.21575511967500002
ACH-000022,0.16084608167199999
ACH-000025,0.329991941713
ACH-000028,0.258767137972
ACH-000030,0.172632782556
ACH-000035,-0.0338534181298
ACH-000036,0.132321766415
ACH-000037,-0.0457707139725
ACH-000039,-0.07690307126439999
ACH-000040,0.15371166685999998
ACH-000041,-0.0713278445019
ACH-000042,0.171229525077
ACH-000045,0.297608599696
ACH-000047,0.0528835912921
ACH-000052,0.103207583453
ACH-000053,-0.0236896487073
ACH-000054,0.125288534559
ACH-000055,-0.0252602110488
ACH-000060,0.19121662050000002
ACH-000067,-0.09853963692220001
ACH-000070,-0.08764465116100001
ACH-000075,0.11654194949300001
ACH-000078,0.0650634141617
ACH-000082,0.14061754116
ACH-000085,0.136764778741
ACH-000086,0.277757053102
ACH-000087,-0.214971194715
ACH-000092,0.302855018097
ACH-000095,0.0705227850431
ACH-000097,0.10526925057
ACH-000098,0.18033241650899998
ACH-000099,0.116964938389
ACH-000108,0.23380512821600002
ACH-000113,0.13799803004699998
ACH-000115,0.19458132253899998
ACH-000116,0.156391102003
ACH-000118,0.17509500379999998
ACH-000120,-0.0410837895352
ACH-000123,0.121046588494
ACH-000127,0.08299769627010001
ACH-000128,0.291342141283
ACH-000132,0.373602168781
ACH-000133,0.170271401206
ACH-000137,0.17709934075199998
ACH-000138,0.21095915149099997
ACH-000142,0.26263315045499996
ACH-000143,0.139855314236
ACH-000146,0.08591375475950001
ACH-000148,0.0771403825187
ACH-000150,0.0986571549942
ACH-000152,0.0216754612894
ACH-000153,-0.25591805555
ACH-000159,-0.04317792080919999
ACH-000160,0.49885612942100005
ACH-000163,0.09991700274450001
