,HIST2H2AA3 (8337)
ACH-000004,-0.921935025079
ACH-000007,-0.116088896966
ACH-000009,-0.507864595127
ACH-000011,-0.40997986054200003
ACH-000012,-0.428946039966
ACH-000013,-0.36373873102700005
ACH-000014,-0.584254567478
ACH-000015,-0.530608129631
ACH-000017,-0.574433577618
ACH-000018,-0.25999073716
ACH-000019,-0.266136140885
ACH-000021,-0.279582557043
ACH-000022,-0.38966016046999996
ACH-000025,-0.666470346939
ACH-000028,-0.359188485453
ACH-000030,-0.47880152096
ACH-000035,-0.48921429453599996
ACH-000036,-0.40548265263800004
ACH-000037,-0.607852137069
ACH-000039,-0.701729101384
ACH-000040,-0.254190581188
ACH-000041,-0.46706955341899997
ACH-000042,-0.5436257580030001
ACH-000045,-0.8316656270020001
ACH-000047,-0.541110595092
ACH-000052,-0.07716825502539999
ACH-000053,-0.607841452366
ACH-000054,-0.497402245456
ACH-000055,-0.290451795176
ACH-000060,-0.608660367075
ACH-000067,-0.380073194993
ACH-000070,-0.7196400751909999
ACH-000075,-0.215791856358
ACH-000078,-0.575499695384
ACH-000082,-0.568328566437
ACH-000085,-0.47745223806299997
ACH-000086,-0.556432635653
ACH-000087,-0.50114408651
ACH-000092,-0.5574154352
ACH-000095,-0.643236518983
ACH-000097,-0.5161779298800001
ACH-000098,-0.35625718982199994
ACH-000099,-0.421669857483
ACH-000108,-0.300191206483
ACH-000113,-0.39206897205799995
ACH-000115,-0.534250127567
ACH-000116,-0.396085698086
ACH-000118,-0.496817282556
ACH-000120,-0.33840705916
ACH-000123,-0.448493073152
ACH-000127,-0.44037713768200004
ACH-000128,-0.290951891318
ACH-000132,-0.111200054261
ACH-000133,-0.633233574137
ACH-000137,-0.418495947635
ACH-000138,-0.474563097064
ACH-000142,-0.544782124879
ACH-000143,-0.422825479572
ACH-000146,-0.827372060244
ACH-000148,-0.440184426416
ACH-000150,-0.50404409992
ACH-000152,-0.280760954093
ACH-000153,-0.987651468756
ACH-000159,-0.648393650741
ACH-000160,-0.408489127337
ACH-000163,-0.538060109417
ACH-000167,-0.5927610943580001
ACH-000168,-0.7094960995340001
ACH-000169,-0.683506665273
ACH-000178,-0.48498265794100004
ACH-000182,-0.58573947105
ACH-000183,-0.43419068971600006
ACH-000188,-0.540190331538
ACH-000189,-0.795263000872
ACH-000190,-0.36811752489200006
ACH-000198,-0.724576082597
ACH-000204,-0.472035068941
ACH-000206,-0.9722144062000001
ACH-000207,-0.21487569103
ACH-000211,-0.41823341865099994
ACH-000215,-0.578442798008
ACH-000221,-0.619576721178
ACH-000222,-0.342842102231
ACH-000223,-0.38463124048600006
ACH-000226,-0.296935853089
ACH-000227,-0.159526529897
ACH-000228,-0.480460256338
ACH-000231,-0.41523886868500004
ACH-000232,-0.489121277393
ACH-000233,-0.5535850301340001
ACH-000234,-0.469967027918
ACH-000235,-0.544585457434
ACH-000237,-0.558745394673
ACH-000238,-0.41847654432
ACH-000243,-0.528599871756
ACH-000244,-0.513976301037
ACH-000246,-0.5884584626780001
ACH-000248,-0.125013987227
ACH-000250,-0.377398865151
ACH-000251,-0.500199317341
ACH-000253,-0.474206860695
ACH-000255,-0.508811028564
ACH-000256,-0.547991238312
ACH-000257,-0.591630270905
ACH-000258,-0.555266390788
ACH-000259,-0.546905826726
ACH-000260,-0.584673117105
ACH-000261,-0.471342630559
ACH-000262,-0.562414468436
ACH-000263,-1.05649409564
ACH-000264,-0.406624431738
ACH-000265,-0.48529338152900003
ACH-000266,-0.39047413136299997
ACH-000272,-0.478923915298
ACH-000273,-0.6270522555870001
ACH-000274,-0.538230571584
ACH-000277,-0.331889322012
ACH-000278,-0.488887444424
ACH-000279,-0.41024795052599994
ACH-000280,-0.350603328966
ACH-000281,-0.21939636382
ACH-000288,-0.5975843004379999
ACH-000291,-0.406419451645
ACH-000293,-0.537537006698
ACH-000294,-0.698075281297
ACH-000295,-0.397250178309
ACH-000296,-0.501482740144
ACH-000302,-0.40488488160999997
ACH-000304,-0.7009438245199999
ACH-000307,-0.622677485952
ACH-000308,-0.27745754816999996
ACH-000310,-0.512958366759
ACH-000311,-0.668948481457
ACH-000312,-0.314232086143
ACH-000315,-0.314943492897
ACH-000316,-0.685683508199
ACH-000317,-0.45779024398900003
ACH-000318,-0.7241571374179999
ACH-000319,-0.42389767828599995
ACH-000320,-0.203536411679
ACH-000322,-0.447650191662
ACH-000323,-0.09814843812610001
ACH-000324,-0.380161518952
ACH-000329,-0.469336866403
ACH-000330,-0.507490767155
ACH-000331,-0.38483201761
ACH-000332,-0.519682848424
ACH-000334,-0.6154983966950001
ACH-000335,-0.21982706347199998
ACH-000336,-0.328926892385
ACH-000337,-0.46607093955
ACH-000339,-0.331959555269
ACH-000341,-0.764697255043
ACH-000348,-0.597980642433
ACH-000350,-0.588255587477
ACH-000352,-0.47343271055799996
ACH-000356,-0.38303671967299996
ACH-000361,-0.47794850435
ACH-000362,-0.657743658837
ACH-000363,-0.704250914649
ACH-000364,-0.388325875791
ACH-000365,-0.532409500184
ACH-000366,-0.5012399873510001
ACH-000368,-0.477322155722
ACH-000374,-0.458967626139
ACH-000375,-0.489696790108
ACH-000376,-0.45767559591799994
ACH-000381,-0.45781974387100005
ACH-000383,-0.605755898511
ACH-000387,-0.815211040995
ACH-000389,-0.43970986079700003
ACH-000390,-0.690200825236
ACH-000393,-0.44092402375100004
ACH-000395,-0.362945966308
ACH-000397,-0.615648502192
ACH-000401,-0.833485074502
ACH-000402,-0.178614386371
ACH-000403,-0.652690363253
ACH-000404,-0.585721345681
ACH-000406,-1.0197307497499999
ACH-000407,-0.145911131757
ACH-000408,-0.09866266198719999
ACH-000410,-0.216790529362
ACH-000411,-0.310907894439
ACH-000414,-0.6519172781979999
ACH-000415,-0.60731576008
ACH-000416,-0.40899359365500004
ACH-000420,-0.35876276975599997
ACH-000421,-0.402707943239
ACH-000424,-0.6270194283899999
ACH-000425,-0.500136704907
ACH-000426,-1.28749641001
ACH-000427,-0.303227102654
ACH-000433,-0.19586910988899997
ACH-000436,-0.870471042878
ACH-000444,-0.201476155581
ACH-000445,-0.279493131447
ACH-000448,-0.40802507399899995
ACH-000450,-1.04644524297
ACH-000452,-0.610898604253
ACH-000454,-0.633708653442
ACH-000458,-0.524437618558
ACH-000459,-1.0206921498200001
ACH-000460,-0.383182940667
ACH-000461,-0.6966218414859999
ACH-000463,-0.400873811769
ACH-000464,-0.296360769349
ACH-000466,-0.843613065817
ACH-000467,-0.567199901309
ACH-000468,-0.343504356268
ACH-000469,-0.39270727870800004
ACH-000470,-0.520162176202
ACH-000471,-0.427616353517
ACH-000472,-0.56756028668
ACH-000473,-0.46949827140600003
ACH-000475,-0.452734534472
