,TCL1A (8115)
ACH-000004,0.08225888373319999
ACH-000007,0.039669027393
ACH-000009,-0.0526645646326
ACH-000011,-0.014289169671
ACH-000012,0.0122549024682
ACH-000013,-0.0916488123983
ACH-000014,-0.249670726602
ACH-000015,0.182314023037
ACH-000017,-0.157525544239
ACH-000018,0.0568298704181
ACH-000019,0.07268320376830001
ACH-000021,0.0700798407123
ACH-000022,-0.06011340008359999
ACH-000025,0.00387540982791
ACH-000028,-0.0193364517028
ACH-000030,0.0151832172306
ACH-000035,0.12246280327400001
ACH-000036,-0.10815744001599999
ACH-000037,-0.24731954773200002
ACH-000039,0.198420410843
ACH-000040,-0.0320720774061
ACH-000041,-0.05485256385890001
ACH-000042,-0.0336303015611
ACH-000045,-0.0199607766456
ACH-000047,-0.0339704608167
ACH-000052,0.115875447677
ACH-000053,0.0437199865761
ACH-000054,-0.0928047573688
ACH-000055,-0.279363962063
ACH-000060,-0.194246943083
ACH-000067,-0.07906264171860002
ACH-000070,-0.0040845011398000005
ACH-000075,0.18504504994399998
ACH-000078,0.025587704514799997
ACH-000082,-0.216768904255
ACH-000085,0.0611782377113
ACH-000086,0.049249439748
ACH-000087,0.213430478386
ACH-000092,0.0197984260512
ACH-000095,0.057196731901400004
ACH-000097,-0.10133788870799999
ACH-000098,-0.0850834315914
ACH-000099,0.11348569477499999
ACH-000108,0.12829928274900002
ACH-000113,-0.125290945559
ACH-000115,0.109684792709
ACH-000116,-0.14948884033600002
ACH-000118,0.0720691927235
ACH-000120,0.00944774568962
ACH-000123,0.0164682207708
ACH-000127,-0.0625755951831
ACH-000128,-0.030963396392000003
ACH-000132,-0.13343473657299998
ACH-000133,-0.124384531041
ACH-000137,0.0564889570544
ACH-000138,0.0659624319845
ACH-000142,0.0327735398812
ACH-000143,-0.0402227845842
ACH-000146,0.0229007332612
ACH-000148,-0.08890851669680001
ACH-000150,0.128367917976
ACH-000152,-0.14208158933499998
ACH-000153,0.0434473285912
ACH-000159,0.052246802750399994
ACH-000160,-0.0674794246628
ACH-000163,0.070858692771
ACH-000167,-0.263033197363
ACH-000168,0.217025379377
ACH-000169,-0.0700778915147
ACH-000178,-0.0630323447351
ACH-000182,-0.0772966691642
ACH-000183,-0.0631862391628
ACH-000188,0.0240835747608
ACH-000189,-0.0755601767599
ACH-000190,-0.035356376675
ACH-000198,-0.0599605115713
ACH-000204,-0.473981581135
ACH-000206,-0.20202372139400002
ACH-000207,-0.0252042859766
ACH-000211,-0.183320492962
ACH-000215,-0.12454661103499999
ACH-000221,-0.148695918699
ACH-000222,-0.150086092946
ACH-000223,-0.127263336065
ACH-000226,-0.0594297342885
ACH-000227,0.0114076135519
ACH-000228,-0.13241351647900002
ACH-000231,-0.057450392413800004
ACH-000232,-0.029553036236900004
ACH-000233,0.020181001917299997
ACH-000234,0.08355816077349999
ACH-000235,-0.033196377714200004
ACH-000237,-0.028390933498999998
ACH-000238,-0.0721046414551
ACH-000243,0.0645537331821
ACH-000244,-0.268750408504
ACH-000246,-0.0834397090416
ACH-000248,-0.0755270760978
ACH-000250,-0.0276210083442
ACH-000251,-0.0673732740765
ACH-000253,0.07386918716610001
ACH-000255,-0.0418680775627
ACH-000256,0.09485445974850001
ACH-000257,-0.274040287693
ACH-000258,0.232615017872
ACH-000259,-0.00574835294189
ACH-000260,0.0184520814684
ACH-000261,0.046026775979000005
ACH-000262,0.018509291483099998
ACH-000263,0.351105166691
ACH-000264,-0.0272274117692
ACH-000265,0.0854991225457
ACH-000266,0.0867239978205
ACH-000272,-0.0817657876178
ACH-000273,-0.045082193053400006
ACH-000274,-0.129324926444
ACH-000277,-0.15898722539100002
ACH-000278,-0.142232076853
ACH-000279,-0.0564409223186
ACH-000280,-0.0056774607025
ACH-000281,0.0877513520531
ACH-000288,-0.131173517533
ACH-000291,0.0059026893105100006
ACH-000293,-0.0488003787357
ACH-000294,-0.112687164575
ACH-000295,-0.0628007880604
ACH-000296,0.0296012478502
ACH-000302,-0.0867948640975
ACH-000304,-0.241145821275
ACH-000307,-0.0181068296739
ACH-000308,-0.0509919722769
ACH-000310,-0.0332095204215
ACH-000311,-0.06230330742819999
ACH-000312,-0.0487992974936
ACH-000315,0.030433274841
ACH-000316,0.09495843470889999
ACH-000317,-0.0679962811965
ACH-000318,-0.0686785953932
ACH-000319,0.103347712165
ACH-000320,0.00715559563169
ACH-000322,0.053998259167599996
ACH-000323,0.16395118581499998
ACH-000324,-0.0279657673282
ACH-000329,-0.17397281242100002
ACH-000330,0.126144066831
ACH-000331,0.106172017258
ACH-000332,-0.0584873255631
ACH-000334,-0.28332314745299997
ACH-000335,0.115246260034
ACH-000336,-0.182732176372
ACH-000337,-0.143681340611
ACH-000339,0.037956347927
ACH-000341,-0.011300813163900001
ACH-000348,-0.149818433354
ACH-000350,0.179541842693
ACH-000352,-0.14592604107999999
ACH-000356,0.131503225315
ACH-000361,0.178252855407
ACH-000362,0.136711105912
ACH-000363,-0.196837662578
ACH-000364,-0.0335057511723
ACH-000365,-0.0161005406369
ACH-000366,0.00658575249975
ACH-000368,-0.361102471538
ACH-000374,0.20994679047400003
ACH-000375,0.00293608221333
ACH-000376,-0.0873629003575
ACH-000381,-0.0525881979675
ACH-000383,-0.026876905474099995
ACH-000387,0.061862951724
ACH-000389,0.0384633844801
ACH-000390,-0.11331766494699999
ACH-000393,-0.12116468524900001
ACH-000395,-0.0477890324307
ACH-000397,-0.326057635256
ACH-000401,-0.386607225815
ACH-000402,-0.133852286574
ACH-000403,-0.0293372110197
ACH-000404,-0.292048117709
ACH-000406,0.018318403331799998
ACH-000407,-0.237767043912
ACH-000408,0.0150790108169
ACH-000410,-0.05058173763899999
ACH-000411,-0.0236293068828
ACH-000414,0.174999743444
ACH-000415,-0.0042215801992
ACH-000416,-0.0566715807811
ACH-000420,-0.0997071305064
ACH-000421,-0.045216349227800004
ACH-000424,-0.356544313045
ACH-000425,-0.120313371066
ACH-000426,-0.148729617866
ACH-000427,-0.00451820118662
ACH-000433,0.155427594271
ACH-000436,-0.40898431214500003
ACH-000444,0.0129828406573
ACH-000445,0.0753474876324
ACH-000448,-0.08697293938470001
ACH-000450,0.191857143081
ACH-000452,-0.0392585903913
ACH-000454,-0.13712791554
ACH-000458,-0.271612179442
ACH-000459,-0.0462903727513
ACH-000460,-0.0851578753283
ACH-000461,0.0117937220964
ACH-000463,0.0548407045965
ACH-000464,-0.0569063568008
ACH-000466,-0.017487612859999998
ACH-000467,-0.0356954319631
ACH-000468,0.11532388878699999
ACH-000469,-0.11117532294299999
ACH-000470,0.17376539373
ACH-000471,-0.00323851917822
ACH-000472,-0.0950490840325
ACH-000473,-0.0115380991484
ACH-000475,0.00794608722459
ACH-000476,-0.051218978008199995
ACH-000477,-0.0455422090534
ACH-000480,0.0356293858111
ACH-000481,-0.066971011183
ACH-000483,0.175351291427
ACH-000484,-0.00716697829318
ACH-000485,-0.161066606986
ACH-000486,-0.0202888638455
ACH-000487,0.012073590699
ACH-000488,0.0027308223908000004
ACH-000490,-0.0320872789641
ACH-000491,-0.197044474701
ACH-000495,-0.254503119542
ACH-000496,-0.00661439807573
ACH-000499,0.126007711929
ACH-000500,0.349076866118
ACH-000502,0.0114365484541
ACH-000503,0.266611299405
ACH-000505,-0.0480398750261
ACH-000507,-0.0167288965708
ACH-000510,-0.0376168028734
ACH-000511,-0.0615854897017
ACH-000512,-0.206968198616
ACH-000516,0.0690735876589
ACH-000517,-0.0724571406559
ACH-000518,-0.0682124143267
ACH-000520,-0.08963963442770001
ACH-000521,-0.226299073147
ACH-000522,-0.07166480793310001
ACH-000524,-0.0296148210893
ACH-000527,-0.088655704592
ACH-000528,-0.0918899171575
ACH-000537,0.05160875033080001
ACH-000541,-0.219920821177
ACH-000542,-0.118345133588
ACH-000544,-0.021805639116000003
ACH-000545,0.0583577324666
ACH-000547,-0.323149835174
ACH-000548,0.056511060997
ACH-000549,0.0070365650564
ACH-000550,-0.0652919705938
ACH-000552,-0.0306982648253
ACH-000556,0.130714940377
ACH-000557,-0.0914808471446
ACH-000570,-0.225618336796
ACH-000571,0.0091968505544
ACH-000573,0.00201875567618
ACH-000576,-0.244029254384
ACH-000580,-0.191703110732
ACH-000584,-0.0185003056173
ACH-000585,-0.13565540856
ACH-000588,0.08854221531789999
ACH-000589,-0.22590381237399998
ACH-000591,-0.164379733511
ACH-000593,-0.0470176000125
ACH-000600,-0.00797826234853
ACH-000601,0.025278612768999998
ACH-000604,-0.039637787629400005
ACH-000605,-0.09373889469699999
ACH-000606,0.0137379374764
ACH-000608,0.00557231972873
ACH-000614,-0.223874664281
ACH-000616,-0.17074652022700001
ACH-000618,-0.0925515938132
ACH-000619,-0.0889462585348
ACH-000620,-0.0349957601249
ACH-000621,0.09403617056800001
ACH-000622,-0.13359903038100002
ACH-000623,-0.124612947005
ACH-000624,0.04373434413649999
ACH-000627,-0.08291551800639999
ACH-000630,0.0151561803183
ACH-000632,-0.0709312796028
ACH-000633,-0.08773119049630002
ACH-000637,-0.21355329530099998
