,BET1L (51272)
ACH-000485,-0.40593149557999997
ACH-000486,-0.159121855533
ACH-000487,-0.377381645
ACH-000488,-0.196174775039
ACH-000490,-0.07509535289750001
ACH-000491,0.0184429450952
ACH-000495,-0.394148024091
ACH-000496,-0.10766666610600001
ACH-000499,-0.0609386454624
ACH-000500,0.398008070228
ACH-000502,-0.20933159753199998
ACH-000503,-0.00586009499109
ACH-000505,-0.138145236138
ACH-000507,-0.0917443261699
ACH-000510,-0.105621075481
ACH-000511,-0.205506686681
ACH-000512,-0.416198372892
ACH-000516,-0.10319784751399999
ACH-000517,-0.132699306149
ACH-000518,-0.24798716510299998
ACH-000520,-0.34087128619900003
ACH-000521,-0.18396311569899998
ACH-000522,-0.135609821171
ACH-000524,-0.0882414870706
ACH-000527,-0.161532407755
ACH-000528,-0.0674969996913
ACH-000537,-0.357902326367
ACH-000541,-0.013594467415
ACH-000542,-0.24580062292
ACH-000544,-0.167939259031
ACH-000545,-0.0781762611701
ACH-000547,-0.271851019385
ACH-000548,-0.131039861425
ACH-000549,-0.176104936047
ACH-000550,-0.322896055897
ACH-000552,-0.22150814964600002
ACH-000556,-0.28699110915
ACH-000557,-0.258332981393
ACH-000570,-0.23889019444499998
ACH-000571,-0.393160110574
ACH-000573,-0.05289105522530001
ACH-000576,-0.23124942793499997
ACH-000580,-0.206152968728
ACH-000584,-0.175062492107
ACH-000585,-0.166129223691
ACH-000588,-0.21103361321199998
ACH-000589,-0.0925110800212
ACH-000591,-0.18886821628800002
ACH-000593,-0.104125694431
ACH-000600,-0.058439520960400004
ACH-000601,-0.2399072609
ACH-000604,-0.259250092765
ACH-000605,-0.194167735828
ACH-000606,0.0446445980736
ACH-000608,-0.10541070895099999
ACH-000614,-0.172443829857
ACH-000616,-0.0672633001597
ACH-000618,-0.14922705070800002
ACH-000619,-0.328366351943
ACH-000620,-0.25906075418
ACH-000621,-0.221119306512
ACH-000622,-0.153145433384
ACH-000623,-0.320929660365
ACH-000624,-0.0815987781211
ACH-000627,-0.022780622410300003
ACH-000630,-0.0012494324422200002
ACH-000632,-0.101688806327
ACH-000633,-0.352700981593
ACH-000637,-0.154781418748
ACH-000638,-0.0010968070211400001
ACH-000646,0.00956962586397
ACH-000647,-0.243337051451
ACH-000648,-0.271341521339
ACH-000649,-0.0471657507857
ACH-000651,-0.14924368551699999
ACH-000652,-0.011088050122
ACH-000653,-0.08482071328160001
ACH-000657,-0.0823878762269
ACH-000658,-0.31727917574299996
ACH-000661,-0.13364363012
ACH-000662,0.13426950795999998
ACH-000663,-0.0717096105769
ACH-000665,-0.100121807288
ACH-000671,-0.420070879106
ACH-000673,-0.23260534915
ACH-000676,0.009639260420850001
ACH-000677,-0.238093020913
ACH-000681,-0.16961553015900002
ACH-000682,-0.0920609697944
ACH-000683,-0.117372113109
ACH-000684,-0.212045949329
ACH-000688,0.107272473112
ACH-000693,-0.165477679122
ACH-000694,-0.08951779307060001
ACH-000695,-0.18163361129299999
ACH-000696,-0.0957200981351
ACH-000697,-0.0701678868513
ACH-000699,-0.260084091081
ACH-000701,-0.559602939323
ACH-000706,-0.0601077573427
ACH-000711,-0.104910026753
ACH-000713,0.0428269835367
ACH-000714,-0.170396003731
ACH-000718,-0.0329549863649
ACH-000720,-0.173140065073
ACH-000721,-0.15926332429099999
ACH-000724,-0.0818008867832
ACH-000725,-0.101632378829
ACH-000732,-0.166248104318
ACH-000734,-0.161953962054
ACH-000735,-0.132690692395
ACH-000736,-0.0401453182147
ACH-000738,-0.294386744049
ACH-000746,0.0376580685854
ACH-000747,-0.193584548758
ACH-000748,-0.213208921551
ACH-000753,-0.197183754772
ACH-000756,-0.157356840495
ACH-000757,-0.023180923719200004
ACH-000758,0.005516194314649999
ACH-000760,-0.023018731211
ACH-000763,0.0576911823367
ACH-000764,0.0323333033845
ACH-000765,-0.118718731052
ACH-000766,-0.0270467703712
ACH-000767,-0.466498644464
ACH-000768,-0.0524560312507
ACH-000769,0.0186682568036
ACH-000770,-0.21708301095199997
ACH-000771,0.112160993836
ACH-000773,-0.263821266075
ACH-000776,-0.322411687545
ACH-000777,-0.17302484133999999
ACH-000778,-0.257529072968
ACH-000781,-0.23624528866099997
ACH-000782,-0.236448320257
ACH-000783,-0.291470185497
ACH-000784,-0.105392086594
ACH-000785,0.022949494299
ACH-000787,-0.12035897152899999
ACH-000788,-0.12144558816400002
ACH-000791,-0.08634817838759999
ACH-000792,-0.28977975221999996
ACH-000794,-0.041567022784699995
ACH-000796,-0.224927186137
ACH-000799,-0.265511059063
ACH-000800,0.0121914472909
ACH-000802,-0.168246398792
ACH-000804,-0.41032641803900005
ACH-000805,-0.0216644545902
ACH-000809,-0.148068141416
ACH-000810,-0.0283776558475
ACH-000811,-0.248606593581
ACH-000817,-0.0921520492574
ACH-000819,-0.12004926891699999
ACH-000820,0.272127968847
ACH-000821,0.06874446645019999
ACH-000822,-0.20501727362799999
ACH-000823,-0.0913677889878
ACH-000824,-0.111218706296
ACH-000827,-0.0756267889901
ACH-000829,-0.0555344129145
ACH-000831,0.00851562582536
ACH-000832,0.229358077242
ACH-000833,0.167245762202
ACH-000834,-0.185591535588
ACH-000835,-0.102307189934
ACH-000836,-0.10049859598099999
ACH-000837,-0.08531658095339999
ACH-000838,-0.0552128752864
ACH-000839,-0.29998794123399997
ACH-000840,-0.0114176746419
ACH-000841,-0.156415422082
ACH-000843,-0.148610500363
ACH-000846,-0.308077618344
ACH-000847,0.0661788614081
ACH-000848,-0.282589946375
ACH-000849,-0.0256811311467
ACH-000851,-0.0669868880755
ACH-000855,0.00791240263849
ACH-000856,-0.176193357788
ACH-000858,-0.165473772261
ACH-000859,-0.176429235024
ACH-000861,-0.0850701104401
ACH-000862,-0.025572785586799998
ACH-000865,-0.168988884591
ACH-000866,-0.041100636896699995
ACH-000867,-0.232246125163
ACH-000869,-0.111779028947
ACH-000872,-0.259593568765
ACH-000873,-0.124581425644
ACH-000876,-0.08370599903960001
ACH-000878,-0.0658447005176
ACH-000880,-0.143628971432
ACH-000881,-0.11108974755899999
ACH-000882,-0.152338222425
ACH-000884,-0.00333012941406
ACH-000885,-0.231694002762
ACH-000887,-0.146966396545
ACH-000888,-0.09231039046
ACH-000889,-0.17878703428
ACH-000890,-0.15918502334100001
ACH-000896,-0.242751091353
ACH-000898,-0.20694756404599998
ACH-000900,-0.232993745922
ACH-000901,-0.0873929017413
ACH-000905,-0.022222878132400002
ACH-000906,-0.11918600738500001
ACH-000907,-0.198766149813
ACH-000910,-0.306584219383
ACH-000911,-0.0107101182482
ACH-000912,-0.037888412793
ACH-000913,0.10468170437999999
ACH-000915,-0.142267841577
ACH-000916,0.349066769911
ACH-000917,-0.152053934817
ACH-000921,-0.12366032612500001
ACH-000924,-0.083460048997
ACH-000926,-0.14973765438300002
ACH-000928,-0.446581573581
ACH-000929,-0.349098633477
ACH-000932,-0.0811376263392
ACH-000935,-0.46404301519100005
ACH-000936,-0.287046648154
ACH-000937,-0.11482671067500001
ACH-000938,-0.222138396294
ACH-000939,-0.092794789261
ACH-000941,-0.148307559863
ACH-000943,-0.17381873517000002
ACH-000946,-0.046721721241800004
ACH-000947,-0.23428199814599998
ACH-000948,-0.307926780068
ACH-000950,-0.303881497816
ACH-000953,0.00309122344654
ACH-000957,-0.25240768138
ACH-000958,0.0766267491174
ACH-000960,-0.08350928357950001
ACH-000963,-0.14916298434699998
ACH-000968,-0.463208405807
ACH-000969,-0.09900329672080001
ACH-000973,-0.0668301587059
ACH-000974,-0.12911317389799998
ACH-000975,-0.18210603557100002
ACH-000976,-0.136233143532
ACH-000978,0.0114647869253
ACH-000980,-0.161871471219
ACH-000984,-0.19657348255399998
ACH-000986,-0.143839818134
ACH-000988,-0.15624592429099998
ACH-000993,-0.154737587403
ACH-000994,-0.135636534134
ACH-000996,-0.211691487492
ACH-001001,0.020912302877099997
ACH-001020,-0.123862295385
ACH-001028,-0.107347393377
ACH-001031,-0.195875678883
ACH-001038,-0.16218084548
ACH-001048,-0.25029596797
ACH-001050,-0.303566929699
ACH-001053,-0.225606758526
ACH-001054,-0.260136966506
ACH-001061,0.014902194062200001
ACH-001067,-0.329285498374
ACH-001075,-0.047954287255
ACH-001096,-0.211536222238
ACH-001128,-0.198676582617
ACH-001134,-0.131434216376
ACH-001151,-0.242935781148
ACH-001163,-0.164952810765
ACH-001164,-0.27212192042100003
ACH-001173,-0.193541795523
ACH-001183,0.0806816649251
ACH-001184,-0.317049112676
ACH-001190,-0.0719616805677
ACH-001192,-0.0577197444137
ACH-001193,-0.299109436318
ACH-001196,-0.359920495515
ACH-001197,-0.035789930445099996
ACH-001205,0.0234693720401
ACH-001211,-0.222670073323
ACH-001212,0.18744703342099997
ACH-001228,-0.387174692974
ACH-001232,-0.21735296777
ACH-001239,-0.512324048336
ACH-001274,-0.22419149816199999
ACH-001275,-0.198558634334
ACH-001277,-0.424868693557
ACH-001278,-0.0519854796043
ACH-001280,-0.0215656545296
ACH-001283,-0.140434124095
ACH-001289,-0.144771374672
ACH-001295,-0.020341102074400003
ACH-001300,-0.19404552906800002
ACH-001301,-0.278912235167
ACH-001302,-0.0286790004978
ACH-001303,-0.17565234574900002
ACH-001306,-0.0493134844585
ACH-001318,0.07064249824739999
ACH-001322,-0.0880339433567
ACH-001328,-0.203023770058
ACH-001332,-0.05874883762159999
ACH-001333,-0.26758490919100003
ACH-001336,0.0053390265421099994
ACH-001340,-0.115726901086
ACH-001346,-0.0291148385054
ACH-001353,-0.0297999132785
ACH-001354,-0.0628362523773
ACH-001367,-0.438787345786
ACH-001368,-0.0451813797964
ACH-001374,-0.17011393452100002
ACH-001375,-0.0717808473304
ACH-001377,-0.25056327722399996
ACH-001380,-0.23515111011
ACH-001391,-0.17696868904899998
ACH-001407,-0.228795551274
ACH-001408,-0.0191362688968
ACH-001413,-0.20621363258900002
ACH-001430,-0.178154712249
ACH-001431,0.00309101948433
ACH-001450,-0.21790403533100003
ACH-001496,-0.150882247719
ACH-001500,-0.31795809979
ACH-001521,0.16720130085100002
ACH-001523,-0.13676403460300002
ACH-001532,-0.149979482155
ACH-001536,-0.031413932254
ACH-001550,0.008945802685950001
ACH-001552,-0.25379728371300003
ACH-001554,-0.16217469847899998
ACH-001645,0.0506975299993
ACH-001654,-0.08671179726089999
ACH-001715,0.185470871573
ACH-001735,-0.289846765488
ACH-001736,-0.0766417802285
ACH-001737,-0.025039792574299998
ACH-001740,-0.0296665613928
ACH-001745,0.0221588913883
ACH-001750,-0.006872872494850001
ACH-001765,-0.08225858579169999
ACH-001956,-0.16683236784299998
ACH-001957,-0.35854952646
