,GJD3 (125111)
ACH-000004,-0.346955534762
ACH-000007,-0.117063244323
ACH-000009,-0.45591956976099995
ACH-000011,-0.23470718077599997
ACH-000012,-0.429475639947
ACH-000013,-0.21984372290399998
ACH-000014,-0.12128877965500001
ACH-000015,-0.0930591359728
ACH-000017,-0.501486394107
ACH-000018,-0.21443340753600001
ACH-000019,-0.29023210447299996
ACH-000021,-0.0395341677113
ACH-000022,-0.237177379199
ACH-000025,-0.252670292295
ACH-000028,-0.150281171971
ACH-000030,-0.22992119420499998
ACH-000035,-0.239251743967
ACH-000036,-0.268368581488
ACH-000037,-0.0182067764937
ACH-000039,-0.302879626108
ACH-000040,-0.161258833326
ACH-000041,-0.39567949654
ACH-000042,-0.054889775089999995
ACH-000045,-0.257621449731
ACH-000047,-0.167653866321
ACH-000052,0.0217537858524
ACH-000053,-0.23648613535100002
ACH-000054,-0.139740047581
ACH-000055,-0.382247522905
ACH-000060,-0.25268390807700003
ACH-000067,-0.386340679759
ACH-000070,-0.34481469478200005
ACH-000075,-0.178538584785
ACH-000078,-0.312686093178
ACH-000082,-0.23682513786999998
ACH-000085,-0.041378710153500003
ACH-000086,-0.342972150404
ACH-000087,-0.030636695698700003
ACH-000092,-0.278936307112
ACH-000095,-0.31646654168099997
ACH-000097,-0.356237981673
ACH-000098,-0.359216958253
ACH-000099,-0.151701127402
ACH-000108,-0.11702847751499999
ACH-000113,-0.114589920352
ACH-000115,-0.365825587236
ACH-000116,-0.381143336417
ACH-000118,-0.286683789596
ACH-000120,-0.34062472018
ACH-000123,-0.0449272711045
ACH-000127,-0.14240208315199998
ACH-000128,-0.291708322379
ACH-000132,-0.246730660526
ACH-000133,-0.234183734518
ACH-000137,-0.07240259316
ACH-000138,-0.349824401233
ACH-000142,-0.323708711993
ACH-000143,-0.333836873639
ACH-000146,-0.248420075602
ACH-000148,-0.260198565558
ACH-000150,-0.313902862592
ACH-000152,-0.24521443165399998
ACH-000153,0.13722196233
ACH-000159,-0.349752865431
ACH-000160,-0.561503966637
ACH-000163,-0.235237252949
ACH-000167,-0.130498195115
ACH-000168,-0.15534543950500002
ACH-000169,-0.157295410655
ACH-000178,-0.265631403552
ACH-000182,-0.359587696548
ACH-000183,-0.169738078233
ACH-000188,-0.405270131159
