,NKTR (4820)
ACH-000004,0.146173892238
ACH-000007,0.314353419091
ACH-000009,-0.06589038590469999
ACH-000011,-0.013499763339200001
ACH-000012,-0.0164187993466
ACH-000013,0.0035126642535700005
ACH-000014,0.0915379921996
ACH-000015,-0.285598094943
ACH-000017,0.20417041961899998
ACH-000018,-0.09838741152750001
ACH-000019,-0.027343415214999996
ACH-000021,0.08202356804739999
ACH-000022,0.16740409363199998
ACH-000025,-0.056636278119900005
ACH-000028,-0.288645373884
ACH-000030,-0.17800320416499998
ACH-000035,-0.0383090935634
ACH-000036,0.055051408846
ACH-000037,-0.00340141636896
ACH-000039,-0.301846493975
ACH-000040,-0.121237508619
ACH-000041,0.217031907282
ACH-000042,-0.150468064572
ACH-000045,-0.0905256028578
ACH-000047,0.33241116004
ACH-000052,-0.298915005154
ACH-000053,0.0739571528455
ACH-000054,-0.0338695320434
ACH-000055,0.33343231237300003
ACH-000060,0.0750030933738
ACH-000067,-0.07143180481919999
ACH-000070,0.303866655057
ACH-000075,0.024802470438200004
ACH-000078,0.0766088334767
ACH-000082,0.009397978990450001
ACH-000085,0.21411418095100002
ACH-000086,0.0716737010022
ACH-000087,0.07051587655569999
ACH-000092,0.153238830889
ACH-000095,-0.22035720197900002
ACH-000097,0.0215874676235
ACH-000098,-0.054495472251500005
ACH-000099,0.183227639581
ACH-000108,0.00505127084443
ACH-000113,-0.144437586881
ACH-000115,-0.124242992486
ACH-000116,-0.37574817754600004
ACH-000118,0.22765321694600002
ACH-000120,0.149078784505
ACH-000123,0.021207287864000002
ACH-000127,0.0852741660324
ACH-000128,0.086983835085
ACH-000132,0.22631493639000003
ACH-000133,-0.08593780937760001
ACH-000137,-0.124280035309
ACH-000138,0.110276686332
ACH-000142,0.042671895468100005
ACH-000143,-0.0319152851446
ACH-000146,-0.09686142682849999
ACH-000148,0.0664237545573
ACH-000150,-0.062953729884
ACH-000152,-0.165340555709
ACH-000153,-0.059291437617100005
ACH-000159,0.101465409786
ACH-000160,0.110513423341
ACH-000163,-0.308644903336
ACH-000167,-0.541751721951
ACH-000168,-0.11038563030500001
ACH-000169,0.275157892375
ACH-000178,0.21484062706
ACH-000182,0.07480451092280001
ACH-000183,0.246329172016
ACH-000188,-0.0873462263051
ACH-000189,0.0128741947021
ACH-000190,0.163203176621
ACH-000198,0.026190901646500002
ACH-000204,0.008315438119600001
ACH-000206,0.251584901727
ACH-000207,-0.0541984869625
ACH-000211,-0.266363945281
ACH-000215,0.146368140171
ACH-000221,-0.0492467868281
ACH-000222,0.17909375048300002
ACH-000223,-0.020954900571700002
ACH-000226,0.055364970033400004
ACH-000227,-0.17277483991
ACH-000228,-0.11239563886399999
ACH-000231,0.045259518156599995
ACH-000232,0.25090663902800003
ACH-000233,-0.026155911748799998
ACH-000234,-0.07412120405789999
ACH-000235,0.130579707204
ACH-000237,0.06783791354180001
ACH-000238,-0.05113928650169999
ACH-000243,-0.0227458270346
ACH-000244,0.0379803122796
ACH-000246,-0.09336880766960001
ACH-000248,0.104462706513
ACH-000250,0.20111006634599998
ACH-000251,-0.0303315449504
ACH-000253,0.17991764652
ACH-000255,0.0628438404753
ACH-000256,0.0041806140878699995
ACH-000257,0.19595262807100003
ACH-000258,0.07400090361110001
ACH-000259,0.288662527834
ACH-000260,0.103461973496
ACH-000261,-0.26186567841200004
ACH-000262,-0.382562774793
ACH-000263,-0.13382705166099998
ACH-000264,-0.0026683498436200002
ACH-000265,0.129139972812
ACH-000266,0.033028282395599996
ACH-000272,-0.0950115812351
ACH-000273,-0.0531145554652
ACH-000274,-0.100368161782
ACH-000277,-0.038870273268300004
ACH-000278,-0.234675579913
ACH-000279,-0.114698741325
ACH-000280,-0.0470259182957
ACH-000281,0.250612439623
ACH-000288,-0.00886123188355
ACH-000291,0.21946148690099998
ACH-000293,4.97995567858e-05
ACH-000294,0.07410502996139999
ACH-000295,0.04714840377000001
ACH-000296,-0.168297080272
ACH-000302,0.115436984826
ACH-000304,0.0999367002953
ACH-000307,0.08110279769730001
ACH-000308,-0.033470248475099995
ACH-000310,0.07798957432789999
ACH-000311,0.080556408187
ACH-000312,0.307162239838
ACH-000315,-0.028678365948200002
ACH-000316,-0.31880964917
ACH-000317,-0.0641921159734
ACH-000318,-0.144940466457
ACH-000319,0.09980108234610001
ACH-000320,0.330837451769
ACH-000322,0.12250119379100001
ACH-000323,-0.184927576768
ACH-000324,-0.220742237568
ACH-000329,0.212134287491
ACH-000330,-0.0135737427816
ACH-000331,-0.23327626323000003
ACH-000332,0.0714214685345
ACH-000334,0.295247032882
ACH-000335,0.15360952125
ACH-000336,-0.121271908557
ACH-000337,0.12425989769500001
ACH-000339,0.0181944340428
ACH-000341,0.164683091493
