,XCR1 (2829)
ACH-000004,-0.0643268470639
ACH-000007,0.08246713913430001
ACH-000009,0.0525508127996
ACH-000011,-0.05092751050509999
ACH-000012,-0.178910392103
ACH-000013,-0.210733157098
ACH-000014,-0.100962160287
ACH-000015,-0.137298740082
ACH-000017,-0.107495534312
ACH-000018,-0.0739711370011
ACH-000019,-0.0368849462786
ACH-000021,-0.126929474244
ACH-000022,-0.12180118339000001
ACH-000025,-0.056360008781399996
ACH-000028,-0.114917699837
ACH-000030,-0.106990108413
ACH-000035,-0.133034299134
ACH-000036,-0.181510014843
ACH-000037,-0.197252146634
ACH-000039,0.08698541338770001
ACH-000040,-0.06958527326210001
ACH-000041,-0.0271958451427
ACH-000042,-0.17667561794
ACH-000045,-0.151281402757
ACH-000047,-0.14938000084
ACH-000052,-0.0468025939642
ACH-000053,-0.19306568644000002
ACH-000054,-0.222219893159
ACH-000055,-0.347943102508
ACH-000060,-0.376957985145
ACH-000067,-0.221555215678
ACH-000070,-0.044745100693499996
ACH-000075,-0.122564173234
ACH-000078,-0.0210901923112
ACH-000082,-0.125839057292
ACH-000085,0.0169287401685
ACH-000086,-0.103304379748
ACH-000087,-0.183376483536
ACH-000092,-0.136076005978
ACH-000095,-0.13829452359000002
ACH-000097,-0.200352939743
ACH-000098,-0.310157161847
ACH-000099,0.0320115927878
ACH-000108,-0.017310638695599997
ACH-000113,-0.180515131798
ACH-000115,-0.0620114261437
ACH-000116,-0.170150656958
ACH-000118,-0.20928178732799999
ACH-000120,-0.164212189591
ACH-000123,-0.213143305863
ACH-000127,-0.12669109904
ACH-000128,-0.103961862071
ACH-000132,-0.249568664483
ACH-000133,-0.044001101505500004
ACH-000137,-0.19301023059300002
ACH-000138,-0.039687171576099994
ACH-000142,-0.12043836480900001
ACH-000143,-0.24183762374099999
ACH-000146,-0.264337983464
ACH-000148,-0.0723980905767
ACH-000150,-0.290938676184
ACH-000152,0.0320816533009
ACH-000153,0.0814249586174
ACH-000159,-0.222767270913
ACH-000160,-0.241287143784
ACH-000163,-0.132317883147
ACH-000167,-0.08590953425480001
ACH-000168,-0.011820388708
ACH-000169,-0.102010763191
ACH-000178,-0.0935262284812
ACH-000182,-0.24074476087699997
ACH-000183,-0.11379171615
ACH-000188,-0.263126400112
ACH-000189,-0.21466241967799998
ACH-000190,-0.0860247183009
ACH-000198,-0.060199384939000004
ACH-000204,-0.249642175237
ACH-000206,-0.234096640529
ACH-000207,-0.27063541203
ACH-000211,-0.171895843022
ACH-000215,-0.065553642244
ACH-000221,-0.07595746019960001
ACH-000222,-0.076816834172
ACH-000223,-0.121193505697
ACH-000226,-0.110865471443
ACH-000227,-0.396111077679
ACH-000228,-0.118279769619
ACH-000231,-0.205849954454
ACH-000232,-0.0310958561546
ACH-000233,-0.155728454131
ACH-000234,-0.40368199486699996
ACH-000235,-0.150063376306
ACH-000237,-0.22274188526
ACH-000238,-0.276078674254
ACH-000243,-0.176048413495
ACH-000244,-0.48285608593999996
ACH-000246,-0.131788592459
ACH-000248,-0.035071395319
ACH-000250,-0.15683362096200001
ACH-000251,0.0130475996006
ACH-000253,-0.264330992155
ACH-000255,-0.186078170228
ACH-000256,-0.162223194209
ACH-000257,-0.243918215349
ACH-000258,-0.24824860520999997
ACH-000259,-0.159361352592
ACH-000260,-0.07457832167589999
ACH-000261,-0.174566656127
ACH-000262,-0.282041024357
ACH-000263,-0.33720142195200004
ACH-000264,-0.293946329792
ACH-000265,-0.148608708178
ACH-000266,-0.189031877051
ACH-000272,-0.169222758838
ACH-000273,-0.189953238051
ACH-000274,-0.16244488919299999
ACH-000277,-0.22672601522500002
ACH-000278,-0.173376666369
ACH-000279,-0.22979142329100002
ACH-000280,-0.166117152273
ACH-000281,-0.279893290685
ACH-000288,-0.0218096605405
ACH-000291,-0.113602710908
ACH-000293,-0.318063246994
ACH-000294,-0.143824667703
ACH-000295,-0.38989704388400004
ACH-000296,-0.118200110006
ACH-000302,-0.16866604380800002
ACH-000304,-0.366083930574
ACH-000307,-0.22403178086199999
ACH-000308,-0.10488654274499999
ACH-000310,-0.276079984188
ACH-000311,-0.271373150294
ACH-000312,-0.152919502538
ACH-000315,-0.33977939264
ACH-000316,-0.18759852131299998
ACH-000317,-0.253856286656
ACH-000318,-0.09285196728980001
ACH-000319,-0.23519706883699998
ACH-000320,-0.08991359366810002
ACH-000322,-0.122307733121
ACH-000323,-0.12372892660399999
ACH-000324,-0.058431033708800005
ACH-000329,-0.17084103667300002
ACH-000330,0.0756530385288
ACH-000331,-0.16434111922800002
ACH-000332,-0.200842137526
ACH-000334,-0.023700523862099997
ACH-000335,0.026919487107599997
ACH-000336,-0.10093857260900001
ACH-000337,-0.245209645049
ACH-000339,-0.120824336665
ACH-000341,-0.0307951775489
ACH-000348,-0.144542227031
ACH-000350,-0.112366046121
ACH-000352,-0.0928749852136
ACH-000356,-0.07477177331860001
ACH-000361,-0.0890893565028
ACH-000362,-0.0326867114832
ACH-000363,-0.13054592177899998
ACH-000364,-0.0707223959403
ACH-000365,-0.025722628914400004
ACH-000366,-0.038735121099
ACH-000368,-0.10779805660999998
ACH-000374,-0.263161515044
ACH-000375,0.0649793795902
ACH-000376,-0.136177746915
ACH-000381,-0.104610411392
ACH-000383,-0.113028984071
ACH-000387,-0.09848089871400001
ACH-000389,-0.23801392136100002
ACH-000390,-0.055263744841599995
ACH-000393,-0.160201092097
ACH-000395,-0.030096731804
ACH-000397,-0.177292816881
ACH-000401,-0.181148561781
ACH-000402,-0.073257930261
ACH-000403,-0.122003895044
ACH-000404,-0.19430637139600002
ACH-000406,-0.21634747158000003
ACH-000407,-0.035935099672500005
ACH-000408,-0.09105531208519999
ACH-000410,-0.163140195636
ACH-000411,-0.115927346415
ACH-000414,-0.261856539919
ACH-000415,-0.23200135447700002
ACH-000416,-0.13569882645099998
ACH-000420,-0.015248629790399999
ACH-000421,-0.13335535363099998
ACH-000424,-0.267011198042
ACH-000425,-0.23853477827199998
ACH-000426,0.0116565603771
ACH-000427,-0.125168358911
ACH-000433,-0.044444827782699994
ACH-000436,-0.020471150336
ACH-000444,-0.18076152903599998
ACH-000445,0.054418965432400004
ACH-000448,-0.160712725449
ACH-000450,-0.46359828808
ACH-000452,-0.163405780349
ACH-000454,-0.39320839018
ACH-000458,-0.2647633889
ACH-000459,-0.137549733189
ACH-000460,-0.138448569728
ACH-000461,-0.0473725027791
ACH-000463,-0.09958824590280001
ACH-000464,-0.124725385297
ACH-000466,-0.041501344945
ACH-000467,-0.221899517123
ACH-000468,-0.169864363269
ACH-000469,-0.0585986350374
ACH-000470,-0.0549705059263
ACH-000471,-0.21825059206300002
ACH-000472,-0.139426712171
ACH-000473,-0.335628266868
ACH-000475,-0.169700086607
ACH-000476,-0.21218771270599998
ACH-000477,-0.112823061977
ACH-000480,-0.12122981878599999
ACH-000481,-0.153891149124
ACH-000483,-0.134509894938
ACH-000484,0.0702715668837
ACH-000485,-0.033646957704500005
ACH-000486,-0.178096621397
ACH-000487,-0.14779513680700002
ACH-000488,-0.153389731492
ACH-000490,-0.13442511219
ACH-000491,-0.33190132766999997
ACH-000495,-0.200545075662
ACH-000496,-0.18575618509199998
ACH-000499,-0.0879208913614
ACH-000500,0.353339731647
ACH-000502,-0.141137235329
ACH-000503,-0.244012590277
ACH-000505,-0.202767954411
ACH-000507,-0.13012182765799998
ACH-000510,-0.19575725761799997
ACH-000511,-0.15909966735300002
ACH-000512,-0.064546506596
ACH-000516,-0.13878669537799998
ACH-000517,-0.110159865622
ACH-000518,0.0796604784764
ACH-000520,-0.17097343136799997
ACH-000521,-0.11006257402000001
ACH-000522,-0.08930560170530001
ACH-000524,-0.09514722649869999
ACH-000527,-0.18961365487100001
ACH-000528,-0.156971240076
ACH-000537,-0.110365210723
ACH-000541,-0.460026421249
ACH-000542,-0.0777678402378
ACH-000544,-0.212851524452
ACH-000545,-0.062825907023
ACH-000547,-0.007024450139220001
ACH-000548,-0.193998822624
ACH-000549,-0.140723719892
ACH-000550,-0.253892296556
ACH-000552,-0.0693304451655
ACH-000556,-0.266916361511
ACH-000557,0.0644337577197
ACH-000570,-0.106824957905
ACH-000571,-0.0984861527696
ACH-000573,-0.0182974226766
ACH-000576,-0.37967306290200004
ACH-000580,-0.21154643331
ACH-000584,-0.0980084175753
ACH-000585,-0.0949108910908
ACH-000588,-0.0355223606352
ACH-000589,-0.144429110194
ACH-000591,-0.053735125563
ACH-000593,-0.08676056526699999
ACH-000600,-0.196711362551
ACH-000601,-0.207294413018
ACH-000604,-0.139645067115
ACH-000605,-0.058501410239000004
ACH-000606,-0.23154430541999999
ACH-000608,-0.1283858124
ACH-000614,-0.19538283346700003
ACH-000616,-0.167219027523
ACH-000618,-0.20413369009799998
ACH-000619,-0.183771117835
ACH-000620,-0.10456290736400001
ACH-000621,0.029672240502800002
ACH-000622,-0.093266034693
ACH-000623,-0.0567273772236
ACH-000624,-0.11026306590999999
ACH-000627,-0.22187089969999998
ACH-000630,-0.15619315972699999
ACH-000632,-0.136146257852
ACH-000633,-0.0663281174441
ACH-000637,-0.14989683434
ACH-000638,-0.187600259956
ACH-000646,-0.179636707985
ACH-000647,-0.102232513273
ACH-000648,-0.09356260625019999
ACH-000649,-0.07523098447689999
ACH-000651,-0.25747888501
ACH-000652,-0.17909396864
ACH-000653,-0.200859849294
ACH-000657,-0.15318654580399998
ACH-000658,-0.145658008147
ACH-000661,-0.19210222383699999
ACH-000662,-0.404694911306
ACH-000663,-0.161711075324
ACH-000665,-0.114235261271
ACH-000671,-0.0395125698964
ACH-000673,-0.0639280198107
ACH-000676,-0.085288742062
ACH-000677,-0.121108635693
ACH-000681,-0.130973139726
ACH-000682,-0.177479961571
ACH-000683,-0.0875698202549
ACH-000684,0.0946384856405
ACH-000688,-0.229420787509
ACH-000693,-0.10599687480100001
ACH-000694,-0.200391392554
ACH-000695,-0.24367695464000003
ACH-000696,-0.199321258273
ACH-000697,-0.141795506957
ACH-000699,-0.29333366404399996
ACH-000701,-0.158407588744
ACH-000706,-0.302537787306
ACH-000711,-0.161961905205
ACH-000713,-0.320851392055
ACH-000714,-0.12603954115399998
ACH-000718,-0.0277852945959
ACH-000720,-0.15503976920499998
ACH-000721,-0.103124978638
ACH-000724,-0.188380213332
ACH-000725,0.08375006481060002
ACH-000732,-0.11010007445
ACH-000734,-0.10671600609
ACH-000735,-0.27477579013799996
ACH-000736,-0.292001018252
ACH-000738,-0.24485336651700002
ACH-000746,-0.110817148232
ACH-000747,-0.21197912998399998
ACH-000748,-0.0726009271133
ACH-000753,-0.128301857589
ACH-000756,-0.230832650343
ACH-000757,-0.189566584575
ACH-000758,-0.213863715575
ACH-000760,-0.126522109036
ACH-000763,-0.28122333742
ACH-000764,-0.25475496247699997
ACH-000765,-0.35631720136100004
ACH-000766,-0.25674047511799997
ACH-000767,-0.0749426211669
ACH-000768,-0.17862482377500002
ACH-000769,-0.08608100360410001
ACH-000770,-0.162122966584
ACH-000771,-0.219769672355
ACH-000773,-0.127715857243
ACH-000776,-0.019263914240500002
ACH-000777,-0.09282710746600001
ACH-000778,-0.303025475994
ACH-000781,-0.218991136105
ACH-000782,-0.147908751793
ACH-000783,-0.08892746063930002
ACH-000784,-0.07790845556480001
ACH-000785,-0.233451101479
ACH-000787,-0.12089320231899998
ACH-000788,-0.108616595231
ACH-000791,-0.289325712123
ACH-000792,-0.185136829488
ACH-000794,-0.224189305227
ACH-000796,-0.275933458334
ACH-000799,-0.270292229371
ACH-000800,-0.014332257568900001
ACH-000802,-0.0222841118759
ACH-000804,-0.221913589608
ACH-000805,-0.25819696233
ACH-000809,-0.114832862847
ACH-000810,-0.0831994895135
ACH-000811,-0.245832343179
ACH-000817,-0.29513057565699996
ACH-000819,-0.251596025246
ACH-000820,0.0764199757323
ACH-000821,-0.07277081005689999
ACH-000822,-0.31377145518599997
ACH-000823,-0.235327301407
ACH-000824,-0.034669190739999994
ACH-000827,-0.11620248292400001
ACH-000829,-0.06952400656610001
ACH-000831,-0.10898423462000001
ACH-000832,-0.149494365567
ACH-000833,-0.20426589428199998
ACH-000834,-0.14657646592
ACH-000835,-0.11029693893100001
ACH-000836,-0.131937131613
ACH-000837,-0.248277417141
ACH-000838,0.018775541073099998
ACH-000839,-0.0120304394526
ACH-000840,-0.21253964345600002
ACH-000841,-0.08863021706810001
ACH-000843,-0.157430666749
ACH-000846,0.0493618940733
ACH-000847,-0.122181820501
ACH-000848,-0.153162780239
ACH-000849,-0.08623803673010001
ACH-000851,-0.0854486518682
ACH-000855,-0.250370772722
ACH-000856,-0.0612611964654
ACH-000858,-0.0339984576474
ACH-000859,0.071024262469
ACH-000861,-0.0651829122303
ACH-000862,-0.129872674532
ACH-000865,-0.23762733872900002
ACH-000866,-0.115424350044
ACH-000867,-0.250833582665
ACH-000869,-0.292951931084
ACH-000872,-0.105233047137
ACH-000873,0.08537323306839999
ACH-000876,-0.270310680517
ACH-000878,-0.10281471279200001
ACH-000880,0.00886288323988
ACH-000881,-0.114624996963
ACH-000882,-0.11276956522399999
ACH-000884,-0.10411572635399999
ACH-000885,-0.272751397266
ACH-000887,-0.266341175229
ACH-000888,-0.0398002165715
ACH-000889,-0.09252784760939999
ACH-000890,0.00888468816725
ACH-000896,-0.116096498424
ACH-000898,-0.118207410208
ACH-000900,-0.027626414095
ACH-000901,-0.145775940224
ACH-000905,-0.118412657872
ACH-000906,-0.152997254599
ACH-000907,-0.302056504589
ACH-000910,-0.04448422274
ACH-000911,-0.169036657828
ACH-000912,-0.09729516205050001
ACH-000913,-0.018924989678900002
ACH-000915,-0.166912049615
ACH-000916,0.231770043294
ACH-000917,-0.149399228084
ACH-000921,-0.134903354242
ACH-000924,-0.219037614008
ACH-000926,0.015389699942299998
ACH-000928,-0.213964404261
ACH-000929,-0.177900161391
ACH-000932,-0.149120839216
ACH-000935,-0.175833373213
ACH-000936,-0.19600580174499999
ACH-000937,-0.190987198928
ACH-000938,-0.218988815987
ACH-000939,-0.34644375882
ACH-000941,-0.0869929062221
ACH-000943,-0.129698936372
ACH-000946,-0.184189624316
ACH-000947,-0.0900909891322
ACH-000948,-0.0855458877984
ACH-000950,-0.229183835752
ACH-000953,-0.047549380807999996
ACH-000957,-0.232190959267
ACH-000958,-0.114001730707
ACH-000960,-0.19133656616
ACH-000963,-0.229188636949
ACH-000968,-0.20263965465999997
ACH-000969,-0.0625478093345
ACH-000973,-0.15582551993
ACH-000974,-0.216628586371
ACH-000975,-0.156199932676
ACH-000976,-0.163542681923
ACH-000978,-0.11847099050999998
ACH-000980,-0.207433492669
ACH-000984,-0.0807842068206
ACH-000986,-0.0914923451537
ACH-000988,-0.23428766501499998
ACH-000993,-0.19658043620700003
ACH-000994,-0.0046609627476499995
ACH-000996,-0.11817381060599999
ACH-001001,-0.196439861586
ACH-001020,-0.190442857707
ACH-001028,-0.114638605962
ACH-001031,-0.19843796136
ACH-001038,-0.136602886531
ACH-001048,-0.129479217978
ACH-001050,0.0348455951811
ACH-001053,-0.206369466317
ACH-001054,-0.174852608259
ACH-001061,-0.22542799346
ACH-001067,-0.00274051388257
ACH-001075,-0.0369282939533
ACH-001096,-0.109057731329
ACH-001128,-0.23410051636100002
ACH-001134,-0.159322529651
ACH-001151,-0.13967133521400002
ACH-001163,-0.12102849680299999
ACH-001164,-0.19169014611699997
ACH-001173,-0.193542843208
ACH-001183,-0.0445546376195
ACH-001184,-0.22566105304200001
ACH-001190,-0.008872615768030001
ACH-001192,-0.11515644544600001
ACH-001193,-0.172605326787
ACH-001196,-0.044029048338400004
ACH-001197,-0.08555747161869999
ACH-001205,-0.130840282098
ACH-001211,-0.247091671108
ACH-001212,-0.260582440285
ACH-001228,-0.08923831712869999
ACH-001232,-0.159623562305
ACH-001239,-0.13632369403300001
ACH-001274,-0.166254767526
ACH-001275,-0.144134947372
ACH-001277,-0.122169161116
ACH-001278,-0.0199975662625
ACH-001280,-0.0938501305813
ACH-001283,-0.145133824804
ACH-001289,-0.212768952181
ACH-001295,-0.13283305644500001
ACH-001300,-0.11148520381100001
ACH-001301,-0.142456872363
ACH-001302,0.04583387000130001
ACH-001303,-0.00833387681383
ACH-001306,-0.0158369557734
ACH-001318,-0.00260858128059
ACH-001322,-0.231850562155
ACH-001328,-0.11944145135399999
ACH-001332,0.0791008155569
ACH-001333,-0.147543161921
ACH-001336,-0.160650450995
ACH-001340,-0.20310873841200003
ACH-001346,-0.20336374126899998
ACH-001353,-0.010596386857
ACH-001354,-0.24243928712699997
ACH-001367,-0.215872721884
ACH-001368,-0.193985508746
ACH-001374,-0.416374124013
ACH-001375,-0.159026803278
ACH-001377,-0.103976988474
ACH-001380,-0.249397881044
ACH-001391,-0.139617978079
ACH-001407,-0.026654212437200002
ACH-001408,-0.1574510248
ACH-001413,-0.256587941243
ACH-001430,0.110960309339
ACH-001431,0.057316607111099996
ACH-001450,0.0896836974536
ACH-001496,-0.138309697551
ACH-001500,-0.0739321962356
ACH-001521,-0.346360511574
ACH-001523,-0.152108107246
ACH-001532,-0.168949051754
ACH-001536,-0.19551043801800003
ACH-001550,-0.207768688584
ACH-001552,-0.124635414692
ACH-001554,-0.15253853079000002
ACH-001645,-0.060054080900300004
ACH-001654,-0.017658060368299998
ACH-001715,-0.384243721488
ACH-001735,-0.0524757086407
ACH-001736,-0.202771859281
ACH-001737,-0.337127552909
ACH-001740,-0.07246299528280001
ACH-001745,-0.0849201432735
ACH-001750,-0.13121194022
ACH-001765,-0.10966905056399999
ACH-001956,-0.264527165082
ACH-001957,-0.156833615418
