,POTEG (404785)
ACH-000921,-0.8647878745149999
ACH-000924,-1.01208921959
ACH-000926,-0.866920935247
ACH-000928,-0.6186628560540001
ACH-000929,-0.7015468362489999
ACH-000932,-1.01771675937
ACH-000935,-0.8394981359999999
ACH-000936,-0.7360533269059999
ACH-000937,-1.1357752488600001
ACH-000938,-1.0823322059
ACH-000939,-1.14685703
ACH-000941,-1.21670274888
ACH-000943,-0.89315892177
ACH-000946,-0.804314593653
ACH-000947,-0.838072369048
ACH-000948,-0.7692419414120001
ACH-000950,-0.638980732695
ACH-000953,-1.30365904461
ACH-000957,-0.702579157435
ACH-000958,-0.7513011653399999
ACH-000960,-1.22467585264
ACH-000963,-1.2077182930500001
ACH-000968,-0.6873938645029999
ACH-000969,-0.907069112358
ACH-000973,-0.9104052211299999
ACH-000974,-0.777735979821
ACH-000975,-1.21612187479
ACH-000976,-0.826919832386
ACH-000978,-1.25873110308
ACH-000980,-0.803586372522
ACH-000984,-0.694373159627
ACH-000986,-0.98393422938
ACH-000988,-0.72313009884
ACH-000993,-0.773193432418
ACH-000994,-0.8517493149969999
ACH-000996,-0.5951996762039999
ACH-001001,-0.9757138627390001
ACH-001020,-0.698933052387
ACH-001028,-0.98150176823
ACH-001031,-1.00280296981
ACH-001038,-0.9106355572849999
ACH-001048,-0.914943446494
ACH-001050,-0.922679935086
ACH-001053,-0.8824738136460001
ACH-001054,-0.833463649157
ACH-001061,-0.766850067972
ACH-001067,-0.883346719413
ACH-001075,-0.8755234716150001
ACH-001096,-1.09050831614
ACH-001128,-0.7826711761390001
ACH-001134,-0.7282252088410001
ACH-001151,-0.7144879091840001
ACH-001163,-0.9683985409829999
ACH-001164,-0.838432961171
ACH-001173,-0.925309898987
ACH-001183,-0.93147746364
ACH-001184,-0.9020501801019999
ACH-001190,-0.692249975044
ACH-001192,-0.9756138830650001
ACH-001193,-0.691055671426
ACH-001196,-0.994939229871
ACH-001197,-0.849716588238
ACH-001205,-0.9315832429369999
ACH-001211,-0.904854539313
ACH-001212,-0.814880989471
ACH-001228,-1.24376454854
ACH-001232,-0.725965283971
ACH-001239,-0.9125564509849999
ACH-001274,-1.00346747036
ACH-001275,-0.946856402664
ACH-001277,-0.649870856422
ACH-001278,-0.83226138299
ACH-001280,-1.22110061523
ACH-001283,-0.750574384004
ACH-001289,-1.20488356314
ACH-001295,-1.08584931555
ACH-001300,-0.922085549629
ACH-001301,-0.842772626735
ACH-001302,-0.915178863683
ACH-001303,-1.0196745345799998
ACH-001306,-0.696387920267
ACH-001318,-0.881736452588
ACH-001322,-0.7183102261959999
ACH-001328,-0.90152480825
ACH-001332,-0.599782276523
ACH-001333,-0.908138550085
ACH-001336,-0.888975584008
ACH-001340,-0.69317974745
ACH-001346,-0.7595870126459999
ACH-001353,-1.0338121573299999
ACH-001354,-1.21113214673
ACH-001367,-0.7779178940989999
ACH-001368,-0.937784356366
ACH-001374,-0.962472915182
ACH-001375,-0.616459198813
ACH-001377,-1.0942869835299998
ACH-001380,-0.802223796271
ACH-001391,-0.765123835455
ACH-001407,-0.791759048339
ACH-001408,-1.0258856027
ACH-001413,-0.683894763597
ACH-001430,-1.03996548691
ACH-001431,-0.838190381863
ACH-001450,-0.9472863525920001
ACH-001496,-0.7160798406550001
ACH-001500,-0.9601037541259999
ACH-001521,-0.9201588409810001
ACH-001523,-0.936107947823
ACH-001532,-0.932396335511
ACH-001536,-0.9449393137100001
ACH-001550,-1.0482538874
ACH-001552,-0.646282838035
ACH-001554,-0.93668123547
ACH-001645,-0.622417753793
ACH-001654,-0.973055656183
ACH-001715,-1.08484626035
ACH-001735,-1.19342805314
ACH-001736,-0.982170534263
ACH-001737,-1.22959945109
ACH-001740,-0.9995958555779999
ACH-001745,-1.14977808971
ACH-001750,-0.810988746636
ACH-001765,-1.0592169387600001
ACH-001956,-1.00969601483
ACH-001957,-0.918194393466
