,POTEG (404785)
ACH-000004,-1.03733857094
ACH-000007,-1.11111797987
ACH-000009,-0.927526866199
ACH-000011,-0.75028591346
ACH-000012,-0.648854934274
ACH-000013,-0.7393568714030001
ACH-000014,-0.8410861957410001
ACH-000015,-0.8596600238330001
ACH-000017,-1.07118808013
ACH-000018,-0.683841733029
ACH-000019,-0.9574946821100001
ACH-000021,-0.8649940629899999
ACH-000022,-1.1475342864
ACH-000025,-0.7525311970440001
ACH-000028,-0.6962782651039999
ACH-000030,-0.866384936974
ACH-000035,-0.8005499894
ACH-000036,-0.835567319262
ACH-000037,-0.9161572888339999
ACH-000039,-0.761651859836
ACH-000040,-0.7143273413
ACH-000041,-0.947685096764
ACH-000042,-0.873175986136
ACH-000045,-0.9293653417569999
ACH-000047,-0.52274159962
ACH-000052,-0.6022395007620001
ACH-000053,-0.959516711787
ACH-000054,-0.779079126489
ACH-000055,-0.6725112640950001
ACH-000060,-0.7774429725290001
ACH-000067,-0.752694564869
ACH-000070,-0.854102506056
ACH-000075,-0.914924439081
ACH-000078,-1.16602579096
ACH-000082,-0.593922939314
ACH-000085,-0.844363505731
ACH-000086,-0.8973706709039999
ACH-000087,-0.863975173118
ACH-000092,-1.04433488839
ACH-000095,-0.9259575563339999
ACH-000097,-0.956944668873
ACH-000098,-0.75396581573
ACH-000099,-0.984105599272
ACH-000108,-0.648060956285
ACH-000113,-0.899093553002
ACH-000115,-0.89608102918
ACH-000116,-0.838146962548
ACH-000118,-0.662184357663
ACH-000120,-0.480536349227
ACH-000123,-0.828098786005
ACH-000127,-1.05322470289
ACH-000128,-0.840488376673
ACH-000132,-1.2097899084000001
ACH-000133,-0.803105053379
ACH-000137,-0.644938173991
ACH-000138,-0.7438742021100001
ACH-000142,-0.6425670476950001
ACH-000143,-0.7445963642260001
ACH-000146,-1.19731375089
ACH-000148,-0.8216635687780001
ACH-000150,-0.845223737915
ACH-000152,-0.6599089394659999
ACH-000153,-0.7696097715019999
ACH-000159,-1.05156452654
ACH-000160,-1.07462182582
ACH-000163,-0.865403880381
ACH-000167,-1.0568538874200002
ACH-000168,-0.90317071343
ACH-000169,-0.79921756862
ACH-000178,-0.787278977403
ACH-000182,-0.642314535052
ACH-000183,-0.762986136511
ACH-000188,-0.876357445841
ACH-000189,-0.48798836256000006
ACH-000190,-0.613302117416
ACH-000198,-1.03326849299
ACH-000204,-0.767502923228
ACH-000206,-0.892556364875
ACH-000207,-1.10080077321
ACH-000211,-0.691850836794
ACH-000215,-0.907991444869
ACH-000221,-0.952353337224
ACH-000222,-0.955248729357
ACH-000223,-0.843636608802
ACH-000226,-0.8160208179880001
ACH-000227,-1.29180399276
ACH-000228,-0.653172826006
ACH-000231,-0.9884211913400001
ACH-000232,-1.06975641794
ACH-000233,-0.829647275634
ACH-000234,-0.8644051665979999
ACH-000235,-0.928169080293
ACH-000237,-0.793978701106
ACH-000238,-0.943040064841
ACH-000243,-0.9049324000910001
ACH-000244,-0.561513263459
ACH-000246,-0.998265880619
ACH-000248,-0.667089059774
ACH-000250,-0.73932800129
ACH-000251,-0.707685318589
ACH-000253,-0.9358065286660001
ACH-000255,-0.73630892112
ACH-000256,-0.763417282831
ACH-000257,-0.986766443148
ACH-000258,-0.7048754016600001
ACH-000259,-0.8339726504189999
ACH-000260,-0.8073153453030001
ACH-000261,-1.02051660741
ACH-000262,-0.59380649804
ACH-000263,-1.2384676579
ACH-000264,-0.730473240736
ACH-000265,-0.8419751629600001
ACH-000266,-0.939781512038
ACH-000272,-1.13256544577
ACH-000273,-1.02719734423
ACH-000274,-1.15989652933
ACH-000277,-0.870448397095
ACH-000278,-1.0092790371
ACH-000279,-1.2297923103
ACH-000280,-0.760205344682
ACH-000281,-0.5929239698650001
ACH-000288,-0.9608841371529999
ACH-000291,-0.951671877347
ACH-000293,-0.8181012062559999
ACH-000294,-1.21902265626
ACH-000295,-1.01172512816
ACH-000296,-0.8551128640029999
ACH-000302,-0.9082843976649999
ACH-000304,-0.8696691158769999
ACH-000307,-0.9868988278249999
ACH-000308,-0.693997592839
ACH-000310,-1.3497467352899999
ACH-000311,-0.840867794112
ACH-000312,-0.8496631141259999
ACH-000315,-0.558990441596
ACH-000316,-0.627363137914
ACH-000317,-0.871285517373
ACH-000318,-1.14515685012
ACH-000319,-0.799594046495
ACH-000320,-0.860221737086
ACH-000322,-0.651728264805
ACH-000323,-0.830818440333
ACH-000324,-0.9469615081820001
ACH-000329,-0.937014023864
ACH-000330,-0.757939586487
ACH-000331,-0.637714497268
ACH-000332,-0.8405580612639999
ACH-000334,-1.3098825396
ACH-000335,-0.534711402627
ACH-000336,-0.832377157543
ACH-000337,-0.7983669528280001
ACH-000339,-1.00287416067
ACH-000341,-1.30707480764
ACH-000348,-0.636441983072
ACH-000350,-1.18836561548
ACH-000352,-0.7160814875570001
ACH-000356,-0.687182528635
ACH-000361,-0.7267049476180001
ACH-000362,-0.9804948404620001
ACH-000363,-0.924484706549
ACH-000364,-0.8880288637479999
ACH-000365,-1.1274038034
ACH-000366,-1.0729663435899999
ACH-000368,-0.7457609334209999
ACH-000374,-1.08323631816
ACH-000375,-0.905760936716
ACH-000376,-0.861084249075
ACH-000381,-0.73134283514
ACH-000383,-1.1247768027299998
ACH-000387,-0.817610174736
ACH-000389,-0.565398745877
ACH-000390,-1.1678180580700002
ACH-000393,-0.848382707983
ACH-000395,-1.1542626021100002
ACH-000397,-0.764588150182
ACH-000401,-0.6882402924600001
ACH-000402,-0.5248363617490001
ACH-000403,-1.16174050494
ACH-000404,-1.12759998056
ACH-000406,-1.0008122735200002
ACH-000407,-0.8957384652700001
ACH-000408,-0.605991890481
ACH-000410,-0.8270828114800001
ACH-000411,-0.682004131186
ACH-000414,-1.09083782021
ACH-000415,-0.994239623343
ACH-000416,-0.900360371011
ACH-000420,-0.598070269785
ACH-000421,-0.7424417117059999
ACH-000424,-0.878526607947
ACH-000425,-0.8317855135340001
ACH-000426,-1.0114332490200002
ACH-000427,-0.817720385774
ACH-000433,-0.653155075832
ACH-000436,-0.8133299402930001
ACH-000444,-0.6616915226110001
ACH-000445,-0.669529624374
ACH-000448,-0.888746958618
ACH-000450,-0.6874651950120001
ACH-000452,-0.85398441032
ACH-000454,-0.8147761373260001
ACH-000458,-0.7485798634469999
ACH-000459,-0.833396222672
ACH-000460,-0.734131995806
ACH-000461,-0.868227933155
ACH-000463,-0.8397540022200001
ACH-000464,-0.8911274137880001
ACH-000466,-1.3039445304200001
ACH-000467,-0.9030119856029999
ACH-000468,-0.9865254269700001
ACH-000469,-0.890767306329
ACH-000470,-0.959276845514
ACH-000471,-0.8526591484010001
ACH-000472,-0.891217681912
ACH-000473,-0.970795370846
ACH-000475,-0.987320090652
ACH-000476,-0.585008351513
ACH-000477,-0.867878420227
ACH-000480,-0.617265389001
ACH-000481,-1.10904516174
ACH-000483,-0.978952936269
ACH-000484,-0.980212109385
ACH-000485,-0.858872975724
ACH-000486,-0.804649815768
ACH-000487,-0.833131663255
ACH-000488,-0.859514707859
ACH-000490,-0.833563154246
ACH-000491,-1.05449804707
ACH-000495,-1.1227218376399999
ACH-000496,-0.796762534745
ACH-000499,-1.05273539894
ACH-000500,-0.9730392941410001
ACH-000502,-0.7556126093619999
ACH-000503,-1.07758864678
ACH-000505,-0.9378317223839999
ACH-000507,-0.947154311482
ACH-000510,-1.0742293890299999
ACH-000511,-0.896498800596
ACH-000512,-0.792229156574
ACH-000516,-0.7058619235889999
ACH-000517,-0.829511821376
ACH-000518,-0.8717708479269999
ACH-000520,-0.9625668938169999
ACH-000521,-0.762037901073
ACH-000522,-1.0178216044600001
ACH-000524,-0.633505648853
ACH-000527,-0.645086852956
ACH-000528,-0.685180424428
ACH-000537,-0.703526391334
ACH-000541,-0.8511266473989999
ACH-000542,-1.03935154564
ACH-000544,-0.754505234562
ACH-000545,-0.9561859584929999
ACH-000547,-0.630188699336
ACH-000548,-0.63448720294
ACH-000549,-0.944505571387
ACH-000550,-0.51712200101
ACH-000552,-0.7564352228710001
ACH-000556,-0.8606292043960001
ACH-000557,-1.5704151694
ACH-000570,-0.9494759363140001
ACH-000571,-1.14759374944
ACH-000573,-0.959308763218
ACH-000576,-0.84221019743
ACH-000580,-0.677298543862
ACH-000584,-0.781668282783
ACH-000585,-0.885373710076
ACH-000588,-0.846896717069
ACH-000589,-0.896044461187
ACH-000591,-0.7925023464040001
ACH-000593,-0.9490924262360001
ACH-000600,-0.901773240065
ACH-000601,-0.917047876081
ACH-000604,-1.28125998794
ACH-000605,-0.9191961390160001
ACH-000606,-0.9782005772799999
ACH-000608,-1.15321223181
ACH-000614,-0.920875118337
ACH-000616,-0.851667475491
ACH-000618,-0.8179663115970001
ACH-000619,-0.9889333007179999
ACH-000620,-0.9955879511560001
ACH-000621,-0.665390936246
ACH-000622,-1.0949991365
ACH-000623,-0.9016481599089999
ACH-000624,-0.974798400901
ACH-000627,-0.787509722969
ACH-000630,-1.0945414798100002
ACH-000632,-1.21966513816
ACH-000633,-0.952069333968
ACH-000637,-0.848800167885
ACH-000638,-0.8000490792470001
ACH-000646,-0.6895550386910001
ACH-000647,-0.8693146064210001
ACH-000648,-1.14956083401
ACH-000649,-1.1017814987
ACH-000651,-0.971388838968
ACH-000652,-0.569028027666
ACH-000653,-1.0765595366
ACH-000657,-0.9266228734049999
ACH-000658,-1.3931190625799998
ACH-000661,-0.504414689214
ACH-000662,-0.813830913161
ACH-000663,-0.71801949971
ACH-000665,-0.738222007452
ACH-000671,-0.84331570529
ACH-000673,-1.22873946861
ACH-000676,-0.6582239553
ACH-000677,-1.12208618109
ACH-000681,-1.01839536856
ACH-000682,-0.947128117692
ACH-000683,-0.750801280461
ACH-000684,-0.61662824763
ACH-000688,-0.7702992726729999
ACH-000693,-0.8959811185719999
ACH-000694,-0.843810238757
ACH-000695,-0.8351900511779999
ACH-000696,-0.809185871574
ACH-000697,-0.668660884308
ACH-000699,-1.04652222388
ACH-000701,-1.07869643211
ACH-000706,-1.01050151596
ACH-000711,-0.81650108611
ACH-000713,-0.719155444068
ACH-000714,-0.899190910447
ACH-000718,-1.04077316281
ACH-000720,-0.908300719909
ACH-000721,-1.29253344519
ACH-000724,-1.4048327988
ACH-000725,-0.907697454717
ACH-000732,-0.817502602163
ACH-000734,-0.7626295057879999
ACH-000735,-0.622731276638
ACH-000736,-0.652127106399
ACH-000738,-0.8325164183600001
ACH-000746,-0.864505289466
ACH-000747,-0.89388077096
ACH-000748,-0.647828983498
ACH-000753,-1.11253614105
ACH-000756,-0.976041314854
ACH-000757,-0.839794320519
ACH-000758,-0.9136022431470001
ACH-000760,-0.519233367702
ACH-000763,-1.11596619178
ACH-000764,-0.566790550161
ACH-000765,-0.738591555504
ACH-000766,-0.923554705898
ACH-000767,-0.721623439242
ACH-000768,-1.0413881165899999
ACH-000769,-0.9049998170110001
ACH-000770,-1.0599916617
ACH-000771,-0.799910462589
ACH-000773,-0.9227386590629999
ACH-000776,-0.792113621275
ACH-000777,-1.09274038504
ACH-000778,-1.3541488276
ACH-000781,-0.768583321996
ACH-000782,-0.773978869191
ACH-000783,-0.889013791557
ACH-000784,-0.909880648288
ACH-000785,-0.9071494713770001
ACH-000787,-0.9304258426659999
ACH-000788,-0.807652445121
ACH-000791,-1.09049172078
ACH-000792,-1.05555324211
ACH-000794,-0.784655248213
ACH-000796,-1.16974019638
ACH-000799,-0.725162748855
ACH-000800,-0.6721503521240001
ACH-000802,-0.8747605364450001
ACH-000804,-0.855708912274
ACH-000805,-0.957165972193
ACH-000809,-0.779503615458
ACH-000810,-0.757190360626
ACH-000811,-0.703971903142
ACH-000817,-0.8172240354160001
ACH-000819,-0.714880295307
ACH-000820,-0.455644094107
ACH-000821,-1.2353885355299998
ACH-000822,-0.572572933594
ACH-000823,-0.802019213962
ACH-000824,-1.1676601815
ACH-000827,-0.6340134395979999
ACH-000829,-0.972900449089
ACH-000831,-0.8746132011700002
ACH-000832,-0.909910995148
ACH-000833,-0.312338317779
ACH-000834,-0.9519940280850001
ACH-000835,-0.822719764607
ACH-000836,-1.27324413295
ACH-000837,-0.779763761095
ACH-000838,-1.31904784011
ACH-000839,-0.639293694265
ACH-000840,-0.921801956426
ACH-000841,-0.8991054745139999
ACH-000843,-0.931888393638
ACH-000846,-0.608132204499
ACH-000847,-0.693907900755
ACH-000848,-0.755915432916
ACH-000849,-1.06470196837
ACH-000851,-0.869800052127
ACH-000855,-0.698043291466
ACH-000856,-1.08625017801
ACH-000858,-0.888283413916
ACH-000859,-0.860662350386
ACH-000861,-0.922148937399
ACH-000862,-0.963777884947
ACH-000865,-0.65678982197
ACH-000866,-1.0592639174
ACH-000867,-1.0173358978
ACH-000869,-0.933597625838
ACH-000872,-0.8171049583059999
ACH-000873,-0.613679190679
ACH-000876,-1.0910626170200002
ACH-000878,-0.550701669532
ACH-000880,-0.78102418727
ACH-000881,-0.9324755964020001
ACH-000882,-0.8172423178239999
ACH-000884,-0.832076601587
ACH-000885,-0.95575655335
ACH-000887,-0.778961883966
ACH-000888,-0.927787429623
ACH-000889,-1.25465021918
ACH-000890,-0.9761957974200002
ACH-000896,-0.872606613726
ACH-000898,-1.30839365513
ACH-000900,-0.926015175195
ACH-000901,-0.983444889931
ACH-000905,-0.749572427946
ACH-000906,-1.04062677044
ACH-000907,-0.852569121495
ACH-000910,-1.03759482312
ACH-000911,-0.7156148635490001
ACH-000912,-0.87210200941
ACH-000913,-0.720610743043
ACH-000915,-0.8817663242
ACH-000916,-0.97406072955
ACH-000917,-0.705272082097
