,SETDB1 (9869)
ACH-000004,-0.253409745741
ACH-000007,-0.452622053882
ACH-000009,-1.00778601694
ACH-000011,-0.8747024040870001
ACH-000012,-0.5338976485670001
ACH-000013,-0.583731840228
ACH-000014,-1.11361596243
ACH-000015,-0.452428535387
ACH-000017,-0.685966970069
ACH-000018,-0.318134127558
ACH-000019,-0.624360703262
ACH-000021,-0.818451644964
ACH-000022,-0.631023808277
ACH-000025,-0.98289272875
ACH-000028,-0.6531950824580001
ACH-000030,-0.456781973466
ACH-000035,-0.5658519329789999
ACH-000036,-0.9117908832420001
ACH-000037,-0.585028470793
ACH-000039,-1.06077880602
ACH-000040,-0.8056159523190001
ACH-000041,-0.42517848382
ACH-000042,-0.726460195942
ACH-000045,-0.654476823134
ACH-000047,-0.569471711655
ACH-000052,-1.0802637430500002
ACH-000053,-0.499063250979
ACH-000054,-0.789840336913
ACH-000055,-0.348794433062
ACH-000060,-0.7378864601299999
ACH-000067,-0.29424995279599997
ACH-000070,-0.708453188299
ACH-000075,-0.40355942013400004
ACH-000078,-0.39619675286300005
ACH-000082,-0.7465693255689999
ACH-000085,-0.634185600342
ACH-000086,-0.682358319522
ACH-000087,-1.22124066388
ACH-000092,-0.251073853728
ACH-000095,-0.38274144298600005
ACH-000097,-0.735650010482
ACH-000098,-0.46176345155299997
ACH-000099,-0.42707025752800004
ACH-000108,-0.596402283113
ACH-000113,-1.20850340833
ACH-000115,-1.1256211235299998
ACH-000116,-0.485719350604
ACH-000118,-0.7755623287260001
ACH-000120,-0.5936040024220001
ACH-000123,-0.565724625425
ACH-000127,-0.600255295316
ACH-000128,-0.512090750005
ACH-000132,-0.386099407309
ACH-000133,-0.47928562866
ACH-000137,-0.688721807561
ACH-000138,-0.7827631583939999
ACH-000142,-1.02931459986
ACH-000143,-0.924267372886
ACH-000146,-2.0699732224000003
ACH-000148,-0.672295122287
ACH-000150,-0.434514077342
ACH-000152,-0.48590046370800005
ACH-000153,-1.17329844422
ACH-000159,-0.5497564284800001
ACH-000160,-0.37666404608599996
ACH-000163,-0.789927026687
ACH-000167,-0.196400405491
ACH-000168,-0.9689127045829999
ACH-000169,-0.442913167132
ACH-000178,-0.893791273968
ACH-000182,-0.461929554867
ACH-000183,-0.734044288413
ACH-000188,-0.570258741001
ACH-000189,-0.551915509644
ACH-000190,-0.172264900918
ACH-000198,-0.535904731503
ACH-000204,-0.855433070838
ACH-000206,-0.82757972041
ACH-000207,-0.691271534218
ACH-000211,-0.995649590962
ACH-000215,-0.985383373091
ACH-000221,-0.446346016134
ACH-000222,-0.727781986595
ACH-000223,-0.742037372084
ACH-000226,-0.6454379581790001
ACH-000227,-0.563142280528
ACH-000228,-0.752948977051
ACH-000231,-0.530690411239
ACH-000232,-0.821714356443
ACH-000233,-0.9729851256380001
ACH-000234,-0.582175918497
ACH-000235,-0.497230552007
ACH-000237,-0.508168479082
ACH-000238,-0.610966688371
ACH-000243,-0.947131883168
ACH-000244,-0.8401710236409999
ACH-000246,-0.247896878948
ACH-000248,-0.988571298635
ACH-000250,-0.475583057015
ACH-000251,-0.7846299602399999
ACH-000253,-0.8540261879809999
ACH-000255,-0.276275124125
ACH-000256,-0.351112914975
ACH-000257,-0.300364543097
ACH-000258,-0.731197314402
ACH-000259,-0.530883185203
ACH-000260,-0.741357423048
ACH-000261,-0.727044278344
ACH-000262,0.157441106888
ACH-000263,-0.668217120167
ACH-000264,-0.8057081708310001
ACH-000265,-0.660033453732
ACH-000266,-0.7352826829119999
ACH-000272,-0.574285807752
ACH-000273,-0.370461888386
ACH-000274,-0.7566815722210001
ACH-000277,-0.226012921838
ACH-000278,-0.706539740671
ACH-000279,-1.01430640251
ACH-000280,-0.7303727183
ACH-000281,-1.05904801655
ACH-000288,-0.450725558174
ACH-000291,-0.7377090283859999
ACH-000293,-0.30383478645100004
ACH-000294,-1.5044050410799998
ACH-000295,-1.0060379991500001
ACH-000296,-1.37581161554
ACH-000302,-0.21086078717700002
ACH-000304,-0.5721111052310001
ACH-000307,-0.7187485914980001
ACH-000308,-0.888788393819
ACH-000310,-0.547974006361
ACH-000311,-0.8668991519700001
ACH-000312,-0.550484709281
ACH-000315,-0.397203017464
ACH-000316,-0.67917505038
ACH-000317,-0.51807812443
ACH-000318,-1.38699137183
ACH-000319,-0.309109699584
ACH-000320,-0.0802760988266
ACH-000322,-0.6469811251049999
ACH-000323,-0.554773653173
ACH-000324,-0.40748128431100006
ACH-000329,-0.364526096304
ACH-000330,-0.7111445084550001
ACH-000331,-0.5902264355319999
ACH-000332,-0.760885798133
ACH-000334,-0.6385697684489999
ACH-000335,-0.782942993113
ACH-000336,-0.8017196857250001
ACH-000337,-0.756382386633
ACH-000339,-0.43555247048199996
ACH-000341,-0.9941770601729999
ACH-000348,-0.6241241398390001
ACH-000350,-1.20496931823
ACH-000352,-1.05008308384
ACH-000356,-0.706546649212
ACH-000361,-0.852933538415
ACH-000362,-1.2905684451700001
ACH-000363,-0.9617160808149999
ACH-000364,-0.32151656603100004
ACH-000365,-0.8735766172220001
ACH-000366,-0.7234761729029999
ACH-000368,-0.562772766876
ACH-000374,-0.693037044691
ACH-000375,-0.331096562072
ACH-000376,-0.652958648041
ACH-000381,-0.426781555992
ACH-000383,-0.507743335364
ACH-000387,-0.447669719141
ACH-000389,-0.808739216333
ACH-000390,-0.5222159559189999
ACH-000393,-0.6071816033590001
ACH-000395,-0.782926788478
ACH-000397,-0.9840890057449999
ACH-000401,-0.506666249482
ACH-000402,-0.7486874070239999
ACH-000403,-0.6322332784979999
ACH-000404,-0.5576151058519999
ACH-000406,-1.40791484574
ACH-000407,-0.738731712149
ACH-000408,-1.08821009133
ACH-000410,-0.500008673182
ACH-000411,-0.362944326926
ACH-000414,-0.494323811495
ACH-000415,-0.838765070684
ACH-000416,-0.468963496382
ACH-000420,-0.454037231002
ACH-000421,-0.681380318317
ACH-000424,-0.714977746126
ACH-000425,-0.7806639707170001
ACH-000426,-1.27808572093
ACH-000427,-0.273049432355
ACH-000433,-0.37422728125699994
ACH-000436,-0.770580544059
ACH-000444,-0.568720814308
ACH-000445,-0.648273212606
ACH-000448,-0.824420465451
ACH-000450,-0.338436170655
ACH-000452,-0.7381256589899999
ACH-000454,-0.8134965954000001
ACH-000458,-0.484898357853
ACH-000459,-0.216095967868
ACH-000460,-0.499574829879
ACH-000461,-0.45248931730499997
ACH-000463,-0.447861033238
ACH-000464,-0.9850609531290001
ACH-000466,-0.633822348419
ACH-000467,-0.7389445523929999
ACH-000468,-1.11940485954
ACH-000469,-0.503616542639
ACH-000470,-0.46733388661200004
ACH-000471,-0.471174902951
ACH-000472,-0.492069364625
ACH-000473,-0.978285111777
ACH-000475,-0.43548336512100005
ACH-000476,-0.25757227672899996
ACH-000477,-0.9290893822040001
ACH-000480,-0.008550289670609999
ACH-000481,-1.11057732755
ACH-000483,-0.514080709694
ACH-000484,-0.78290021216
ACH-000485,-0.57832326691
ACH-000486,-0.7411993615029999
ACH-000487,-0.7314644115060001
ACH-000488,-0.7626677872040001
ACH-000490,-0.706880921043
ACH-000491,-0.521815133372
ACH-000495,-0.00421017695409
ACH-000496,-0.7697475035100001
ACH-000499,-1.1842971694
ACH-000500,-1.52404503157
ACH-000502,-0.5711266632549999
ACH-000503,-0.7184044588590001
ACH-000505,-0.346882314162
ACH-000507,-0.601172034511
ACH-000510,-0.5206160266359999
ACH-000511,-0.39799253167
ACH-000512,-0.9435979413869999
ACH-000516,-0.469923361526
ACH-000517,-0.606135873266
ACH-000518,-0.702356927107
ACH-000520,-0.39035074637100003
ACH-000521,-0.613090976591
ACH-000522,-1.0983167088899999
ACH-000524,-0.289076479465
ACH-000527,-0.835600597186
ACH-000528,-0.998440667219
ACH-000537,-0.617144603202
ACH-000541,-0.591648897286
ACH-000542,-1.09405107388
ACH-000544,-1.15027642691
ACH-000545,-0.6378820377059999
ACH-000547,-0.816904634028
ACH-000548,-0.8310976339839999
ACH-000549,-0.739835957596
ACH-000550,-0.36039229463600003
ACH-000552,-0.5794511748960001
ACH-000556,-0.443252541818
ACH-000557,-1.81390107895
ACH-000570,-0.54329849342
ACH-000571,-0.74859669228
ACH-000573,-0.573899053576
ACH-000576,-0.9033653250779999
ACH-000580,-0.7703967260819999
ACH-000584,-0.22943122146699998
ACH-000585,-0.708897784409
ACH-000588,-1.1662339015
ACH-000589,-0.491113682851
ACH-000591,-0.46573453769100004
ACH-000593,-0.324624733205
ACH-000600,0.0828836851128
ACH-000601,-0.457805206654
ACH-000604,-0.317013860117
ACH-000605,-1.02514501421
ACH-000606,-0.6010218494430001
ACH-000608,-0.482796223645
ACH-000614,-0.613613563333
ACH-000616,-0.40433653154
ACH-000618,-0.846859720306
ACH-000619,-0.853594478255
ACH-000620,-1.13654373876
ACH-000621,-0.532234037669
ACH-000622,-0.412576256228
ACH-000623,-0.5795548972300001
ACH-000624,-0.403225258987
ACH-000627,-0.692471028974
ACH-000630,-0.425064402818
ACH-000632,-0.37911433437700004
ACH-000633,-0.942926947974
ACH-000637,-0.850625246715
ACH-000638,-0.998606819781
ACH-000646,-1.26636455847
ACH-000647,-0.846647820175
ACH-000648,-0.09545318524160001
ACH-000649,-0.332938206618
ACH-000651,-0.9527757578
ACH-000652,-0.793246708373
ACH-000653,-0.527826859382
ACH-000657,-0.546480234411
ACH-000658,-0.9556157844609999
ACH-000661,-0.5263222114580001
ACH-000662,-1.2883984237200001
ACH-000663,-0.6521682947249999
ACH-000665,-0.6786508377079999
ACH-000671,-0.8953313575830001
ACH-000673,-0.784629172454
ACH-000676,-0.7482935269300001
ACH-000677,-0.311355631709
ACH-000681,-0.6648482799600001
ACH-000682,-1.0393804489299998
ACH-000683,-0.9489174069700002
ACH-000684,-1.0052793227399999
ACH-000688,-0.7703756057690001
ACH-000693,-0.5714305591809999
ACH-000694,-0.63271754088
ACH-000695,-0.516411452203
ACH-000696,-0.69544822
ACH-000697,-0.939353703495
ACH-000699,-0.7200484648100001
ACH-000701,-0.440331717544
ACH-000706,-0.38124081153800005
ACH-000711,-0.60473004905
ACH-000713,-0.7003262295810001
ACH-000714,-0.789036757817
ACH-000718,-0.404374113463
ACH-000720,-0.630981416949
ACH-000721,-0.626445090955
ACH-000724,-0.782423453737
ACH-000725,-0.778896972402
ACH-000732,-0.6809428085870001
ACH-000734,-0.571725907196
ACH-000735,-0.884175680902
ACH-000736,-0.34841620119499994
ACH-000738,-0.718800884119
ACH-000746,-0.41186942510799995
ACH-000747,-0.821633331214
ACH-000748,-0.50823813337
ACH-000753,-0.6337676490349999
ACH-000756,-0.46477729388300004
ACH-000757,-0.903602754569
ACH-000758,-0.827157942818
ACH-000760,-0.445163046307
ACH-000763,-0.9210550356910001
ACH-000764,-0.689597079935
ACH-000765,-0.8654571541
ACH-000766,-0.667194212529
ACH-000767,-0.8203806986300001
ACH-000768,-0.499665890043
ACH-000769,-0.981552317922
ACH-000770,-1.16643177034
ACH-000771,-1.08301298829
ACH-000773,-0.370056516674
ACH-000776,-0.739438331563
ACH-000777,-0.820832578441
ACH-000778,-0.797023917599
ACH-000781,-0.788026609102
ACH-000782,-0.714177918668
ACH-000783,-0.580577076945
ACH-000784,-0.9501438567820001
ACH-000785,-1.0607838567799999
ACH-000787,-0.7945622803579999
ACH-000788,-0.46968479778899996
ACH-000791,-0.6739227722810001
ACH-000792,-0.49246264192100003
ACH-000794,-1.04446807183
ACH-000796,-0.437965024177
ACH-000799,-0.563755403134
ACH-000800,-0.612236955405
ACH-000802,-0.877213774142
ACH-000804,-0.500649893373
ACH-000805,-0.574100307051
ACH-000809,-0.728017491728
ACH-000810,-0.167823762823
ACH-000811,-0.532349704437
ACH-000817,-0.9268374302600001
ACH-000819,-0.364886959088
ACH-000820,-0.42579398244000005
ACH-000821,-0.845854110437
ACH-000822,-0.582125198902
ACH-000823,-0.7688459899500001
ACH-000824,-0.730031614412
ACH-000827,-0.438575031206
ACH-000829,-0.463189188791
ACH-000831,-0.681212909395
ACH-000832,-0.578620242435
ACH-000833,-0.413255694318
ACH-000834,-0.9524061700309999
ACH-000835,-0.979665651647
ACH-000836,0.11430736199000001
ACH-000837,-0.469636336075
ACH-000838,-0.764072696302
ACH-000839,-0.596376839472
ACH-000840,-0.77397605085
ACH-000841,-0.768169128592
ACH-000843,-0.965049432394
ACH-000846,-0.723924458855
ACH-000847,-0.7110664607580001
ACH-000848,-0.7507988468610001
ACH-000849,-0.500998091879
ACH-000851,-0.804913453268
ACH-000855,-0.792527433393
ACH-000856,-0.152983388411
ACH-000858,-0.634623846131
ACH-000859,-0.373914342773
ACH-000861,-0.645930478955
ACH-000862,-0.8513596073790001
ACH-000865,-1.0220153310100002
ACH-000866,-0.784592275979
ACH-000867,-0.465266266928
ACH-000869,-0.8350397066490001
ACH-000872,-0.651920234566
ACH-000873,-0.475856212007
ACH-000876,-0.6941226131730001
ACH-000878,-0.23885595961
ACH-000880,-0.190171213689
ACH-000881,-0.754964057863
ACH-000882,-0.76776308875
ACH-000884,-0.436885795315
ACH-000885,-0.235243694042
ACH-000887,-0.35266673620399996
ACH-000888,-0.7541962125380001
ACH-000889,-1.09478816806
ACH-000890,-0.6530634860600001
ACH-000896,-0.6495269748800001
ACH-000898,-0.630933060002
ACH-000900,-0.935823541966
ACH-000901,-0.41141747432899994
ACH-000905,-0.7154934827480001
ACH-000906,-0.936558819218
ACH-000907,-0.345096334144
ACH-000910,-0.49570414973399995
ACH-000911,-0.437589932033
ACH-000912,-0.562727579458
ACH-000913,-0.5449986030830001
ACH-000915,-0.7046152213660001
ACH-000916,-0.767895013831
ACH-000917,-0.754008844635
ACH-000921,-0.635325005314
ACH-000924,-0.44116481012500003
ACH-000926,-0.317856246053
ACH-000928,-0.17988752382800002
ACH-000929,-0.671516028361
ACH-000932,-0.6814686357330001
ACH-000935,-0.63356634998
ACH-000936,-0.722357220342
ACH-000937,-0.476316068014
ACH-000938,-0.9821125549549999
ACH-000939,-0.06400130149109999
ACH-000941,-1.4502385457499998
ACH-000943,-0.936276607791
ACH-000946,-0.6200005342189999
ACH-000947,-0.7647234179919999
ACH-000948,-0.895449395335
ACH-000950,-0.582774955254
ACH-000953,-1.19807899554
ACH-000957,-0.89150383412
ACH-000958,-0.786155578634
ACH-000960,-0.9575406718780001
ACH-000963,-0.5216457143
ACH-000968,-0.897673234271
ACH-000969,-0.804971584044
ACH-000973,-0.593998323851
ACH-000974,-0.448813519129
ACH-000975,-0.31722131487300004
ACH-000976,-0.148015189364
ACH-000978,-0.348698030238
ACH-000980,-0.00889207022725
ACH-000984,-0.680481433524
ACH-000986,-0.732816182504
ACH-000988,-1.00264543695
ACH-000993,-0.44162776950099997
ACH-000994,-0.600790179596
ACH-000996,-0.36360465980400003
ACH-001001,-0.741895819316
ACH-001020,-0.388646538257
ACH-001028,-0.502445169972
ACH-001031,-1.13688356678
ACH-001038,-0.702231266973
ACH-001048,-0.661088112484
ACH-001050,-0.7887531549789999
ACH-001053,-0.401055209661
ACH-001054,-0.57173436509
ACH-001061,-0.4446963581
ACH-001067,-0.878146475609
ACH-001075,-0.527360376775
ACH-001096,-0.573141615613
ACH-001128,0.37252921276100004
ACH-001134,-0.112328225922
ACH-001151,-0.856093759852
ACH-001163,-0.457350548322
ACH-001164,-0.9203979056110001
ACH-001173,-0.707852034813
ACH-001183,-0.945480122565
ACH-001184,-0.637794895484
ACH-001190,-0.767446352773
ACH-001192,-0.850442222219
ACH-001193,-0.588460714693
ACH-001196,-0.831319755345
ACH-001197,-0.5584077379569999
ACH-001205,-0.7999790041329999
ACH-001211,-0.376453150392
ACH-001212,-0.538992192306
ACH-001228,-0.600183870701
ACH-001232,-0.505225149424
ACH-001239,-0.943357150764
ACH-001274,-0.768632822198
ACH-001275,-0.746831625783
ACH-001277,-0.5398524805380001
ACH-001278,-0.438846524769
ACH-001280,-0.242656835846
ACH-001283,-1.16887576489
ACH-001289,-0.746669025564
ACH-001295,-0.329416825631
ACH-001300,-0.470605603134
ACH-001301,-0.596653852816
ACH-001302,-1.0722052167799998
ACH-001303,0.025992825193699998
ACH-001306,-0.5618735235
ACH-001318,-0.692349709265
ACH-001322,-0.591433004635
ACH-001328,-0.918172998533
