,HP (3240)
ACH-000004,0.30320613343
ACH-000007,0.270387865414
ACH-000009,0.522562654542
ACH-000011,0.230668722572
ACH-000012,0.392414798085
ACH-000013,0.178488150601
ACH-000014,0.302117187849
ACH-000015,0.43444208229500003
ACH-000017,0.123995596175
ACH-000018,0.250224104946
ACH-000019,0.218859337177
ACH-000021,0.202668384591
ACH-000022,0.409230348847
ACH-000025,0.224975072263
ACH-000028,0.253506477766
ACH-000030,0.372610492971
ACH-000035,0.480583349492
ACH-000036,0.160637202765
ACH-000037,0.434055308364
ACH-000039,0.246450270121
ACH-000040,0.49714364275
ACH-000041,0.42917522001599995
ACH-000042,0.281558474808
ACH-000045,0.49475297904
ACH-000047,0.251020249521
ACH-000052,0.267152581467
ACH-000053,0.433330501885
ACH-000054,0.493121048134
ACH-000055,0.205031152605
ACH-000060,0.5415889309340001
ACH-000067,0.49518793249399995
ACH-000070,0.40234391256200003
ACH-000075,0.144272736604
ACH-000078,0.34475208685599995
ACH-000082,0.24013764173799998
ACH-000085,0.335609410642
ACH-000086,0.039097718230199995
ACH-000087,0.449121609442
ACH-000092,0.401876805405
ACH-000095,0.219861423338
ACH-000097,0.258370757577
ACH-000098,0.20234620307700002
ACH-000099,0.05478930008880001
ACH-000108,0.543675841446
ACH-000113,0.449325498424
ACH-000115,0.703022739489
ACH-000116,0.473133940629
ACH-000118,0.329398421753
ACH-000120,0.193186320286
ACH-000123,0.313812016632
ACH-000127,0.214247500783
ACH-000128,0.460270667359
ACH-000132,0.189393644913
ACH-000133,0.130528829171
ACH-000137,0.232089745399
ACH-000138,0.447090169105
ACH-000142,0.385800767624
ACH-000143,0.323667864286
ACH-000146,0.519650671816
ACH-000148,0.17448835645
ACH-000150,0.261707481962
ACH-000152,0.311164629313
ACH-000153,0.442635733345
ACH-000159,0.5019938216759999
ACH-000160,0.200947950587
ACH-000163,0.27445874396
ACH-000167,0.0249995436002
ACH-000168,0.411716203859
ACH-000169,0.42388185056
ACH-000178,0.25106975351300004
ACH-000182,0.22783064445300003
ACH-000183,0.567283720811
ACH-000188,0.287534679746
ACH-000189,0.15027189379
ACH-000190,0.202564294412
ACH-000198,0.331449060916
