,POLE (5426)
ACH-000424,-1.409074476
ACH-000425,-1.42828718204
ACH-000426,-1.26004215081
ACH-000427,-1.71287077775
ACH-000433,-1.5943988810499998
ACH-000436,-1.4665394955200002
ACH-000444,-1.1418817265999999
ACH-000445,-1.27468727267
ACH-000448,-1.39966521835
ACH-000450,-1.36243632278
ACH-000452,-1.4738839923700002
ACH-000454,-1.18849722828
ACH-000458,-1.06238475316
ACH-000459,-1.35264981528
ACH-000460,-1.31590960204
ACH-000461,-1.4303430448199999
ACH-000463,-1.13593125439
ACH-000464,-1.70980809364
ACH-000466,-1.51369077223
ACH-000467,-1.30298735337
ACH-000468,-1.6662188205700001
ACH-000469,-1.42033404363
ACH-000470,-1.71366244512
ACH-000471,-1.26253063135
ACH-000472,-1.58221312496
ACH-000473,-1.21990120933
ACH-000475,-1.4100787780000001
ACH-000476,-1.61072472364
ACH-000477,-1.02352448663
ACH-000480,-1.5001437932
ACH-000481,-1.67856662964
ACH-000483,-1.30620579201
ACH-000484,-1.6475064261399999
ACH-000485,-1.59016425375
ACH-000486,-1.3760224183
ACH-000487,-1.5064546238699998
ACH-000488,-1.4037376424799999
ACH-000490,-1.53035708262
ACH-000491,-1.7068532056499999
ACH-000495,-1.15368863526
ACH-000496,-1.52306391754
ACH-000499,-1.22903081699
ACH-000500,-0.798319090247
ACH-000502,-1.3200354490000001
ACH-000503,-1.26995894445
ACH-000505,-1.4273880280899998
ACH-000507,-1.32771024601
ACH-000510,-1.47236547005
ACH-000511,-1.36987046241
ACH-000512,-1.5680666177899998
ACH-000516,-1.64059190231
ACH-000517,-1.58553846448
ACH-000518,-1.19063162502
ACH-000520,-1.60938135872
ACH-000521,-1.2104484513200002
ACH-000522,-1.63606837849
ACH-000524,-1.8119956070299998
ACH-000527,-1.4429383345299998
ACH-000528,-1.4225565921
ACH-000537,-1.4918878318000002
ACH-000541,-1.3702723560899999
ACH-000542,-1.36754649062
ACH-000544,-1.20924559146
ACH-000545,-1.50852100586
ACH-000547,-1.2727825898
ACH-000548,-1.2542777515799999
ACH-000549,-1.29503968111
ACH-000550,-1.55285216676
ACH-000552,-1.3370108843100001
ACH-000556,-1.47745804602
ACH-000557,-1.7618568602900002
ACH-000570,-1.18648743043
ACH-000571,-1.87613375008
ACH-000573,-1.6829647273700001
ACH-000576,-1.5112358096399998
ACH-000580,-1.25988578889
ACH-000584,-1.5271291617200002
ACH-000585,-1.5563971681
ACH-000588,-1.4195854856099999
ACH-000589,-1.29824374601
ACH-000591,-1.59263033996
ACH-000593,-1.4851920836
ACH-000600,-1.5747792462
ACH-000601,-1.44146151403
ACH-000604,-1.25168264064
ACH-000605,-1.63815915998
ACH-000606,-1.27757746225
ACH-000608,-2.10518634055
ACH-000614,-1.28234755105
ACH-000616,-1.175536401
ACH-000618,-1.42932284693
ACH-000619,-1.33294861317
ACH-000620,-1.50161792341
ACH-000621,-1.86546244107
ACH-000622,-1.36875790252
ACH-000623,-1.5402338063799998
ACH-000624,-1.25682850176
ACH-000627,-1.4926062082799998
ACH-000630,-1.27627756424
ACH-000632,-1.4890788793599998
ACH-000633,-1.66569950162
ACH-000637,-1.54893672315
ACH-000638,-1.4275924315200001
ACH-000646,-1.40637288359
ACH-000647,-1.27653824817
ACH-000648,-1.30354123794
ACH-000649,-1.4088351906
ACH-000651,-1.4477792762000001
ACH-000652,-1.51877851625
ACH-000653,-1.7297219188799997
ACH-000657,-1.4167995058200002
ACH-000658,-1.5221631118099999
ACH-000661,-1.36615236384
ACH-000662,-1.8503844563799998
ACH-000663,-1.34786175814
ACH-000665,-1.4438652307799997
ACH-000671,-1.43896857697
ACH-000673,-1.11455618063
ACH-000676,-1.5595666072799999
ACH-000677,-1.6610914341999998
ACH-000681,-1.50245559821
ACH-000682,-1.36099021847
ACH-000683,-1.59965902292
ACH-000684,-1.2793180565
ACH-000688,-2.0623080708200003
ACH-000693,-1.58600294916
ACH-000694,-1.5173057387200002
ACH-000695,-1.87736354677
ACH-000696,-1.4711658305500002
ACH-000697,-1.5636028851800001
ACH-000699,-1.7524861994299998
ACH-000701,-1.72644886413
ACH-000706,-1.4211316023700002
ACH-000711,-1.34854012071
ACH-000713,-1.12020963545
ACH-000714,-1.56107833343
ACH-000718,-1.5380539340600001
ACH-000720,-1.19293100503
ACH-000721,-1.48694246898
ACH-000724,-1.7188723644599997
ACH-000725,-1.7329077337099998
ACH-000732,-1.4157713142200001
ACH-000734,-1.5969475778400002
ACH-000735,-1.3481621171200002
ACH-000736,-1.71795598324
ACH-000738,-1.2920971767
ACH-000746,-1.1725256369
ACH-000747,-1.35027102492
ACH-000748,-1.4962205744
ACH-000753,-1.55802875371
ACH-000756,-1.52267278884
ACH-000757,-1.51296160171
ACH-000758,-1.41239414225
ACH-000760,-1.31528808252
ACH-000763,-1.5028184452700002
ACH-000764,-1.3884945463
ACH-000765,-1.14341048281
ACH-000766,-1.3822091775
ACH-000767,-1.68312493682
ACH-000768,-1.28628645647
ACH-000769,-1.4421435877899997
ACH-000770,-1.6290854070700003
ACH-000771,-1.29744961558
ACH-000773,-1.6634324218399998
ACH-000776,-1.35576791496
ACH-000777,-1.3910611148299998
ACH-000778,-1.4203313911200002
ACH-000781,-1.32986549951
ACH-000782,-1.52917303661
ACH-000783,-1.8149621688799997
ACH-000784,-1.3838893137600001
ACH-000785,-1.72856188907
ACH-000787,-1.53141073196
ACH-000788,-1.45894890792
ACH-000791,-1.22568355472
ACH-000792,-1.1854574722600002
ACH-000794,-1.35982392177
ACH-000796,-1.47321704167
ACH-000799,-1.52894880472
ACH-000800,-1.49231214501
ACH-000802,-1.28526510254
ACH-000804,-1.2776913685100002
ACH-000805,-1.6810550692200001
ACH-000809,-1.53218714435
ACH-000810,-1.5311878859299999
ACH-000811,-1.7515627765200001
ACH-000817,-1.4286337041100001
ACH-000819,-1.43473989935
ACH-000820,-0.9606494204610001
ACH-000821,-1.24907538135
ACH-000822,-2.02129990241
ACH-000823,-1.3628089590999999
ACH-000824,-1.48485587562
ACH-000827,-1.14970082144
ACH-000829,-1.37774461804
ACH-000831,-1.31230504487
ACH-000832,-1.3915514587399997
ACH-000833,-1.5676150872999999
ACH-000834,-1.2363689789899999
ACH-000835,-1.32511564731
ACH-000836,-1.58519016081
ACH-000837,-1.47818169713
ACH-000838,-1.32078092941
ACH-000839,-1.3473212529799998
ACH-000840,-1.5382938154499999
ACH-000841,-1.19753329781
ACH-000843,-1.26064521827
ACH-000846,-1.26661888634
ACH-000847,-1.16219588454
ACH-000848,-1.50060910944
ACH-000849,-1.35334931002
ACH-000851,-1.30725299099
ACH-000855,-1.28285282984
ACH-000856,-1.64072898331
ACH-000858,-1.23279294186
ACH-000859,-1.13713059319
ACH-000861,-1.61328669868
ACH-000862,-1.30265497557
ACH-000865,-1.47256277825
ACH-000866,-1.4609627507700003
ACH-000867,-1.48540517351
ACH-000869,-1.69917212885
ACH-000872,-1.46019522369
ACH-000873,-1.0567519694299998
ACH-000876,-1.6646466744100001
ACH-000878,-1.3847179273399999
ACH-000880,-1.56072766171
ACH-000881,-1.22597514836
ACH-000882,-1.34253482784
ACH-000884,-1.43679101234
ACH-000885,-1.6458563763499998
ACH-000887,-1.283712485
ACH-000888,-1.42551622153
ACH-000889,-1.6104143504
ACH-000890,-1.34225067681
ACH-000896,-1.3672905952599999
ACH-000898,-1.78147989312
ACH-000900,-1.4600148528499999
ACH-000901,-1.4770421518399999
ACH-000905,-1.3831435122100002
ACH-000906,-1.59179461299
ACH-000907,-1.29577529828
ACH-000910,-1.50902871169
ACH-000911,-1.1668247263299998
ACH-000912,-1.28784984596
ACH-000913,-1.54494972396
ACH-000915,-1.43374339935
ACH-000916,-1.5110784649000002
ACH-000917,-1.5407499037399999
ACH-000921,-1.4324620100999998
ACH-000924,-1.47497580352
ACH-000926,-1.65648865579
ACH-000928,-1.6136852158500001
ACH-000929,-1.5589744019
ACH-000932,-1.49053438211
ACH-000935,-1.63927524331
ACH-000936,-1.6251016176800002
ACH-000937,-1.58445602984
ACH-000938,-1.61879519054
ACH-000939,-1.6361076717899998
ACH-000941,-1.5154611467299999
ACH-000943,-1.35550720037
ACH-000946,-1.24901563935
ACH-000947,-1.46444154972
ACH-000948,-1.36882641158
ACH-000950,-1.2524424061900001
ACH-000953,-1.7504937602900001
ACH-000957,-1.36655871523
ACH-000958,-1.5100147587200001
ACH-000960,-1.73059506032
ACH-000963,-1.2038420084
ACH-000968,-1.27138875511
ACH-000969,-1.50476660236
ACH-000973,-1.37650692771
ACH-000974,-1.3688864396
ACH-000975,-1.49693913433
ACH-000976,-1.31740237869
ACH-000978,-1.59029978275
ACH-000980,-1.3926361584399998
ACH-000984,-1.4865260996399998
ACH-000986,-1.3659611155200002
ACH-000988,-1.35015284342
ACH-000993,-1.60703805181
ACH-000994,-1.54058927652
ACH-000996,-1.42599104067
ACH-001001,-1.4801846260499998
ACH-001020,-1.9691735095900003
ACH-001028,-1.64619949415
ACH-001031,-1.4894680576600001
ACH-001038,-1.53129899574
ACH-001048,-1.23857373879
ACH-001050,-1.4737937108399999
ACH-001053,-1.4115054697
ACH-001054,-1.5939381819
ACH-001061,-1.3948540404499998
ACH-001067,-1.39410302216
ACH-001075,-1.3992611957700003
ACH-001096,-1.26875174701
ACH-001128,-1.89475155658
ACH-001134,-1.7093852707
ACH-001151,-1.25780844221
ACH-001163,-1.56590101533
ACH-001164,-1.6870753218599999
ACH-001173,-1.4912386202899999
ACH-001183,-1.33826381949
ACH-001184,-1.72536611993
ACH-001190,-1.66009624761
ACH-001192,-1.45357596766
ACH-001193,-1.42941867301
ACH-001196,-1.52934177285
ACH-001197,-1.5655577529
ACH-001205,-1.41807788417
ACH-001211,-1.17345150808
ACH-001212,-1.70553031476
ACH-001228,-1.45959600965
ACH-001232,-1.43483989349
ACH-001239,-1.5372206651299998
ACH-001274,-1.55034710397
ACH-001275,-1.60322685342
ACH-001277,-1.17160704926
ACH-001278,-1.5689690112399999
ACH-001280,-1.6315507795700002
ACH-001283,-1.3923780161700001
ACH-001289,-1.2753443740500001
ACH-001295,-1.44855203823
ACH-001300,-1.27646743501
ACH-001301,-1.55411920389
ACH-001302,-1.6790274362600002
ACH-001303,-1.6255987011000002
ACH-001306,-1.30044827385
ACH-001318,-1.42681012382
ACH-001322,-1.24027390394
ACH-001328,-1.33471491072
ACH-001332,-1.51835618014
ACH-001333,-1.3457416015299999
ACH-001336,-1.44404415405
ACH-001340,-1.4293336530200003
ACH-001346,-1.12195198766
ACH-001353,-1.66346266245
ACH-001354,-1.20732486547
ACH-001367,-1.58873245115
ACH-001368,-1.3300131254799998
ACH-001374,-1.6545532995399999
ACH-001375,-1.8304359003
ACH-001377,-1.38524358863
ACH-001380,-1.46552449188
ACH-001391,-1.9097017085499999
ACH-001407,-1.69132728759
ACH-001408,-1.32918290615
ACH-001413,-1.33879476379
ACH-001430,-1.3568265151199999
ACH-001431,-1.36246389336
ACH-001450,-1.45394961945
ACH-001496,-1.45648449526
ACH-001500,-1.40937973228
ACH-001521,-1.4834029803100002
ACH-001523,-1.21390990519
ACH-001532,-1.46686306854
ACH-001536,-1.50599977833
ACH-001550,-1.67036038215
ACH-001552,-1.16712492581
ACH-001554,-1.49145029664
ACH-001645,-1.4213747350900001
ACH-001654,-1.64431599758
ACH-001715,-1.56535069761
ACH-001735,-1.52375553732
ACH-001736,-1.7197610910299999
ACH-001737,-1.67066484771
ACH-001740,-1.4322746450200001
ACH-001745,-1.50584642456
ACH-001750,-1.56156637541
ACH-001765,-1.41978466003
ACH-001956,-1.7507057235699999
ACH-001957,-1.418245295
