,SQRDL (58472)
ACH-000004,0.29973058573399997
ACH-000007,-0.19033655524999998
ACH-000009,-0.304527531639
ACH-000011,0.0849643545641
ACH-000012,-0.0111722875794
ACH-000013,-0.026722650189
ACH-000014,-0.23907032574499998
ACH-000015,-0.07814128385260001
ACH-000017,-0.23009209245
ACH-000018,0.11798617623
ACH-000019,0.0942260690336
ACH-000021,0.00723958337403
ACH-000022,-0.22906589112599998
ACH-000025,-0.114992373771
ACH-000028,-0.032868106305299995
ACH-000030,-0.17026310016899998
ACH-000035,0.045110336527899995
ACH-000036,0.11428833381799999
ACH-000037,-0.138473076566
ACH-000039,-0.004942213944310001
ACH-000040,0.129090918567
ACH-000041,0.168632536965
ACH-000042,-0.200763164581
ACH-000045,-0.139961730006
ACH-000047,-0.111948888541
ACH-000052,0.322824485043
ACH-000053,0.0486663156656
ACH-000054,-0.0825996371412
ACH-000055,-0.0304584239929
ACH-000060,-0.033262304237199995
ACH-000067,-0.0454503303266
ACH-000070,0.304677977875
ACH-000075,-0.131590195315
ACH-000078,-0.143378540246
ACH-000082,-0.07065549701839999
ACH-000085,0.18753293939
ACH-000086,-0.043501157307699996
ACH-000087,-0.09999250618170001
ACH-000092,-0.139035353629
ACH-000095,0.0581091658705
ACH-000097,-0.163536792381
ACH-000098,0.062068164979900003
ACH-000099,-0.176058787443
ACH-000108,-0.10248918204600001
ACH-000113,0.00222669991917
ACH-000115,-0.180801165647
ACH-000116,-0.14089484618200002
ACH-000118,-0.0919385988343
ACH-000120,-0.0802523552947
ACH-000123,-0.0699226541249
ACH-000127,-0.0502446287369
ACH-000128,-0.204543137973
ACH-000132,-0.278022182686
ACH-000133,0.153816541865
ACH-000137,-0.131263498174
ACH-000138,0.102061579406
ACH-000142,0.14137551400599999
ACH-000143,0.14276693442
ACH-000146,-0.056434567614
ACH-000148,-0.0378558531807
ACH-000150,0.08694489490419999
ACH-000152,-0.110642537908
ACH-000153,-0.139988553127
ACH-000159,-0.12978839037999998
ACH-000160,-0.335206238852
ACH-000163,0.121926230521
ACH-000167,-0.18247966754099998
ACH-000168,0.0407031730895
ACH-000169,-0.011314990236100001
ACH-000178,-0.09018899696260002
ACH-000182,-0.192122897148
ACH-000183,-0.208127184075
ACH-000188,0.025728716816799998
ACH-000189,-0.11360123452299999
ACH-000190,-0.142715995428
ACH-000198,0.00970789508942
ACH-000204,-0.174713591448
ACH-000206,-0.0809930303822
ACH-000207,-0.027458976518200003
ACH-000211,0.0329851885293
ACH-000215,-0.0360218899835
ACH-000221,-0.11226759761199999
ACH-000222,-0.245939039654
ACH-000223,-0.286152777898
ACH-000226,-0.0029723978268400004
ACH-000227,-0.17711494015700002
ACH-000228,-0.0562796760481
ACH-000231,0.0234211284735
ACH-000232,0.008758695000290001
ACH-000233,-0.11505323602600001
ACH-000234,-0.0356538290508
ACH-000235,-0.168428399302
ACH-000237,-0.121315025727
ACH-000238,0.0209137910879
ACH-000243,-0.16600789158399998
ACH-000244,-0.11628298861099999
ACH-000246,-0.0518107927485
ACH-000248,-0.303144094177
ACH-000250,-0.0141061132782
ACH-000251,0.195723357056
ACH-000253,-0.054170572585699996
ACH-000255,-0.218637678028
ACH-000256,-0.13774739167400002
ACH-000257,-0.05176610550869999
ACH-000258,-0.36345599410400004
ACH-000259,-0.0290193784548
ACH-000260,-0.107261007359
ACH-000261,-0.09852351270490001
ACH-000262,0.10356752921800001
ACH-000263,0.0607111005413
ACH-000264,0.045777578451699996
ACH-000265,-0.244626974808
ACH-000266,-0.19440609755
ACH-000272,-0.16132798694199998
ACH-000273,0.09183616841330002
ACH-000274,-0.115351979582
ACH-000277,0.22828466126699998
ACH-000278,0.07292186412360001
ACH-000279,-0.17064122910500001
ACH-000280,-0.00494872851791
ACH-000281,0.0763832966097
ACH-000288,-0.0600999163994
ACH-000291,-0.26777489948000005
ACH-000293,0.0237848736314
ACH-000294,-0.349554624832
ACH-000295,0.265683748914
ACH-000296,-0.18342993845400002
ACH-000302,-0.10565827436799999
ACH-000304,-0.27370622848000004
ACH-000307,-0.164996639484
ACH-000308,-0.05832495650069999
ACH-000310,-0.331481365555
ACH-000311,-0.122715747972
ACH-000312,-0.05972203749419999
ACH-000315,-0.0986926503924
ACH-000316,0.0240364539587
ACH-000317,0.119522092447
ACH-000318,-0.217928291208
ACH-000319,-0.140781422825
