,OTX1 (5013)
ACH-000004,-0.6600242812229999
ACH-000007,-0.406835543566
ACH-000009,-0.372086586302
ACH-000011,-0.335281404992
ACH-000012,-0.280031981271
ACH-000013,-0.288289568811
ACH-000014,-0.3402523119
ACH-000015,-0.500011921352
ACH-000017,-0.32724364566799996
ACH-000018,-0.557395359994
ACH-000019,-0.18028984230099998
ACH-000021,-0.446740199063
ACH-000022,-0.28990958216400003
ACH-000025,-0.23953647068199999
ACH-000028,-0.265175079231
ACH-000030,-0.382735942582
ACH-000035,-0.802449067752
ACH-000036,-0.46489902443000003
ACH-000037,-0.19585224803800003
ACH-000039,-0.51770209853
ACH-000040,-0.460657871503
ACH-000041,-0.546275064448
ACH-000042,-0.6018538904249999
ACH-000045,-0.304674697771
ACH-000047,-0.359821693747
ACH-000052,-0.251499723062
ACH-000053,-0.35115842780900003
ACH-000054,-0.373314321575
ACH-000055,-0.211756710452
ACH-000060,-0.213548612172
ACH-000067,-0.27718019319299997
ACH-000070,-0.37323598503100003
ACH-000075,-0.525611157276
ACH-000078,-0.554785740152
ACH-000082,-0.292760824314
ACH-000085,-0.42530004862899995
ACH-000086,-0.246856663361
ACH-000087,-0.364990395979
ACH-000092,-0.411546277299
ACH-000095,-0.5042907940320001
ACH-000097,-0.199116723703
ACH-000098,-0.24495677424000004
ACH-000099,-0.404069796771
ACH-000108,-0.33860439728299996
ACH-000113,-0.441633358042
ACH-000115,-0.281583023961
ACH-000116,-0.43865672435599995
ACH-000118,-0.334327462133
ACH-000120,-0.405144935709
ACH-000123,-0.257630764044
ACH-000127,-0.461230716614
ACH-000128,-0.44731817394199996
ACH-000132,-0.329136358343
ACH-000133,-0.35883259239200005
ACH-000137,-0.39270009602300004
ACH-000138,-0.33713404327600005
ACH-000142,-0.41819765070799997
ACH-000143,-0.420144831378
ACH-000146,-0.603527176791
ACH-000148,-0.15598680755799998
ACH-000150,-0.134428879207
ACH-000152,-0.47245389732299997
ACH-000153,-0.186357906618
ACH-000159,-0.523130204103
ACH-000160,-0.223030029683
ACH-000163,-0.326567647101
ACH-000167,-0.22410292298599999
ACH-000168,0.08051477283210001
ACH-000169,-0.321689896196
ACH-000178,-0.34817939883599996
ACH-000182,-0.271486288154
ACH-000183,-0.307957256467
ACH-000188,-0.545982411628
ACH-000189,-0.657189571136
ACH-000190,-0.6566248265510001
ACH-000198,-0.414027729733
ACH-000204,-0.311840443053
ACH-000206,-0.204304307668
ACH-000207,-0.8480746202580001
ACH-000211,-0.334843221859
ACH-000215,-0.419875640682
ACH-000221,-0.456401540392
ACH-000222,-0.510992147531
ACH-000223,-0.304611112626
ACH-000226,-0.35267841729099997
ACH-000227,-0.5849718222320001
ACH-000228,-0.0839566331869
ACH-000231,-0.413283565064
ACH-000232,-0.448462114829
ACH-000233,-0.367127964644
ACH-000234,-0.33954153323700004
ACH-000235,-0.367844979189
ACH-000237,-0.35495952796499997
ACH-000238,-0.304089548907
ACH-000243,-0.42713658681199995
ACH-000244,-0.533454729146
ACH-000246,-0.305962096444
ACH-000248,-0.43098697002499997
ACH-000250,-0.471923415114
ACH-000251,-0.311442540028
ACH-000253,-0.377892776223
ACH-000255,-0.418683869581
ACH-000256,-0.553305984954
ACH-000257,-0.130888020716
ACH-000258,-0.5448215663220001
ACH-000259,-0.33402369308
ACH-000260,-0.438255130514
ACH-000261,-0.36222656989299995
ACH-000262,-0.401819845365
ACH-000263,-0.370842899582
ACH-000264,-0.419197210131
ACH-000265,-0.41626832999700003
ACH-000266,-0.446124001017
ACH-000272,-0.388312772889
ACH-000273,-0.335597558315
ACH-000274,-0.464736731121
ACH-000277,-0.159923929758
ACH-000278,-0.347874404358
ACH-000279,-0.35366098721999994
ACH-000280,-0.391929038882
ACH-000281,-0.6218462088600001
ACH-000288,-0.638852215202
ACH-000291,-0.470466029836
ACH-000293,-0.45699853952200004
ACH-000294,-0.415017547189
ACH-000295,-0.43900070441600003
ACH-000296,-0.310481628334
ACH-000302,-0.358566579767
ACH-000304,-0.45714693432099995
ACH-000307,-0.6430812645239999
ACH-000308,-0.318479781303
ACH-000310,-0.561648656155
ACH-000311,-0.578826999195
ACH-000312,-0.425099955658
ACH-000315,-0.320589035097
ACH-000316,-0.226068963514
ACH-000317,-0.37997083631300005
ACH-000318,-0.29905167973900004
ACH-000319,-0.260571435579
ACH-000320,-0.641909092529
ACH-000322,-0.31690412902
ACH-000323,-0.452144117386
ACH-000324,-0.532182590943
ACH-000329,-0.44832090439800004
ACH-000330,-0.4763642128600001
ACH-000331,-0.35518396933300006
ACH-000332,-0.391046362343
ACH-000334,-0.45746643675899995
ACH-000335,-0.08997297474819999
ACH-000336,-0.330393705248
ACH-000337,-0.399743581545
ACH-000339,-0.46823914619199997
ACH-000341,-0.530051717697
ACH-000348,-0.291706238803
ACH-000350,-0.486941474634
ACH-000352,-0.19881366453299998
ACH-000356,-0.367737307674
ACH-000361,-0.19474559235999997
ACH-000362,-0.440782954498
ACH-000363,-0.332123452708
ACH-000364,-0.399247972741
ACH-000365,-0.34907635148599997
ACH-000366,-0.349340997244
ACH-000368,-0.49850559467100003
ACH-000374,-0.462160800506
ACH-000375,-0.44048711707599997
ACH-000376,-0.380607659233
ACH-000381,-0.5317125586370001
ACH-000383,-0.288510436201
ACH-000387,-0.267098138209
ACH-000389,-0.296330359541
ACH-000390,-0.596994001425
ACH-000393,-0.542396964451
ACH-000395,-0.329447735095
ACH-000397,-0.530302040857
ACH-000401,-0.294364924925
ACH-000402,-0.028728784255499996
ACH-000403,-0.501065151131
ACH-000404,-0.28320981554900004
ACH-000406,-0.346165680049
ACH-000407,-0.530209366286
ACH-000408,-0.551819227069
ACH-000410,-0.368695864668
ACH-000411,-0.386754849278
ACH-000414,-0.471874438596
ACH-000415,-0.644987266321
ACH-000416,-0.37785613681999997
ACH-000420,-0.388300823697
ACH-000421,-0.404864920547
ACH-000424,-0.485772571712
ACH-000425,-0.331810077892
ACH-000426,-0.28395132931
ACH-000427,-0.563953783481
ACH-000433,-0.2892714789
ACH-000436,-0.318746374876
ACH-000444,-0.302270060927
ACH-000445,-0.164691057261
ACH-000448,-0.428578961192
ACH-000450,-0.20136441930500001
ACH-000452,-0.517164114039
ACH-000454,-0.63545929602
ACH-000458,-0.250925745111
ACH-000459,-0.0145042701118
ACH-000460,-0.498694478161
ACH-000461,-0.276586632289
ACH-000463,-0.356969882607
ACH-000464,-0.73187398016
ACH-000466,-0.817137756841
ACH-000467,-0.592562720526
ACH-000468,-0.37909360628100003
ACH-000469,-0.45518034704800003
ACH-000470,-0.297834529646
ACH-000471,-0.23515171228
ACH-000472,-0.43361407605400004
ACH-000473,-0.402056030166
ACH-000475,-0.338701752755
ACH-000476,-0.43136944738399996
ACH-000477,-0.122585070156
ACH-000480,-0.344405503752
ACH-000481,-0.382932680793
ACH-000483,-0.252000188281
ACH-000484,-0.333124875574
ACH-000485,-0.476749659224
ACH-000486,-0.44091995246000004
ACH-000487,-0.387605820313
ACH-000488,-0.369992843987
ACH-000490,-0.472847768526
ACH-000491,-0.505045964626
ACH-000495,-0.444542605018
ACH-000496,-0.41518388836900005
ACH-000499,-0.374362322509
ACH-000500,-0.233432831486
ACH-000502,-0.527223849525
ACH-000503,-0.232932801057
ACH-000505,-0.30597877832
ACH-000507,-0.318455980647
ACH-000510,-0.166560306217
ACH-000511,-0.229799126252
ACH-000512,0.0690790437245
ACH-000516,-0.30497660855000003
ACH-000517,-0.365754797205
ACH-000518,-0.394291755559
ACH-000520,-0.351345044261
ACH-000521,-0.40881108530999993
ACH-000522,-0.360987340612
ACH-000524,-0.46555591942900004
ACH-000527,-0.282114442747
ACH-000528,-0.42694466183300006
ACH-000537,-0.457541421137
ACH-000541,-0.504291889092
ACH-000542,-0.29707393277399996
ACH-000544,-0.381527843979
ACH-000545,-0.523306484494
ACH-000547,-0.267642086645
ACH-000548,-0.41748035336499995
ACH-000549,-0.418494564178
ACH-000550,-0.324397438815
ACH-000552,-0.49059195506399994
ACH-000556,-0.420601959145
ACH-000557,-0.5007890157020001
ACH-000570,-0.39434293816699995
ACH-000571,-0.30731980155
ACH-000573,-0.249841310148
ACH-000576,-0.304639037645
ACH-000580,-0.37754213598499997
ACH-000584,-0.343072764235
