,TMCO1 (54499)
ACH-000004,-0.333507324463
ACH-000007,-0.26654335482700003
ACH-000009,-0.284531893107
ACH-000011,-0.431533920598
ACH-000012,0.00362280097138
ACH-000013,-0.243873117742
ACH-000014,-0.189208624681
ACH-000015,-0.28283589301600004
ACH-000017,-0.21378994189
ACH-000018,0.012803807424600001
ACH-000019,-0.10961601497000001
ACH-000021,-0.246036516071
ACH-000022,-0.175009076996
ACH-000025,-0.201434964248
ACH-000028,-0.135455311717
ACH-000030,-0.20562123586
ACH-000035,-0.0381329828336
ACH-000036,-0.08976567818430001
ACH-000037,-0.08281103981110001
ACH-000039,-0.26789810794
ACH-000040,-0.21977713759700002
ACH-000041,-0.183698413708
ACH-000042,0.0536715795325
ACH-000045,-0.385386563022
ACH-000047,-0.178847511777
ACH-000052,-0.380332694027
ACH-000053,-0.112723203102
ACH-000054,-0.173824638887
ACH-000055,-0.181496863158
ACH-000060,-0.0824522575045
ACH-000067,-0.0728080030173
ACH-000070,-0.210975201146
ACH-000075,-0.241936897608
ACH-000078,-0.08411746498569998
ACH-000082,-0.235985381717
ACH-000085,-0.0329156967071
ACH-000086,-0.405955013695
ACH-000087,-0.148253116241
ACH-000092,-0.153382721896
ACH-000095,-0.203854887007
ACH-000097,-0.185318191379
ACH-000098,-0.227756484328
ACH-000099,-0.147338376069
ACH-000108,-0.173864532905
ACH-000113,-0.369080908946
ACH-000115,-0.0588213285668
ACH-000116,-0.15740550729699998
ACH-000118,-0.129248917612
ACH-000120,-0.31795727371599997
ACH-000123,-0.10932930159700001
ACH-000127,-0.149406490689
ACH-000128,-0.16957840572000002
ACH-000132,-0.36908551372599996
ACH-000133,-0.289867580878
ACH-000137,-0.25055407729
ACH-000138,-0.150976840945
ACH-000142,-0.23890800399300002
ACH-000143,-0.158577713829
ACH-000146,-0.350978697206
ACH-000148,-0.251937538282
ACH-000150,-0.086712125901
ACH-000152,-0.15646412650900002
ACH-000153,-0.374450399059
ACH-000159,-0.33011133950599997
ACH-000160,-0.0764084256791
ACH-000163,-0.204819302816
ACH-000167,-0.322631615182
ACH-000168,-0.209422765782
ACH-000169,-0.254486624655
ACH-000178,-0.0516705046088
ACH-000182,-0.144788703146
ACH-000183,-0.298623530237
ACH-000188,-0.0927554068273
ACH-000189,-0.149379036298
ACH-000190,-0.139086892105
ACH-000198,-0.240572441972
ACH-000204,-0.467819061755
ACH-000206,0.059917761233900003
ACH-000207,-0.00267855684756
ACH-000211,-0.294882738207
ACH-000215,-0.19772182206799999
ACH-000221,-0.317953794526
ACH-000222,-0.148551793269
ACH-000223,-0.29662361307199997
ACH-000226,-0.221256543292
ACH-000227,-0.10959114414200001
ACH-000228,-0.416441914562
ACH-000231,-0.203768701338
ACH-000232,-0.390637744558
ACH-000233,-0.17185353889600002
ACH-000234,-0.364392562978
ACH-000235,-0.36398570460100005
ACH-000237,-0.186265692271
ACH-000238,0.20837626164999998
ACH-000243,-0.130819898606
ACH-000244,-0.168004767687
ACH-000246,-0.23749580206999998
ACH-000248,-0.512094489578
ACH-000250,-0.174879033626
ACH-000251,-0.164155438524
ACH-000253,-0.02350409107
ACH-000255,-0.256362082554
ACH-000256,-0.17936620251899998
ACH-000257,-0.195962400038
ACH-000258,-0.978893034787
ACH-000259,-0.16959396268899998
ACH-000260,-0.131029552793
ACH-000261,-0.297289959333
ACH-000262,-0.248378722304
ACH-000263,-0.340851798385
ACH-000264,-0.203620163015
ACH-000265,-0.299294664277
ACH-000266,-0.195575525402
ACH-000272,-0.336268328389
ACH-000273,-0.348078787205
ACH-000274,-0.09187579156960002
ACH-000277,-0.160134604731
ACH-000278,-0.047624264969499994
ACH-000279,-0.189394696028
ACH-000280,-0.18325748209399997
ACH-000281,-0.0213405442428
ACH-000288,-0.213333786309
ACH-000291,-0.164610788365
ACH-000293,0.00305205728353
ACH-000294,-0.27044448566
ACH-000295,-0.236639295073
ACH-000296,0.0790770850899
ACH-000302,-0.233284586574
ACH-000304,0.21862929125999997
ACH-000307,-0.154795499279
ACH-000308,-0.32013934750100004
ACH-000310,-0.183625796525
ACH-000311,-0.243607376179
ACH-000312,-0.127998159939
ACH-000315,-0.0336700697055
ACH-000316,-0.256835240763
ACH-000317,-0.42604685826800004
ACH-000318,-0.36537911607900003
ACH-000319,-0.163769530713
ACH-000320,-0.26735068563299996
ACH-000322,-0.122164759899
ACH-000323,-0.18899173406199998
ACH-000324,-0.16078374032
ACH-000329,-0.053877628787000004
ACH-000330,-0.07565788088389999
ACH-000331,-0.267763993676
ACH-000332,-0.307710537417
ACH-000334,-0.377050219464
ACH-000335,-0.335872350783
ACH-000336,-0.207520626223
ACH-000337,-0.06592074797860001
ACH-000339,-0.17194264179000002
ACH-000341,-0.338651755651
ACH-000348,-0.228825422666
ACH-000350,-0.13236301168
ACH-000352,-0.13413247798
ACH-000356,-0.0260221436627
ACH-000361,-0.412228083372
ACH-000362,-0.325465498251
ACH-000363,-0.0970739322158
ACH-000364,-0.190407419429
ACH-000365,-0.0737620272268
ACH-000366,-0.213550270571
ACH-000368,-0.147148128352
ACH-000374,-0.158921838988
ACH-000375,-0.140988727383
ACH-000376,-0.23838808448600002
ACH-000381,-0.257377759782
ACH-000383,-0.201839780294
ACH-000387,-0.0552978940912
ACH-000389,-0.283623831349
ACH-000390,-0.24934263302200002
ACH-000393,-0.38384807794500003
ACH-000395,0.0124691930998
ACH-000397,-0.197975732452
ACH-000401,0.0292797330436
ACH-000402,-0.358443881042
ACH-000403,-0.0496054448178
ACH-000404,-0.08981190025939999
ACH-000406,-0.21632214088799998
ACH-000407,-0.248012073259
ACH-000408,-0.116286984494
ACH-000410,-0.24687813016999996
ACH-000411,-0.315113220948
ACH-000414,-0.25767351968
ACH-000415,-0.0750041024687
ACH-000416,-0.261417748362
ACH-000420,-0.229905435788
ACH-000421,-0.22155003884899999
ACH-000424,-0.24232358203600002
ACH-000425,-0.28587742296199997
ACH-000426,-0.9554445409129999
ACH-000427,-0.29899069466999995
ACH-000433,-0.13270479894200002
ACH-000436,-0.67281247278
ACH-000444,-0.245169209419
ACH-000445,-0.171463038537
ACH-000448,-0.244979282957
ACH-000450,-0.14771496555400002
ACH-000452,-0.153698854243
ACH-000454,-0.0840761925647
ACH-000458,-0.117967459343
ACH-000459,-0.214055386509
ACH-000460,-0.10127404277100001
ACH-000461,-0.0508456861983
ACH-000463,-0.344465035912
ACH-000464,-0.137011733974
ACH-000466,-0.130103297358
ACH-000467,-0.176288213255
ACH-000468,0.016867139495000003
ACH-000469,-0.151252849439
ACH-000470,-0.147879039723
ACH-000471,-0.23259343944299998
ACH-000472,-0.17884532627799998
ACH-000473,-0.23513206235599998
ACH-000475,-0.14870135611
ACH-000476,-0.23340883610899998
ACH-000477,-0.308662400979
ACH-000480,-0.0784689321887
ACH-000481,-0.25614400272599996
ACH-000483,0.0727077603518
ACH-000484,-0.580354837006
ACH-000485,-0.11526357676200001
ACH-000486,-0.202712738624
ACH-000487,-0.127089977972
ACH-000488,-0.0965558424453
ACH-000490,-0.13723226454
ACH-000491,0.07182389068230001
ACH-000495,-0.0718677383837
ACH-000496,-0.128210367907
ACH-000499,0.21513463275800002
ACH-000500,-0.192832215777
ACH-000502,-0.101865752292
ACH-000503,-0.300481796014
ACH-000505,-0.32891077614500003
ACH-000507,-0.150230318392
ACH-000510,-0.29354855593199997
ACH-000511,-0.198367698104
ACH-000512,0.0731340308044
ACH-000516,-0.290401371245
ACH-000517,-0.203218659588
ACH-000518,-0.219741761465
ACH-000520,-0.126493221732
ACH-000521,-0.104052310926
ACH-000522,-0.228542634026
ACH-000524,-0.199244786721
ACH-000527,-0.20152727679299998
ACH-000528,-0.259605318915
ACH-000537,-0.266930850493
ACH-000541,-0.126698273625
ACH-000542,-0.146229377559
ACH-000544,-0.125416165778
ACH-000545,-0.132678643588
ACH-000547,-0.126523913841
ACH-000548,-0.26526895563700004
ACH-000549,-0.10448494519200001
ACH-000550,-0.304112066753
ACH-000552,-0.23691949984400001
ACH-000556,-0.157763546651
ACH-000557,-0.179594632988
ACH-000570,-0.133745769577
ACH-000571,-0.123071895679
ACH-000573,-0.18197635954
ACH-000576,-0.15070986051899998
ACH-000580,-0.123975251938
ACH-000584,-0.154845991349
ACH-000585,-0.284029573104
ACH-000588,-0.200948905025
ACH-000589,-0.167224225333
ACH-000591,0.128501725647
ACH-000593,-0.164573084099
ACH-000600,-0.231951306329
ACH-000601,-0.287790005729
ACH-000604,-0.197333510778
ACH-000605,-0.11543779066700001
ACH-000606,-0.236393682975
ACH-000608,-0.12616103005
ACH-000614,-0.102570140004
ACH-000616,-0.420609129349
ACH-000618,-0.192857815015
ACH-000619,-0.20726279964000002
ACH-000620,-0.22749964432199998
ACH-000621,-0.051593942718199996
ACH-000622,-0.126703244002
ACH-000623,-0.160867012491
ACH-000624,-0.184809329765
ACH-000627,0.005447240392229999
ACH-000630,-0.137839691382
ACH-000632,-0.0902946095774
ACH-000633,-0.140490990636
ACH-000637,-0.0359952021356
ACH-000638,-0.224004467011
ACH-000646,-0.013284759011899998
ACH-000647,-0.339573436638
ACH-000648,-0.135715327977
ACH-000649,-0.205780848195
ACH-000651,-0.23072841454999998
ACH-000652,-0.13525481973200001
ACH-000653,-0.23669405078000003
ACH-000657,-0.303283643715
ACH-000658,-0.256440843957
ACH-000661,-0.125271249157
ACH-000662,-0.206324626239
ACH-000663,-0.36185918063100003
ACH-000665,-0.18416746155900002
ACH-000671,-0.21739698258600001
ACH-000673,-0.196067892518
ACH-000676,-0.282432278013
ACH-000677,-0.21530170746599997
ACH-000681,-0.259693265722
ACH-000682,-0.150426317124
ACH-000683,-0.47256678697400006
ACH-000684,-0.24744109235999998
ACH-000688,0.039077438810000004
ACH-000693,-0.261370090103
ACH-000694,-0.174961428354
ACH-000695,-0.272578214678
ACH-000696,-0.21764389784200003
ACH-000697,-0.31078472929699996
ACH-000699,-0.125683249519
ACH-000701,-0.099619257467
ACH-000706,-0.263218391347
ACH-000711,-0.143501350467
ACH-000713,-0.07872269111260001
ACH-000714,-0.168209729312
ACH-000718,0.105904663452
ACH-000720,-0.14332608666899999
ACH-000721,-0.140166955335
ACH-000724,-0.11703627730699999
ACH-000725,-0.18020148843199998
ACH-000732,-0.0904699359862
ACH-000734,-0.250239412925
ACH-000735,-0.199529457007
ACH-000736,-0.203845389852
ACH-000738,-0.010647745157899999
ACH-000746,-0.19639860527800002
ACH-000747,-0.28644358931200004
ACH-000748,-0.328566883145
ACH-000753,-0.22740769615200002
ACH-000756,-0.15052434768
ACH-000757,-0.312368330252
ACH-000758,-0.28451937322099996
ACH-000760,-0.23202060561700003
ACH-000763,-0.49518318429200003
ACH-000764,-0.174463987779
ACH-000765,-0.152174311506
ACH-000766,-0.0934803263939
ACH-000767,-0.288540158814
ACH-000768,-0.24071948602899998
ACH-000769,-0.18508127975699998
ACH-000770,-0.14526232852
ACH-000771,-0.253377969061
ACH-000773,-0.285918359223
ACH-000776,-0.148828219035
ACH-000777,0.026825810985400003
ACH-000778,-0.0975881791299
ACH-000781,-0.141098492707
ACH-000782,-0.07882654608300001
ACH-000783,-0.17365946744199998
ACH-000784,-0.213598680768
ACH-000785,-0.344486491516
ACH-000787,-0.171494241936
ACH-000788,-0.298644309254
ACH-000791,-0.244863024225
ACH-000792,-0.273238478757
ACH-000794,-0.059315955444499996
ACH-000796,-0.19809544258099998
ACH-000799,-0.371875085013
ACH-000800,-0.324482870754
ACH-000802,-0.19197757758499998
ACH-000804,-0.214253157295
ACH-000805,-0.214957307755
ACH-000809,-0.160485696451
ACH-000810,-0.035706968967499995
ACH-000811,-0.14717837849
ACH-000817,-0.0347572515601
ACH-000819,-0.304396600954
ACH-000820,-0.0839814490953
ACH-000821,-0.0672962698344
ACH-000822,-0.31595701489100003
ACH-000823,-0.23877485939800003
ACH-000824,-0.11357883830999999
ACH-000827,-0.174584004533
ACH-000829,-0.025628184596199997
ACH-000831,-0.12565124229
ACH-000832,-0.267060821464
ACH-000833,0.00982506339064
ACH-000834,-0.0618725174548
ACH-000835,-0.210181031928
ACH-000836,-0.132985017166
ACH-000837,-0.172673312004
ACH-000838,-0.377263928572
ACH-000839,-0.010272076444599999
ACH-000840,-0.183230027774
ACH-000841,-0.29351451530699996
ACH-000843,-0.07835299473280001
ACH-000846,-0.282703116708
ACH-000847,-0.0391392893868
ACH-000848,-0.222097567813
ACH-000849,-0.23060906300200001
ACH-000851,-0.148171371591
ACH-000855,-0.313776509799
ACH-000856,0.029166317141299997
ACH-000858,-0.26237357349199997
ACH-000859,0.0267841780566
