,ASL (435)
ACH-000004,-0.130177005096
ACH-000007,-0.38398184543700004
ACH-000009,-0.19905111992400001
ACH-000011,-0.0184695560166
ACH-000012,-0.286098917253
ACH-000013,-0.0663337235238
ACH-000014,-0.468201426747
ACH-000015,-0.06648147265269999
ACH-000017,-0.00894005770198
ACH-000018,-0.0404779731381
ACH-000019,-0.222183915038
ACH-000021,-0.544307480659
ACH-000022,-0.295929749803
ACH-000025,-0.454943291555
ACH-000028,-0.0692880805767
ACH-000030,-0.14206958579600001
ACH-000035,-0.29054360175599997
ACH-000036,-0.497070277103
ACH-000037,-0.32175087428800003
ACH-000039,-0.200443642985
ACH-000040,-0.22271886318300002
ACH-000041,-0.163235002118
ACH-000042,-0.30440905063900003
ACH-000045,0.000243070008142
ACH-000047,-0.269194162538
ACH-000052,-0.460307522657
ACH-000053,-0.216359654168
ACH-000054,-0.11330429975800001
ACH-000055,0.00452634995515
ACH-000060,-0.426009532214
ACH-000067,-0.191691876065
ACH-000070,-0.19112861706
ACH-000075,-0.190683923864
ACH-000078,-0.046808861142300005
ACH-000082,-0.11727724246
ACH-000085,-0.13143439402100002
ACH-000086,0.0163056288695
ACH-000087,-0.37728080229999994
ACH-000092,-0.135950939864
ACH-000095,-0.272240942717
ACH-000097,-0.220227827648
ACH-000098,-0.269106091803
ACH-000099,-0.263018236897
ACH-000108,-0.232594631045
ACH-000113,-0.134702032201
ACH-000115,0.0581715876731
ACH-000116,-0.21507224610800002
ACH-000118,-0.257080518925
ACH-000120,-0.17790177852699998
ACH-000123,-0.36324533145300003
ACH-000127,-0.17748066880600002
ACH-000128,-0.264145326137
ACH-000132,-0.165786603398
ACH-000133,-0.265341467896
ACH-000137,-0.154649183761
ACH-000138,-0.0861279157577
ACH-000142,-0.243304999685
ACH-000143,-0.186500564265
ACH-000146,-0.191135140694
ACH-000148,-0.273822854284
ACH-000150,-0.159260424861
ACH-000152,-0.09190175580489998
ACH-000153,-0.122176871785
ACH-000159,-0.28698887300799997
ACH-000160,-0.21507644141399998
ACH-000163,-0.19290016306
ACH-000167,-0.0917633851736
ACH-000168,-0.118146072199
ACH-000169,-0.288829794863
ACH-000178,-0.209804612392
ACH-000182,-0.236673847958
ACH-000183,-0.20897401057
ACH-000188,-0.237869545011
ACH-000189,-0.37430543005500005
ACH-000190,-0.146454079333
ACH-000198,-0.147861705617
ACH-000204,-0.370444692033
ACH-000206,0.00461367315023
ACH-000207,-0.102754713399
ACH-000211,-0.367859083083
ACH-000215,-0.140770728514
ACH-000221,-0.502195617575
ACH-000222,-0.24860199294500002
ACH-000223,-0.146082708271
ACH-000226,-0.463571246971
ACH-000227,-0.546463862619
ACH-000228,-0.253165490808
ACH-000231,-0.217363048585
ACH-000232,-0.265106125257
ACH-000233,-0.21531693686099998
ACH-000234,-0.269379876016
ACH-000235,-0.255890427259
ACH-000237,-0.261915584341
ACH-000238,-0.07127792325889999
ACH-000243,-0.160981276388
ACH-000244,-0.36680912356
ACH-000246,-0.237298016981
ACH-000248,-0.27463959483399997
ACH-000250,-0.08945384336100001
ACH-000251,-0.473097918541
ACH-000253,-0.0635330185856
ACH-000255,-0.204928425667
ACH-000256,0.0633065311291
ACH-000257,0.00144763274274
ACH-000258,-0.269752224501
ACH-000259,-0.176684313939
ACH-000260,-0.120335293675
ACH-000261,-0.301138494987
ACH-000262,-0.554302400982
ACH-000263,-0.30358318071199997
ACH-000264,-0.35698003534
ACH-000265,-0.187102906588
ACH-000266,-0.19467932996800003
ACH-000272,-0.196948086415
ACH-000273,-0.237112421427
ACH-000274,-0.08040260223899999
ACH-000277,-0.0289288206894
ACH-000278,-0.310570719629
ACH-000279,-0.24947669350999999
ACH-000280,-0.285811140952
ACH-000281,-0.184431036979
ACH-000288,-0.24366865343400002
ACH-000291,-0.207873139864
ACH-000293,-0.31584833935400003
ACH-000294,-0.19979886542
ACH-000295,-0.17393263598900002
ACH-000296,-0.302060295119
ACH-000302,-0.180807152313
ACH-000304,-0.289058003202
ACH-000307,-0.222087084664
ACH-000308,-0.403106750651
ACH-000310,-0.18982333046100003
ACH-000311,-0.35997507383
ACH-000312,-0.13198070876700002
ACH-000315,-0.427233209203
ACH-000316,-0.23629539485399997
ACH-000317,-0.346959861043
ACH-000318,-0.20286186252099997
ACH-000319,-0.24053312431200002
ACH-000320,-0.232438360599
ACH-000322,-0.209628092324
ACH-000323,-0.0630869645205
ACH-000324,-0.20971334655499999
ACH-000329,-0.0902169432333
ACH-000330,-0.384122784785
ACH-000331,-0.272067202088
ACH-000332,-0.23462141841200002
ACH-000334,0.07543911984849999
ACH-000335,0.010206886101899999
ACH-000336,-0.29084639489999997
ACH-000337,-0.40183798831600004
ACH-000339,-0.269816991725
ACH-000341,-0.33480382265299996
ACH-000348,-0.231185550861
ACH-000350,-0.279972052053
ACH-000352,-0.169354283412
ACH-000356,-0.5635676568379999
ACH-000361,-0.459191199387
ACH-000362,-0.261414525682
ACH-000363,-0.37220525561800005
ACH-000364,-0.48275881163199996
ACH-000365,-0.49466193019500004
ACH-000366,-0.177183351399
ACH-000368,-0.096843586404
ACH-000374,-0.263157900776
ACH-000375,-0.154165060194
ACH-000376,-0.32877492011
ACH-000381,-0.179062389795
ACH-000383,-0.39275177421199997
ACH-000387,-0.317564817118
ACH-000389,-0.352926160991
ACH-000390,-0.399636071736
ACH-000393,-0.154946174335
ACH-000395,-0.343421010586
ACH-000397,-0.25457462010000004
ACH-000401,-0.19443798218299999
ACH-000402,-0.579790210467
ACH-000403,-0.29265391232
ACH-000404,-0.22261460558899998
ACH-000406,-0.269815356562
ACH-000407,-0.0407132877345
ACH-000408,-0.11882669494999999
ACH-000410,-0.196055022179
ACH-000411,-0.0576370072798
ACH-000414,-0.148590289415
ACH-000415,-0.586131542187
ACH-000416,-0.17938906265500001
ACH-000420,-0.10472636996899999
ACH-000421,-0.43306954932999997
ACH-000424,-0.249149194566
ACH-000425,-0.515941612505
ACH-000426,-0.0902927362773
ACH-000427,-0.224510610436
ACH-000433,-0.56345701175
ACH-000436,-0.0800306087456
ACH-000444,-0.22959057678599998
ACH-000445,-0.27723491393399996
ACH-000448,-0.372581529322
ACH-000450,-0.28583702946999995
ACH-000452,-0.325660829876
ACH-000454,-0.00305569487239
ACH-000458,-0.199629862918
ACH-000459,-0.133139079715
ACH-000460,-0.11972198826500001
ACH-000461,-0.101363928185
ACH-000463,-0.389365322914
ACH-000464,-0.21694371151
ACH-000466,-0.35906808492700004
ACH-000467,-0.213194869859
ACH-000468,-0.214169126626
ACH-000469,-0.24721226093600002
ACH-000470,-0.198748242106
ACH-000471,-0.289832656749
ACH-000472,-0.414479235623
ACH-000473,-0.368365381557
ACH-000475,-0.188293622621
ACH-000476,-0.267980521765
ACH-000477,-0.132732863979
ACH-000480,-0.11750396024599999
ACH-000481,-0.342987235237
ACH-000483,-0.0919864423292
ACH-000484,0.13542393536
ACH-000485,-0.0926140314656
ACH-000486,-0.123274569737
ACH-000487,-0.15560138983
ACH-000488,-0.149932187638
ACH-000490,-0.318498455814
ACH-000491,-0.303449889772
ACH-000495,-0.446951333378
ACH-000496,-0.149941113249
ACH-000499,-0.0018654949742599998
ACH-000500,0.253858563079
ACH-000502,-0.314746417644
ACH-000503,-0.327035490982
ACH-000505,-0.22417617586999997
ACH-000507,-0.0947915079528
ACH-000510,-0.279672131158
ACH-000511,-0.19451831600800001
ACH-000512,0.0594766792517
ACH-000516,-0.38231690013
ACH-000517,-0.132985977385
ACH-000518,-0.21186784413899998
ACH-000520,-0.164580047084
ACH-000521,-0.17928577584600003
ACH-000522,-0.205214121909
ACH-000524,-0.139673354604
ACH-000527,-0.36704064283699994
ACH-000528,-0.23515830251400002
ACH-000537,-0.0590330775384
ACH-000541,-0.144816265245
ACH-000542,-0.23963263509500002
ACH-000544,-0.417617186526
ACH-000545,-0.102754574857
ACH-000547,-0.231636601042
ACH-000548,-0.12378439920499999
ACH-000549,-0.18052287888500002
ACH-000550,-0.348871504556
ACH-000552,-0.222927478781
ACH-000556,-0.17762957882
ACH-000557,-0.142398645743
ACH-000570,-0.195385951239
ACH-000571,-0.116225733999
ACH-000573,-0.237818944603
ACH-000576,-0.165496461062
ACH-000580,-0.203164731962
ACH-000584,-0.24333511618200002
ACH-000585,-0.518814464346
ACH-000588,-0.147654721724
ACH-000589,-0.254296096682
ACH-000591,0.174331651635
ACH-000593,-0.07596187254
ACH-000600,-0.17806041406599998
ACH-000601,-0.211274927652
ACH-000604,-0.0906448697044
ACH-000605,-0.279599400849
ACH-000606,-0.356463896428
ACH-000608,-0.0984582320338
ACH-000614,-0.28398706361
ACH-000616,-0.391860932495
ACH-000618,-0.314750526231
ACH-000619,-0.226725085603
ACH-000620,-0.103154188809
ACH-000621,-0.220230819713
ACH-000622,-0.7447407762999999
ACH-000623,-0.144222436018
ACH-000624,-0.256305144538
ACH-000627,-0.224194029371
ACH-000630,-0.29968722986699997
ACH-000632,-0.19090107794
ACH-000633,-0.18181511426199998
ACH-000637,-0.140267695454
ACH-000638,-0.223862309954
ACH-000646,-0.36535307851
ACH-000647,0.009178049439309999
ACH-000648,-0.31441891573
ACH-000649,-0.11013373592700001
ACH-000651,-0.279955478062
ACH-000652,-0.259743580104
ACH-000653,-0.1623781227
ACH-000657,-0.24499593005999998
ACH-000658,-0.125665047344
ACH-000661,-0.22830422325
ACH-000662,0.057666912180399994
ACH-000663,-0.37444821161700004
ACH-000665,-0.38205744791199997
ACH-000671,-0.0359106173488
ACH-000673,-0.335928379902
ACH-000676,-0.22713698991599998
ACH-000677,-0.0806743262463
ACH-000681,-0.358071937959
ACH-000682,-0.48351655042099995
ACH-000683,-0.171357987207
ACH-000684,-0.28964638701699996
ACH-000688,-0.253042892619
ACH-000693,-0.339516966999
ACH-000694,-0.23853928954599998
ACH-000695,-0.25771770744000005
ACH-000696,-0.218808026586
ACH-000697,-0.160097256042
ACH-000699,-0.26289542672
ACH-000701,-0.154450285567
ACH-000706,-0.241493871065
ACH-000711,-0.34750862933
ACH-000713,-0.260193540904
ACH-000714,-0.140674990383
ACH-000718,-0.228276783543
ACH-000720,-0.203952931131
ACH-000721,-0.186860467566
ACH-000724,-0.281311479297
ACH-000725,-0.47717061286000007
ACH-000732,-0.319034185321
ACH-000734,-0.17298222546300002
ACH-000735,-0.147155572208
ACH-000736,-0.027882028563599996
ACH-000738,-0.24681028380999998
ACH-000746,-0.321037575183
ACH-000747,-0.323503062332
ACH-000748,-0.132993463813
ACH-000753,-0.24890649171100002
ACH-000756,0.0952288102942
ACH-000757,-0.21551216550900001
ACH-000758,-0.241189768008
ACH-000760,-0.17563800206099997
ACH-000763,-0.316113164449
ACH-000764,-0.05167233129340001
ACH-000765,-0.48139356879600004
ACH-000766,-0.23853962784699997
ACH-000767,-0.175918108171
ACH-000768,-0.2048611179
ACH-000769,-0.537460566014
ACH-000770,-0.18013579987300002
ACH-000771,-0.13080490140999998
ACH-000773,-0.261524483214
ACH-000776,-0.275806077659
ACH-000777,-0.201770921063
ACH-000778,-0.230243515562
ACH-000781,-0.27975822381
ACH-000782,-0.22002483530499997
ACH-000783,0.102415513636
ACH-000784,-0.30306164128199997
ACH-000785,-0.0676914671091
ACH-000787,-0.291249761068
ACH-000788,-0.306755824597
ACH-000791,-0.290263554097
ACH-000792,-0.055036636599500005
ACH-000794,-0.265333324702
ACH-000796,-0.10122800990599999
ACH-000799,-0.281694246135
ACH-000800,-0.39026986562399996
ACH-000802,-0.19437571794199998
ACH-000804,-0.0748999544472
ACH-000805,-0.18586477770399998
ACH-000809,-0.13798818332499999
ACH-000810,-0.274564609999
ACH-000811,-0.320756401646
ACH-000817,-0.26484220766100003
ACH-000819,-0.27573371370099997
ACH-000820,-0.261743871049
ACH-000821,-0.112644337343
ACH-000822,-0.240432371406
ACH-000823,-0.531417552255
ACH-000824,-0.0619824632751
ACH-000827,-0.417098730162
ACH-000829,0.006959737109880001
ACH-000831,-0.32668055637800003
ACH-000832,-0.264512061747
ACH-000833,-0.176157955823
ACH-000834,-0.301291873183
ACH-000835,-0.256947594714
ACH-000836,-0.206503186975
ACH-000837,-0.43323744796499997
ACH-000838,-0.015356320287899999
ACH-000839,-0.213878619179
ACH-000840,-0.36410842147699995
ACH-000841,-0.203140211796
ACH-000843,-0.342476832517
ACH-000846,-0.37969158143
ACH-000847,-0.267299177171
ACH-000848,-0.322147677398
ACH-000849,-0.17044336657499998
ACH-000851,-0.392940895801
ACH-000855,-0.140394441523
ACH-000856,-0.23861853068799999
ACH-000858,-0.197184537526
ACH-000859,0.202648474199
ACH-000861,-0.394111868116
ACH-000862,-0.061782465659300005
ACH-000865,-0.11764173931500001
ACH-000866,-0.231292608192
ACH-000867,-0.268055144008
ACH-000869,-0.38637729896300005
ACH-000872,-0.376329625726
ACH-000873,-0.30269882005300003
ACH-000876,-0.272945800581
ACH-000878,-0.309054234896
ACH-000880,-0.0987815963877
ACH-000881,-0.239693388653
ACH-000882,-0.20045187333
ACH-000884,-0.145825497045
ACH-000885,-0.28874244869000004
ACH-000887,-0.160127995444
ACH-000888,-0.304237339185
ACH-000889,-0.34279297768399997
ACH-000890,-0.406102928355
ACH-000896,-0.41476103309699996
ACH-000898,-0.18049248680100002
ACH-000900,-0.168684022627
ACH-000901,-0.43928813119800003
ACH-000905,-0.40010596225
ACH-000906,-0.23850158260499998
ACH-000907,-0.194942450546
ACH-000910,-0.180322743863
ACH-000911,-0.30387390185400004
ACH-000912,-0.323107594716
ACH-000913,-0.274768485702
ACH-000915,-0.402597906862
ACH-000916,0.368848242263
ACH-000917,-0.139052926222
ACH-000921,-0.5532664181220001
ACH-000924,-0.196847480241
ACH-000926,-0.150095709672
