,HAAO (23498)
ACH-000004,-0.360532914548
ACH-000007,-0.270261311412
ACH-000009,-0.154405635945
ACH-000011,-0.28432422535
ACH-000012,-0.164643067813
ACH-000013,-0.190694207502
ACH-000014,-0.26711390724100004
ACH-000015,-0.14035813589
ACH-000017,-0.297271770093
ACH-000018,-0.844676450035
ACH-000019,-0.157276845192
ACH-000021,-0.214641398378
ACH-000022,-0.310799304177
ACH-000025,-0.23160612563400002
ACH-000028,-0.306496621747
ACH-000030,-0.32744110707199997
ACH-000035,-0.546978895
ACH-000036,-0.260816410125
ACH-000037,-0.155195612479
ACH-000039,-0.18041475638300003
ACH-000040,-0.28327376765
ACH-000041,-0.610515281954
ACH-000042,-0.28739604729699997
ACH-000045,-0.286805835021
ACH-000047,-0.387060634932
ACH-000052,-0.329698706909
ACH-000053,-0.14446445814099998
ACH-000054,-0.22730749070700002
ACH-000055,-0.19504317949
ACH-000060,-0.238881852467
ACH-000067,-0.182008812865
ACH-000070,-0.313048526064
ACH-000075,-0.36984410904
ACH-000078,-0.13342142404899998
ACH-000082,-0.296809049126
ACH-000085,-0.551049833559
ACH-000086,-0.454866914821
ACH-000087,-0.166848884117
ACH-000092,-0.254773775047
ACH-000095,-0.287049506312
ACH-000097,-0.165926638818
ACH-000098,-0.177270436565
ACH-000099,-0.26419676566
ACH-000108,-0.109659775215
ACH-000113,-0.22442391151399999
ACH-000115,-0.27385857482
ACH-000116,-0.243843990917
ACH-000118,-0.247582023022
ACH-000120,-0.312695925291
ACH-000123,-0.275191197733
ACH-000127,-0.23380949609
ACH-000128,-0.16432882481
ACH-000132,-0.35492006720700003
ACH-000133,-0.118479793126
ACH-000137,-0.304602921681
ACH-000138,-0.325787487179
ACH-000142,-0.21734858939800003
ACH-000143,-0.116154990071
ACH-000146,-0.030413425472300002
ACH-000148,-0.181596521724
ACH-000150,-0.28989384541200003
ACH-000152,-0.047074976987899995
ACH-000153,-0.20404006140099998
ACH-000159,-0.07098229197110001
ACH-000160,0.40360670265199994
ACH-000163,-0.0668333950506
ACH-000167,0.574453385881
ACH-000168,-0.144063007138
ACH-000169,-0.21781155757100001
ACH-000178,-0.20956577407000002
ACH-000182,-0.11989271984300001
ACH-000183,-0.272216530405
ACH-000188,-0.361153391079
ACH-000189,-0.30175305779899997
ACH-000190,0.25370475482
ACH-000198,-0.22044119946899998
ACH-000204,-0.253850787045
ACH-000206,-0.194003696356
ACH-000207,-0.5866068090559999
ACH-000211,-0.145160138619
ACH-000215,-0.450239068628
ACH-000221,-0.351302382826
ACH-000222,-0.39081337759
ACH-000223,-0.118313932189
ACH-000226,-0.345133009145
ACH-000227,-0.46776074015600005
ACH-000228,-0.125596565747
ACH-000231,-0.329658060059
ACH-000232,-0.354077182023
ACH-000233,-0.17333880210000002
ACH-000234,-0.202316991468
ACH-000235,-0.346987259267
ACH-000237,-0.203635385769
ACH-000238,-0.004568853542510001
ACH-000243,-0.277292133665
ACH-000244,-0.422851995858
ACH-000246,-0.128088262005
ACH-000248,-0.0490024721578
ACH-000250,-0.266018857062
ACH-000251,-0.265911465453
ACH-000253,-0.305068463018
ACH-000255,-0.20991154775600002
ACH-000256,-0.268811756496
ACH-000257,-0.10627348217900001
ACH-000258,-0.329310358187
ACH-000259,-0.289449609391
ACH-000260,-0.24515756401799998
ACH-000261,-0.313601586975
ACH-000262,-0.5938394259600001
ACH-000263,-0.22038688662500003
ACH-000264,-0.150599939551
ACH-000265,-0.277981657244
ACH-000266,-0.30781081263
ACH-000272,-0.355909339894
ACH-000273,-0.2162108031
ACH-000274,-0.41443262343500004
ACH-000277,-0.072343847951
ACH-000278,-0.0970128991519
ACH-000279,-0.404697569438
ACH-000280,-0.24825363228300001
ACH-000281,-0.410549936682
ACH-000288,-0.23936954989999998
ACH-000291,-0.190946929554
ACH-000293,-0.477604693265
ACH-000294,-0.0403252322117
ACH-000295,0.127085648791
ACH-000296,-0.14398907187100002
ACH-000302,-0.07571729013110001
ACH-000304,-0.0261979973272
ACH-000307,-0.343027940018
ACH-000308,-0.19391230284000002
ACH-000310,-0.03586884674719999
ACH-000311,-0.411589190468
ACH-000312,-0.348781705569
ACH-000315,-0.22262876767200002
ACH-000316,-0.269729625387
ACH-000317,-0.42446438699600003
ACH-000318,-0.39534050089699996
ACH-000319,-0.21436964176399997
ACH-000320,-0.747212873161
ACH-000322,-0.27549641385699997
ACH-000323,-0.32186696459499997
ACH-000324,-0.25756844548
ACH-000329,-0.309394537949
ACH-000330,-0.22472562089
ACH-000331,-0.374952610584
ACH-000332,-0.20281162612300002
ACH-000334,-0.268460964194
ACH-000335,-0.0684475526279
ACH-000336,-0.37118707502899995
ACH-000337,-0.359315735397
ACH-000339,-0.171478444218
ACH-000341,-0.128612243557
ACH-000348,-0.323578447177
ACH-000350,-0.159714872628
ACH-000352,-0.238362778508
ACH-000356,-0.564015381594
ACH-000361,-0.507685499455
ACH-000362,-0.216766930465
ACH-000363,-0.06920515781360001
ACH-000364,-0.132366851644
ACH-000365,-0.338797697016
ACH-000366,-0.383719083006
ACH-000368,-0.129557361038
ACH-000374,-0.30895996191999997
ACH-000375,-0.205422882311
ACH-000376,-0.120509268524
ACH-000381,-0.152163612798
ACH-000383,-0.0755609303159
ACH-000387,-0.361018326916
ACH-000389,-0.139820457413
ACH-000390,-0.217104197038
ACH-000393,-0.500199077507
ACH-000395,-0.34462427245899996
ACH-000397,-0.22666991588799998
ACH-000401,-0.16662425355399998
ACH-000402,-0.160263021632
ACH-000403,-0.281804584072
ACH-000404,-0.650271257728
ACH-000406,-0.14223740296700002
ACH-000407,-0.292581810344
ACH-000408,-0.222466316216
ACH-000410,-0.219763860759
ACH-000411,-0.31750512953000004
ACH-000414,-0.365159093504
ACH-000415,-0.23082429991099998
ACH-000416,-0.198286828925
ACH-000420,-0.322900424121
ACH-000421,-0.260566254309
ACH-000424,-0.26032021203
ACH-000425,-0.188693927412
ACH-000426,-0.35443672469000004
ACH-000427,-0.378920222543
ACH-000433,-0.08875017376599999
ACH-000436,-0.18871148056499998
ACH-000444,-0.103251705307
ACH-000445,-0.252060337781
ACH-000448,-0.485793879299
ACH-000450,-0.0995482251722
ACH-000452,-0.335669581632
ACH-000454,-0.281103583028
ACH-000458,-0.306817278579
ACH-000459,0.214654069864
ACH-000460,-0.314175426907
ACH-000461,-0.472398838016
ACH-000463,-0.432755835941
ACH-000464,-0.371920982895
ACH-000466,-0.183563743469
ACH-000467,-0.197744506095
ACH-000468,-0.188045551466
ACH-000469,-0.290061746101
ACH-000470,-0.17549348595199998
ACH-000471,-0.297813927776
ACH-000472,-0.205118558961
ACH-000473,-0.231084664932
ACH-000475,-0.343288967944
ACH-000476,-0.356418787179
ACH-000477,-0.37780657243
ACH-000480,-0.143932623362
ACH-000481,-0.30097893023899996
ACH-000483,-0.09978775852539999
ACH-000484,-0.429184252845
ACH-000485,-0.26390632773600003
ACH-000486,-0.330576060545
ACH-000487,-0.319325103996
ACH-000488,-0.22487117727800002
ACH-000490,-0.340202555409
ACH-000491,-0.29891874745200003
ACH-000495,-0.636992921177
ACH-000496,-0.327328975096
ACH-000499,-0.201141411774
ACH-000500,0.23745521868099997
ACH-000502,-0.280151247324
ACH-000503,-0.804683364646
ACH-000505,-0.32448809566500003
ACH-000507,-0.177688807702
ACH-000510,-0.115112302637
ACH-000511,-0.275085928938
ACH-000512,-0.547499423302
ACH-000516,-0.11710115526699999
ACH-000517,-0.09040933234960001
ACH-000518,-0.378426094404
ACH-000520,-0.127454492311
ACH-000521,-0.557514139844
ACH-000522,-0.24879727485
ACH-000524,-0.133344085314
ACH-000527,-0.191807636246
ACH-000528,-0.167387043194
ACH-000537,-0.274404778215
ACH-000541,-0.17269318671199999
ACH-000542,-0.294009698715
ACH-000544,-0.0521075556998
ACH-000545,-0.5780362353980001
ACH-000547,-0.273414715644
ACH-000548,-0.00952978105966
ACH-000549,-0.200185275772
ACH-000550,-0.13667971934
ACH-000552,-0.239803865253
ACH-000556,-0.269389444548
ACH-000557,-0.438285481255
ACH-000570,-0.017835752841000002
ACH-000571,-0.317786292352
ACH-000573,-0.221775204993
ACH-000576,-0.23137162012899998
ACH-000580,-0.106745208059
ACH-000584,-0.20763720533
ACH-000585,-0.22285999529199998
ACH-000588,-0.281466001382
ACH-000589,-0.212338961814
ACH-000591,-0.389604065065
ACH-000593,-0.383699156471
ACH-000600,-0.269870716307
ACH-000601,-0.289395698658
ACH-000604,-0.055269279437999995
ACH-000605,-0.256645886706
ACH-000606,-0.376619269683
ACH-000608,-0.279149482517
ACH-000614,-0.410001610114
ACH-000616,-0.326024258534
ACH-000618,-0.22848300283700002
ACH-000619,-0.314224744288
ACH-000620,-0.170893101489
ACH-000621,-0.21414801851
ACH-000622,-0.15795025032999999
ACH-000623,-0.143656417476
ACH-000624,-0.269416129504
ACH-000627,-0.21674997661200002
ACH-000630,-0.122391861506
ACH-000632,-0.293687577845
ACH-000633,-0.189138663642
ACH-000637,-0.39158572656199997
ACH-000638,-0.235134599254
ACH-000646,-0.322878646649
ACH-000647,-0.127423122274
ACH-000648,-0.241911887371
ACH-000649,-0.162878822566
ACH-000651,-0.257583419506
ACH-000652,-0.082678323016
ACH-000653,-0.22821368726500002
ACH-000657,-0.36659932801
ACH-000658,-0.07547384360510001
ACH-000661,-0.213048378689
ACH-000662,-0.517615099093
ACH-000663,-0.11640447838
ACH-000665,-0.431719567056
ACH-000671,-0.260748106094
ACH-000673,-0.30180932746
ACH-000676,-0.114990482714
ACH-000677,0.00515944820988
ACH-000681,-0.475970214243
ACH-000682,-0.266480890561
ACH-000683,-0.33579109342
ACH-000684,-0.106215770956
ACH-000688,-0.333551105868
ACH-000693,-0.27495611865200004
ACH-000694,-0.300918733341
ACH-000695,0.0766485629919
ACH-000696,-0.352432357787
ACH-000697,-0.308806505914
ACH-000699,-0.153264596252
ACH-000701,-0.364756529329
ACH-000706,-0.16915981664500002
ACH-000711,-0.26686293360999996
ACH-000713,-0.47088850087399997
ACH-000714,-0.310314313193
ACH-000718,-0.22048067886199998
ACH-000720,-0.223738186938
ACH-000721,-0.4515129492
ACH-000724,-0.546223052469
ACH-000725,-0.413994591295
ACH-000732,-0.24939862345
ACH-000734,-0.225085996382
ACH-000735,-0.10417674187899999
ACH-000736,-0.36016368068800003
ACH-000738,-0.14424670680600002
ACH-000746,-0.27290616965
