,MCEMP1 (199675)
ACH-000004,-0.018223587295400002
ACH-000007,0.0205037530031
ACH-000009,-0.163538104691
ACH-000011,-0.09295707920129999
ACH-000012,-0.20505127172899998
ACH-000013,-0.150005670384
ACH-000014,-0.019738868258700002
ACH-000015,-0.176088393759
ACH-000017,-0.197381583679
ACH-000018,-0.348773796446
ACH-000019,-0.43801931295900004
ACH-000021,-0.22352658209100001
ACH-000022,-0.0497720432469
ACH-000025,-0.170817815239
ACH-000028,-0.304619264122
ACH-000030,-0.208947859255
ACH-000035,-0.17867797370000002
ACH-000036,0.05399418396340001
ACH-000037,-0.165182418159
ACH-000039,-0.575963989283
ACH-000040,-0.357057985523
ACH-000041,-0.107039093556
ACH-000042,-0.0770515707262
ACH-000045,-0.111146515495
ACH-000047,-0.17555624443
ACH-000052,0.0156955403715
ACH-000053,-0.18923749094
ACH-000054,-0.117007018938
ACH-000055,0.047368852416199994
ACH-000060,-0.15155245415100002
ACH-000067,-0.26109559327599996
ACH-000070,-0.0021520145749099997
ACH-000075,-0.0300606804669
ACH-000078,-0.19319385552700002
ACH-000082,-0.166274099167
ACH-000085,-0.161312687092
ACH-000086,-0.189367490716
ACH-000087,0.08166931652489999
ACH-000092,-0.282467739496
ACH-000095,-0.325424664067
ACH-000097,-0.20137400183499998
ACH-000098,-0.19759506688900003
ACH-000099,-0.294950564303
ACH-000108,-0.176088562117
ACH-000113,-0.232289946674
ACH-000115,-0.128892963335
ACH-000116,-0.191722864723
ACH-000118,-0.369430625005
ACH-000120,-0.0106863879376
ACH-000123,-0.294078287393
ACH-000127,-0.27840859998399997
ACH-000128,-0.39169101595
ACH-000132,-0.258461746777
ACH-000133,-0.113184137177
ACH-000137,-0.314232942909
ACH-000138,-0.28505654165100003
ACH-000142,-0.029100024232799997
ACH-000143,-0.281454489646
ACH-000146,-0.160225043514
ACH-000148,-0.198604157146
ACH-000150,-0.08893560411160001
ACH-000152,-0.197084845121
ACH-000153,0.107471398874
ACH-000159,0.00273375814005
ACH-000160,-0.0882812857883
ACH-000163,-0.235134548635
ACH-000167,-0.0624096107479
ACH-000168,-0.306588322508
ACH-000169,0.0007895302487710001
ACH-000178,-0.197778719723
ACH-000182,-0.11175006187799999
ACH-000183,-0.249810073475
ACH-000188,-0.319388402954
ACH-000189,-0.11559865960999999
ACH-000190,0.057656086739300005
ACH-000198,0.006456647980470001
ACH-000204,-0.0898951150288
ACH-000206,-0.35001439912500004
ACH-000207,-0.08788821262180001
ACH-000211,-0.0881743182775
ACH-000215,-0.153702965102
ACH-000221,-0.10464449314799999
ACH-000222,0.138413200622
ACH-000223,-0.20368768235399998
ACH-000226,-0.17760798224899998
ACH-000227,-0.062146226002599995
ACH-000228,-0.0974799020568
ACH-000231,-0.0754368868698
ACH-000232,-0.156162563905
ACH-000233,-0.15412973349
ACH-000234,-0.13934305115700002
ACH-000235,-0.24815941374400002
ACH-000237,-0.07326331068479999
