,SHQ1 (55164)
ACH-000215,-1.14437864504
ACH-000221,-1.2515601702099999
ACH-000222,-0.94711696436
ACH-000223,-0.931075537863
ACH-000226,-1.0027937255700001
ACH-000227,-1.13019326682
ACH-000228,-1.2639695082200002
ACH-000231,-0.867817101232
ACH-000232,-1.12266889165
ACH-000233,-1.16614999663
ACH-000234,-1.34495251743
ACH-000235,-1.17993820279
ACH-000237,-1.32337793848
ACH-000238,-1.17782786827
ACH-000243,-1.197358567
ACH-000244,-0.898116585139
ACH-000246,-1.09759832976
ACH-000248,-1.04103360347
ACH-000250,-1.05566219482
ACH-000251,-1.0336500869499998
ACH-000253,-1.25552690607
ACH-000255,-1.17123252048
ACH-000256,-1.27653935066
ACH-000257,-1.09129479168
ACH-000258,-1.17308893396
ACH-000259,-1.00965963465
ACH-000260,-0.97213619975
ACH-000261,-1.02080344035
ACH-000262,-1.04635273872
ACH-000263,-0.71663147678
ACH-000264,-1.04940574878
ACH-000265,-1.11296649139
ACH-000266,-1.01250323951
ACH-000272,-1.3465606454299999
ACH-000273,-0.990416494983
ACH-000274,-1.0297724314499999
ACH-000277,-0.5405266491390001
ACH-000278,-1.06740989335
ACH-000279,-1.0340289339
ACH-000280,-1.0791491458
ACH-000281,-1.11737538713
ACH-000288,-0.992926467446
ACH-000291,-1.10385133985
ACH-000293,-1.10471742817
ACH-000294,-1.1208982573200001
ACH-000295,-0.965290236461
ACH-000296,-0.888296284842
ACH-000302,-0.9632076862379999
ACH-000304,-1.24527633201
ACH-000307,-1.1500414084200001
ACH-000308,-1.26700229253
ACH-000310,-1.2954225758600002
ACH-000311,-1.2807019208200001
ACH-000312,-1.19125417364
ACH-000315,-1.11517808833
ACH-000316,-1.15020294041
ACH-000317,-1.28740553642
ACH-000318,-1.3610636122
ACH-000319,-1.3049402283299998
ACH-000320,-1.4016041328600002
ACH-000322,-0.782554651373
ACH-000323,-1.0545075280299998
ACH-000324,-1.0591646636399998
ACH-000329,-1.46624458098
ACH-000330,-0.888293657098
ACH-000331,-0.977689613273
ACH-000332,-1.18520163049
ACH-000334,-1.04512768298
ACH-000335,-1.13547077377
ACH-000336,-1.17874652715
ACH-000337,-0.926073434475
ACH-000339,-1.26835694169
ACH-000341,-0.916692988355
ACH-000348,-1.0303229394700002
ACH-000350,-0.9177896206820001
ACH-000352,-0.992780167969
ACH-000356,-1.3635200537399998
ACH-000361,-1.06714615005
ACH-000362,-1.1355804813500001
ACH-000363,-1.0
ACH-000364,-1.27875584457
ACH-000365,-0.8993042122079999
ACH-000366,-1.37494594625
ACH-000368,-1.0522743175
ACH-000374,-1.4089443582700003
ACH-000375,-1.02329279359
ACH-000376,-0.9913722676629999
ACH-000381,-1.12568904862
ACH-000383,-0.946660683805
ACH-000387,-1.1304685029100001
ACH-000389,-1.22054213129
ACH-000390,-1.14279862057
ACH-000393,-0.9682336573579999
ACH-000395,-1.14548634846
ACH-000397,-1.03130884162
ACH-000401,-1.10267982544
ACH-000402,-1.04987798503
ACH-000403,-0.8658309850239999
ACH-000404,-1.31198769814
ACH-000406,-0.926210643352
ACH-000407,-1.18357852669
ACH-000408,-1.42102339379
ACH-000410,-1.3146667245
ACH-000411,-1.04331784857
ACH-000414,-1.15664453189
ACH-000415,-1.39000090392
ACH-000416,-1.0381638944299998
ACH-000420,-0.85871048095
ACH-000421,-1.0961488839
ACH-000424,-1.17979598611
ACH-000425,-1.0872124539299999
ACH-000426,-0.444834311674
ACH-000427,-0.775357414497
ACH-000433,-1.05269446329
ACH-000436,-0.961948791049
ACH-000444,-1.0527038392399999
ACH-000445,-1.42025894058
ACH-000448,-1.0474136833
ACH-000450,-1.21988105202
ACH-000452,-1.18661320148
ACH-000454,-1.17079528452
ACH-000458,-1.16418532679
ACH-000459,-0.9708641728749999
ACH-000460,-1.04020627036
ACH-000461,-0.9426571259409999
ACH-000463,-1.1605304997499999
ACH-000464,-0.825899522602
ACH-000466,-0.81205082998
ACH-000467,-1.05005045412
ACH-000468,-0.9900415056499999
ACH-000469,-0.951310084717
ACH-000470,-0.9942233234260001
ACH-000471,-1.33570349426
ACH-000472,-0.996240622692
ACH-000473,-1.36201948723
ACH-000475,-0.881000918566
ACH-000476,-0.597873988343
ACH-000477,-1.38663582921
ACH-000480,-1.09840710419
ACH-000481,-1.01561143749
ACH-000483,-1.2217321536499999
ACH-000484,-0.6421426316059999
ACH-000485,-0.800466137373
ACH-000486,-1.19615171656
ACH-000487,-1.03729371925
ACH-000488,-0.9654884800460001
ACH-000490,-1.18686400903
ACH-000491,-1.27622198161
ACH-000495,-1.27916755409
ACH-000496,-1.5749418677
ACH-000499,-0.997342585704
ACH-000500,-0.819150087358
ACH-000502,-1.29147729299
ACH-000503,-1.33093948211
ACH-000505,-1.0245693763500001
ACH-000507,-1.26474295497
ACH-000510,-1.1942222428899998
ACH-000511,-1.1123408768
ACH-000512,-1.08509623706
ACH-000516,-0.591981017851
ACH-000517,-0.968385978036
ACH-000518,-1.25894949031
ACH-000520,-1.1356650170799998
ACH-000521,-1.11805463481
ACH-000522,-1.11256017312
ACH-000524,-0.979810241037
ACH-000527,-1.19662802106
ACH-000528,-1.04349208846
ACH-000537,-1.19082855234
ACH-000541,-0.590125055181
ACH-000542,-0.93404501495
ACH-000544,-1.14225863864
ACH-000545,-1.0341442450700002
ACH-000547,-1.0275563270299999
ACH-000548,-0.921740801471
ACH-000549,-1.13769150477
ACH-000550,-1.15434514638
ACH-000552,-0.970508671323
ACH-000556,-1.3391168209200002
ACH-000557,-0.780379982292
ACH-000570,-1.2020613014100001
ACH-000571,-0.735791783817
ACH-000573,-0.964505978357
ACH-000576,-1.05594682516
ACH-000580,-1.10557612189
ACH-000584,-1.2588468943200002
ACH-000585,-1.1740322837100001
ACH-000588,-1.24193280441
ACH-000589,-0.972248157633
ACH-000591,-1.20430557889
ACH-000593,-1.27631741158
ACH-000600,-1.2386900856299998
ACH-000601,-0.945300257587
ACH-000604,-1.12650398364
ACH-000605,-0.890608312745
ACH-000606,-1.14150399582
ACH-000608,-0.5664930297249999
ACH-000614,-0.9504045435359999
ACH-000616,-1.0805794386
ACH-000618,-1.35792796217
ACH-000619,-1.28269072336
ACH-000620,-1.11184048894
ACH-000621,-0.860263160499
ACH-000622,-1.09132987899
ACH-000623,-0.9831752630949999
ACH-000624,-1.13378892783
ACH-000627,-1.10404778624
ACH-000630,-1.28868829145
ACH-000632,-1.03508419512
ACH-000633,-1.13077686943
ACH-000637,-1.05827998625
ACH-000638,-0.965579185854
ACH-000646,-0.8467111414599999
ACH-000647,-1.21333437395
ACH-000648,-1.11905002026
ACH-000649,-1.14337792412
ACH-000651,-1.12915039099
ACH-000652,-1.23563520559
ACH-000653,-0.8150865022429999
ACH-000657,-1.02773850153
ACH-000658,-0.7972649802130001
ACH-000661,-1.18860772497
ACH-000662,-0.547069594446
ACH-000663,-1.0715040588299998
ACH-000665,-1.0745762868200002
ACH-000671,-1.2774765357
ACH-000673,-1.09991406334
ACH-000676,-0.660473040143
ACH-000677,-0.748304620868
ACH-000681,-1.20389936089
ACH-000682,-1.3554350061899998
ACH-000683,-1.2242647582500001
ACH-000684,-1.4303754803600002
ACH-000688,-1.03975187799
ACH-000693,-1.1991416985799999
ACH-000694,-1.1407959650200001
ACH-000695,-1.1818652548100002
ACH-000696,-1.10400922234
ACH-000697,-1.12090704089
ACH-000699,-1.0015810083399999
ACH-000701,-1.05785986999
ACH-000706,-1.16176646223
ACH-000711,-0.9470889200370001
ACH-000713,-1.38550805663
ACH-000714,-1.21083123372
ACH-000718,-0.806597874416
ACH-000720,-1.01841915209
ACH-000721,-0.9709462983920001
ACH-000724,-0.8457514718729999
ACH-000725,-0.699042727646
ACH-000732,-1.26040482657
ACH-000734,-0.930328655105
ACH-000735,-1.1995633964799999
ACH-000736,-1.01204843232
ACH-000738,-1.03017056799
ACH-000746,-0.953695175883
ACH-000747,-1.09619415374
ACH-000748,-1.08017837472
ACH-000753,-1.02000572206
ACH-000756,-1.19134582231
ACH-000757,-1.1085428475599999
ACH-000758,-1.1824880136700002
ACH-000760,-1.1717478787
ACH-000763,-1.00664474662
ACH-000764,-1.4503475386700002
ACH-000765,-1.20667140767
ACH-000766,-1.03090884056
ACH-000767,-0.9075586161929999
ACH-000768,-1.10540517934
ACH-000769,-1.07692294283
ACH-000770,-1.02774660636
ACH-000771,-1.2361202118799999
ACH-000773,-1.2630683313200002
ACH-000776,-1.10048502802
ACH-000777,-1.1948094201000001
ACH-000778,-1.05843986177
ACH-000781,-1.1687701076500001
ACH-000782,-1.0278594633
ACH-000783,-0.6705837470489999
ACH-000784,-0.8764949112279999
ACH-000785,-1.04857223052
ACH-000787,-1.11531934131
ACH-000788,-1.33305340452
ACH-000791,-0.9439141770299999
ACH-000792,-0.943460463379
ACH-000794,-1.14786190537
ACH-000796,-0.829018768278
ACH-000799,-1.06878609871
ACH-000800,-1.32825496506
ACH-000802,-1.32121170386
ACH-000804,-1.0146657466700002
ACH-000805,-0.8638334980750001
ACH-000809,-0.884084866562
ACH-000810,-1.65745194316
ACH-000811,-1.07060173389
ACH-000817,-0.956528630469
ACH-000819,-1.43682039708
ACH-000820,-1.26915022201
ACH-000821,-0.702077916996
ACH-000822,-1.0676527790299999
ACH-000823,-1.00749358219
ACH-000824,-1.15899020705
ACH-000827,-1.12865386013
ACH-000829,-0.84874190721
ACH-000831,-1.0576036928299999
ACH-000832,-1.01491990824
ACH-000833,-1.5620209833399998
ACH-000834,-0.9920987470679999
ACH-000835,-1.17408114094
ACH-000836,-1.17348091365
ACH-000837,-1.2931513799299998
ACH-000838,-0.688072417229
ACH-000839,-1.23992518749
ACH-000840,-1.3486832253299998
ACH-000841,-0.883366882617
ACH-000843,-1.42221054266
ACH-000846,-1.0431142665000002
ACH-000847,-1.29482029338
ACH-000848,-1.11228757036
ACH-000849,-1.0625620806799998
ACH-000851,-1.13994758032
ACH-000855,-1.42778556595
ACH-000856,-1.12423460778
ACH-000858,-1.0606921620999998
ACH-000859,-1.15832899739
ACH-000861,-1.07788299798
ACH-000862,-1.1850539443
ACH-000865,-1.18340639041
ACH-000866,-1.24965686857
ACH-000867,-1.15642125278
ACH-000869,-1.1043000851
ACH-000872,-1.15697035855
ACH-000873,-1.45771878375
ACH-000876,-1.15098312277
ACH-000878,-1.47283001401
ACH-000880,-1.2506692476299999
ACH-000881,-1.14057098334
ACH-000882,-0.9987509138349999
ACH-000884,-0.999729465512
ACH-000885,-0.915897286185
ACH-000887,-1.17564777191
ACH-000888,-0.8736071426700001
ACH-000889,-0.83218865886
ACH-000890,-1.18536832721
ACH-000896,-1.40354498064
ACH-000898,-1.4298154863499999
ACH-000900,-0.930070844118
ACH-000901,-1.06195691538
ACH-000905,-1.16986023653
ACH-000906,-1.0883234757
ACH-000907,-0.812250275765
ACH-000910,-0.976271680737
ACH-000911,-1.14615352183
ACH-000912,-1.0389441876999999
ACH-000913,-1.06522689854
ACH-000915,-0.9611818976600001
ACH-000916,-0.913124944446
ACH-000917,-1.05909551068
ACH-000921,-0.908936586339
ACH-000924,-0.912314147606
ACH-000926,-1.27493634148
ACH-000928,-0.8982134566140001
ACH-000929,-1.16168947545
ACH-000932,-1.11919514472
ACH-000935,-1.05644065137
ACH-000936,-1.14787120152
ACH-000937,-0.809085788195
ACH-000938,-0.936747806239
ACH-000939,-1.61051910821
ACH-000941,-1.02465467347
ACH-000943,-1.08841032186
ACH-000946,-1.20669721609
ACH-000947,-1.1324582321799999
ACH-000948,-0.979480211329
ACH-000950,-1.0314628386799998
ACH-000953,-1.11532037378
ACH-000957,-1.17895075473
ACH-000958,-0.827962635741
ACH-000960,-0.889795593388
ACH-000963,-1.2196257732100002
ACH-000968,-1.0128994945299998
ACH-000969,-0.9716548896439999
ACH-000973,-1.2141946598200002
ACH-000974,-1.07844756436
ACH-000975,-1.06994370156
ACH-000976,-1.14011146599
ACH-000978,-0.632248790862
ACH-000980,-0.969394803407
ACH-000984,-1.0543304272299998
ACH-000986,-0.90751132906
ACH-000988,-1.4106622311
ACH-000993,-1.04550869113
ACH-000994,-1.0069977947
ACH-000996,-0.663045832905
ACH-001001,-1.07459688724
ACH-001020,-1.11595745195
ACH-001028,-0.988974036071
ACH-001031,-1.11486497296
ACH-001038,-1.22728540304
ACH-001048,-1.32493828256
ACH-001050,-1.02076482394
ACH-001053,-1.3386962872100001
ACH-001054,-1.10679447613
ACH-001061,-1.0899424473700001
ACH-001067,-0.8693954185889999
ACH-001075,-1.078748533
ACH-001096,-1.2630850758499998
ACH-001128,-1.26962901027
ACH-001134,-1.3280546902200001
ACH-001151,-1.16571368109
ACH-001163,-1.02331991114
ACH-001164,-0.8609685250779999
ACH-001173,-1.12051200474
ACH-001183,-1.30684731478
ACH-001184,-1.1796140627200002
ACH-001190,-1.09651429963
ACH-001192,-1.36967373593
ACH-001193,-1.3949127426499999
ACH-001196,-1.1490916333499999
ACH-001197,-1.21787258746
ACH-001205,-1.06088554781
ACH-001211,-1.2788602870499999
ACH-001212,-1.17438646964
ACH-001228,-1.22965794282
ACH-001232,-1.45829257332
ACH-001239,-1.1118000194700002
ACH-001274,-1.1765887126299999
ACH-001275,-1.04368091793
ACH-001277,-1.16342162679
ACH-001278,-1.0962778152600001
ACH-001280,-0.875286231962
ACH-001283,-1.11544850815
ACH-001289,-1.11721719246
ACH-001295,-1.1232813549299998
ACH-001300,-1.1532726268200002
ACH-001301,-1.3749890576
ACH-001302,-1.17554560755
ACH-001303,-0.806468403869
ACH-001306,-1.17437371796
ACH-001318,-1.11175303381
ACH-001322,-1.0286908317299999
ACH-001328,-1.26388961078
ACH-001332,-1.1676456455500002
ACH-001333,-0.946799534297
ACH-001336,-1.2164537021100001
ACH-001340,-1.22524001046
ACH-001346,-1.29395005495
ACH-001353,-1.03990512474
ACH-001354,-1.3666535031
ACH-001367,-1.12436099479
ACH-001368,-0.897788606047
ACH-001374,-1.23288683736
ACH-001375,-1.00309071828
ACH-001377,-1.08614152317
ACH-001380,-0.9637124100769999
ACH-001391,-0.89624079528
ACH-001407,-1.06939708407
ACH-001408,-1.00197678737
ACH-001413,-1.05738393785
ACH-001430,-1.08864956131
ACH-001431,-1.14333586155
ACH-001450,-0.8275446775130001
ACH-001496,-1.39661318178
ACH-001500,-0.994347259152
ACH-001521,-1.0700175951200002
ACH-001523,-1.31051389698
ACH-001532,-0.8060215493289999
ACH-001536,-1.09442718194
ACH-001550,-1.13602701687
ACH-001552,-1.3462083546799999
ACH-001554,-1.16532906605
ACH-001645,-1.09048932424
ACH-001654,-1.2423556527500002
ACH-001715,-1.26979767141
ACH-001735,-0.986399616358
ACH-001736,-0.7531986579530001
ACH-001737,-0.7820353823839999
ACH-001740,-1.16478020956
ACH-001745,-1.23896944685
ACH-001750,-0.8682771341399999
ACH-001765,-0.9347578409980001
ACH-001956,-1.11611392834
ACH-001957,-1.17550451845
