,MEF2BNB (729991)
ACH-000491,-0.31944250557500004
ACH-000495,-0.50492222198
ACH-000496,-0.651271856145
ACH-000499,-0.9642298817080001
ACH-000500,0.0377145812134
ACH-000502,-0.5736467172990001
ACH-000503,0.00309775470691
ACH-000505,-0.344560523132
ACH-000507,-0.277521682982
ACH-000510,-0.223998031723
ACH-000511,-0.40710580354000003
ACH-000512,-0.120461934989
ACH-000516,-0.280768164158
ACH-000517,-0.438987981424
ACH-000518,-0.304967169058
ACH-000520,-0.561208761272
ACH-000521,-0.30566037977
ACH-000522,-0.5105847447290001
ACH-000524,-0.46985431205899997
ACH-000527,-0.34872399372
ACH-000528,-0.314426297965
ACH-000537,-0.545794310838
ACH-000541,-0.27536690331
ACH-000542,-0.291962314732
ACH-000544,-0.412888301181
ACH-000545,-0.39509207454499995
ACH-000547,-0.266687796635
ACH-000548,-0.55286771768
ACH-000549,-0.371647189054
ACH-000550,-0.258979889257
ACH-000552,-0.478748107067
ACH-000556,-0.36293653658299996
ACH-000557,-0.32113024318100003
ACH-000570,-0.21069519763300001
ACH-000571,-0.479967886545
ACH-000573,-0.322569110953
ACH-000576,-0.194470588647
ACH-000580,-0.48584485491400003
ACH-000584,-0.463132055101
ACH-000585,-0.5267264057450001
ACH-000588,-0.237276313941
ACH-000589,-0.215555329874
ACH-000591,-0.612464035032
ACH-000593,-0.473839131098
ACH-000600,-0.37070561614
ACH-000601,-0.435461648556
ACH-000604,-0.117289081989
ACH-000605,-0.354140369873
ACH-000606,-0.377371672507
ACH-000608,-0.540212171415
ACH-000614,-0.182749945816
ACH-000616,-0.38082322151299997
ACH-000618,-0.500361871921
ACH-000619,-0.174267427378
ACH-000620,-0.48145734517899996
ACH-000621,-0.546110916381
ACH-000622,-0.19879401903000002
ACH-000623,-0.280051956599
ACH-000624,-0.205776763259
ACH-000627,-0.466708708287
ACH-000630,-0.462584851045
ACH-000632,-0.325372652147
ACH-000633,-0.612531260834
ACH-000637,-0.42815978746
ACH-000638,-0.335420732047
ACH-000646,-0.229369888465
ACH-000647,-0.303776535437
ACH-000648,-0.41460489619
ACH-000649,-0.443036329825
ACH-000651,-0.291825813748
ACH-000652,-0.504376367812
ACH-000653,-0.315125590235
ACH-000657,-0.329164795788
ACH-000658,-0.21137597346099998
ACH-000661,-0.528763351667
ACH-000662,-0.27510639360399997
ACH-000663,-0.164867704134
ACH-000665,-0.453812986025
ACH-000671,-0.660730327642
ACH-000673,-0.301321571143
ACH-000676,-0.206031427706
ACH-000677,-0.512007123093
ACH-000681,-0.43819339817100006
ACH-000682,-0.359259386655
ACH-000683,-0.40067106464599994
ACH-000684,-0.514477476595
ACH-000688,-0.392230576249
ACH-000693,-0.34245361738799995
ACH-000694,-0.1831321325
ACH-000695,-0.0510023384755
ACH-000696,-0.347059428786
ACH-000697,-0.208785621694
ACH-000699,-0.358332404166
ACH-000701,-0.50430253049
ACH-000706,-0.32197160763300003
ACH-000711,-0.43490748026299997
ACH-000713,-0.136544224099
ACH-000714,-0.39245237607600003
ACH-000718,-0.292523302841
ACH-000720,-0.375336854403
ACH-000721,-0.345617597262
ACH-000724,-0.249075671968
ACH-000725,-0.49383185311399996
ACH-000732,-0.386678103765
ACH-000734,-0.549525865338
ACH-000735,-0.318088859018
ACH-000736,-0.35585759083499996
ACH-000738,-0.183797256444
ACH-000746,-0.06934031423539999
ACH-000747,-0.360609741108
ACH-000748,-0.417405857311
ACH-000753,-0.38792246230899996
ACH-000756,-0.335551444559
ACH-000757,-0.185774557422
ACH-000758,-0.5481749134939999
ACH-000760,-0.265992149866
ACH-000763,-0.355362798186
ACH-000764,-0.506874329476
ACH-000765,-0.35727030113700003
ACH-000766,-0.585079606344
ACH-000767,-0.289328508193
ACH-000768,-0.559904029326
ACH-000769,-0.409777598763
ACH-000770,-0.349428686408
ACH-000771,-0.42919674261299995
ACH-000773,-0.0222990101676
ACH-000776,-0.41220967163500005
ACH-000777,-0.35397923737099996
ACH-000778,-0.576603204414
ACH-000781,-0.396606901676
ACH-000782,-0.108826518029
ACH-000783,-0.199360213423
ACH-000784,-0.34091053933399995
ACH-000785,-0.331799532846
ACH-000787,-0.238187510417
ACH-000788,-0.294740785833
ACH-000791,-0.493805371193
ACH-000792,-0.606769667798
ACH-000794,-0.263523005572
ACH-000796,-0.38216765968099997
ACH-000799,-0.453466254349
ACH-000800,-0.426589313051
ACH-000802,-0.40568529599299996
ACH-000804,-0.758379933102
ACH-000805,-0.360350871897
ACH-000809,-0.177407601066
ACH-000810,-0.752168042645
ACH-000811,-0.18841741527
ACH-000817,-0.43631625475900004
ACH-000819,-0.29778948104200004
ACH-000820,-0.14583264477299998
ACH-000821,-0.616886513052
ACH-000822,-0.31635200709100003
ACH-000823,-0.638864149884
ACH-000824,-0.268957342883
ACH-000827,-0.539913815713
ACH-000829,-0.5865404904899999
ACH-000831,-0.272378625026
ACH-000832,-0.585559251338
ACH-000833,-0.2815270406
ACH-000834,-0.409690325326
ACH-000835,-0.21012884287
ACH-000836,-0.548512475307
ACH-000837,-0.560765499257
ACH-000838,-0.36592198372400003
ACH-000839,-0.187924288976
ACH-000840,-0.6836145298270001
ACH-000841,-0.455582312846
ACH-000843,-0.376152534398
ACH-000846,-0.37126635037100003
ACH-000847,0.07821672841239999
ACH-000848,-0.355740502139
ACH-000849,-0.55155508137
ACH-000851,-0.43872746836300003
ACH-000855,-0.314652761032
ACH-000856,-0.296239328651
ACH-000858,-0.427635415903
ACH-000859,-0.581371391528
ACH-000861,-0.5314224612189999
ACH-000862,-0.175441969506
ACH-000865,-0.389523149207
ACH-000866,-0.46558371986599995
ACH-000867,-0.33936315767499997
ACH-000869,-0.469878579811
ACH-000872,-0.350588582345
ACH-000873,-0.268894810377
ACH-000876,-0.391626017902
ACH-000878,-0.553325166123
ACH-000880,-0.469500499908
ACH-000881,-0.253439642203
ACH-000882,-0.41851351070799997
ACH-000884,-0.0933974445035
ACH-000885,-0.40746875085199996
ACH-000887,-0.45655146931999996
ACH-000888,-0.169944283341
ACH-000889,-0.282422723724
ACH-000890,-0.282719196264
ACH-000896,-0.397103045812
ACH-000898,-0.18535222820500002
ACH-000900,-0.313787236641
ACH-000901,-0.36134717689
ACH-000905,-0.320680390158
ACH-000906,-0.33690543697499997
ACH-000907,-0.259822884748
ACH-000910,-0.137284650127
ACH-000911,-0.439078305962
ACH-000912,-0.18141790003
ACH-000913,-0.542242899697
ACH-000915,-0.485369509151
ACH-000916,0.00378668767399
ACH-000917,-0.5526570784979999
ACH-000921,-0.225069746835
ACH-000924,-0.173449868828
ACH-000926,-0.139921820493
ACH-000928,-0.43719289447
ACH-000929,-0.290318133893
ACH-000932,-0.29304661241700003
ACH-000935,-0.153652334427
ACH-000936,-0.447007490422
ACH-000937,-0.320718563934
ACH-000938,-0.311553770651
ACH-000939,-0.530157305467
ACH-000941,-0.5781519035989999
ACH-000943,-0.397689634416
ACH-000946,-0.300664221884
ACH-000947,-0.399567823239
ACH-000948,-0.650341566201
ACH-000950,-0.652032273538
ACH-000953,-0.094372215866
ACH-000957,-0.623452710324
ACH-000958,-0.572558051861
ACH-000960,-0.40640997401900003
ACH-000963,-0.311116948362
ACH-000968,-0.557589183692
ACH-000969,-0.42277865755000005
ACH-000973,-0.171085682032
ACH-000974,-0.320338918666
ACH-000975,-0.414183793463
ACH-000976,-0.35422986329800005
ACH-000978,-0.301384347421
ACH-000980,-0.254911061947
ACH-000984,-0.629843029472
ACH-000986,-0.272239587941
ACH-000988,-0.20203898740100001
ACH-000993,-0.548055791353
ACH-000994,-0.270563928209
ACH-000996,-0.326645267526
ACH-001001,-0.235810174547
ACH-001020,-0.60465028782
ACH-001028,-0.424231213537
ACH-001031,-0.185497680788
ACH-001038,-0.306701441975
ACH-001048,-0.291209830706
ACH-001050,-0.516267668801
ACH-001053,-0.275174717995
ACH-001054,-0.285040018343
ACH-001061,-0.307461128944
ACH-001067,-0.233736354759
ACH-001075,-0.19500204767
ACH-001096,-0.187642977267
ACH-001128,-0.38025873609099997
ACH-001134,-0.37107627264
ACH-001151,-0.349584905347
ACH-001163,-0.20194741715700001
ACH-001164,-0.34160144103900003
ACH-001173,-0.349986012394
ACH-001183,-0.25996838268399997
ACH-001184,-0.53190919469
ACH-001190,-0.47044281282899997
ACH-001192,-0.369891303209
ACH-001193,0.0320590640915
ACH-001196,-0.354560611092
ACH-001197,-0.289606036409
ACH-001205,-0.565920111461
ACH-001211,-0.254920863928
ACH-001212,-0.29260969704900003
ACH-001228,-0.38566123634800004
ACH-001232,-0.13212223692299999
ACH-001239,-0.18193705350699999
ACH-001274,-0.40055569863799995
ACH-001275,-0.171115231041
ACH-001277,-0.32751600700100003
ACH-001278,-0.466832154812
ACH-001280,-0.767607785522
ACH-001283,-0.35892001130400003
ACH-001289,-0.461818769277
ACH-001295,-0.353432821828
ACH-001300,-0.32042399848
ACH-001301,-0.0903872785803
ACH-001302,-0.470312487214
ACH-001303,-0.365351868553
ACH-001306,-0.624361532768
ACH-001318,-0.35506665776699997
ACH-001322,0.035633109489199996
ACH-001328,-0.19162211669
ACH-001332,-0.560142123377
ACH-001333,-0.36490687722
ACH-001336,-0.310620655779
ACH-001340,-0.15262251005000002
ACH-001346,-0.40982626091799995
ACH-001353,-0.448972601892
ACH-001354,-0.37542182710600003
ACH-001367,-0.394620750136
ACH-001368,-0.29037957816599996
ACH-001374,-0.334602587314
ACH-001375,-0.330795819998
ACH-001377,-0.407825628667
ACH-001380,-0.38916300339599996
ACH-001391,-0.371922305458
ACH-001407,-0.5775361926870001
ACH-001408,-0.32475715596099997
ACH-001413,-0.49542677976300004
ACH-001430,-0.163484631878
ACH-001431,-0.513172044645
ACH-001450,-0.116287788228
ACH-001496,-0.658826493007
ACH-001500,-0.441327532884
ACH-001521,-0.522971107205
ACH-001523,-0.361314512066
ACH-001532,-0.426252518644
ACH-001536,-0.43040528763400004
ACH-001550,-0.233067940501
ACH-001552,-0.419428485934
ACH-001554,-0.640345280494
ACH-001645,-0.449759780872
ACH-001654,-0.34284742427299997
ACH-001715,-0.290043909329
ACH-001735,-0.43832146965400004
ACH-001736,-0.36004816394199995
ACH-001737,-1.10996619147
ACH-001740,-0.724046452297
ACH-001745,-0.545849582861
ACH-001750,-0.46080249668000006
ACH-001765,-0.341154794172
ACH-001956,-0.40366012789300004
ACH-001957,-0.106573717335
