,WDPCP (51057)
ACH-000004,-0.177130280755
ACH-000007,-0.0266700038263
ACH-000009,-0.156804182433
ACH-000011,0.119933216193
ACH-000012,-0.131127333697
ACH-000013,-0.100884371534
ACH-000014,0.153848254022
ACH-000015,-0.079815702681
ACH-000017,0.0173931473564
ACH-000018,-0.163086603079
ACH-000019,0.0368081483562
ACH-000021,-0.20867550179900002
ACH-000022,0.113622772028
ACH-000025,-0.0117798902161
ACH-000028,-0.0146065709461
ACH-000030,-0.18299636124000002
ACH-000035,-0.34905541403800006
ACH-000036,-0.17051436129900002
ACH-000037,0.117642348814
ACH-000039,-0.17542014632800002
ACH-000040,0.0899114716194
ACH-000041,-0.131614491273
ACH-000042,-0.17511380264600002
ACH-000045,0.0947174551936
ACH-000047,-0.15791833327
ACH-000052,-0.149597028558
ACH-000053,-0.0449459497468
ACH-000054,0.0816795508508
ACH-000055,0.156854393097
ACH-000060,0.027210483072700003
ACH-000067,-0.204536513226
ACH-000070,-0.113467149722
ACH-000075,0.0150190090246
ACH-000078,-0.332281325004
ACH-000082,0.00740721423927
ACH-000085,-0.15103075092499998
ACH-000086,-0.006301626263709999
ACH-000087,-0.124372309884
ACH-000092,-0.26030704166499996
ACH-000095,-0.09025557747349999
ACH-000097,0.00653423535191
ACH-000098,-0.00671503149331
ACH-000099,-0.282842088621
ACH-000108,-0.11009460571900001
ACH-000113,0.0623533656747
ACH-000115,0.231863253451
ACH-000116,-0.024312720227399998
ACH-000118,-0.06485732444810001
ACH-000120,0.0431253169426
ACH-000123,0.0257150665045
ACH-000127,-0.08972406194499999
ACH-000128,-0.0186859311408
ACH-000132,-0.0674819455615
ACH-000133,-0.176079301265
ACH-000137,0.102731489146
ACH-000138,-0.149222977673
ACH-000142,-0.249088425509
ACH-000143,0.11009376461300001
ACH-000146,-0.04681866787169999
ACH-000148,0.21472593123
ACH-000150,0.0676910103348
ACH-000152,-0.0373532028582
ACH-000153,0.0303068712473
ACH-000159,-0.133410221767
ACH-000160,-0.028564223595500003
ACH-000163,-0.060694634497300004
ACH-000167,-0.138169751959
ACH-000168,0.010099424453200001
ACH-000169,0.134621406266
ACH-000178,-0.09105743025110001
ACH-000182,-0.0500848692196
ACH-000183,-0.0053257207606
ACH-000188,-0.10205620766699999
ACH-000189,-0.160818814483
ACH-000190,-0.0431013334085
ACH-000198,-0.056219235940300004
ACH-000204,0.180449074041
ACH-000206,-0.054607824814
ACH-000207,-0.106706676053
ACH-000211,-0.08225856029419999
ACH-000215,-0.116248378027
ACH-000221,0.022260266231299997
ACH-000222,0.0764838045829
ACH-000223,-0.057247585764499995
ACH-000226,0.010874089583
ACH-000227,-0.058414693085000004
ACH-000228,-0.0434468740106
ACH-000231,0.0458898022394
ACH-000232,-0.09488244336780001
ACH-000233,-0.0642689026866
ACH-000234,-0.124675276656
ACH-000235,-0.0407264042734
ACH-000237,-0.0994547758697
ACH-000238,-0.027183151487
ACH-000243,-0.0966876165997
ACH-000244,-0.11919763978
ACH-000246,-0.134376190716
ACH-000248,-0.0426843460497
ACH-000250,-0.0262705859141
ACH-000251,0.205728505966
ACH-000253,0.0051215293222600005
ACH-000255,-0.061788812200300004
ACH-000256,-0.08065120542530001
ACH-000257,0.0444524274578
ACH-000258,-0.316174764732
ACH-000259,-0.0452775430214
ACH-000260,-0.149182218237
ACH-000261,0.0347746846495
ACH-000262,-0.18290390457400002
ACH-000263,0.17655106393300002
ACH-000264,-0.0664803593133
ACH-000265,-0.0583042343026
ACH-000266,-0.12424204053400001
ACH-000272,0.12572164388499998
ACH-000273,-0.05622109381019999
ACH-000274,-0.11234578365700001
ACH-000277,-0.0124685842196
