,GINM1 (116254)
ACH-000004,0.13284385734999998
ACH-000007,-0.031251981553000005
ACH-000009,0.00395043131491
ACH-000011,0.053175630432400006
ACH-000012,0.156807776289
ACH-000013,0.09870467480890001
ACH-000014,0.0722126852635
ACH-000015,0.142601163935
ACH-000017,-0.051895238023899996
ACH-000018,0.274793597969
ACH-000019,0.249184586892
ACH-000021,-0.06746395675969999
ACH-000022,0.11249663973099999
ACH-000025,0.105612427083
ACH-000028,0.243790772637
ACH-000030,0.0101753526334
ACH-000035,0.039637742467
ACH-000036,0.0622813702448
ACH-000037,0.0768760556422
ACH-000039,0.0918505038299
ACH-000040,0.0420103405631
ACH-000041,0.018470297429799998
ACH-000042,0.136376663282
ACH-000045,0.061302503888
ACH-000047,0.210984095765
ACH-000052,0.20859738403499997
ACH-000053,0.0246803327141
ACH-000054,0.0479157707867
ACH-000055,0.09226467619660002
ACH-000060,-0.0174156395787
ACH-000067,-0.164981262647
ACH-000070,0.13034683892
ACH-000075,0.10767180441600001
ACH-000078,0.183358892824
ACH-000082,0.0786898190785
ACH-000085,0.24907918139000002
ACH-000086,0.221098105353
ACH-000087,-0.0381918366581
ACH-000092,-0.0202336075943
ACH-000095,0.12203192907
ACH-000097,-0.0332263505411
ACH-000098,0.0777022385637
ACH-000099,0.0699045005958
ACH-000108,0.180296013704
ACH-000113,0.130504422938
ACH-000115,-0.045644172568600004
ACH-000116,0.049549663982300006
ACH-000118,0.18239172255999997
ACH-000120,0.116772330651
ACH-000123,0.054801976507800006
ACH-000127,-0.0441196326519
ACH-000128,-0.04465655335680001
ACH-000132,0.028443365912099998
ACH-000133,0.151327429315
ACH-000137,0.186989960548
ACH-000138,0.134585129028
ACH-000142,0.021068887871
ACH-000143,0.128147943129
ACH-000146,0.0778059218054
ACH-000148,0.11844276034199999
ACH-000150,0.213803159149
ACH-000152,0.166249081717
ACH-000153,-0.0513364439663
ACH-000159,0.0156359111429
ACH-000160,0.151346570804
ACH-000163,0.215113325991
ACH-000167,-0.187587808787
ACH-000168,-0.0434041478195
ACH-000169,0.201861425252
ACH-000178,0.111345890735
ACH-000182,0.115013794987
ACH-000183,0.04950787304859999
ACH-000188,0.165194387474
ACH-000189,-0.163350337409
ACH-000190,-0.157939702422
ACH-000198,0.0472567990587
ACH-000204,0.128190493122
ACH-000206,-0.159928079651
ACH-000207,-0.0797962649698
ACH-000211,-0.0344935665193
ACH-000215,0.11143665775699998
ACH-000221,0.350996900009
ACH-000222,0.352180564286
ACH-000223,0.07918041731360001
ACH-000226,0.0718401671448
ACH-000227,-0.0824088209535
ACH-000228,0.17622041413800002
ACH-000231,-0.0015468174202199999
ACH-000232,0.11976982091800001
ACH-000233,0.19423602860800002
ACH-000234,-0.0686575692454
ACH-000235,0.0726001490173
ACH-000237,0.0509794825359
ACH-000238,0.04032397763019999
ACH-000243,0.089862254868
ACH-000244,0.215809153989
ACH-000246,0.0180425210335
ACH-000248,0.011326920727799998
ACH-000250,0.05106715837090001
ACH-000251,0.25907071131799997
ACH-000253,0.0761477082692
ACH-000255,0.106853454783
ACH-000256,-0.00427476895492
