,APLNR (187)
ACH-000763,-0.008101958012979998
ACH-000764,-0.281213138785
ACH-000765,-0.336516052333
ACH-000766,-0.154578002701
ACH-000767,-0.146616237699
ACH-000768,-0.11435273594699999
ACH-000769,-0.122082266885
ACH-000770,-0.138635425467
ACH-000771,-0.257959571647
ACH-000773,-0.19151415000799998
ACH-000776,-0.306886726737
ACH-000777,-0.10172517599
ACH-000778,-0.36654811955
ACH-000781,-0.17092959707000002
ACH-000782,-0.27216865578
ACH-000783,-0.12068750501099999
ACH-000784,-0.2227656089
ACH-000785,0.0766745492698
ACH-000787,-0.154960614232
ACH-000788,-0.169541962533
ACH-000791,-0.33663774445
ACH-000792,-0.09585194148610002
ACH-000794,-0.372430423807
ACH-000796,-0.08489914648060001
ACH-000799,-0.0574591969178
ACH-000800,-0.0123896048949
ACH-000802,-0.143145558979
ACH-000804,-0.210094902362
ACH-000805,-0.256834549345
ACH-000809,-0.34521787574100005
ACH-000810,-0.522416824512
ACH-000811,-0.213511545818
ACH-000817,-0.188202856225
ACH-000819,-0.23750236136300001
ACH-000820,-0.00697804441186
ACH-000821,-0.064227591404
ACH-000822,-0.18777859050700002
ACH-000823,-0.09881778354250001
ACH-000824,-0.26114792454999997
ACH-000827,-0.291691981897
ACH-000829,-0.0721365459557
ACH-000831,-0.347572196331
ACH-000832,-0.260244191339
ACH-000833,0.11273281390699999
ACH-000834,-0.31228701329
ACH-000835,-0.141796273989
ACH-000836,-0.217521852425
ACH-000837,-0.17569356808400002
ACH-000838,-0.308386554549
ACH-000839,-0.219074303528
ACH-000840,-0.343636674054
ACH-000841,-0.21406395012499999
ACH-000843,-0.29652983911999997
ACH-000846,-0.18412841966200003
ACH-000847,-0.273182569336
ACH-000848,-0.37886114522200004
ACH-000849,-0.125246579935
ACH-000851,-0.28973369306999996
ACH-000855,-0.196655629657
ACH-000856,-0.0261431858294
ACH-000858,-0.256465056561
ACH-000859,-0.273190487132
ACH-000861,-0.350056495756
ACH-000862,-0.0626961091593
ACH-000865,-0.225222842898
ACH-000866,-0.17974034365
ACH-000867,-0.18327880372400002
ACH-000869,-0.170312872734
ACH-000872,-0.200383873009
ACH-000873,-0.227159110035
ACH-000876,-0.33608795633599997
ACH-000878,-0.108542973269
ACH-000880,-0.138994180259
ACH-000881,-0.30426822048
ACH-000882,-0.364522819069
ACH-000884,-0.0627916210202
ACH-000885,-0.175429164733
ACH-000887,-0.410546919044
ACH-000888,-0.248823458781
ACH-000889,-0.0352704746902
ACH-000890,-0.31041663648
ACH-000896,-0.308372091606
ACH-000898,-0.38659434765199996
ACH-000900,0.0183244194657
ACH-000901,-0.27918080029
ACH-000905,-0.177872598762
ACH-000906,-0.16988906764000003
ACH-000907,0.00912640531719
ACH-000910,-0.0382647411998
ACH-000911,-0.204151872949
ACH-000912,-0.220998315794
ACH-000913,-0.21375874654399998
ACH-000915,-0.38453495312200003
ACH-000916,-0.749321364806
ACH-000917,-0.180822788638
ACH-000921,-0.11291169363600001
ACH-000924,-0.13061618369
ACH-000926,-0.319503320134
ACH-000928,-0.048103647324800006
ACH-000929,-0.00193129878576
ACH-000932,-0.28381354868700004
ACH-000935,-0.216330711679
ACH-000936,-0.374027690467
ACH-000937,-0.271149891944
ACH-000938,-0.39980641771
ACH-000939,-0.431628970309
ACH-000941,-0.19950582699
ACH-000943,-0.160669510438
ACH-000946,-0.22286095113
ACH-000947,-0.288307539629
ACH-000948,-0.107140113873
ACH-000950,-0.21357475320799998
ACH-000953,-0.262031406059
ACH-000957,-0.207117385411
ACH-000958,-0.31775357587499997
ACH-000960,-0.26145231392499996
ACH-000963,-0.392219000631
ACH-000968,-0.330707276599
ACH-000969,-0.288842535152
ACH-000973,-0.105195608663
ACH-000974,-0.10573793707399999
ACH-000975,-0.24490840569800001
ACH-000976,-0.15272253440300002
ACH-000978,-0.114133960583
ACH-000980,-0.15285050728900001
ACH-000984,-0.175558863895
ACH-000986,0.040930035278300005
ACH-000988,-0.144113501527
ACH-000993,-0.14906188167099998
ACH-000994,-0.11293467259000002
ACH-000996,-0.214486564728
ACH-001001,-0.0877290238365
ACH-001020,-0.23649214089200002
ACH-001028,-0.20865390903
ACH-001031,-0.0034866460814000004
ACH-001038,-0.22924777072500002
ACH-001048,-0.192640634547
ACH-001050,-0.18255109238699999
ACH-001053,-0.16540658222899998
ACH-001054,-0.224002150817
ACH-001061,-0.248520088887
ACH-001067,-0.154098460433
ACH-001075,-0.15567598689099998
ACH-001096,-0.28704545426
ACH-001128,-0.515911907393
ACH-001134,-0.352493079556
ACH-001151,-0.24136903988000002
ACH-001163,-0.307389793231
ACH-001164,-0.29477594753499997
ACH-001173,-0.231083625853
ACH-001183,-0.0926480393416
ACH-001184,-0.064965714548
ACH-001190,-0.302976751901
ACH-001192,-0.23606937831099997
ACH-001193,-0.42244645998499997
ACH-001196,-0.19561517638099998
ACH-001197,-0.269077353421
ACH-001205,-0.229004880889
ACH-001211,-0.0763714178448
ACH-001212,-0.265258636199
ACH-001228,-0.0107790611256
ACH-001232,-0.181284660786
ACH-001239,-0.08093638981580001
ACH-001274,-0.343382288267
ACH-001275,-0.156818532633
ACH-001277,-0.224658152346
ACH-001278,-0.171073393715
ACH-001280,0.019251985737000002
ACH-001283,-0.278776165658
ACH-001289,-0.0778122674098
ACH-001295,-0.10466766132500001
ACH-001300,-0.0559900224851
ACH-001301,-0.009221515530229998
ACH-001302,-0.19352152859900001
ACH-001303,-0.219403084203
ACH-001306,-0.0818672213955
ACH-001318,-0.11779173741599999
ACH-001322,-0.253074377674
ACH-001328,-0.25253103892900003
ACH-001332,-0.11423994786399999
ACH-001333,-0.0419186818525
ACH-001336,-0.296700441637
ACH-001340,-0.186729355665
ACH-001346,-0.231689050977
ACH-001353,-0.17625985760899998
ACH-001354,-0.12060617846300001
ACH-001367,-0.414898525987
ACH-001368,-0.229441395333
ACH-001374,-0.266331268926
ACH-001375,-0.276406136482
ACH-001377,-0.0557136905088
ACH-001380,-0.185046583729
ACH-001391,-0.512930042494
ACH-001407,-0.158983815009
ACH-001408,-0.161053941793
ACH-001413,-0.22186211580499998
ACH-001430,0.185669503772
ACH-001431,-0.223928516101
ACH-001450,-0.12354013321799999
ACH-001496,-0.141557764415
ACH-001500,-0.17110372374699997
ACH-001521,-0.354342914547
ACH-001523,-0.25387179950399996
ACH-001532,-1.04449708612
ACH-001536,-0.155031180059
ACH-001550,-0.13842713414799998
ACH-001552,-0.018702336055099997
ACH-001554,-0.271878103886
ACH-001645,-0.08959794200369998
ACH-001654,-0.102366669301
ACH-001715,-0.106863675693
ACH-001735,-0.12349352706599999
ACH-001736,-0.29172358059000003
ACH-001737,-0.252808264906
ACH-001740,0.06311092446790001
ACH-001745,-0.21867404513900002
ACH-001750,0.0391859050675
ACH-001765,-0.115162769938
ACH-001956,-0.09241824458660002
ACH-001957,-0.223215945293
