,GTF2H3 (2967)
ACH-000004,-0.705507767616
ACH-000007,-0.558276446744
ACH-000009,-0.58630694151
ACH-000011,-0.640422709013
ACH-000012,-0.773467034749
ACH-000013,-0.75567869092
ACH-000014,-0.5933743978639999
ACH-000015,-0.578196725348
ACH-000017,-0.452371247359
ACH-000018,-0.79138269656
ACH-000019,-0.316002844991
ACH-000021,-0.559731786455
ACH-000022,-0.45528405475199996
ACH-000025,-0.640444284776
ACH-000028,-0.46385695185599995
ACH-000030,-0.56893609021
ACH-000035,-0.685527842327
ACH-000036,-0.86999550405
ACH-000037,-0.48717348431400004
ACH-000039,-0.7142396517370001
ACH-000040,-0.558236463664
ACH-000041,-0.48282051431100004
ACH-000042,-0.7604095705509999
ACH-000045,-0.511520717453
ACH-000047,-0.514737126643
ACH-000052,-0.5948031081399999
ACH-000053,-0.479851910072
ACH-000054,-0.649020149594
ACH-000055,-0.633797722494
ACH-000060,-0.47976311797700005
ACH-000067,-0.609232149601
ACH-000070,-0.741386796127
ACH-000075,-0.236729724022
ACH-000078,-0.7353633518800001
ACH-000082,-0.577531334243
ACH-000085,-0.38974082869599996
ACH-000086,-0.60948486199
ACH-000087,-0.8923487519709999
ACH-000092,-0.542237998828
ACH-000095,-0.564688319284
ACH-000097,-0.5506501614989999
ACH-000098,-0.656791582866
ACH-000099,-0.500091677084
ACH-000108,-0.642782816448
ACH-000113,-0.505065307808
ACH-000115,-0.8177437358759999
ACH-000116,-0.5668113194
ACH-000118,-0.468644801211
ACH-000120,-0.8055296914419999
ACH-000123,-0.7426864737209999
ACH-000127,-0.348262022268
ACH-000128,-0.9343168799700001
ACH-000132,-0.799434919702
ACH-000133,-0.755871283822
ACH-000137,-0.8100159724250001
ACH-000138,-0.663980687576
ACH-000142,-0.796622091796
ACH-000143,-0.475935702192
ACH-000146,-0.558951740276
ACH-000148,-0.567727789911
ACH-000150,-0.696330111979
ACH-000152,-0.7261965319320001
ACH-000153,-0.6375686050230001
ACH-000159,-0.528599388243
ACH-000160,-0.0685818622833
ACH-000163,-0.6108113270059999
ACH-000167,0.0715208938496
ACH-000168,-0.6953424777580001
ACH-000169,-0.612906202423
ACH-000178,-0.6997301568500001
ACH-000182,-0.5352096072779999
ACH-000183,-0.637079834877
ACH-000188,-0.41689907289000006
ACH-000189,-0.481366153311
ACH-000190,-0.0297690260715
ACH-000198,-0.625631707305
ACH-000204,-0.505213140608
ACH-000206,-0.38981816065700003
ACH-000207,-0.44144252040700005
ACH-000211,-0.43069804880199997
ACH-000215,-0.662804040705
ACH-000221,-0.741240476265
ACH-000222,-0.593822417529
ACH-000223,-0.647533851118
ACH-000226,-0.683929942806
ACH-000227,-0.729193310649
ACH-000228,-0.551519346911
ACH-000231,-0.839682971296
ACH-000232,-0.7316093152850001
ACH-000233,-0.55859245642
ACH-000234,-0.633178510759
ACH-000235,-0.6409204087899999
ACH-000237,-0.597544761297
ACH-000238,-0.628020603792
ACH-000243,-0.556141487219
ACH-000244,-0.478334151025
ACH-000246,-0.650601193899
