,IGDCC3 (9543)
ACH-000004,-0.42841421060999996
ACH-000007,-0.011403779959
ACH-000009,-0.0925071435597
ACH-000011,-0.185954619241
ACH-000012,-0.040453004051000004
ACH-000013,-0.0410831705466
ACH-000014,-0.13822380977499998
ACH-000015,-0.101850236454
ACH-000017,-0.0941267392199
ACH-000018,0.134621540347
ACH-000019,0.00285532249211
ACH-000021,-0.0522584419866
ACH-000022,-0.380689107217
ACH-000025,-0.200116768486
ACH-000028,-0.046057825888999995
ACH-000030,-0.149255476846
ACH-000035,-0.388693053742
ACH-000036,-0.00626258925622
ACH-000037,-0.129777764598
ACH-000039,-0.234218752434
ACH-000040,0.0341793912058
ACH-000041,-0.062054045034800005
ACH-000042,-0.08939441861719999
ACH-000045,-0.141958299114
ACH-000047,-0.130714638083
ACH-000052,0.16792492784600002
ACH-000053,-0.08140141902510001
ACH-000054,-0.14503673409700002
ACH-000055,-0.073524391928
ACH-000060,-0.044435855664999996
ACH-000067,-0.09121120514890001
ACH-000070,0.0384778216936
ACH-000075,-0.005557533537699999
ACH-000078,0.09887637549799999
ACH-000082,-0.0529023352766
ACH-000085,-0.191858349048
ACH-000086,-0.138114714235
ACH-000087,-0.296585885521
ACH-000092,-0.14003907587300002
ACH-000095,-0.214702821045
ACH-000097,-0.0319207780739
ACH-000098,-0.0888662858178
ACH-000099,-0.12416092039400001
ACH-000108,-0.0725826294779
ACH-000113,-0.159315445548
ACH-000115,-0.25437888836399997
ACH-000116,-0.18087524225
ACH-000118,-0.08151314409530001
ACH-000120,-0.0639556768622
ACH-000123,-0.054582194798099996
ACH-000127,-0.0321739248104
ACH-000128,0.0988916787242
ACH-000132,-0.212416856422
ACH-000133,0.059458946623999996
ACH-000137,-0.139176033237
ACH-000138,0.0364309163522
ACH-000142,-0.164866195424
ACH-000143,-0.105229102332
ACH-000146,-0.0068760692073400005
ACH-000148,-0.0309500500826
ACH-000150,0.0445163570715
ACH-000152,0.034004975194
ACH-000153,-0.192266987304
ACH-000159,-0.0415693760087
ACH-000160,-0.215831902302
ACH-000163,-0.22218404534400002
ACH-000167,0.004705338322239999
ACH-000168,-0.36177812187200004
ACH-000169,-0.060012511692
ACH-000178,-0.116827392774
ACH-000182,-0.0957089310263
ACH-000183,0.025222817407499997
ACH-000188,-0.130412023898
ACH-000189,0.210809824644
ACH-000190,-0.127975279534
ACH-000198,0.0599300190324
ACH-000204,-0.053304827762000004
ACH-000206,-0.09631120796949999
ACH-000207,-0.00953756438036
ACH-000211,0.0014132392595400001
ACH-000215,-0.0399176979578
ACH-000221,-0.21979866017799998
ACH-000222,0.0675117641904
ACH-000223,-0.0805093920147
ACH-000226,-0.157014190176
ACH-000227,-0.0844394577664
ACH-000228,-0.0618313912121
ACH-000231,-0.0496797056924
ACH-000232,-0.0376992396415
ACH-000233,-0.0798357649917
ACH-000234,-0.211622585393
ACH-000235,-0.147815697098
ACH-000237,0.0342006642347
ACH-000238,-0.174293128701
ACH-000243,-0.07516339241169999
ACH-000244,-0.126816165619
ACH-000246,-0.0468773648157
ACH-000248,-0.023098734774599998
ACH-000250,-0.0971936339965
ACH-000251,-0.0211470762806
ACH-000253,-0.0165452102511
ACH-000255,-0.28369932050700003
ACH-000256,-0.153611421391
ACH-000257,0.0761352238965
ACH-000258,-0.07173484848339999
ACH-000259,-0.0892034146686
ACH-000260,-0.164433794972
ACH-000261,-0.11537702827299999
ACH-000262,0.184349326756
ACH-000263,-0.23473809695199999
ACH-000264,-0.119455518474
ACH-000265,-0.229602539887
ACH-000266,-0.138262207842
ACH-000272,-0.142537113457
ACH-000273,-0.0273797433342
ACH-000274,-0.226697376433
ACH-000277,-0.23125713861299999
ACH-000278,0.000490351327923
ACH-000279,-0.16676323031999998
ACH-000280,-0.10666938884400001
ACH-000281,-0.112022014903
ACH-000288,-0.0594141546994
ACH-000291,-0.160959328948
ACH-000293,-0.08585539890139998
ACH-000294,-0.235648991734
ACH-000295,-0.336366213043
ACH-000296,-0.0851957502209
ACH-000302,-0.14662486495899998
ACH-000304,0.182525429405
ACH-000307,-0.0662895102225
ACH-000308,-0.0822153528112
ACH-000310,-0.027693969324799998
ACH-000311,0.006010221514420001
ACH-000312,-0.09007659433430001
ACH-000315,-0.11084389110099999
ACH-000316,-0.056144732897699993
ACH-000317,0.049238050886199994
ACH-000318,-0.00989570756009
ACH-000319,-0.061602919048699994
ACH-000320,-0.071510370772
ACH-000322,0.0528843772111
ACH-000323,-0.0329711408206
ACH-000324,-0.0413419921688
ACH-000329,0.101430527555
ACH-000330,0.122480276239
ACH-000331,-0.112790574526
ACH-000332,-0.0502694233511
ACH-000334,-0.16977731234000001
ACH-000335,-0.21601666898000002
ACH-000336,0.0545701081474
ACH-000337,-0.152019413553
ACH-000339,0.0106888829293
ACH-000341,0.05202179947869999
ACH-000348,-0.0877852817607
ACH-000350,-0.169737422918
ACH-000352,-0.181548448128
ACH-000356,-0.23118519704999999
ACH-000361,0.113915052254
ACH-000362,-0.17884773124000003
ACH-000363,-0.219708693726
ACH-000364,-0.12611172045
ACH-000365,-0.0750864485972
ACH-000366,-0.124270001699
ACH-000368,-0.105576956349
ACH-000374,-0.144309753295
ACH-000375,0.042000420373599995
ACH-000376,-0.0404474030248
ACH-000381,-0.113595329385
ACH-000383,-0.258283026783
ACH-000387,-0.08112689725210001
ACH-000389,-0.265790904046
ACH-000390,-0.0800301996849
ACH-000393,-0.11840026366699999
ACH-000395,0.042614824330199995
ACH-000397,-0.0589830958349
ACH-000401,0.09541291870169999
ACH-000402,-0.042427139128599994
ACH-000403,-0.061415896610099996
ACH-000404,-0.00714949247526
ACH-000406,-0.11597991905999999
ACH-000407,-0.327903353261
ACH-000408,-0.320247845599
ACH-000410,-0.0404113214962
ACH-000411,0.11581327100299998
ACH-000414,-0.0285428467418
ACH-000415,-0.105433622726
ACH-000416,-0.15093653747400002
ACH-000420,-0.15510770355599998
ACH-000421,-0.0344335196241
ACH-000424,-0.0528916236572
ACH-000425,-0.08407748367380001
ACH-000426,-0.6001411596899999
ACH-000427,0.0704965287257
ACH-000433,-0.0830470054711
ACH-000436,-0.270581212434
ACH-000444,-0.0674402246852
ACH-000445,-0.19886482393899998
ACH-000448,-0.20434629607700003
ACH-000450,-0.111981518743
ACH-000452,-0.132468428266
ACH-000454,-0.280038728581
ACH-000458,-0.281206307353
ACH-000459,-0.153073226309
ACH-000460,-0.030505121769
ACH-000461,-0.113145802002
ACH-000463,-0.133843611018
ACH-000464,-0.318059149347
ACH-000466,-0.12904497274
ACH-000467,-0.061761939960699994
ACH-000468,-0.181490546173
ACH-000469,0.0145386216144
ACH-000470,-0.41909926544
ACH-000471,0.0265798194646
ACH-000472,-0.0666262788794
ACH-000473,-0.18594731289000002
ACH-000475,-0.152285816422
ACH-000476,-0.147860334042
ACH-000477,-0.058483700227300005
ACH-000480,-0.208545020015
ACH-000481,-0.287689044748
ACH-000483,-0.335267072802
ACH-000484,-0.0240871825513
ACH-000485,-0.10239919681
ACH-000486,-0.0618554099092
ACH-000487,-0.0610263285936
ACH-000488,-0.209444343792
ACH-000490,-0.17641710354600001
ACH-000491,-0.0890235936617
ACH-000495,-0.17077396867199998
ACH-000496,-0.015998265095799998
ACH-000499,0.18331680963799998
ACH-000500,-0.326557313002
ACH-000502,-0.0404227694164
ACH-000503,-0.112426278205
ACH-000505,-0.157600964099
ACH-000507,-0.122005562255
ACH-000510,-0.197633512881
ACH-000511,-0.036819840745
ACH-000512,-0.16758911883
ACH-000516,-0.07313327661050001
ACH-000517,-0.0375064648073
ACH-000518,0.0277830391301
ACH-000520,-0.25431531874499996
ACH-000521,-0.0264004701688
ACH-000522,-0.512234791925
ACH-000524,-0.13570436557399998
ACH-000527,-0.13828614923000002
ACH-000528,-0.0659994040191
ACH-000537,-0.0505468336783
ACH-000541,-0.122805234398
ACH-000542,0.004598405055189999
ACH-000544,-0.131999642172
ACH-000545,-0.0631984149396
ACH-000547,-0.0320655277915
ACH-000548,-0.19478443806499998
ACH-000549,-0.0198231215015
ACH-000550,-0.20151906800799999
ACH-000552,-0.17608723294
ACH-000556,-0.188440022483
ACH-000557,-0.101032189425
ACH-000570,-0.0208625714617
ACH-000571,-0.05137600759409999
ACH-000573,-0.0670903001772
ACH-000576,-0.21747398785500002
ACH-000580,-0.0222093372274
ACH-000584,0.0175884825455
ACH-000585,-0.0596088731133
ACH-000588,-0.0971166871325
ACH-000589,-0.114647493616
ACH-000591,-0.17583828413600003
ACH-000593,-0.254494477628
ACH-000600,-0.332073725725
ACH-000601,-0.028158743886500002
ACH-000604,-0.374225695779
ACH-000605,-0.320377471787
ACH-000606,-0.08426273683730001
ACH-000608,-0.0452446592151
ACH-000614,0.0913686594991
ACH-000616,-0.0920653910135
ACH-000618,-0.0971413635894
ACH-000619,-0.15147098720899999
ACH-000620,-0.167650931871
ACH-000621,-0.0515917219945
ACH-000622,-0.22984029034400003
ACH-000623,-0.0392906623546
ACH-000624,-0.07622389230689999
ACH-000627,0.00963097353929
ACH-000630,-0.168262717297
ACH-000632,-0.204342020181
ACH-000633,-0.0757655567883
ACH-000637,-0.022912248637299997
ACH-000638,-0.10022606524599999
ACH-000646,0.0384705342133
ACH-000647,-0.0660465185535
ACH-000648,-0.0384548292291
ACH-000649,-0.0788278569354
ACH-000651,-0.11464461159000001
ACH-000652,-0.0756492048015
ACH-000653,-0.20640276696600002
ACH-000657,-0.0558331376141
ACH-000658,-0.07587073319950001
ACH-000661,-0.21965780035799998
ACH-000662,-0.12156234115299999
ACH-000663,-0.15844721633300002
ACH-000665,-0.289931918464
ACH-000671,-0.0529129342404
ACH-000673,0.018173214834599997
ACH-000676,-0.196605649272
ACH-000677,-0.0553065848971
ACH-000681,-0.0785307897941
ACH-000682,-0.112632085978
ACH-000683,-0.211044076232
ACH-000684,-0.058118515733900006
ACH-000688,-0.018705116487200003
ACH-000693,-0.16739151547
ACH-000694,-0.11524611878499999
ACH-000695,-0.308948108741
ACH-000696,-0.0548657512307
ACH-000697,-0.120765857421
ACH-000699,-0.0482176930949
ACH-000701,0.151645236094
