,APC2 (10297)
ACH-000004,-0.052309889458
ACH-000007,-0.19334311541299998
ACH-000009,-0.12009713360799999
ACH-000011,-0.187749577057
ACH-000012,-0.178117848847
ACH-000013,-0.17050332171399998
ACH-000014,-0.0457440451291
ACH-000015,-0.14724405764
ACH-000017,-0.171422071858
ACH-000018,-0.0561545302312
ACH-000019,-0.08008452277730001
ACH-000021,-0.25741316792
ACH-000022,-0.495302470022
ACH-000025,-0.211142429553
ACH-000028,-0.164688593333
ACH-000030,-0.10453473456199999
ACH-000035,-0.21416975667500002
ACH-000036,-0.282235089986
ACH-000037,-0.175614994811
ACH-000039,-0.05795988595840001
ACH-000040,-0.0705099288429
ACH-000041,-0.174296925234
ACH-000042,-0.0850642301234
ACH-000045,-0.40367046368299997
ACH-000047,-0.125432408513
ACH-000052,-0.0676470895031
ACH-000053,-0.0630917907684
ACH-000054,-0.195764217868
ACH-000055,0.0349502503505
ACH-000060,-0.106852463139
ACH-000067,-0.128983430236
ACH-000070,0.0369384542661
ACH-000075,-0.39224531012900005
ACH-000078,-0.21827970942299998
ACH-000082,-0.143767465083
ACH-000085,-0.245235913995
ACH-000086,-0.170144260656
ACH-000087,-0.198361967419
ACH-000092,-0.189630882179
ACH-000095,-0.179822022629
ACH-000097,-0.0086363529794
ACH-000098,-0.241333791714
ACH-000099,-0.309026869504
ACH-000108,-0.060635090466800004
ACH-000113,-0.227330882539
ACH-000115,-0.276814450103
ACH-000116,-0.122533625972
ACH-000118,-0.218037980306
ACH-000120,-0.161105060085
ACH-000123,-0.0688212139538
ACH-000127,-0.260818617555
ACH-000128,-0.23194572227200003
ACH-000132,-0.141885042239
ACH-000133,-0.126891261923
ACH-000137,-0.24372327985300002
ACH-000138,-0.31827233064300003
ACH-000142,-0.43503958429300005
ACH-000143,-0.21635644831999998
ACH-000146,-0.210086234759
ACH-000148,-0.125880600787
ACH-000150,-0.124495286536
ACH-000152,0.0118722940371
ACH-000153,0.221313829238
ACH-000159,-0.0280430691866
ACH-000160,0.0473731229643
ACH-000163,0.0223138013878
ACH-000167,-0.128106366299
ACH-000168,-0.0007352997578089998
ACH-000169,-0.229000616536
ACH-000178,-0.231337715739
ACH-000182,-0.12403895447699999
ACH-000183,-0.167625738628
ACH-000188,-0.190167783223
ACH-000189,-0.1437283464
ACH-000190,-0.19690276821
ACH-000198,-0.142183778695
ACH-000204,-0.130912092325
ACH-000206,-0.0589567156133
ACH-000207,-0.0387800177499
ACH-000211,-0.242040501159
ACH-000215,-0.263615899058
ACH-000221,-0.0592720192009
ACH-000222,-0.242516532591
ACH-000223,-0.238551591631
ACH-000226,-0.135070199469
ACH-000227,-0.09024214661919999
ACH-000228,0.10103335395400001
ACH-000231,-0.0362407114546
ACH-000232,-0.134926462354
ACH-000233,-0.29060767403099996
ACH-000234,-0.515678998143
ACH-000235,-0.149020795918
ACH-000237,-0.17509449865200002
ACH-000238,-0.09868314811750001
ACH-000243,-0.036423652495499996
ACH-000244,-0.181444824651
ACH-000246,-0.240767492586
ACH-000248,-0.373556186272
ACH-000250,-0.173717586285
ACH-000251,-0.12446657328199999
ACH-000253,-0.262916274507
ACH-000255,-0.184079720716
ACH-000256,0.0168308268815
ACH-000257,-0.0900691392162
ACH-000258,-0.0781695282637
ACH-000259,-0.226737056025
ACH-000260,-0.318727815107
ACH-000261,-0.10013871393200001
ACH-000262,-0.136738712551
ACH-000263,-0.277725374829
ACH-000264,-0.26856745216600003
ACH-000265,-0.0295032807674
ACH-000266,-0.277490455096
ACH-000272,-0.19924579385699998
ACH-000273,-0.0194338666764
ACH-000274,-0.14355024704299998
ACH-000277,-0.306223900073
ACH-000278,-0.23647474255800002
ACH-000279,-0.141253829227
ACH-000280,-0.170065185649
ACH-000281,-0.0354391975084
ACH-000288,0.0105749761057
ACH-000291,-0.243835132485
ACH-000293,-0.331111899158
ACH-000294,-0.0101242726108
ACH-000295,-0.23450672026799999
ACH-000296,-0.116243913461
ACH-000302,-0.369536583363
ACH-000304,-0.395839507202
ACH-000307,-0.138030974922
ACH-000308,-0.152459192442
ACH-000310,0.026436276084400002
ACH-000311,-0.206293907848
ACH-000312,-0.177498469323
ACH-000315,-0.423242845236
ACH-000316,-0.061948181212099995
ACH-000317,-0.21049833223900002
ACH-000318,0.0008479909415790001
ACH-000319,-0.337308881855
ACH-000320,-0.18145691865699998
ACH-000322,-0.00493449812821
ACH-000323,-0.038699906321999995
ACH-000324,-0.0745107497491
ACH-000329,-0.052717387463999996
ACH-000330,-0.476789873751
ACH-000331,-0.0750179253354
ACH-000332,-0.12448411441500001
ACH-000334,0.09552016125469999
ACH-000335,-0.48218020413400003
ACH-000336,0.018214128563700003
ACH-000337,0.0588345647292
ACH-000339,-0.187871596031
ACH-000341,-0.644802252118
