,RBMS1 (5937)
ACH-000004,0.41379321641000005
ACH-000007,-0.007816359153649999
ACH-000009,-0.218785995796
ACH-000011,-0.00541709951423
ACH-000012,-0.0548150145489
ACH-000013,-0.154684033946
ACH-000014,0.00426886837965
ACH-000015,-0.0279213620015
ACH-000017,0.076505673943
ACH-000018,0.114429351524
ACH-000019,-0.197543476093
ACH-000021,-0.11780723913100001
ACH-000022,0.19207386901
ACH-000025,0.22847844915399998
ACH-000028,-0.25344660884799997
ACH-000030,-0.106733005804
ACH-000035,-0.15960766384000002
ACH-000036,0.197937822918
ACH-000037,0.0829699352293
ACH-000039,0.34455667326800005
ACH-000040,-0.583171903939
ACH-000041,0.163745548629
ACH-000042,-0.0905537716488
ACH-000045,-0.0960967673005
ACH-000047,0.0735938629372
ACH-000052,0.0874529155159
ACH-000053,0.216561168203
ACH-000054,0.0845711842092
ACH-000055,0.230552662278
ACH-000060,0.23302743314399998
ACH-000067,-0.0800391074635
ACH-000070,0.10825813902
ACH-000075,-0.18064160401999999
ACH-000078,-0.298345935135
ACH-000082,-0.227718076789
ACH-000085,-0.16964424227299998
ACH-000086,-0.026079398125
ACH-000087,0.233361469043
ACH-000092,-0.267939363231
ACH-000095,0.056843657668199994
ACH-000097,-0.108000881414
ACH-000098,-0.141916432507
ACH-000099,-0.39659291749700004
ACH-000108,0.150378211386
ACH-000113,0.0316591904792
ACH-000115,0.201757159143
ACH-000116,-0.07227748215369999
ACH-000118,-0.021182866483700002
ACH-000120,-0.236494866344
ACH-000123,-0.05479943930700001
ACH-000127,0.057248256343300004
ACH-000128,-0.0963148689773
ACH-000132,-0.170235432155
ACH-000133,-0.15819668259000003
ACH-000137,-0.245536751202
ACH-000138,0.0681031530998
ACH-000142,-0.199310401432
ACH-000143,-0.178086896001
ACH-000146,-0.211329639941
ACH-000148,-0.163618558598
ACH-000150,0.11609797329000002
ACH-000152,-0.019863408738400003
ACH-000153,-0.34514770336999995
ACH-000159,-0.21334852245900002
ACH-000160,0.00250098418535
ACH-000163,-0.39837384244999996
ACH-000167,-0.0782814139182
ACH-000168,0.12462169730599999
ACH-000169,-0.012339689204
ACH-000178,-0.356363876916
ACH-000182,-0.0133036876282
ACH-000183,0.139260674068
ACH-000188,0.13435809908
