,ARL6IP6 (151188)
ACH-000004,-0.181836708855
ACH-000007,-0.114292925515
ACH-000009,0.028355645409
ACH-000011,-0.315393431892
ACH-000012,-0.051875769957999994
ACH-000013,-0.11899187882300001
ACH-000014,-0.452989132834
ACH-000015,-0.177496845443
ACH-000017,-0.183387368266
ACH-000018,-0.17077477241500003
ACH-000019,-0.402723947095
ACH-000021,-0.0137542975418
ACH-000022,-0.0272974094208
ACH-000025,-0.0762388800712
ACH-000028,-0.20418553054900002
ACH-000030,-0.09651302155489999
ACH-000035,-0.19371621971500003
ACH-000036,-0.16931734866700002
ACH-000037,-0.18642008099800003
ACH-000039,0.12793875424
ACH-000040,-0.132871861843
ACH-000041,-0.17418735525899998
ACH-000042,-0.09041531116429999
ACH-000045,-0.306887241491
ACH-000047,-0.263920979609
ACH-000052,0.115519655402
ACH-000053,-0.19174317880199998
ACH-000054,-0.226512771932
ACH-000055,-0.262841586653
ACH-000060,-0.138157817368
ACH-000067,-0.0135567171049
ACH-000070,-0.149921194588
ACH-000075,-0.467416942976
ACH-000078,-0.110134277514
ACH-000082,-0.227814419852
ACH-000085,-0.19030031273899997
ACH-000086,-0.162502131393
ACH-000087,-0.36781524509
ACH-000092,-0.430854950467
ACH-000095,-0.265487083391
ACH-000097,-0.177666798398
ACH-000098,-0.133751640666
ACH-000099,-0.0944311500131
ACH-000108,-0.220287151626
ACH-000113,-0.15882187472200002
ACH-000115,0.0234279140583
ACH-000116,-0.143217872736
ACH-000118,-0.128862454572
ACH-000120,-0.106439474275
ACH-000123,-0.11647914179000002
ACH-000127,-0.19715341460000002
ACH-000128,-0.0963436894978
ACH-000132,-0.123947448848
ACH-000133,-0.239101730565
ACH-000137,-0.109945160728
ACH-000138,-0.208458226906
ACH-000142,-0.162653597859
ACH-000143,0.0260990552311
ACH-000146,-0.135607779162
ACH-000148,-0.0852251132004
ACH-000150,0.0164351700996
ACH-000152,-0.180887237017
ACH-000153,-0.49725351085600006
ACH-000159,-0.295986817179
ACH-000160,-0.278063924287
ACH-000163,-0.159314422714
ACH-000167,0.152563001901
ACH-000168,-0.350765931227
ACH-000169,-0.267227122616
ACH-000178,-0.0339077378385
ACH-000182,-0.20360491209000003
ACH-000183,-0.15191230406300002
