,RRN3 (54700)
ACH-000402,-1.08755534713
ACH-000403,-1.25378827813
ACH-000404,-1.12074582325
ACH-000406,-1.1913445682500001
ACH-000407,-0.9565989048770001
ACH-000408,-0.790545191396
ACH-000410,-1.19236173806
ACH-000411,-1.19119207124
ACH-000414,-1.48232702986
ACH-000415,-0.840188994616
ACH-000416,-1.19839767083
ACH-000420,-0.960708265631
ACH-000421,-1.00863423082
ACH-000424,-1.02410883948
ACH-000425,-1.20338734229
ACH-000426,-0.957621140158
ACH-000427,-1.1840006049
ACH-000433,-1.4099988997400001
ACH-000436,-1.0052097091399999
ACH-000444,-1.2448378199099999
ACH-000445,-1.39286202382
ACH-000448,-1.40692192989
ACH-000450,-1.24947295455
ACH-000452,-1.1586874862
ACH-000454,-1.24384293871
ACH-000458,-1.18682424086
ACH-000459,-1.07621435756
ACH-000460,-1.18602901084
ACH-000461,-1.3527116537000001
ACH-000463,-1.1459880942899998
ACH-000464,-0.90168059171
ACH-000466,-1.00166217905
ACH-000467,-1.05276421094
ACH-000468,-1.3981974598500002
ACH-000469,-1.23443767394
ACH-000470,-1.16286698341
ACH-000471,-1.22812439369
ACH-000472,-1.25864216713
ACH-000473,-1.26085123725
ACH-000475,-1.30420637875
ACH-000476,-1.1139267728
ACH-000477,-1.7883067123099998
ACH-000480,-1.40828604231
ACH-000481,-1.15125252574
ACH-000483,-1.60409137697
ACH-000484,-1.19154120866
ACH-000485,-1.28778896119
ACH-000486,-1.1048177299
ACH-000487,-1.3624839956700001
ACH-000488,-1.15336152124
ACH-000490,-1.3919564928000001
ACH-000491,-1.03506996123
ACH-000495,-1.18860015405
ACH-000496,-1.1148624486399998
ACH-000499,-1.04273159898
ACH-000500,-1.3657990844999999
ACH-000502,-1.06947304638
ACH-000503,-1.33078437349
ACH-000505,-1.3935559076100001
ACH-000507,-1.2299174476799999
ACH-000510,-1.2450519588200002
ACH-000511,-0.855732950544
ACH-000512,-1.1070837944299998
ACH-000516,-1.3432114534900002
ACH-000517,-1.45890288247
ACH-000518,-0.9330325450210001
ACH-000520,-1.23037441187
ACH-000521,-0.9202600940989999
ACH-000522,-1.14684832799
ACH-000524,-1.47254837701
ACH-000527,-1.2510450830600002
ACH-000528,-1.20600840988
ACH-000537,-1.36632357436
ACH-000541,-0.8485846617659999
ACH-000542,-1.13087617827
ACH-000544,-1.04702203887
ACH-000545,-1.29940027141
ACH-000547,-1.32123907434
ACH-000548,-1.4275502112099998
ACH-000549,-1.1816751668899999
ACH-000550,-1.1317209733
ACH-000552,-1.13912484854
ACH-000556,-1.40206316345
ACH-000557,-1.44359115307
ACH-000570,-0.918900167913
ACH-000571,-1.27462804908
ACH-000573,-1.43145241756
ACH-000576,-1.32669796328
ACH-000580,-0.614410779954
ACH-000584,-1.35979931495
ACH-000585,-1.32207940942
ACH-000588,-0.8053196326530001
ACH-000589,-0.9492602724160001
ACH-000591,-1.10760602513
ACH-000593,-1.1847881725799998
ACH-000600,-1.38293340449
ACH-000601,-1.25499196156
ACH-000604,-1.51701676064
ACH-000605,-1.13102836361
ACH-000606,-1.08551601418
ACH-000608,-1.10731605067
ACH-000614,-1.4506933421000001
ACH-000616,-1.4065674137600002
ACH-000618,-1.1605343952299998
ACH-000619,-0.933587323725
ACH-000620,-1.15968052426
ACH-000621,-1.37310002113
ACH-000622,-1.00450804036
ACH-000623,-1.1314948520700001
ACH-000624,-1.1736893399700001
ACH-000627,-0.92127037839
ACH-000630,-0.962066792242
ACH-000632,-1.2034601979100001
ACH-000633,-0.9928527545929999
ACH-000637,-1.09699014888
ACH-000638,-1.0339486980500001
ACH-000646,-1.1064780634
ACH-000647,-1.14691027106
ACH-000648,-1.1850574340100002
ACH-000649,-1.06051083965
ACH-000651,-1.03627932733
ACH-000652,-1.09163579465
ACH-000653,-0.984635799579
ACH-000657,-1.2392294901799998
ACH-000658,-1.14271647532
ACH-000661,-1.76999256965
ACH-000662,-1.07233230428
ACH-000663,-1.3732985745299997
ACH-000665,-1.1564996300200001
ACH-000671,-1.28275564916
ACH-000673,-0.8291500310690001
ACH-000676,-1.11009993124
ACH-000677,-1.55909714729
ACH-000681,-1.15979159329
ACH-000682,-1.03967779586
ACH-000683,-1.25858686823
ACH-000684,-1.32822759676
ACH-000688,-1.0232598954
ACH-000693,-0.978273881874
ACH-000694,-0.9311081519
ACH-000695,-0.939887060985
ACH-000696,-1.23451892436
ACH-000697,-1.33203711839
ACH-000699,-1.0448591097700002
ACH-000701,-1.1837688895799998
ACH-000706,-1.1040024549299998
ACH-000711,-1.2225698601600001
ACH-000713,-1.1776984614200001
ACH-000714,-0.919765747342
ACH-000718,-1.16215965694
ACH-000720,-1.03851444451
ACH-000721,-1.04929037491
ACH-000724,-1.05734877119
ACH-000725,-1.20408538998
ACH-000732,-1.1574226824200002
ACH-000734,-1.31544683069
ACH-000735,-1.08737822326
ACH-000736,-1.26376323256
ACH-000738,-1.26443686491
ACH-000746,-1.2862157516600001
ACH-000747,-1.1492653552
ACH-000748,-1.21790377147
ACH-000753,-1.2995237173799998
ACH-000756,-1.34157412283
ACH-000757,-1.3934677553900001
ACH-000758,-1.40108151025
ACH-000760,-1.3810331157
ACH-000763,-1.29262257971
ACH-000764,-1.04354825799
ACH-000765,-1.34275879329
ACH-000766,-1.3427402032100002
ACH-000767,-1.03432487282
ACH-000768,-1.17221029725
ACH-000769,-1.13366957051
ACH-000770,-1.04490343645
ACH-000771,-1.1599109657200002
ACH-000773,-1.221353705
ACH-000776,-1.20037889699
ACH-000777,-0.9846601220610001
ACH-000778,-1.53123885176
ACH-000781,-0.945921329956
ACH-000782,-1.19223294714
ACH-000783,-0.9526124456370001
ACH-000784,-1.3559283272100002
ACH-000785,-1.08617089827
ACH-000787,-1.07049697842
ACH-000788,-1.15951650407
ACH-000791,-1.20991688894
ACH-000792,-0.945537709302
ACH-000794,-1.13710715802
ACH-000796,-1.2594441331100001
ACH-000799,-0.8935484480120001
ACH-000800,-1.3899651463
ACH-000802,-1.15827836355
ACH-000804,-1.43508478884
ACH-000805,-1.2924726252399998
ACH-000809,-1.26554601684
ACH-000810,-1.28597970422
ACH-000811,-1.21767926394
ACH-000817,-1.0360145509
ACH-000819,-1.31329178379
ACH-000820,-1.08576697485
ACH-000821,-1.2123746783
ACH-000822,-1.38145639383
ACH-000823,-0.9843179548000001
ACH-000824,-1.01216083541
ACH-000827,-1.15633224718
ACH-000829,-1.1927827759899998
ACH-000831,-1.19138790857
ACH-000832,-1.05887745786
ACH-000833,-1.1991745866799999
ACH-000834,-1.10426616553
ACH-000835,-1.16313608672
ACH-000836,-1.41715595819
ACH-000837,-1.12459119808
ACH-000838,-1.40167767234
ACH-000839,-0.961024464369
ACH-000840,-1.08932971075
ACH-000841,-1.1278174381000001
ACH-000843,-1.16782294359
ACH-000846,-1.07756154775
ACH-000847,-0.9586526638539999
ACH-000848,-1.13520214212
ACH-000849,-1.28405268176
ACH-000851,-1.06745814218
ACH-000855,-1.1019684852200002
ACH-000856,-1.06236821557
ACH-000858,-1.09897846619
ACH-000859,-1.04258557569
ACH-000861,-1.6059683091799999
ACH-000862,-1.09406780139
ACH-000865,-1.0532954994900001
ACH-000866,-1.28545291973
ACH-000867,-1.13890300819
ACH-000869,-1.14512489131
ACH-000872,-1.3058971587600001
ACH-000873,-1.0339319170499999
ACH-000876,-1.12035206173
ACH-000878,-1.08535242441
ACH-000880,-1.28042886698
ACH-000881,-1.4072564865200001
ACH-000882,-1.2265039403799998
ACH-000884,-1.16431088637
ACH-000885,-1.05561335989
ACH-000887,-1.11209137652
ACH-000888,-1.35596823037
ACH-000889,-1.11673929594
ACH-000890,-1.4248079835
ACH-000896,-1.28077528435
ACH-000898,-1.4340007992299997
ACH-000900,-1.14645429848
ACH-000901,-1.24079020287
ACH-000905,-1.32813275228
ACH-000906,-1.17007132187
ACH-000907,-1.2480824837200002
ACH-000910,-1.09711919711
ACH-000911,-1.29470256343
ACH-000912,-1.0495240114700002
ACH-000913,-1.2048825195100001
ACH-000915,-1.169373356
ACH-000916,-1.23537051825
ACH-000917,-1.0469351925200001
ACH-000921,-1.13778513319
ACH-000924,-1.20128112483
ACH-000926,-0.8417767235570001
ACH-000928,-1.32439076066
ACH-000929,-1.14033651367
ACH-000932,-1.1639181569900001
ACH-000935,-1.18281590933
ACH-000936,-1.02082400025
ACH-000937,-1.17127570768
ACH-000938,-1.3530445491999998
ACH-000939,-1.34628668585
ACH-000941,-1.1423005695100001
ACH-000943,-1.12613302463
ACH-000946,-1.1226356743700001
ACH-000947,-1.2385489972100001
ACH-000948,-1.1116822680399998
ACH-000950,-1.08002303377
ACH-000953,-1.0793785814499999
ACH-000957,-1.3058287007
ACH-000958,-1.4554800041999998
ACH-000960,-1.27937764439
ACH-000963,-1.57358020502
ACH-000968,-1.23893978956
ACH-000969,-0.875403807095
ACH-000973,-1.12360900094
ACH-000974,-1.24165611085
ACH-000975,-0.96885423734
ACH-000976,-1.20483141559
ACH-000978,-1.68137485486
ACH-000980,-0.9711598254899999
ACH-000984,-1.31172884831
ACH-000986,-1.10864365499
ACH-000988,-1.02014577163
ACH-000993,-1.3146167730399998
ACH-000994,-1.2418253720399999
ACH-000996,-1.23065090654
ACH-001001,-1.19498750991
ACH-001020,-1.3087921118899999
ACH-001028,-0.891827412905
ACH-001031,-1.33269221398
ACH-001038,-1.12603263973
ACH-001048,-0.974039609181
ACH-001050,-0.944610050153
ACH-001053,-1.12770688736
ACH-001054,-1.1713396006399999
ACH-001061,-1.29483148321
ACH-001067,-1.2486643529600001
ACH-001075,-0.989087916006
ACH-001096,-1.03437883105
ACH-001128,-1.65171545321
ACH-001134,-1.31665874261
ACH-001151,-0.981267860336
ACH-001163,-1.2123759486399999
ACH-001164,-1.23662660907
ACH-001173,-1.1794013262899998
ACH-001183,-0.878426606129
ACH-001184,-1.0832762868999999
ACH-001190,-0.8532493725910001
ACH-001192,-1.31643649765
ACH-001193,-1.0514663184
ACH-001196,-1.36620118557
ACH-001197,-1.19591977921
ACH-001205,-1.3268362877200002
ACH-001211,-1.0303490111700002
ACH-001212,-1.42984915123
ACH-001228,-1.2318020485299999
ACH-001232,-1.1263897386700001
ACH-001239,-1.1028808889100001
ACH-001274,-0.934851274752
ACH-001275,-0.8822875887780001
ACH-001277,-1.3549612053600002
ACH-001278,-1.28724058016
ACH-001280,-1.40535704366
ACH-001283,-0.9749590383460001
ACH-001289,-1.5601963594400001
ACH-001295,-1.0803764177
ACH-001300,-1.10747539909
ACH-001301,-1.12234560673
ACH-001302,-0.9545359633730001
ACH-001303,-0.7340580241760001
ACH-001306,-1.18177665194
ACH-001318,-1.14703317981
ACH-001322,-1.00839373257
ACH-001328,-0.963327997719
ACH-001332,-1.13511576015
ACH-001333,-1.26294093158
ACH-001336,-1.3675612684399998
ACH-001340,-1.13517254828
ACH-001346,-0.9438154016470001
ACH-001353,-1.1426278555399998
ACH-001354,-1.4228903134
ACH-001367,-0.946383439433
ACH-001368,-1.0019119412100002
ACH-001374,-0.959847314085
ACH-001375,-1.22681618687
ACH-001377,-1.32832761353
ACH-001380,-1.0904062140100002
ACH-001391,-1.0059737960100001
ACH-001407,-0.9459823380299999
ACH-001408,-1.1578281097299998
ACH-001413,-1.14834881869
ACH-001430,-0.824384189967
ACH-001431,-1.2096778485100002
ACH-001450,-0.772081365578
ACH-001496,-1.4858575661200002
ACH-001500,-1.06415912131
ACH-001521,-1.04553606418
ACH-001523,-1.15572717774
ACH-001532,-1.1669985688700002
ACH-001536,-1.1598539927399998
ACH-001550,-0.992251503089
ACH-001552,-1.38742947278
ACH-001554,-1.22609677235
ACH-001645,-1.41868911299
ACH-001654,-1.11590885738
ACH-001715,-1.04977599976
ACH-001735,-1.11764104189
ACH-001736,-1.37060443607
ACH-001737,-1.2062865114499999
ACH-001740,-1.0072217914700001
ACH-001745,-0.807244996322
ACH-001750,-1.164507549
ACH-001765,-1.0992713946100001
ACH-001956,-1.6495468680899998
ACH-001957,-1.62716206426
